Date,PAYC
2015-01-05,-0.033768024517829454
2015-01-06,-0.024622811949034817
2015-01-07,0.031759025395697416
2015-01-08,0.042620280530266896
2015-01-09,-0.03747158561703057
2015-01-12,-0.0294927055248001
2015-01-13,-0.04335485703236219
2015-01-14,-0.018212584667357534
2015-01-15,0.018550436054618702
2015-01-16,-0.005082791790096741
2015-01-20,-0.010642820622253524
2015-01-21,0.0869192280200144
2015-01-22,0.04037994889630103
2015-01-23,0.028919463436239967
2015-01-26,0.013683241339433438
2015-01-27,0.025903212687164334
2015-01-28,0.022759553366176855
2015-01-29,-0.04728796172857641
2015-01-30,-0.04489054554612626
2015-02-02,-0.0030569571588252575
2015-02-03,0.05711018827636649
2015-02-04,-0.018129134901316846
2015-02-05,0.033973435690156206
2015-02-06,0.0017855883161479458
2015-02-09,0.06096258613498051
2015-02-10,0.0651882440488305
2015-02-11,-0.0078864907882914
2015-02-12,0.05182848133798945
2015-02-13,-0.021463150921131713
2015-02-17,0.036762450188079665
2015-02-18,-0.027711580176468242
2015-02-19,0.023291373851262565
2015-02-20,0.011380732831836937
2015-02-23,-0.025466452360723202
2015-02-24,0.008507876299832517
2015-02-25,-0.007532268175658885
2015-02-26,-0.0030357264541422957
2015-02-27,-0.029232728671721775
2015-03-02,-0.00031361769625848357
2015-03-03,0.001568884522192393
2015-03-04,-0.008771991083238118
2015-03-05,0.022439862473481398
2015-03-06,-0.005873243165089637
2015-03-09,-0.04695264834557733
2015-03-10,0.007504004496774241
2015-03-11,0.019753963356321957
2015-03-12,0.012067346084414288
2015-03-13,-0.01474745368734387
2015-03-16,0.017515923370281294
2015-03-17,0.022535066516555347
2015-03-18,0.047444300966659414
2015-03-19,0.026008081806396577
2015-03-20,-0.03816559488370863
2015-03-23,-0.017175241487371373
2015-03-24,-0.04730321882228383
2015-03-25,-0.036369456723263305
2015-03-26,0.04463406339264919
2015-03-27,0.0003141103445647442
2015-03-30,0.007851814720428285
2015-03-31,-0.0009348168789414801
2015-04-01,-0.012476693867181421
2015-04-02,-0.005053731406518658
2015-04-06,0.014920679890520594
2015-04-07,0.012198780516050167
2015-04-08,-0.0024721459042290617
2015-04-09,-0.009603358695529418
2015-04-10,-0.006255787989309036
2015-04-13,-0.009442936888210296
2015-04-14,-0.031140743189914222
2015-04-15,0.02000663713438544
2015-04-16,-0.009003402936530125
2015-04-17,-0.023036965459709124
2015-04-20,0.06941213642290367
2015-04-21,0.028260951617642416
2015-04-22,-0.00483229406987562
2015-04-23,0.00303468730061085
2015-04-24,-0.0042358020106540994
2015-04-27,-0.021270220842671272
2015-04-28,0.021732475393754447
2015-04-29,-0.016104699275244938
2015-04-30,-0.023779982689924428
2015-05-01,0.010123388745927997
2015-05-04,0.032257806021901425
2015-05-05,-0.049453714844912455
2015-05-06,0.054899353042176635
2015-05-07,0.06898664732945425
2015-05-08,0.010472704209557149
2015-05-11,0.07254892655909573
2015-05-12,0.01723699775920151
2015-05-13,-0.020539195306737312
2015-05-14,0.028571271788539132
2015-05-15,-0.1006625642691491
2015-05-18,0.0017002104033718712
2015-05-19,0.009052397837005177
2015-05-20,0.00364427304300885
2015-05-21,0.011452651203205155
2015-05-22,-0.014912899506579147
2015-05-26,-0.01401758850004764
2015-05-27,0.0005686705828769067
2015-05-28,-0.013640006632004709
2015-05-29,0.001440237889995144
2015-06-01,-0.00028752178858626465
2015-06-02,0.01812968061511211
2015-06-03,-0.0014132923553791255
2015-06-04,-0.0028304754255039644
2015-06-05,0.004825301526324877
2015-06-08,0.02542380027520519
2015-06-09,-0.006611510053004643
2015-06-10,-0.0008320063232050146
2015-06-11,-0.007493861816273983
2015-06-12,0.0044744133545731035
2015-06-15,0.015868438386319017
