Date,NI
2015-01-05,-0.011778463548336893
2015-01-06,-0.011680515951234205
2015-01-07,0.01688385989343577
2015-01-08,0.018263470814010585
2015-01-09,-0.009783074024254157
2015-01-12,-0.004705069340236401
2015-01-13,-0.00023622530716105317
2015-01-14,0.020803803204042515
2015-01-15,0.009032191176418625
2015-01-16,0.01009846576240725
2015-01-20,0.004317066456976937
2015-01-21,0.008823680389961952
2015-01-22,-0.006503822393243874
2015-01-23,-0.0018055230294140578
2015-01-26,-0.007914985083857795
2015-01-27,0.001823528825137366
2015-01-28,-0.019567793586932614
2015-01-29,0.013692006898815778
2015-01-30,-0.00961501804713305
2015-02-02,0.015025679910839917
2015-02-03,0.024367745317967815
2015-02-04,-0.009560005697202723
2015-02-05,0.0160306239607646
2015-02-06,-0.04133343783065946
2015-02-09,-0.0013903326200216393
2015-02-10,0.041550393202906655
2015-02-11,-0.036104172866001205
2015-02-12,0.0027745273597710174
2015-02-13,-0.019598771670683357
2015-02-17,0.000940773383281579
2015-02-18,0.03171983317442728
2015-02-19,-0.010020534959380378
2015-02-20,0.0034504134058315206
2015-02-23,0.0018342535133142324
2015-02-24,0.00320395084497771
2015-02-25,-0.01756398953762306
2015-02-26,-0.012305831560530112
2015-02-27,0.008697905892367519
2015-03-02,-0.013283626303080887
2015-03-03,0.004014966336890691
2015-03-04,-0.0014114129572230238
2015-03-05,0.010600757513539616
2015-03-06,-0.030536004620703716
2015-03-09,0.001202181583816797
2015-03-10,-0.001681065698972195
2015-03-11,-0.014674012621964105
2015-03-12,0.026855445960212387
2015-03-13,-0.019971668538088738
2015-03-16,0.01504130561657413
2015-03-17,0.001912126628426325
2015-03-18,0.04413144814890235
2015-03-19,-0.013022399648980998
2015-03-20,0.0180555360434822
2015-03-23,-0.005911950688435752
2015-03-24,-0.014409642839487868
2015-03-25,0.0
2015-03-26,-0.006730070119177256
2015-03-27,0.026168064682172032
2015-03-30,0.005919797158355999
2015-03-31,-0.00045294161731368465
2015-04-01,0.0020383592067341194
2015-04-02,-0.0020342127504457963
2015-04-06,0.011549480545568924
2015-04-07,-0.01052181798392371
2015-04-08,-0.0038464686581535235
2015-04-09,-0.009084794761639814
2015-04-10,0.005730555396489478
2015-04-13,-0.015041192119936708
2015-04-14,0.001619376852740606
2015-04-15,0.010857160170099966
2015-04-16,-0.009826432868645152
2015-04-17,-0.0041541084354196345
2015-04-20,0.008343108490650009
2015-04-21,0.003907002824824035
2015-04-22,0.011676010207381182
2015-04-23,0.009051974710291733
2015-04-24,0.006279245159751756
2015-04-27,-0.010474846481933975
2015-04-28,0.003624867315761948
2015-04-29,-0.006771908086247946
2015-04-30,-0.013181970785231423
2015-05-01,0.010133721835515308
2015-05-04,0.00638382263592896
2015-05-05,-0.02310813045877269
2015-05-06,-0.0060298427035747615
2015-05-07,0.003966491832787078
2015-05-08,0.024169274425558163
2015-05-11,0.007034363151117828
2015-05-12,0.0018020275699115462
2015-05-13,-0.011695464660023802
2015-05-14,0.005006935408435442
2015-05-15,0.029891338174824922
2015-05-18,0.024185941684169432
2015-05-19,0.007514815871575431
2015-05-20,0.0059659260541722325
2015-05-21,-0.0025417533703313566
2015-05-22,0.004884197135182289
2015-05-26,-0.005917325325884626
2015-05-27,-0.0040392904114131545
2015-05-28,0.010886124292917021
2015-05-29,-0.0038005900154305383
2015-06-01,-0.002543440435147093
2015-06-02,-0.011474738317403532
2015-06-03,-0.010318317757467277
2015-06-04,-0.007819039368506808
2015-06-05,-0.008537912089605415
2015-06-08,-0.006182184036671368
2015-06-09,0.0011105122811323476
2015-06-10,0.012872101203389219
2015-06-11,0.015556271054292914
2015-06-12,-0.008414207840118038
2015-06-15,0.00848560750531746
2015-06-16,0.006904061831374264
2015-06-17,0.03706895003831723
2015-06-18,0.006611289908279305
2015-06-19,-0.013752047320186311
2015-06-22,0.005411242576719655
2015-06-23,-0.019664680895941977
2015-06-24,-0.007601604685698038
2015-06-25,-0.009787031803092927
2015-06-26,-0.006230910799945311
2015-06-29,-0.006486604482658143
2015-06-30,-0.0078349359432619
2015-07-01,-0.003070862013987541
2015-07-02,-0.04863451653108941
2015-07-06,-0.008828784830831382
2015-07-07,0.016627065937950603
2015-07-08,0.001168206953497064
2015-07-09,-0.02275395432119498
2015-07-10,0.009552334618479152
2015-07-13,0.0
2015-07-14,-0.007687684197974165
2015-07-15,0.011919009789642443
2015-07-16,0.02002341405387753
2015-07-17,-0.024249369068813365
2015-07-20,0.0005916682480595625
2015-07-21,-0.004139462347342415
2015-07-22,0.007125941266826974
2015-07-23,-0.02476409233403365
2015-07-24,0.0296251456122274
2015-07-27,0.012918340684200169
2015-07-28,-0.0005799687232244111
2015-07-29,-0.0026338342426259764
2015-07-30,0.0046949158748101905
2015-07-31,0.019859750471143967
2015-08-03,-0.022336599569005466
2015-08-04,-0.01464554720296174
2015-08-05,0.000594336644567317
2015-08-06,0.0011885101124178288
2015-08-07,0.0035607554676280184
2015-08-10,-0.001774137924114294
2015-08-11,0.01244096026144148
2015-08-12,0.036278543463216906
2015-08-13,0.0005644687589130282
2015-08-14,0.00564334459890703
2015-08-17,0.010100870269389661
2015-08-18,-0.014444093402439906
2015-08-19,0.0039455556581524664
2015-08-20,-0.015159924195615404
2015-08-21,-0.014823122216250928
2015-08-24,-0.04398158027020793
2015-08-25,-0.01937031427399838
2015-08-26,0.03086413188153303
2015-08-27,0.02095774359035274
2015-08-28,0.0005868552687522399
2015-08-31,-0.0158268474869232
2015-09-01,-0.018463270952631117
2015-09-02,-0.01152893734285576
2015-09-03,0.010435736299350351
2015-09-04,-0.017618283347157426
2015-09-08,0.028447596221021554
2015-09-09,-0.009621251471423231
2015-09-10,0.006678775361313338
2015-09-11,0.0018095284354411323
2015-09-14,0.007826497831993073
2015-09-15,0.007168464370654881
2015-09-16,0.019572930181348536
2015-09-17,0.016870552618095447
2015-09-18,-0.0034327200827042326
2015-09-21,0.004018410164357666
2015-09-22,-0.009720033367278669
2015-09-23,0.00692871417045704
2015-09-24,0.008600735478138555
2015-09-25,0.020466560922632437
2015-09-28,-0.006685675730329632
2015-09-29,0.003925860969516082
2015-09-30,0.03631328463201888
2015-10-01,-0.004312741102196593
2015-10-02,0.018949482791834393
2015-10-05,0.012221293504955932
2015-10-06,-0.017322877805298287
2015-10-07,0.011217920113342883
2015-10-08,0.008452059340514406
2015-10-09,-0.005762149101932401
2015-10-12,0.0036882671869791217
2015-10-13,0.003149402369965415
2015-10-14,-0.0020933513538176074
2015-10-15,0.01678064089258746
2015-10-16,0.003610009397104319
2015-10-19,0.004624639880063786
2015-10-20,-0.0005112089761807326
2015-10-21,-0.007164928076848431
2015-10-22,0.018041284105231314
2015-10-23,-0.007088678601366194
2015-10-26,-0.0020396440673340344
2015-10-27,-0.015329595814092323
2015-10-28,-0.000784830307793416
2015-10-29,-0.010994492043648774
2015-10-30,0.014293222403793493
2015-11-02,0.001043622177147041
2015-11-03,-0.00312814252935234
2015-11-04,0.01255224033918112
2015-11-05,0.010330685045050414
2015-11-06,-0.030675159721363143
2015-11-09,-0.002109535651541705
2015-11-10,0.01744182903423086
2015-11-11,0.008831132808464481
2015-11-12,-0.014418102642202113
2015-11-13,-0.003134544742179668
2015-11-16,0.01257862190033432
2015-11-17,-0.0072465977667793835
2015-11-18,0.020855138581641786
2015-11-19,0.006639159063216216
2015-11-20,0.0060885808104602646
2015-11-23,-0.004034097809210491
2015-11-24,-0.01164587691982133
2015-11-25,-0.019467242609129687
2015-11-27,0.004179798860962425
2015-11-30,-0.0015605466642254484
2015-12-01,0.010422064182945556
2015-12-02,-0.005157416107687274
2015-12-03,-0.018662427059884967
2015-12-04,0.0089801411234407
2015-12-07,0.0020942083283792545
2015-12-08,0.005747138877284064
2015-12-09,0.0005193715778779584
2015-12-10,-0.01142259619553787
2015-12-11,-0.019958083122605386
2015-12-14,0.009646501259482188
2015-12-15,-0.006900414395964671
2015-12-16,0.03206854387515223
2015-12-17,-0.0015536757351614083
2015-12-18,-0.016597523748522414
2015-12-21,-0.0036915508153144705
2015-12-22,0.011646326827518427
2015-12-23,0.011512048131141706
2015-12-24,-0.0010347120854009573
2015-12-28,0.00828586828930522
2015-12-29,0.01694925623526755
2015-12-30,0.0010103468515314518
2015-12-31,-0.015640878929155666
2016-01-04,0.0005123837124227926
2016-01-05,0.015881265858282978
2016-01-06,0.005547161976346304
2016-01-07,-0.022066307813179753
2016-01-08,-0.0015385372303501343
2016-01-11,0.016435620243721694
2016-01-12,-0.012632675444048447
2016-01-13,-0.0035824389328538153
2016-01-14,0.02722157707395989
2016-01-15,-0.013000055284949852
2016-01-19,0.015197593508301965
2016-01-20,-0.028941857081498656
2016-01-21,0.0035965661067041133
2016-01-22,0.03840236559685817
2016-01-25,0.00493152965777699
2016-01-26,-0.003434717372281404
2016-01-27,-0.00837041522560833
2016-01-28,0.030287798306090075
2016-01-29,0.012530487764929044
2016-02-01,0.013802577885420497
2016-02-02,-0.0018776620220517515
2016-02-03,0.010348030074748493
2016-02-04,-0.007737454912765784
2016-02-05,-0.008506453540317094
2016-02-08,-0.0033366746438643347
2016-02-09,0.01578179481785691
2016-02-10,0.011299543070385054
2016-02-11,-0.017691002604045103
2016-02-12,0.008530948370028879
2016-02-16,-0.007989209999994529
2016-02-17,0.011369497715560506
2016-02-18,0.0243559414699297
2016-02-19,0.0
2016-02-22,0.0018289284787755822
2016-02-23,-0.00502069408309036
2016-02-24,-0.00229341353519652
2016-02-25,0.012873843683721242
2016-02-26,-0.02360443377237187
2016-02-29,-0.0013946237963765595
2016-03-01,0.0009307684003589944
2016-03-02,0.026511976998385478
2016-03-03,0.012233829724407785
2016-03-04,0.0026855030476438113
2016-03-07,-0.0017855402912021479
2016-03-08,0.005366317416266808
2016-03-09,0.006228067507078272
2016-03-10,0.006631391830826283
2016-03-11,-0.0013175638143461121
2016-03-14,0.0017589563879656378
2016-03-15,-0.00482849564023613
2016-03-16,0.018967701360309785
2016-03-17,0.00995679431465124
2016-03-18,-0.022717788725203913
2016-03-21,0.003947490817658217
2016-03-22,-0.003931969404538549
2016-03-23,0.009649534751956956
2016-03-24,0.00043397145526502534
2016-03-28,-0.00477630360448611
2016-03-29,0.01090750553748232
2016-03-30,0.009494997753762835
2016-03-31,0.007267738998429252
2016-04-01,0.011035999246226114
2016-04-04,-0.009236006416357578
2016-04-05,-0.015253839412687098
2016-04-06,0.008605673200124286
2016-04-07,-0.00085348796578677
2016-04-08,0.005550873936907674
2016-04-11,-0.003396914591144329
2016-04-12,0.006816876366716018
2016-04-13,-0.009733040912736968
2016-04-14,0.001281980998468546
2016-04-15,0.010670191797487627
2016-04-18,0.005912018756223381
2016-04-19,0.006717144632355065
2016-04-20,-0.03794838984675275
2016-04-21,-0.04074581633599106
2016-04-22,0.0054230213371952996
2016-04-25,0.003595038419481833
2016-04-26,-0.0017909075178627054
2016-04-27,0.016037865217899183
2016-04-28,0.0026678850345078775
2016-04-29,0.007095128405046225
2016-05-02,0.011008484364768645
2016-05-03,0.006533459406713904
2016-05-04,0.018173946894458837
2016-05-05,-0.002125424338962123
2016-05-06,-0.0029810621335850662
2016-05-09,0.008116161712545589
2016-05-10,-0.0029657955086322962
2016-05-11,0.011049277187556994
2016-05-12,0.007145644128486506
2016-05-13,0.00667802258675243
2016-05-16,0.007462884822528659
2016-05-17,-0.016461351087486698
2016-05-18,-0.01882810238509025
2016-05-19,0.00298498428471472
2016-05-20,0.012755259869085878
2016-05-23,-0.005877450022651387
2016-05-24,0.016469634703959457
2016-05-25,-0.00498509572832595
2016-05-26,0.0037571804858986813
2016-05-27,0.003327899399697465
2016-05-31,-0.010779322675728342
2016-06-01,0.007125107462943703
2016-06-02,-0.0016650663699938617
2016-06-03,0.01959186627030607
2016-06-06,-0.0012265593517688522
2016-06-07,0.00040952937978810944
2016-06-08,0.00818295200053476
2016-06-09,0.015422130987458482
2016-06-10,-0.0047962222836694934
2016-06-13,0.0024097709733326145
2016-06-14,0.010015926967510191
2016-06-15,-0.0011899680558741244
2016-06-16,0.006751591555933079
2016-06-17,-0.0035504900000473683
2016-06-20,-0.006729905612543163
2016-06-21,0.008369818186739097
2016-06-22,-0.0019764265699054873
2016-06-23,-0.0027721937011075948
2016-06-24,0.005162975814189563
2016-06-27,0.0035557987974454974
2016-06-28,0.007480490690921382
2016-06-29,0.010551174252596995
2016-06-30,0.025521655587663616
2016-07-01,0.005279067649653912
2016-07-05,0.004125906656664569
2016-07-06,-0.00448239936106043
2016-07-07,-0.022889568682117112
2016-07-08,0.003456215211993907
2016-07-11,-0.0022960444550004233
2016-07-12,-0.008054894237405463
2016-07-13,0.007733616646224961
2016-07-14,-0.0019185911927407373
2016-07-15,0.003460200820028625
2016-07-18,0.0011491948104791483
2016-07-19,-0.003061327473425912
2016-07-20,-0.00690977494819478
2016-07-21,0.0023194156225234686
2016-07-22,0.012726281570185849
2016-07-25,-0.007996808975931469
2016-07-26,-0.010748331919685161
2016-07-27,-0.005663625183740195
2016-07-28,0.01139087241750647
2016-07-29,-0.0034951209565408092
2016-08-01,0.005845336230893006
2016-08-02,0.005037133800696925
2016-08-03,-0.023130137090114578
2016-08-04,0.001183489999194265
2016-08-05,-0.02049637624068068
2016-08-08,-0.0016101228486782304
2016-08-09,0.003224518898590434
2016-08-10,0.004821792701232175
2016-08-11,0.0003991948353763153
2016-08-12,-0.0003990355424485781
2016-08-15,-0.018393186020026486
2016-08-16,-0.009368607282146058
2016-08-17,0.01644743189248765
2016-08-18,0.010922563961223597
2016-08-19,-0.014806190849333545
2016-08-22,0.008123456510294114
2016-08-23,-0.004834778190191735
2016-08-24,0.0024294414995682523
2016-08-25,-0.002827188958503979
2016-08-26,-0.020251006581369135
2016-08-29,0.0024801364683242344
2016-08-30,-0.016082572960633534
2016-08-31,0.0033532235415385525
2016-09-01,-0.00459482308405379
2016-09-02,0.012588551757186872
2016-09-06,0.01201871729708004
2016-09-07,-0.001637955614508635
2016-09-08,0.00041003067582967567
2016-09-09,-0.04182023514944799
2016-09-12,0.014120459362108928
2016-09-13,-0.01983112346541316
2016-09-14,0.008179094712180701
2016-09-15,0.009820525464667051
2016-09-16,0.01987305015336216
2016-09-19,0.01285249341358874
2016-09-20,0.006958852211970568
2016-09-21,0.03170719786583254
2016-09-22,-0.0043340248384148294
2016-09-23,-0.006331641161629986
2016-09-26,-0.00039831227925135604
2016-09-27,-0.016334582239592943
2016-09-28,-0.0016203517494755015
2016-09-29,-0.017849915779276526
2016-09-30,-0.004130566728129947
2016-10-03,-0.020323451932655834
2016-10-04,-0.02709546348127878
2016-10-05,-0.0056572377531101115
2016-10-06,-0.00043759677887922344
2016-10-07,-0.01007013165079862
2016-10-10,0.013268599845899676
2016-10-11,-0.023133769149246697
2016-10-12,0.013851403235065618
2016-10-13,0.00925522648083632
2016-10-14,-0.009606994058267149
2016-10-17,0.01014106043501184
2016-10-18,0.0065473140456522305
2016-10-19,-0.009540337493343709
2016-10-20,-0.002189163883104972
2016-10-21,-0.007898258349611997
2016-10-24,-0.0035382708548078456
2016-10-25,0.012872014921634367
2016-10-26,-0.004820558468056624
2016-10-27,-0.0028831354502909523
2016-10-28,0.002224079947244828
2016-10-31,0.03240129641398326
2016-11-01,-0.03955260131464178
2016-11-02,-0.011190762709075153
2016-11-03,0.0022634598401738426
2016-11-04,-0.009937027617564431
2016-11-07,0.017792282000317572
2016-11-08,0.012102334844055873
2016-11-09,-0.014171737666613615
2016-11-10,-0.03279462583614967
2016-11-11,-0.005573435951392924
2016-11-14,0.00700604737338506
2016-11-15,0.016233826527805473
2016-11-16,-0.007303012436601586
2016-11-17,-0.006436784643318649
2016-11-18,0.004627472823268697
2016-11-21,0.00829136268831121
2016-11-22,-0.0027409454012694567
2016-11-23,-0.008703843129420075
2016-11-25,0.023105636405442942
2016-11-28,0.003161755665518351
2016-11-29,0.007203800969289853
2016-11-30,-0.019222153531382125
2016-12-01,-0.010483376147530254
2016-12-02,-0.0009208372276663379
2016-12-05,-0.0023055499797238754
2016-12-06,-0.007855402047824755
2016-12-07,0.004657293280931674
2016-12-08,0.006490381752963348
2016-12-09,0.0032246121383490145
2016-12-12,0.004591352621130307
2016-12-13,0.010054994726099498
2016-12-14,-0.019909568668550537
2016-12-15,0.016158645859648546
2016-12-16,0.0009088579325999824
2016-12-19,0.013617746597620828
2016-12-20,-0.005373872878259522
2016-12-21,0.0054029074158854495
2016-12-22,0.004478152219510756
2016-12-23,-0.005795834960719892
2016-12-27,-0.0031385063243827283
2016-12-28,-0.012596268853765635
2016-12-29,0.013212056565181873
2016-12-30,-0.004496274786916388
2017-01-03,0.002258348159809076
2017-01-04,0.007661036960106005
2017-01-05,0.014311289667039206
2017-01-06,-0.014109366436941717
2017-01-09,-0.01341699595017043
2017-01-10,-0.00543953281178744
2017-01-11,0.008204211668247918
2017-01-12,-0.004068611312606385
2017-01-13,-0.003177428484426703
2017-01-17,0.017759523052165216
2017-01-18,0.007606305016312653
2017-01-19,-0.007992911688847859
2017-01-20,0.007609484188585425
2017-01-23,-0.013771476891502932
2017-01-24,0.0022520174748570376
2017-01-25,-0.002246957287779683
2017-01-26,0.0009005120747904716
2017-01-27,-0.00855051102477622
2017-01-30,-0.008624710010214254
2017-01-31,0.024267363685313237
2017-02-01,-0.017434140468215342
2017-02-02,0.008189396711501873
2017-02-03,0.004512960998994453
2017-02-06,-0.0008988765061781478
2017-02-07,-0.003597042474517087
2017-02-08,0.008869902976167854
2017-02-09,0.0022541563859428404
2017-02-10,0.008097183736315738
2017-02-13,0.004908626549970929
2017-02-14,-0.011989644968773194
2017-02-15,-0.0008986914069539775
2017-02-16,0.01979315326031017
2017-02-17,0.0013232824987734482
2017-02-21,0.012775119596161844
2017-02-22,0.007829618325123189
2017-02-23,0.02589550494342374
2017-02-24,0.010096573590816726
2017-02-27,-0.008746221300063195
2017-02-28,0.004622156983499437
2017-03-01,-0.00041835779935861517
2017-03-02,0.007949825390040965
2017-03-03,-0.015359223794321308
2017-03-06,-0.005901924853015328
2017-03-07,-0.0033931716169092185
2017-03-08,-0.02042515734904138
2017-03-09,-0.0013034886417639946
2017-03-10,0.014789254910517746
2017-03-13,0.007286431891752487
2017-03-14,-0.005957071790284152
2017-03-15,0.014982569565864079
2017-03-16,-0.014339624231945125
2017-03-17,0.0055622890209545695
2017-03-20,-0.011915100352038799
2017-03-21,0.01507355812877087
2017-03-22,0.010182459222678686
2017-03-23,-0.00252016530958199
2017-03-24,0.005053065178734384
2017-03-27,-0.0025138300423150906
2017-03-28,-0.004199995719108007
2017-03-29,0.0
2017-03-30,-0.00506116780699406
2017-03-31,0.008478330419783076
2017-04-03,-0.004623784446438073
2017-04-04,-0.0008447371619363375
2017-04-05,0.005071968953446859
2017-04-06,0.002523344535124261
2017-04-07,-0.006711597880481812
2017-04-10,0.002533578486811683
2017-04-11,0.004634155145120333
2017-04-12,0.003772910962276166
2017-04-13,-0.006683148350073331
2017-04-17,0.01009232757863554
2017-04-18,0.007910423762077956
2017-04-19,0.0008259346791334998
2017-04-20,-0.004539819852739102
2017-04-21,0.002902386913385735
2017-04-24,0.0028935743399092217
2017-04-25,0.007007521070241829
2017-04-26,-0.006802809436356916
2017-04-27,0.011208172829370255
2017-04-28,-0.004515725364478085
2017-05-01,-0.00659801153434858
2017-05-02,0.006226694042045455
2017-05-03,-0.009488631416025628
2017-05-04,0.011245622730787996
2017-05-05,0.01029637303412878
2017-05-08,-0.006114903356720491
2017-05-09,-0.011485155042115447
2017-05-10,0.0016600788398508648
2017-05-11,0.0
2017-05-12,0.006627871707846733
2017-05-15,0.00905365109182954
2017-05-16,-0.01264275485267119
2017-05-17,0.001652228238831377
2017-05-18,0.01030911174673732
2017-05-19,0.008163357453716769
2017-05-22,0.012550521870626552
2017-05-23,0.0051977067412400935
2017-05-24,0.0031827096748986428
2017-05-25,0.012291450341769483
2017-05-26,0.0011753686337072633
2017-05-30,0.010172110944946411
2017-05-31,0.009682356050218832
2017-06-01,0.006520716358780598
2017-06-02,0.004192191615389973
2017-06-05,0.0011383209102953096
2017-06-06,-0.004548764601267297
2017-06-07,0.006854561748577792
2017-06-08,-0.023071106125831076
2017-06-09,-0.0023228585121817247
2017-06-12,-0.0038804766604011443
2017-06-13,0.005843535065751748
2017-06-14,0.0038728655698927472
2017-06-15,0.0050154164823397185
2017-06-16,0.0003837148376053534
2017-06-19,0.004221338144775544
2017-06-20,0.002292489991207347
2017-06-21,-0.008006024683690383
2017-06-22,-0.0038431929243383234
2017-06-23,-0.004243659366983121
2017-06-26,0.010460768538258058
2017-06-27,-0.007668703342040173
2017-06-28,-0.01506912320056708
2017-06-29,-0.003923490332952251
2017-06-30,-0.001181654116476194
2017-07-03,-0.0015769137402852351
2017-07-05,0.001184528753573444
2017-07-06,-0.005917397714818806
2017-07-07,0.004762451730544903
2017-07-10,-0.004344708838776801
2017-07-11,-0.0015864930946474232
2017-07-12,0.015892111414866017
2017-07-13,-0.008604169221051117
2017-07-14,0.01577927063508744
2017-07-17,0.0023301711164931405
2017-07-18,-0.004649700283456459
2017-07-19,-0.0015569472325615008
2017-07-20,0.006627876010436573
2017-07-21,0.006196719399669259
2017-07-24,0.004233953927539336
2017-07-25,-0.0026830265817564536
2017-07-26,0.01883161673194489
2017-07-27,-0.0017088245010852265
2017-07-28,-0.008368116133549042
2017-07-31,-0.0003836302994782992
2017-08-01,0.006907050009265836
2017-08-02,0.01638735443906625
2017-08-03,-0.006374440376019641
2017-08-04,-0.003773403507127626
2017-08-07,-0.001514873074430767
2017-08-08,-0.0015175452912724596
2017-08-09,0.0022792627160381773
2017-08-10,-0.00037884200999227513
2017-08-11,-0.0007584383626103586
2017-08-14,0.011005843669292803
2017-08-15,0.0007506588844539142
2017-08-16,0.011252546337779057
2017-08-17,-0.010014437423497946
2017-08-18,0.0037464476047550654
2017-08-21,-0.0003734119644503986
2017-08-22,0.005974983093576469
2017-08-23,0.0033404398738199337
2017-08-24,-0.003329318485598143
2017-08-25,0.006310187230360809
2017-08-28,-0.000737826744865222
2017-08-29,-0.004060497714077016
2017-08-30,-0.0025944713987131607
2017-08-31,-0.001486437698125731
2017-09-01,-0.0003719333722078666
2017-09-05,0.00037207175811149185
2017-09-06,-0.002977392668199186
2017-09-07,0.007465572060691317
2017-09-08,0.004446095406732908
2017-09-11,0.0044263242549500426
2017-09-12,-0.01615866536413324
2017-09-13,-0.00410578411453999
2017-09-14,0.008995509725695294
2017-09-15,0.0026001620250217794
2017-09-18,-0.016672903421171004
2017-09-19,-0.0052750619055470516
2017-09-20,-0.007954506955060281
2017-09-21,-0.0026728255491640374
2017-09-22,-0.01646254510630385
2017-09-25,0.00856384470963989
2017-09-26,0.0061751324037397914
2017-09-27,-0.024932945034066956
2017-09-28,0.0031473254615626
2017-09-29,0.00352926989479152
2017-10-02,-0.003126128054454891
2017-10-03,-0.005488435293199534
2017-10-04,0.013401964433980451
2017-10-05,0.0003890020243630943
2017-10-06,0.0
2017-10-09,0.007387302255162043
2017-10-10,0.01698178053026922
2017-10-11,0.00265659585247513
2017-10-12,0.005677475696772349
2017-10-13,0.0011293258987126187
2017-10-16,-0.008646854524648084
2017-10-17,0.0030337534504414343
2017-10-18,-0.0007560512512573281
2017-10-19,0.012485776022723272
2017-10-20,-0.003736924218104898
2017-10-23,0.006001413499931774
2017-10-24,-0.005592800880045989
2017-10-25,-0.004874441623247017
2017-10-26,-0.0026377630521551287
2017-10-27,-0.0011330341448012593
2017-10-30,-0.000570980509686958
2017-10-31,0.004571199670438064
2017-11-01,0.007963383694583381
2017-11-02,0.013544450844456213
2017-11-03,0.014476435112210195
2017-11-06,-0.004391008128143081
2017-11-07,0.009555405791479954
2017-11-08,0.001820373913533846
2017-11-09,0.0
2017-11-10,-0.01162806727751986
2017-11-13,0.004411814992989926
2017-11-14,0.009516751365631348
2017-11-15,-0.012327485753791056
2017-11-16,0.0029366506709269657
2017-11-17,-0.008784603976083494
2017-11-20,0.0003691372348113564
2017-11-21,0.004798730000397544
2017-11-22,-0.006612545411399551
2017-11-24,0.0
2017-11-27,0.0022189144237494407
2017-11-28,0.003689822266591092
2017-11-29,-0.0011028862576556442
2017-11-30,0.013249788025733178
2017-12-01,-0.007264648211928626
2017-12-04,-0.010977117303029527
2017-12-05,-0.008508942829549948
2017-12-06,0.007462801752706305
2017-12-07,0.0011108743026779777
2017-12-08,0.004069470774109574
2017-12-11,0.0014741870709662486
2017-12-12,-0.029065357430610783
2017-12-13,0.0015155260261914272
2017-12-14,0.0018918186806444748
2017-12-15,0.001132781494814994
2017-12-18,-0.019992321867038254
2017-12-19,-0.026173929215375646
2017-12-20,-0.013438708410366873
2017-12-21,-0.012019512229563656
2017-12-22,0.02514220193821637
2017-12-26,-0.008702742064741198
2017-12-27,0.007183087517477205
2017-12-28,0.012678170400832078
2017-12-29,0.0043036076913161025
2018-01-02,-0.012076576329609123
2018-01-03,-0.006309284666874637
2018-01-04,-0.004364895089150611
2018-01-05,-0.011956944619501697
2018-01-08,0.008471328033067715
2018-01-09,-0.012000085374321401
2018-01-10,-0.023076861332812504
2018-01-11,0.0
2018-01-12,-0.0024867113351636494
2018-01-16,-0.001661601358648901
2018-01-17,0.004993508052469675
2018-01-18,-0.007039223657337446
2018-01-19,-0.0016681436316271503
2018-01-22,0.0004179627892473281
2018-01-23,0.009185820997187122
2018-01-24,0.00041347903161037536
2018-01-25,0.009925570118236804
2018-01-26,0.003275973723651626
2018-01-29,-0.01142826886083459
2018-01-30,0.009496246301100575
2018-01-31,0.0094068158019609
2018-02-01,-0.017828335832232645
2018-02-02,-0.011138564248166394
2018-02-05,-0.018773246120302733
2018-02-06,-0.010204195256933835
2018-02-07,-0.008161489942678735
2018-02-08,-0.016815805279606577
2018-02-09,0.02576606431526729
2018-02-12,0.0008663158588462228
2018-02-13,0.0008655660052889758
2018-02-14,-0.01686110719088052
2018-02-15,0.0277044707039531
2018-02-16,0.004706817496404669
2018-02-20,-0.019591304895205996
2018-02-21,-0.009556658348278013
2018-02-22,0.012280233948755548
2018-02-23,0.022530502969064337
2018-02-26,-0.0004236944323980918
2018-02-27,-0.011445627507942757
2018-02-28,-0.008147268613731051
2018-03-01,0.0017290053287739582
2018-03-02,0.0
2018-03-05,0.0155374364198817
2018-03-06,-0.013599692052084666
2018-03-07,-0.011202101367781658
