Date,PNR
2015-01-05,-0.04079135143829482
2015-01-06,-0.00859923296681342
2015-01-07,0.0075698802988946046
2015-01-08,0.025981842708177272
2015-01-09,-0.006559545441928827
2015-01-12,-0.007524769905205897
2015-01-13,0.005725180539085217
2015-01-14,0.004769080029519479
2015-01-15,-0.005359124718886887
2015-01-16,-0.007389256705595648
2015-01-20,0.0054283215345944935
2015-01-21,0.022829012831467876
2015-01-22,0.0
2015-01-23,-0.031066488790797875
2015-01-26,-0.004202068936883241
2015-01-27,-0.02000650219874167
2015-01-28,-0.01635171425725701
2015-01-29,0.016460950989676704
2015-01-30,-0.008979006033393633
2015-02-02,0.03996140864394859
2015-02-03,0.021934871345833384
2015-02-04,-0.03288162668263406
2015-02-05,0.006611242346914015
2015-02-06,0.005785364847664676
2015-02-09,0.017879746500629512
2015-02-10,-0.006415129719332113
2015-02-11,-0.00630318561318699
2015-02-12,0.017636263565506294
2015-02-13,0.016570548690774123
2015-02-17,0.002840606971755033
2015-02-18,-0.00298173372244126
2015-02-19,0.0013460626928316621
2015-02-20,0.016131648793434872
2015-02-23,-0.01587554999648888
2015-02-24,0.010156964055125561
2015-02-25,-0.0013311394871978743
2015-02-26,-0.0029609446891663005
2015-02-27,-0.012919527146013854
2015-03-02,-0.003911384540033813
2015-03-03,-0.005135138357454605
2015-03-04,-0.022468369665541776
2015-03-05,0.006367052519173466
2015-03-06,-0.02145052680373316
2015-03-09,0.013247077156207654
2015-03-10,-0.02163436077808667
2015-03-11,-0.005726978549785433
2015-03-12,0.02703986038716688
2015-03-13,-0.0066984733896719995
2015-03-16,0.011448742840133086
2015-03-17,0.0018610946174086873
2015-03-18,0.022442370268196177
2015-03-19,-0.02543154480301768
2015-03-20,0.004038361954560754
2015-03-23,-0.008508511248458195
2015-03-24,0.0018721787777833399
2015-03-25,-0.021647524846495236
2015-03-26,0.0006366397725992012
2015-03-27,-0.007476867611971971
2015-03-30,0.018272177024401648
2015-03-31,-0.010073896593614129
2015-04-01,0.0015899900958353808
2015-04-02,0.010795287643682538
2015-04-06,0.03172607211165657
2015-04-07,-0.018723984825474327
2015-04-08,-0.03490554594212136
2015-04-09,0.0019290845123884903
2015-04-10,0.005294195164094351
2015-04-13,-0.0014367216897732682
2015-04-14,0.01869936056609256
2015-04-15,0.01788496435850817
2015-04-16,-0.00369897597962654
2015-04-17,-0.01624376074091638
2015-04-20,0.0066048979557766785
2015-04-21,-0.034994346250983965
2015-04-22,-0.015296817688162156
2015-04-23,0.013055964570692913
2015-04-24,0.0035884703781947636
2015-04-27,0.015929548472234822
2015-04-28,-0.0009600216982451615
2015-04-29,0.0036834207576095235
2015-04-30,-0.008297439623436653
2015-05-01,-0.0003217731026878834
2015-05-04,0.003863173865270353
2015-05-05,-0.00913915971136936
2015-05-06,0.0032362824696308135
2015-05-07,-0.0008063787892569341
2015-05-08,0.0020980582988974206
2015-05-11,0.0012890891109429425
2015-05-12,0.008204327183309879
2015-05-13,0.009095197647926323
2015-05-14,0.017077867113766576
2015-05-15,-0.004974886642556742
2015-05-18,0.0
2015-05-19,0.0007810736462323664
2015-05-20,0.00218570097699633
2015-05-21,0.02726278373421187
2015-05-22,-0.013951745418350647
2015-05-26,-0.008920463099841958
2015-05-27,0.0031036974057341293
2015-05-28,-0.002475233525935261
2015-05-29,-0.006979012984962285
2015-06-01,-0.008433209093934857
2015-06-02,0.0058272684601787805
2015-06-03,-0.002818623865309844
2015-06-04,-0.023869108469311895
2015-06-05,0.003539478158133935
2015-06-08,-0.01346647911884502
2015-06-09,-0.005199182071039421
2015-06-10,0.011923900593319825
2015-06-11,0.0038740697304138205
2015-06-12,-0.0016080479906313006
2015-06-15,-0.016428136619869305
2015-06-16,0.008515272950996966
2015-06-17,-0.004708021234019921
2015-06-18,0.00701382344655066
2015-06-19,-0.005183398473099565
2015-06-22,0.012049725512226939
2015-06-23,0.01078070607519388
2015-06-24,0.015599902277669608
2015-06-25,-0.0018809203203273839
2015-06-26,0.0010993597539712407
2015-06-29,0.01066708436319419
2015-06-30,0.06704889497659705
2015-07-01,-0.0005818642303666577
2015-07-02,-0.011205905069481603
2015-07-06,-0.027818731784933104
2015-07-07,0.006207061181663143
2015-07-08,-0.019410151422609823
2015-07-09,-0.00951375986108316
2015-07-10,-0.010069435486120715
2015-07-13,0.019874703394458848
2015-07-14,0.0019948105631155677
2015-07-15,-0.024502261685826032
2015-07-16,0.010674925127585944
2015-07-17,-0.008542885937262046
2015-07-20,0.003916511808876422
2015-07-21,-0.03870151191647109
2015-07-22,-0.002774547314461029
2015-07-23,0.012436884883846977
2015-07-24,-0.0166480039125928
2015-07-27,-0.03435218777113436
2015-07-28,0.011915091176394776
2015-07-29,0.02270823081182538
2015-07-30,-0.0009870544229088063
2015-07-31,0.0011521284050488578
2015-08-03,-0.009866600600641151
2015-08-04,-0.004816525511221026
2015-08-05,0.015687517905912163
2015-08-06,0.001807724347709927
2015-08-07,0.002788102036073381
2015-08-10,0.020117856179419302
2015-08-11,-0.020362509839660814
2015-08-12,0.003109536569818827
2015-08-13,-0.0014681410857101396
2015-08-14,0.007679870165527181
2015-08-17,0.015080071621303537
2015-08-18,-0.005272001791043257
2015-08-19,-0.024248937691492167
2015-08-20,-0.030612082029473076
2015-08-21,-0.03174891387220391
2015-08-24,-0.04173218722543959
2015-08-25,-0.03037534958982102
2015-08-26,0.0241556457243981
2015-08-27,0.027270701684053877
2015-08-28,0.00394641567582954
2015-08-31,-0.012149357336484812
2015-09-01,-0.03255556799339121
2015-09-02,0.006730421173832601
2015-09-03,0.0070567406975148295
2015-09-04,-0.019177812721442256
2015-09-08,0.026132832778333448
2015-09-09,-0.009160760384509747
2015-09-10,0.002403844657065113
2015-09-11,0.003688990771435696
2015-09-14,-0.01690854741584713
2015-09-15,0.010282224176560328
2015-09-16,0.015544089557086194
2015-09-17,-0.030430103627651972
2015-09-18,-0.041533408637290936
2015-09-21,-0.010588205543359375
2015-09-22,0.016052106249191622
2015-09-23,-0.013457780624442361
2015-09-24,0.00968742296054792
2015-09-25,0.017818540869596777
2015-09-28,-0.013659150589205526
2015-09-29,-0.009362248463379075
2015-09-30,0.004922340080633525
2015-10-01,-0.02919250732682588
2015-10-02,0.036327083268489435
2015-10-05,0.06153836670485191
2015-10-06,-0.0027519484886244783
2015-10-07,0.015268791826679395
2015-10-08,0.04239889545552966
2015-10-09,-0.006605110435390804
2015-10-12,-0.004725249007117904
2015-10-13,-0.010372251120201237
2015-10-14,-0.014389697688569902
2015-10-15,0.021089278495932895
2015-10-16,-0.019064722286749047
2015-10-19,-0.006478679228087314
2015-10-20,-0.015033413990773292
2015-10-21,-0.0018501232940789647
2015-10-22,0.03169024045437174
2015-10-23,0.0021556642243742985
2015-10-26,-0.013801580344162012
2015-10-27,-0.007451642808125825
2015-10-28,0.0043943365181398075
2015-10-29,0.008933985182346227
2015-10-30,0.010480432288040298
2015-11-02,0.01680999050094978
2015-11-03,0.02813906997653781
2015-11-04,0.0035920437005070305
2015-11-05,0.012442539297739863
2015-11-06,-0.036027370441082285
2015-11-09,-0.016590944673037566
2015-11-10,0.011898825562125737
2015-11-11,-0.004212090160443216
2015-11-12,-0.04035951612829003
2015-11-13,0.007897048617098834
2015-11-16,0.012208624687296998
2015-11-17,-0.011701067438948054
2015-11-18,0.024590114454601464
2015-11-19,0.009244315200821251
2015-11-20,-0.0015850230418007483
2015-11-23,-0.004234501292946891
2015-11-24,0.001771750052757426
2015-11-25,-0.006367540440110342
2015-11-27,0.0037383010506784053
2015-11-30,0.0054975806798223115
2015-12-01,0.006701800631438326
2015-12-02,-0.01874567116386683
2015-12-03,-0.0032137777182500438
2015-12-04,0.0
2015-12-07,-0.015224602992012337
2015-12-08,-0.04292468155185358
2015-12-09,-0.0022808026043340535
2015-12-10,0.014667309733691791
2015-12-11,-0.028910139163660697
2015-12-14,0.010052511613649395
2015-12-15,-0.026985559659303493
2015-12-16,0.018489207950963316
2015-12-17,-0.042487267176373966
2015-12-18,-0.027632359311685173
2015-12-21,0.008919611633011693
2015-12-22,0.012746511670641114
2015-12-23,0.022939523968962705
2015-12-24,-0.0021831062967888615
2015-12-28,-0.0135239671422126
2015-12-29,0.01774187006149952
2015-12-30,-0.009508645700359808
2015-12-31,-0.009400214054801292
2016-01-04,-0.005047189580234646
2016-01-05,-0.008523036619304647
2016-01-06,-0.022922333390358873
2016-01-07,-0.026393008349414826
2016-01-08,-0.018072369854838843
2016-01-11,-0.003067351918855321
2016-01-12,0.013626454798342236
2016-01-13,-0.022766939419633814
2016-01-14,0.009762445283164611
2016-01-15,-0.01955583467628308
2016-01-19,-0.012102142587595233
2016-01-20,-0.024728016574855016
2016-01-21,0.009072063672172836
2016-01-22,0.01659738549623624
2016-01-25,-0.01179144776743657
2016-01-26,0.03969710561045625
2016-01-27,0.003112669075129304
2016-01-28,0.0077571209931754925
2016-01-29,0.036287357351743266
2016-02-01,-0.010398754691171463
2016-02-02,-0.043534183347352595
2016-02-03,0.019058292455798043
2016-02-04,0.029922869907155647
2016-02-05,-0.011963287548192314
2016-02-08,-0.013405141269665188
2016-02-09,-0.00942383363690591
2016-02-10,-0.05132723284406493
2016-02-11,0.004663963452121944
2016-02-12,0.030640986319832475
2016-02-16,0.0301800767783309
2016-02-17,0.03825957671847724
2016-02-18,0.016424390319339954
2016-02-19,-0.005386375490246342
2016-02-22,0.02332874395043505
2016-02-23,-0.02829240187427806
2016-02-24,0.0029325762239063025
2016-02-25,0.0004178235474245895
2016-02-26,0.013361023048677145
2016-02-29,-0.0170992541591809
2016-03-01,0.030392133645008146
2016-03-02,0.029495223303989793
2016-03-03,0.00533517081942847
2016-03-04,-0.0066824268300289535
2016-03-07,0.026513169462065944
2016-03-08,-0.03758625120470804
2016-03-09,0.005407629823648508
2016-03-10,-0.014342984315441232
2016-03-11,0.018593348961386313
2016-03-14,0.00357186445297919
2016-03-15,-0.006524760945465502
2016-03-16,0.029850862740723016
2016-03-17,0.03980690125850295
2016-03-18,-0.00018576563417282976
2016-03-21,0.004832348102509876
2016-03-22,-0.0020345874956532173
2016-03-23,-0.01872121921531289
2016-03-24,-0.0054774314807902735
2016-03-28,0.0
2016-03-29,0.014434669666194333
2016-03-30,0.012357270314222513
2016-03-31,0.003513804336683135
2016-04-01,-0.013084939014650798
2016-04-04,-0.007842954977554939
2016-04-05,-0.03331497769802816
2016-04-06,-0.0035043891404764604
2016-04-07,-0.00937911356442478
2016-04-08,0.015976711951386724
2016-04-11,0.0036885018777985668
2016-04-12,0.02727256248817289
2016-04-13,0.03596347769903474
2016-04-14,0.005270841922578429
2016-04-15,-0.0036160558044799895
2016-04-18,0.0010887838858055776
2016-04-19,0.01975689712665507
2016-04-20,0.008224366016302387
2016-04-21,0.0008869917446494568
2016-04-22,0.01488298748483241
2016-04-25,-0.020076441032505277
2016-04-26,0.03865972464191203
2016-04-27,0.028130662764679792
2016-04-28,-0.02085429813935591
2016-04-29,-0.01039350566041386
2016-05-02,0.015668163970401272
2016-05-03,-0.01695256212721097
2016-05-04,-0.01914096770738627
2016-05-05,0.0003517401787764829
2016-05-06,0.02179279128111844
2016-05-09,-0.010664224661727006
2016-05-10,0.013734323252835079
2016-05-11,0.01011857945782313
2016-05-12,0.00543292556383812
2016-05-13,-0.026511302686074822
2016-05-16,0.0159580918002018
2016-05-17,-0.006829337519966061
2016-05-18,0.01890987651446263
2016-05-19,-0.015353032687148604
2016-05-20,0.0020557879578919636
2016-05-23,0.014193210746034746
2016-05-24,0.012982484518852866
2016-05-25,0.021138272360374577
2016-05-26,-0.008312738613615922
2016-05-27,-0.0037799895351435797
2016-05-31,-0.006104878190232421
2016-06-01,-0.0008298641407324947
2016-06-02,0.009303603049489961
2016-06-03,-0.012345746149724057
2016-06-06,0.011999894282791246
2016-06-07,0.005764217476356137
2016-06-08,-0.0021284742421942004
2016-06-09,-0.01279960377738587
2016-06-10,-0.012965667608928033
2016-06-13,-0.014314465361217055
2016-06-14,0.011105229653968207
2016-06-15,0.010477046125016987
2016-06-16,0.008026903961665166
2016-06-17,0.015262060693323809
2016-06-20,0.017647166786325386
2016-06-21,-0.012685040567983585
2016-06-22,-0.01414863719757442
2016-06-23,0.014681515381595345
2016-06-24,-0.05982761013534332
2016-06-27,-0.02680245559878558
2016-06-28,0.002842745814921388
2016-06-29,0.02232465682943241
2016-06-30,0.010225321213874317
2016-07-01,0.009263856337794474
2016-07-05,-0.01580827592496381
2016-07-06,0.014507701185929367
2016-07-07,0.009874094107938935
