Date,CHRW
2015-01-05,-0.04387879671690087
2015-01-06,-0.01303128432864431
2015-01-07,0.0004309152009123185
2015-01-08,0.04489991760970402
2015-01-09,-0.010708402646011472
2015-01-12,0.011657200643429677
2015-01-13,0.009739544110043408
2015-01-14,-0.008694684166150268
2015-01-15,-0.0063041883372718654
2015-01-16,0.01296395520409055
2015-01-20,-0.007896568498694134
2015-01-21,-0.000685939969494731
2015-01-22,0.026228435322572796
2015-01-23,-0.008162452586151114
2015-01-26,0.007015650512204763
2015-01-27,-0.012057629201529307
2015-01-28,-0.010849095995587588
2015-01-29,0.00507269339639338
2015-01-30,-0.028509053188047195
2015-02-02,0.031171138702702494
2015-02-03,0.024373813806072064
2015-02-04,-0.06287434332831798
2015-02-05,0.006666678322473141
2015-02-06,-0.006481431050178621
2015-02-09,-0.00014201748458297914
2015-02-10,0.009219859396007779
2015-02-11,0.001405529538780037
2015-02-12,0.008140532551646595
2015-02-13,0.010441434950331896
2015-02-17,-0.010609540094757786
2015-02-18,-0.0059876193981072134
2015-02-19,0.006444201185949572
2015-02-20,0.009187342253085706
2015-02-23,0.008827532740437904
2015-02-24,0.011484931626525974
2015-02-25,-0.005812652359029946
2015-02-26,0.00897387494908708
2015-02-27,0.0012123704573063776
2015-03-02,-0.009421189584195577
2015-03-03,0.01453806453981299
2015-03-04,-0.004441854923264432
2015-03-05,0.002163086681052695
2015-03-06,-0.007285305459075131
2015-03-09,0.004484915393671685
2015-03-10,-0.019212556116430468
2015-03-11,-0.0001377737441138338
2015-03-12,0.020557240290485446
2015-03-13,-0.007029777912706536
2015-03-16,0.025867595949126354
2015-03-17,-0.009157347002680227
2015-03-18,0.007099697934820348
2015-03-19,-0.00039958810784035403
2015-03-20,0.0031929573371480835
2015-03-23,0.004509441820686355
2015-03-24,-0.008978201791055018
2015-03-25,-0.023314557727635465
2015-03-26,-0.0023187663365499267
2015-03-27,-0.001503920562089589
2015-03-30,0.002327991962352449
2015-03-31,0.00027300877990610317
2015-04-01,-0.016798923216033934
2015-04-02,-0.009167943758751962
2015-04-06,-0.0007008967723882709
2015-04-07,0.0018239400946062911
2015-04-08,-0.002660725611349002
2015-04-09,0.005897052190210195
2015-04-10,0.005862617778218393
2015-04-13,-0.02345265945863595
2015-04-14,0.005826289684026431
2015-04-15,-0.007770398552329194
2015-04-16,-0.010251987724351985
2015-04-17,-0.013523239762583072
2015-04-20,0.022166982694693527
2015-04-21,0.006420440261960092
2015-04-22,-0.0015596311710105448
2015-04-23,0.002697888513601754
2015-04-24,0.0004251689162555472
2015-04-27,-0.02420433261643329
2015-04-28,-0.04656185724024586
2015-04-29,-0.015366324580835644
2015-04-30,-0.005098511420206231
2015-05-01,0.005435611494294612
2015-05-04,0.0206983169258399
2015-05-05,-0.031628652966036674
2015-05-06,0.00875145218084894
2015-05-07,0.010534684560563612
2015-05-08,0.007205087508288965
2015-05-11,-0.006544973068556836
2015-05-12,-0.004289951801359604
2015-05-13,-0.006924049137682853
2015-05-14,-0.0024791066217259017
2015-05-15,0.002174628430815284
2015-05-18,0.013794333525785074
2015-05-19,-0.008408851612206503
2015-05-20,-0.014646669074703023
2015-05-21,0.0054765131331315775
2015-05-22,-0.0035793674542445864
2015-05-26,-0.017179325513533517
2015-05-27,0.00683290792812663
2015-05-28,-0.013573072302905609
2015-05-29,-0.012320106463350688
2015-06-01,0.006155918575445396
2015-06-02,-0.007567182497247638
2015-06-03,0.054848150949954766
2015-06-04,-0.019653515235470875
2015-06-05,0.013101905203477537
2015-06-08,-0.012932465269469673
2015-06-09,0.006629869542716493
2015-06-10,0.0007842775701967231
2015-06-11,0.007834414361465925
2015-06-12,-0.009639638710991827
2015-06-15,0.0007851396085214457
2015-06-16,0.0028234898263899133
2015-06-17,0.0015642482979754124
2015-06-18,0.012025892786443837
2015-06-19,-0.009105100695073975
2015-06-22,-0.0007788273159596848
2015-06-23,-0.006078493857452405
2015-06-24,-0.018347156617302796
2015-06-25,-0.0020767345916525848
2015-06-26,0.009124667896815764
2015-06-29,-0.021415132057699737
2015-06-30,0.011346853357182107
2015-07-01,-0.0019232280914291966
2015-07-02,0.01268685595813901
2015-07-06,-0.014272304578084372
2015-07-07,0.016731085973599402
2015-07-08,-0.020727931731696958
2015-07-09,0.004362596141704866
2015-07-10,0.022361733119999228
2015-07-13,0.020141531311470562
2015-07-14,-0.007866667679330419
2015-07-15,-0.019900333857626018
2015-07-16,0.004441388931636814
2015-07-17,-0.005053846773327986
2015-07-20,0.010635245394215564
2015-07-21,0.02701434988030149
2015-07-22,-0.0021412594550982433
2015-07-23,-0.012720393490547544
2015-07-24,-0.0017076381257133955
2015-07-27,0.00699748696006619
2015-07-28,0.030420055072677865
2015-07-29,0.046755778310312524
2015-07-30,0.00028650213417913406
2015-07-31,0.004007229647359223
2015-08-03,0.008125492371952703
2015-08-04,-0.004242250860823971
2015-08-05,-0.0015620035015794231
2015-08-06,-0.009102471324535455
2015-08-07,-0.011769869123847143
2015-08-10,0.010602736102252264
2015-08-11,0.0037370893400328065
2015-08-12,-0.01059609130093564
2015-08-13,-0.005644009260806104
2015-08-14,0.010042467989367143
2015-08-17,0.004178302624706864
2015-08-18,0.000861130258998033
2015-08-19,0.015483933015159268
2015-08-20,-0.022730588976043298
2015-08-21,-0.028604049128518882
2015-08-24,-0.030934158470433903
2015-08-25,-0.015653951824164625
2015-08-26,0.04864379613040448
2015-08-27,0.008325893761537584
2015-08-28,-0.008551863996537512
2015-08-31,0.0028252071379928356
2015-09-01,-0.021207115540779697
2015-09-02,0.047546375249515105
2015-09-03,-0.007855548224641296
2015-09-04,-0.007331486259522069
2015-09-08,0.018316025632856503
2015-09-09,-0.0015952794913498547
2015-09-10,0.002469838610873687
2015-09-11,-0.00463781073865821
2015-09-14,-0.0011648197751040756
2015-09-15,0.01297358191357656
2015-09-16,0.0043171765299998555
2015-09-17,-0.010889685711346964
2015-09-18,-0.021150230978803752
2015-09-21,0.014059543923826245
2015-09-22,-0.02422611321959145
2015-09-23,0.00807621234891176
2015-09-24,0.001928949809334446
2015-09-25,0.014808376811983326
2015-09-28,-0.009776829894150962
2015-09-29,0.004273163318679218
2015-09-30,-0.005429073086800074
2015-10-01,-0.0010324735751339187
2015-10-02,0.01624537249305713
2015-10-05,0.017875525291845218
2015-10-06,0.0028554005138488048
2015-10-07,-0.0008540224103595895
2015-10-08,0.01011648073246807
2015-10-09,0.011567585544285386
2015-10-12,0.0040440141223490045
2015-10-13,-0.009027814803505119
2015-10-14,-0.005466075995595787
2015-10-15,0.018883509930929465
2015-10-16,-0.007606783476172496
2015-10-19,0.002090393155907977
2015-10-20,0.0031989562287089157
2015-10-21,-0.0037430061807547377
2015-10-22,0.011967364945072001
2015-10-23,0.0009627358441204326
2015-10-26,-0.003983946484909184
2015-10-27,-0.03462071554889623
2015-10-28,-0.02857572026737676
2015-10-29,0.020444183618175904
2015-10-30,0.0
2015-11-02,0.012395633587052535
2015-11-03,-0.001423600705051542
2015-11-04,-0.020387825325122177
2015-11-05,-0.005967226460088737
2015-11-06,0.006149451695830921
2015-11-09,-0.013096646397459444
2015-11-10,0.013712764289337764
2015-11-11,0.0
2015-11-12,-0.018472693595897427
2015-11-13,-0.006816980318919641
2015-11-16,0.0058193717349430685
2015-11-17,0.006230568570660067
