Date,CME
2015-01-05,0.005672758549921664
2015-01-06,-0.01523038962797918
2015-01-07,0.011571028969644459
2015-01-08,0.004643292669401333
2015-01-09,0.0009014819578925248
2015-01-12,-0.013289975909899221
2015-01-13,-0.00547858211646246
2015-01-14,-0.0243313421461806
2015-01-15,-0.0016470366283869442
2015-01-16,0.002002986458307321
2015-01-20,0.005997489501768483
2015-01-21,0.0
2015-01-22,0.035300859328731615
2015-01-23,-0.0005647559750765474
2015-01-26,0.0030502862177317347
2015-01-27,-0.015992764535323167
2015-01-28,-0.02518040778627917
2015-01-29,0.012328659273015408
2015-01-30,-0.010670381543210539
2015-02-02,0.02086728652945191
2015-02-03,0.002182039546754444
2015-02-04,0.02268858310355637
2015-02-05,0.017814499856675603
2015-02-06,0.037098640063629285
2015-02-09,-0.004140070447114841
2015-02-10,0.00852701459561711
2015-02-11,0.002008280794501438
2015-02-12,0.005273672710745858
2015-02-13,-0.014584605386571026
2015-02-17,0.00298151161025495
2015-02-18,-0.0046710865722069395
2015-02-19,0.0044802982998828345
2015-02-20,0.000742937233486618
2015-02-23,0.007851281798018306
2015-02-24,0.012422236320321023
2015-02-25,0.0037434885498752735
2015-02-26,-0.005282830329970123
2015-02-27,-0.0009377835143765667
2015-03-02,0.01240500240355824
2015-03-03,-0.00020582517269152056
2015-03-04,-0.006282163837579846
2015-03-05,0.0034200798358934303
2015-03-06,-0.00934449875152421
2015-03-09,0.01205248674431858
2015-03-10,-0.013151171531028627
2015-03-11,0.010387932823017199
2015-03-12,0.010800963000657582
2015-03-13,-0.005136746337128573
2015-03-16,0.03335699589829155
2015-03-17,-0.003098144607039277
2015-03-18,-0.007618789352034083
2015-03-19,0.006869188761833511
2015-03-20,0.0008025791090693346
2015-03-23,-0.010025055456958976
2015-03-24,-0.014278534493264994
2015-03-25,-0.03153895573400978
2015-03-26,0.005515897050935692
2015-03-27,-0.001371470167772948
2015-03-30,0.006655716082193175
2015-03-31,-0.006086425436928056
2015-04-01,-0.00221754070034641
2015-04-02,-0.01682531685058164
2015-04-06,-0.00871805120689273
2015-04-07,-0.016503797257889974
2015-04-08,-0.002428802607527203
2015-04-09,0.005422678643040912
2015-04-10,0.015629843500333918
2015-04-13,-0.0026007749841135963
2015-04-14,-0.009019120795141333
2015-04-15,-0.0005480882390644926
2015-04-16,0.004058907092926889
2015-04-17,-0.017591345410233217
2015-04-20,0.009787672528659419
2015-04-21,-0.006057962142439255
2015-04-22,0.004764895394643531
2015-04-23,-0.003970414295058955
2015-04-24,-0.004650339889643473
2015-04-27,-0.011458839259768094
2015-04-28,0.007315098536999631
2015-04-29,-0.0034635597924091988
2015-04-30,0.019170591673355553
2015-05-01,-0.001429940481241232
2015-05-04,0.0004404611932351532
2015-05-05,0.0009910904089507344
2015-05-06,-0.00671006016681186
2015-05-07,0.02325592612603211
2015-05-08,0.021320683986640665
2015-05-11,0.010914370564630627
2015-05-12,-0.003668909759381611
2015-05-13,0.0009469235626176076
2015-05-14,0.009985426775374284
2015-05-15,-0.011447828235876978
2015-05-18,-0.0007369613349600401
2015-05-19,0.0009482808952192556
2015-05-20,-0.011261884429829339
2015-05-21,-0.005748674046948121
2015-05-22,0.006210140822669796
2015-05-26,-0.005533160330601694
2015-05-27,0.004493970970665728
2015-05-28,0.001597813484974342
2015-05-29,0.0018077917708632096
2015-06-01,-0.0007432026253498814
2015-06-02,0.0018062369880098572
2015-06-03,0.002332868331686111
2015-06-04,-0.0029624427811201226
2015-06-05,0.018145337230126346
2015-06-08,-0.0029334626661879915
2015-06-09,0.011873145841212018
2015-06-10,0.02378012313708644
2015-06-11,0.0028403239257650537
2015-06-12,-0.019621944508129707
2015-06-15,-0.00711848679749727
2015-06-16,0.0030128725364169107
2015-06-17,-0.0008283840545814103
2015-06-18,-0.004561840255911331
2015-06-19,-0.021039623508912197
2015-06-22,0.0072345184368611815
2015-06-23,0.001268012922699402
2015-06-24,-0.011921404090381893
2015-06-25,0.0036303700072672918
2015-06-26,-0.0018085280720019359
2015-06-29,-0.016199912809287786
2015-06-30,0.008125285565548479
2015-07-01,0.006984818767741263
2015-07-02,0.005976043626596761
2015-07-06,0.003288044927723943
2015-07-07,0.006978113624172444
2015-07-08,-0.002414954315622664
2015-07-09,0.020629458518492738
2015-07-10,0.01588129349844336
2015-07-13,-0.004263540633504204
2015-07-14,-0.008869310534904251
2015-07-15,0.006068447661017107
2015-07-16,0.013904645995518772
2015-07-17,0.005646964569706592
2015-07-20,0.0011028373537849134
2015-07-21,-0.011418226403854814
2015-07-22,0.0024317841231875637
2015-07-23,-0.02344868406404521
2015-07-24,0.00041398309325146876
2015-07-27,-0.011483630842142323
2015-07-28,0.006384417824770505
2015-07-29,0.008839102927810538
2015-07-30,0.0
2015-07-31,-0.0099984967052692
2015-08-03,0.009682993245091476
2015-08-04,-0.002887422392292227
2015-08-05,0.012411091384760375
2015-08-06,-0.008172590842803196
2015-08-07,0.0015449212724325534
2015-08-10,0.007815292222746573
2015-08-11,-0.007652997707218834
2015-08-12,-0.002364865577851427
2015-08-13,0.007215423554000733
2015-08-14,0.00450208517813544
2015-08-17,0.0009170811149243896
2015-08-18,0.00040699894275442183
2015-08-19,-0.010784390266764143
2015-08-20,-0.012033155265464113
2015-08-21,-0.04601270104216637
2015-08-24,-0.03164561647620323
2015-08-25,0.004056569166039692
2015-08-26,0.02962956422210894
2015-08-27,0.022127786348858924
2015-08-28,0.009064942959325029
2015-08-31,-0.0019026018714752846
2015-09-01,-0.0351547273680094
2015-09-02,0.015803839433892408
2015-09-03,0.013504736404951867
2015-09-04,-0.014710778155988535
2015-09-08,0.03143658124364812
2015-09-09,-0.02974050545027418
2015-09-10,0.015978478576419652
2015-09-11,0.01080555991831944
2015-09-14,-0.00042299031587433866
2015-09-15,0.00847071125587151
2015-09-16,0.0013652963018044861
2015-09-17,-0.03198126246262767
2015-09-18,-0.020796942078142755
2015-09-21,0.017145879379513618
2015-09-22,-0.013485396704294605
2015-09-23,0.005842555061733812
2015-09-24,-0.011836800620275367
2015-09-25,0.02462281894592433
2015-09-28,-0.020134093069664738
2015-09-29,-0.0014362365590858683
2015-09-30,0.02599796650351527
2015-10-01,0.01121485498717556
2015-10-02,-0.03422923471089989
2015-10-05,0.007286968107768077
2015-10-06,-0.015126463454821826
2015-10-07,0.009348986373787005
2015-10-08,-0.008931516743483359
2015-10-09,-0.017579061204307078
2015-10-12,0.014270158402412081
2015-10-13,-0.01451567644938967
2015-10-14,-0.010650688984231493
2015-10-15,0.02141543193730544
2015-10-16,0.007960514667293195
2015-10-19,0.016685442501573222
2015-10-20,0.0015319055483109523
2015-10-21,-0.013109526095816282
2015-10-22,0.023467262357760532
2015-10-23,0.016114541324462994
2015-10-26,-0.0005318415375362706
2015-10-27,-0.00010658191321233357
2015-10-28,0.021834167679856353
2015-10-29,0.015426301628553185
2015-10-30,-0.0302812195045008
2015-11-02,0.020747444353304445
2015-11-03,-0.004355464723440616
2015-11-04,-0.006457773353322094
2015-11-05,0.0012581728329776887
2015-11-06,0.013401113062748715
2015-11-09,0.004442725479331777
2015-11-10,0.004423191619883804
2015-11-11,0.0025599580428417035
2015-11-12,-0.015832185666389886
2015-11-13,-0.009341040124970945
2015-11-16,0.0040859273249092
2015-11-17,-0.00646934760085216
2015-11-18,0.009977119986146477
2015-11-19,0.0105022497745626
2015-11-20,0.0046305134968731565
2015-11-23,-0.0031755420305720206
2015-11-24,-0.011918892381897694
