Date,ROST
2015-01-05,-0.0007468624336224305
2015-01-06,0.0019215390655020759
2015-01-07,0.019501529183686417
2015-01-08,0.013274841878743171
2015-01-09,-0.017949326433664203
2015-01-12,0.006617349225580993
2015-01-13,-0.010121959331832464
2015-01-14,-0.023508399976042815
2015-01-15,-0.01608549700367834
2015-01-16,0.019311077984013103
2015-01-20,-0.011732763607228303
2015-01-21,0.003920977464255904
2015-01-22,0.022675486322931482
2015-01-23,0.004349781407698261
2015-01-26,0.005915305492391942
2015-01-27,-0.009450807849110232
2015-01-28,-0.007102763766332676
2015-01-29,-0.00032063262839587825
2015-01-30,-0.02050603063041767
2015-02-02,0.0015267179794848929
2015-02-03,0.029830873729624674
2015-02-04,0.0015857926138638234
2015-02-05,0.002005650982996432
2015-02-06,0.0005267042341978723
2015-02-09,-0.0037902919355288223
2015-02-10,0.00760942581636348
2015-02-11,-0.005454114320293524
2015-02-12,0.008964358787274751
2015-02-13,0.005330933865189458
2015-02-17,0.0069657041718365065
2015-02-18,-0.0015486135456720396
2015-02-19,0.002275026692504012
2015-02-20,0.010318057302496575
2015-02-23,0.009395204892569176
2015-02-24,-0.0077901513388277666
2015-02-25,0.003976563560101676
2015-02-26,0.005992525572004581
2015-02-27,0.0682481495445102
2015-03-02,0.0017012114629579855
2015-03-03,-0.0042456062263042105
2015-03-04,-0.003979728059926635
2015-03-05,0.0006198534051120586
2015-03-06,-0.005240934783943607
2015-03-09,0.010057701593589208
2015-03-10,-0.0050261736211401065
2015-03-11,0.0012390521648921737
2015-03-12,0.011708930692522213
2015-03-13,-0.002258361545324772
2015-03-16,0.0076385958749147775
2015-03-17,-0.004398759722970547
2015-03-18,-0.0056400034002579424
2015-03-19,0.009075269287110332
2015-03-20,0.00674541493868408
2015-03-23,-0.01005028952015008
2015-03-24,0.0024443318778621936
2015-03-25,-0.016879464860275584
2015-03-26,-0.010205782005172304
2015-03-27,0.0034689522151487573
2015-03-30,0.015461741099905169
2015-03-31,-0.0035939533191335915
2015-04-01,-0.012718283495302907
2015-04-02,-0.0009611514613970806
2015-04-06,0.00028857414419491967
2015-04-07,-0.010870710148533469
2015-04-08,0.011476365699660596
2015-04-09,-0.0030768115170879407
2015-04-10,-0.0021219228558998493
2015-04-13,0.007055801551433261
2015-04-14,-0.0037431192898242927
2015-04-15,-0.004238777130920468
2015-04-16,0.0009673702497208225
2015-04-17,-0.029576443992450185
2015-04-20,0.018824787340926852
2015-04-21,0.013001604408391376
2015-04-22,0.0027990929711123602
2015-04-23,0.005773905758278186
2015-04-24,-0.0012435903479244281
2015-04-27,-0.018202608576676327
2015-04-28,-0.006342847467343038
2015-04-29,-0.02032791307012405
2015-04-30,-0.008821462189722906
2015-05-01,0.02851978817786227
2015-05-04,-0.004129554508112254
2015-05-05,-0.007306869530134152
2015-05-06,0.0065644961600899165
2015-05-07,-0.0036559077223183856
2015-05-08,0.01705838789755254
2015-05-11,-0.005265701416945379
2015-05-12,0.0005881199602637555
2015-05-13,-0.008131648876274267
2015-05-14,-0.018569859361641017
2015-05-15,0.01127211368050185
2015-05-18,0.018610750462057624
2015-05-19,0.00615524094262998
2015-05-20,-0.019906687198967044
2015-05-21,0.006142966237213221
2015-05-22,-0.04451032709100333
2015-05-26,-0.015047015348256476
2015-05-27,0.010254615958550817
2015-05-28,0.0040393114682912845
2015-05-29,-0.002785477264683922
2015-06-01,-0.0015516062890448268
2015-06-02,0.004766055733827379
2015-06-03,0.01237360380199548
2015-06-04,-0.003259201037362991
2015-06-05,-0.00025618902957547096
2015-06-08,-0.00020477956363762484
2015-06-09,-0.0008197172307580214
2015-06-10,0.0033844420447961543
2015-06-11,0.00030666220852348935
2015-06-12,-0.008175008560691088
2015-06-15,0.003296956068359558
2015-06-16,0.009858019935713891
2015-06-17,0.0052882270734599945
2015-06-18,0.01476825071678678
2015-06-19,0.006179821134988384
2015-06-22,-0.0031700596437084227
2015-06-23,0.004571828872892425
2015-06-24,-0.009101545227949481
2015-06-25,-0.005791105646130612
2015-06-26,0.00964056898270016
