Date,HWM
2016-11-02,-0.051796832072281584
2016-11-03,-0.025083590826303293
2016-11-04,0.010863233659383464
2016-11-07,-0.019230673041191526
2016-11-08,0.009275128495816798
2016-11-09,0.006892455461315894
2016-11-10,0.05248181706607946
2016-11-11,0.022222057048229882
2016-11-14,0.012195185528625974
2016-11-15,0.04295431468159494
2016-11-16,-0.01506760747701208
2016-11-17,-0.005609497386342532
2016-11-18,0.021025553619968385
2016-11-21,0.013560872720940198
2016-11-22,-0.014370379374220144
2016-11-23,0.019607765339047623
2016-11-25,0.012327466346508054
2016-11-28,-0.018509459281905616
2016-11-29,-0.02382131920717978
2016-11-30,-0.019827331681011806
2016-12-01,0.011410889383314027
2016-12-02,0.009743602638393023
2016-12-05,0.028948808572884843
2016-12-06,0.0029614738289160947
2016-12-07,0.027558935051349875
2016-12-08,0.0014369237798399492
2016-12-09,0.04256313832054759
2016-12-12,-0.010091951209872163
2016-12-13,-0.018071924397034977
2016-12-14,-0.020764508997734077
2016-12-15,-0.009156700452950028
2016-12-16,-0.01459131022773541
2016-12-19,-0.011846086885224594
2016-12-20,0.003995968360274604
2016-12-21,-0.003980064149859852
2016-12-22,0.0024973186700758543
2016-12-23,-0.014449204105756897
2016-12-27,0.0
2016-12-28,-0.02679479639334925
2016-12-29,-0.02857127495560985
2016-12-30,-0.008556348922147405
2017-01-03,0.035059404268622085
2017-01-04,0.02657627298727583
2017-01-05,0.02030458552923209
2017-01-06,0.026368150269756363
2017-01-09,-0.011633502862768985
2017-01-10,0.015693954623909656
2017-01-11,0.018831221037414192
2017-01-12,-0.004739172890996679
2017-01-13,0.006190575670063092
2017-01-17,-0.018457097314514725
2017-01-18,0.006750118067182731
2017-01-19,0.02059378020376168
2017-01-20,-0.0009383968597308501
2017-01-23,0.0018788603869215326
2017-01-24,0.039381346866603106
2017-01-25,0.023455022035475448
2017-01-26,0.007492590256553688
2017-01-27,-0.011374321002578291
2017-01-30,-0.004424683521840667
2017-01-31,0.012889035729239717
2017-02-01,0.1121866045977431
2017-02-02,-0.003164568268669843
2017-02-03,0.027777877340062096
2017-02-06,0.011582952338107466
2017-02-07,0.0160303941979012
2017-02-08,0.025545088166874397
2017-02-09,0.024175431515075285
