Date,J
2015-05-07,0.007916010387128747
2015-05-08,0.010625951119341392
2015-05-11,0.000914246138690622
2015-05-12,-0.005937341791438899
2015-05-13,0.011486004462708532
2015-05-14,0.005905092415507518
2015-05-15,-0.006547275631063609
2015-05-18,0.005909002866617774
2015-05-19,-0.011748583320714823
2015-05-20,0.009830701662361774
2015-05-21,0.003395906650471625
2015-05-22,-0.016922291349906082
2015-05-26,-0.011935095106970772
2015-05-27,0.011846840218437515
2015-05-28,-0.005050684501561764
2015-05-29,-0.001845332266256161
2015-06-01,0.00439171260049287
2015-06-02,0.00483273192009781
2015-06-03,0.013513585678587514
2015-06-04,-0.02463263213617639
2015-06-05,0.011121962522669948
2015-06-08,-0.022685952376676144
2015-06-09,0.006799497577623104
2015-06-10,0.017000334796440697
2015-06-11,-0.005037622281360066
2015-06-12,-0.007825146189883725
2015-06-15,-0.01878904867797626
2015-06-16,0.008983471664630205
2015-06-17,0.0025771784934087716
2015-06-18,0.009348153115177782
2015-06-19,0.008103805900094407
2015-06-22,0.005053003557724756
2015-06-23,0.002284921918608962
2015-06-24,-0.01892390219538298
2015-06-25,-0.01231671256742306
2015-06-26,-0.006353217905452735
2015-06-29,-0.037414121328123606
2015-06-30,-0.000738127838835867
2015-07-01,0.0004922858826612586
2015-07-02,-0.005412968481314118
2015-07-06,-0.012370555168788044
2015-07-07,0.003256776065081901
2015-07-08,-0.004744080273192397
2015-07-09,-0.000501983228894054
2015-07-10,0.007781503781146615
2015-07-13,0.0169361814062845
2015-07-14,0.011511464931626358
2015-07-15,-0.026876631075630986
2015-07-16,0.006469359582465417
2015-07-17,-0.011619419983739387
2015-07-20,0.006753300123744976
2015-07-21,0.013167900498733953
2015-07-22,-0.0004906583921562291
2015-07-23,-0.011530807898956663
2015-07-24,-0.018118744467058412
2015-07-27,0.001011203873071409
2015-07-28,0.052778020315639385
2015-07-29,0.02398647125087261
2015-07-30,0.005153148898648929
2015-07-31,-0.01841060962376928
2015-08-03,0.0102086905130514
2015-08-04,-0.0030547768282784826
2015-08-05,0.004950191692752792
2015-08-06,0.020174052197971637
2015-08-07,-0.0059787518478637836
2015-08-10,0.0316911020928996
2015-08-11,-0.005829509725452153
2015-08-12,-0.0040598664723701106
2015-08-13,-0.00837862591029348
2015-08-14,0.008449420443346956
2015-08-17,-0.0049815000937436515
2015-08-18,-0.013199975794775831
2015-08-19,-0.007380210583351032
2015-08-20,-0.029972116709642616
2015-08-21,-0.03449094897756344
2015-08-24,-0.05085572065709876
2015-08-25,-0.031625929299676114
2015-08-26,0.014575070352147446
2015-08-27,0.048151219116931765
2015-08-28,0.014212829708999175
2015-08-31,0.011261798231732456
2015-09-01,-0.02301453995379943
2015-09-02,0.012411280681875025
2015-09-03,0.009257069503977311
2015-09-04,-0.02255835160553421
2015-09-08,0.016231599470412306
2015-09-09,-0.0069877142728920205
2015-09-10,0.001256199414550796
2015-09-11,0.008785414144309556
2015-09-14,-0.023388995232083487
2015-09-15,-0.0012739247961603972
2015-09-16,0.0017857949606452372
2015-09-17,-0.0017826115818655452
2015-09-18,-0.03341827718083956
2015-09-21,0.0023752917808816942
2015-09-22,-0.015008193084998345
2015-09-23,-0.01095926250388446
2015-09-24,0.009459483012897785
2015-09-25,0.00026762633174803874
2015-09-28,-0.019004219729751082
2015-09-29,0.01800794269607575
2015-09-30,0.0032166219546132524
2015-10-01,-0.017900193650826624
2015-10-02,0.01741007806853756
2015-10-05,0.05160439418763074
2015-10-06,0.010932812178465534
2015-10-07,0.015845228577331838
2015-10-08,0.02154012660576976
2015-10-09,0.002181224635839474
2015-10-12,-0.010640828707329408
2015-10-13,-0.0007330123478931361
2015-10-14,-0.005626492696990448
2015-10-15,-0.001968300225276387
2015-10-16,-0.03081074425326391
2015-10-19,-0.006358095412560272
2015-10-20,0.006910912905318423
2015-10-21,-0.010421980537574482
2015-10-22,0.006421789331516381
2015-10-23,0.014547952514372797
2015-10-26,-0.0020122418032252343
2015-10-27,-0.045374670048923815
2015-10-28,0.02693432622790537
2015-10-29,0.003856960923476649
2015-10-30,0.028176406374268215
2015-11-02,0.02740400583446534
2015-11-03,0.008486627595204466
2015-11-04,-0.00048056588690703617
2015-11-05,0.006495114403776592
2015-11-06,-0.01505756577484818
2015-11-09,-0.0026691093477149153
2015-11-10,0.009732359656817291
2015-11-11,0.0012043784364919041
2015-11-12,-0.026955151695034818
2015-11-13,0.007172979291304449
2015-11-16,0.01817276879348273
2015-11-17,-0.012783360512985564
2015-11-18,0.021988898682525182
2015-11-19,0.021754694388175677
2015-11-20,-0.00842335320792642
2015-11-23,0.02737185970881595
2015-11-24,0.009875859039088386
2015-11-25,-0.01637499184871949
2015-11-27,0.00508700124425121
2015-11-30,0.015412913177646592
2015-12-01,0.018577400440642933
2015-12-02,-0.01823857512704108
2015-12-03,0.01336662505388908
2015-12-04,-0.0029064496298759623
2015-12-07,-0.015695107665353203
2015-12-08,-0.020045252136074665
2015-12-09,-0.005811716974918335
2015-12-10,-0.00046753925195575086
2015-12-11,-0.020584830880147287
2015-12-14,-0.004060158446768103
2015-12-15,0.010791166639424254
2015-12-16,0.009964747710095923
2015-12-17,-0.022786086360289226
2015-12-18,-0.01971133872111752
2015-12-21,0.003923564095848597
2015-12-22,0.025402767362172618
2015-12-23,0.03287284611165098
2015-12-24,-0.001383875290137837
2015-12-28,-0.014550025112916476
2015-12-29,0.00937432970124652
2015-12-30,-0.015091205475472935
2015-12-31,-0.011079752230802153
2016-01-04,-0.0007153129112620338
2016-01-05,-0.014074261661296106
2016-01-06,-0.019356218246100343
2016-01-07,-0.026893922865822706
2016-01-08,-0.017494955954137525
2016-01-11,-0.00903228242933063
2016-01-12,0.017187659362246865
2016-01-13,-0.02073728241617645
2016-01-14,0.003398771778437615
2016-01-15,-0.019280874513008417
2016-01-19,-0.03188110254422538
2016-01-20,0.00933027259098429
2016-01-21,-0.0043500691236469935
2016-01-22,0.02157261635485508
2016-01-25,-0.01844383418576756
2016-01-26,0.02015223400422328
2016-01-27,0.0
2016-01-28,0.006940700621228535
2016-01-29,0.040032084217520136
2016-02-01,-0.0025492113687530793
2016-02-02,-0.012011324836642134
2016-02-03,-0.03388493406614912
2016-02-04,0.0013384637013358347
2016-02-05,-0.009358313950280306
2016-02-08,-0.03616731342329349
2016-02-09,-0.0058806937030631
2016-02-10,-0.0028168490557100023
2016-02-11,-0.009604803207369894
2016-02-12,0.029093567344548932
2016-02-16,0.03131898667206379
2016-02-17,0.03278726115549779
2016-02-18,-0.011189620990628923
2016-02-19,-0.0002630485803079008
2016-02-22,0.016846590052162602
2016-02-23,-0.010354709875113999
2016-02-24,0.0073239675304646035
2016-02-25,-0.0010385818504584643
2016-02-26,0.010137941981916754
2016-02-29,-0.005404193707421956
2016-03-01,0.02613187781310522
2016-03-02,0.008068733582319743
2016-03-03,0.01500734739498455
2016-03-04,0.00369645591073553
2016-03-07,0.025042914529262772
2016-03-08,-0.02371252742207486
2016-03-09,-0.0002453583488503108
2016-03-10,-0.00368103499436212
2016-03-11,0.028325148658110644
2016-03-14,-0.0062274532412259775
2016-03-15,-0.003133418064471427
2016-03-16,0.02466134045169155
2016-03-17,0.034922499598214474
2016-03-18,0.005016024495490878
2016-03-21,0.0013611585118884495
2016-03-22,0.010194643504967793
2016-03-23,-0.020857041554436795
2016-03-24,-0.008931794427155637
2016-03-28,-0.0057777941338829075
2016-03-29,0.01185451888669653
2016-03-30,0.005513428012043464
2016-03-31,-0.005026112619739509
2016-04-01,0.004822318054742869
2016-04-04,-0.016453795740949073
2016-04-05,-0.01417285334855356
2016-04-06,-0.003535285866175464
2016-04-07,-0.03051070285440738
2016-04-08,0.005123189826935937
2016-04-11,0.006553564726701211
2016-04-12,0.007957481626091
2016-04-13,0.02751192055448004
2016-04-14,-0.013271621015559787
2016-04-15,-0.005190845449032255
2016-04-18,0.010436214836239355
2016-04-19,0.008450804928951117
2016-04-20,0.009776748067011676
2016-04-21,0.0
2016-04-22,0.008990127052899588
2016-04-25,-0.0036553134194384773
2016-04-26,0.017656899025237927
2016-04-27,0.01284319948903967
2016-04-28,-0.010010826392559902
2016-04-29,0.001797562672231523
2016-05-02,0.006729015017350903
2016-05-03,0.004233964653331146
2016-05-04,-0.01375649518715838
2016-05-05,0.04814417841707486
2016-05-06,0.04421532468414702
2016-05-09,0.012127500114713419
2016-05-10,0.024167576316103556
2016-05-11,-0.007138984240604218
2016-05-12,-0.005192653580623485
2016-05-13,-0.01345100288450607
2016-05-16,0.019942908350812028
2016-05-17,-0.015961790205216486
2016-05-18,0.0016222914451762271
2016-05-19,-0.009716778237597978
2016-05-20,0.006132448516586342
2016-05-23,-0.01178387075446441
2016-05-24,0.007401708897869064
2016-05-25,0.02081607417667053
2016-05-26,0.0
2016-05-27,0.002598971360339153
2016-05-31,0.010767871489439695
2016-06-01,0.003748379253148526
2016-06-02,-0.0019657615083382707
2016-06-03,0.014179074076950515
2016-06-06,0.008931985790968433
2016-06-07,-0.0036567619736470602
2016-06-08,0.016225194499957407
2016-06-09,-0.0019006502209552023
2016-06-10,-0.018091836298002484
2016-06-13,-0.016097608002419883
2016-06-14,0.0057169019267200305
2016-06-15,0.0001956283861843655
2016-06-16,-0.001175582186833668
2016-06-17,0.005297173403667754
2016-06-20,0.02244317829769571
2016-06-21,-0.0036265604744109003
2016-06-22,0.002299131085633954
2016-06-23,0.014908033326304304
2016-06-24,-0.06459517323133379
2016-06-27,-0.04066809792079307
2016-06-28,0.004406969030556374
2016-06-29,0.01859595126308089
2016-06-30,0.021743508253462496
2016-07-01,-0.0014053539293888972
2016-07-05,-0.02191392327902808
2016-07-06,0.02322686230823745
2016-07-07,0.003816903054827847
2016-07-08,0.025615451151820734
2016-07-11,0.011707293087025006
2016-07-12,0.023915155178611203
2016-07-13,-0.005650957042840576
2016-07-14,0.000947507537397474
2016-07-15,-0.002649627237450769
2016-07-18,-0.001517772357490954
2016-07-19,-0.002470836232269402
2016-07-20,0.015812581849709684
2016-07-21,0.0005628720654129449
2016-07-22,-0.005060953112075217
2016-07-25,-0.0016957836155807593
2016-07-26,0.016606841296272323
2016-07-27,0.011138270587208288
2016-07-28,-0.007159933225685755
2016-07-29,-0.01035512782833281
2016-08-01,-0.0005607685922132122
2016-08-02,-0.009347461130843282
2016-08-03,0.00018854283072444744
2016-08-04,0.0001887880843924883
2016-08-05,0.014148198654046151
2016-08-08,-0.006882073417703083
2016-08-09,0.04083155316500475
2016-08-10,-0.017095769679212114
2016-08-11,-0.0038447831270939092
2016-08-12,-0.01654086173528846
2016-08-15,0.01382909844561131
2016-08-16,-0.010322589258387915
2016-08-17,-0.0076366770420710495
2016-08-18,0.012950659101446993
2016-08-19,-0.004446721923622277
2016-08-22,0.006699875368118224
2016-08-23,0.010168233357154
2016-08-24,-0.009699456218533076
2016-08-25,0.004435215489974942
2016-08-26,0.002391823059310072
2016-08-29,0.0049559822852862645
2016-08-30,-0.023196403348787475
2016-08-31,-0.014771954953941346
2016-09-01,-0.012526165220237861
2016-09-02,0.004228575928780787
2016-09-06,-0.011291825726078009
2016-09-07,0.002322587162556511
2016-09-08,-0.004055660061477284
2016-09-09,-0.027535112689203722
2016-09-12,0.009172330852414312
2016-09-13,-0.009088963868704947
2016-09-14,-0.016949033505957667
2016-09-15,0.017038500692437397
2016-09-16,-0.009374012791208308
2016-09-19,0.012079902012091859
2016-09-20,-0.007161017350568621
2016-09-21,0.014626009673543994
2016-09-22,0.011255655011529031
2016-09-23,-0.010934988339745155
2016-09-26,0.0011843036863361522
2016-09-27,0.0007888627141161564
2016-09-28,0.028768446904438916
2016-09-29,-0.0047880758829217385
2016-09-30,-0.0046190225326880885
2016-10-03,0.004640456907706758
2016-10-04,-0.0123172979486732
2016-10-05,0.019680474543025905
2016-10-06,0.0011462829367936411
2016-10-07,-0.010688979261471276
2016-10-10,0.0001931454424424217
2016-10-11,-0.033565028019341026
2016-10-12,0.0051900395520698694
2016-10-13,-0.0033760645074287776
2016-10-14,-0.002789526412089627
2016-10-17,0.0045957758072565635
2016-10-18,0.005966474910841679
2016-10-19,0.0039540581518024975
2016-10-20,-0.0021662840623135615
2016-10-21,-0.002368358395057557
2016-10-24,0.008506821895108096
2016-10-25,-0.010788438592697958
2016-10-26,0.008724780323812853
2016-10-27,-0.0037349212307062896
2016-10-28,0.008287371502722074
2016-10-31,0.00939322680770771
2016-11-01,-0.016091744206310432
2016-11-02,-0.0039410090050462365
2016-11-03,0.009495628925333843
2016-11-04,-0.03488114594814451
2016-11-07,0.0034517519234988914
2016-11-08,0.011533615176700263
2016-11-09,0.09841957644466115
2016-11-10,0.017847652033889716
2016-11-11,-0.004831128836788823
2016-11-14,0.05411730625018274
2016-11-15,0.009551432050614705
2016-11-16,-0.009461065328007834
2016-11-17,0.0034113284737542493
2016-11-18,-0.011558730818858054
2016-11-21,-0.0025797431978253904
2016-11-22,0.022758660151248833
2016-11-23,0.03995267415446202
2016-11-25,0.00778090497519246
2016-11-28,-0.004021157536416853
2016-11-29,-0.0032299140222460387
2016-11-30,0.004698615548455853
2016-12-01,-0.006127817542890712
2016-12-02,-0.01573946703091933
2016-12-05,-0.013352803292163262
2016-12-06,0.01069309950691233
2016-12-07,-0.0031411044957273537
2016-12-08,0.009784790388678521
2016-12-09,0.011167436844557566
2016-12-12,0.0001624298604738783
2016-12-13,-0.015914332808072973
2016-12-14,-0.010725956031013117
2016-12-15,-0.009841583073685212
2016-12-16,-0.009602364564097465
2016-12-19,-0.0008506376913754998
2016-12-20,0.011746699695330598
2016-12-21,-0.016321704931027026
2016-12-22,-0.0018814408823051298
2016-12-23,-0.0027423794760479403
2016-12-27,0.0048122974664617235
2016-12-28,-0.01676114538495177
2016-12-29,-0.0036524138997439115
2016-12-30,-0.004888227998946837
2017-01-03,0.020175318662900787
2017-01-04,0.010833812414280386
2017-01-05,-0.003742902831710637
2017-01-06,-0.009904240177379564
2017-01-09,-0.021386528289052964
2017-01-10,0.009693244271241852
2017-01-11,0.0003490426179217909
2017-01-12,0.0013961161155893187
2017-01-13,0.013417014056573917
2017-01-17,-0.019773180282380398
2017-01-18,0.017716312414671087
2017-01-19,-0.007066669824470795
2017-01-20,-0.003992770320771832
2017-01-23,-0.004530525152394271
2017-01-24,0.052520624706293484
2017-01-25,0.02910848838876845
2017-01-26,-0.010505945083645885
2017-01-27,-0.014047696142827193
2017-01-30,-0.016235666640422086
2017-01-31,-0.013977892313688067
2017-02-01,0.00495351541156297
2017-02-02,-0.0023796929718880033
2017-02-03,0.008858639692087333
2017-02-06,-0.0006755855689226653
2017-02-07,-0.006420683390323978
2017-02-08,-0.03690510439014838
2017-02-09,-0.0026488107726130306
2017-02-10,0.016288858473854084
2017-02-13,0.0008708911064621017
2017-02-14,0.0013928868220525192
2017-02-15,0.01638174666716674
2017-02-16,0.012174245463004718
2017-02-17,-0.024055464123960313
2017-02-21,0.01006750576003168
2017-02-22,-0.023886937825173926
2017-02-23,-0.01232407171810257
2017-02-24,-0.0012478819785345374
2017-02-27,0.018204628415994906
2017-02-28,-0.01121824128303428
2017-03-01,0.020032161904860457
2017-03-02,-0.012860706960103219
2017-03-03,-0.005633938510391734
2017-03-06,-0.001062529357750086
2017-03-07,0.0015952700519201723
2017-03-08,0.0030085079810697746
2017-03-09,-0.01429078103644521
2017-03-10,0.00984402396508588
2017-03-13,0.00035481626244115994
2017-03-14,-0.01576890806286002
2017-03-15,0.01404074531855648
2017-03-16,-0.008165646191461429
2017-03-17,-0.007338428595934032
2017-03-20,-0.00018038975964274062
2017-03-21,-0.016591446091028472
2017-03-22,0.004584388544191409
2017-03-23,-0.0003649871057760379
2017-03-24,-0.011504679928761363
2017-03-27,-0.007943599846950589
2017-03-28,0.009124648990832318
2017-03-29,0.01697731141956149
2017-03-30,0.003991713654585727
2017-03-31,-0.0009033527873423264
2017-04-03,-0.011034771146733457
2017-04-04,0.0
2017-04-05,-0.0065847044114180076
2017-04-06,0.004971103173849745
2017-04-07,-0.0012823622879243324
2017-04-10,0.007888312832700084
2017-04-11,-0.006006503623390724
2017-04-12,-0.02746757621541851
2017-04-13,-0.002635991593520459
2017-04-17,0.009061438251356302
2017-04-18,0.0035549064243989292
2017-04-19,0.004474312344395992
2017-04-20,-0.003711939125006447
2017-04-21,-0.0026080013980620542
2017-04-24,0.020918936487346107
2017-04-25,0.008232816978298807
2017-04-26,0.005261922709377087
2017-04-27,0.005776224614365333
2017-04-28,-0.014357717445171447
2017-05-01,-0.0072832970477799686
2017-05-02,0.01155578045850314
2017-05-03,-0.010335526924907135
2017-05-04,0.0036641512567441303
2017-05-05,-0.002190374239587567
2017-05-08,0.0009148781343764067
2017-05-09,0.022116341155489216
2017-05-10,-0.024320496024121674
2017-05-11,0.0
2017-05-12,-0.0331741808407604
2017-05-15,0.0013268497224037112
2017-05-16,-0.004165242453999074
2017-05-17,-0.014108614006384856
2017-05-18,-0.005994923783283257
2017-05-19,0.03132287426591218
2017-05-22,-0.002452317826123429
2017-05-23,0.005673257959840194
2017-05-24,-0.004512947274173396
2017-05-25,-0.006611252465205664
2017-05-26,0.0013311254544228213
2017-05-30,-0.0005696302743500858
2017-05-31,-0.003990153278506381
2017-06-01,0.015070478011886212
2017-06-02,-0.00018813047817589634
2017-06-05,-0.016729235607883863
2017-06-06,-0.004205742207582741
2017-06-07,-0.001727401495824732
2017-06-08,0.017499829456242066
2017-06-09,0.038556219532868585
2017-06-12,0.0010914234106012
2017-06-13,-0.00018161589717580195
2017-06-14,-0.0074543321241348215
2017-06-15,-0.014471684028060205
2017-06-16,0.0003716761668917101
2017-06-19,0.007060690144120585
2017-06-20,-0.013837587488496395
2017-06-21,-0.01796069196583927
2017-06-22,0.003238703755277905
2017-06-23,0.0028483387501299084
2017-06-26,0.014012435734256812
2017-06-27,-0.0003733192457219259
2017-06-28,0.012703216767593561
2017-06-29,-0.011990890225285322
2017-06-30,0.015497045183748615
2017-07-03,0.01397302544456358
2017-07-05,-0.005258589355807142
2017-07-06,-0.01257727302691014
2017-07-07,0.011999473935776495
2017-07-10,-0.0007299711521449037
2017-07-11,-0.003285603623503608
2017-07-12,0.0014651923960715685
2017-07-13,-0.008046903457098908
2017-07-14,0.002396615485567022
2017-07-17,0.00239106693762392
2017-07-18,-0.03853190163250286
2017-07-19,0.01965644878569983
2017-07-20,-0.016657309647763685
2017-07-21,-0.004567826123619612
2017-07-24,-0.0024858916310862567
2017-07-25,0.015718057537961627
2017-07-26,-0.003585873924791816
2017-07-27,0.004924423218018781
2017-07-28,-0.012627450506361604
2017-07-31,0.006299263169562197
2017-08-01,0.010052919064563737
2017-08-02,0.004736604381935905
2017-08-03,-0.0127462377002181
2017-08-04,-0.0036071112529205696
2017-08-07,-0.003239479028551928
2017-08-08,0.034601287946024906
2017-08-09,0.0018476819572665892
2017-08-10,-0.02840269565653708
2017-08-11,-0.0018979078188142706
2017-08-14,0.002852696124846732
2017-08-15,-0.021999159752695285
2017-08-16,-0.010083300898260705
2017-08-17,-0.01567075418949726
2017-08-18,-0.007960313956004272
2017-08-21,-0.005416140079673393
2017-08-22,0.02601810819051953
2017-08-23,0.009043353261076081
2017-08-24,0.0
2017-08-25,0.011883702628626258
2017-08-28,0.005583227849420114
2017-08-29,0.017997317041421157
2017-08-30,0.010908324789277835
2017-08-31,0.013767752681476786
2017-09-01,0.011745008858774497
2017-09-05,-0.013604183145769055
2017-09-06,0.0020230399663025977
2017-09-07,-0.0009176578165593918
2017-09-08,0.0034899230606568743
2017-09-11,0.0047592507491796
2017-09-12,0.01894709916209325
2017-09-13,0.0008935916923680232
2017-09-14,-0.0033940053534238235
2017-09-15,0.002867922145741497
2017-09-18,0.014477275539008128
2017-09-19,0.001585794278728736
2017-09-20,0.015303314407083768
2017-09-21,-0.005370603703041099
2017-09-22,0.0022640952591022057
2017-09-25,0.012513099582993625
2017-09-26,0.0006866888424716944
2017-09-27,0.0006863020093383909
2017-09-28,-0.002913750112681912
2017-09-29,0.001718616162586617
2017-10-02,0.008924240708812814
2017-10-03,-0.005953521112970761
2017-10-04,0.002737873777477917
2017-10-05,0.0032424266770567645
2017-10-06,0.0028916146188586733
2017-10-09,-0.009837186408653942
2017-10-10,-0.00034255432266894204
2017-10-11,-0.005997471394710074
2017-10-12,0.0114069263335006
2017-10-13,0.0005126603373715177
2017-10-16,0.007685713349467438
2017-10-17,-0.0130508990218271
2017-10-18,-0.0010304270929855086
2017-10-19,0.0022350636406027746
2017-10-20,0.008919222919720582
2017-10-23,-0.008160229405406394
2017-10-24,0.004285097286688133
2017-10-25,-0.008704393493894402
2017-10-26,0.011191194859838216
2017-10-27,-0.00034046792574904394
2017-10-30,-0.00425825970244087
2017-10-31,-0.004276553958695639
2017-11-01,0.001374543448588339
2017-11-02,0.007719825839449523
2017-11-03,0.00936323784283144
2017-11-06,0.03069690377635581
2017-11-07,-0.0029455138947349635
2017-11-08,0.003118021004945515
2017-11-09,-0.013743058704445588
2017-11-10,-0.004147433402150624
2017-11-13,-0.003498026280726818
2017-11-14,-0.031427872550172875
2017-11-15,-0.010182907505581484
2017-11-16,0.01883185820718536
2017-11-17,0.00342266302431371
2017-11-20,0.012109946040668174
2017-11-21,0.0930232500447774
2017-11-22,-0.0012334619526086499
2017-11-24,-0.023000918739954468
2017-11-27,0.00047371230110671014
2017-11-28,0.019583339855740345
2017-11-29,0.004182202824942083
2017-11-30,0.012339873389026756
2017-12-01,-0.002590280180165938
2017-12-04,0.018790053278938013
2017-12-05,-0.003448600112633149
2017-12-06,0.01850747097345029
2017-12-07,0.0
2017-12-08,0.012113822434798083
2017-12-11,-0.0018977321756709076
2017-12-12,0.00014631767425643538
2017-12-13,-0.003362948701382096
2017-12-14,-0.029782874749830768
2017-12-15,0.0009071820533181896
2017-12-18,0.008309435067836768
2017-12-19,-0.00524431243659107
2017-12-20,0.0
2017-12-21,0.0013558876566699407
2017-12-22,-0.003008733172244593
2017-12-26,-0.0034697112648236494
2017-12-27,0.003481792078018575
2017-12-28,0.004375580789998779
2017-12-29,-0.009163261420520041
2018-01-02,0.013796347978274115
2018-01-03,0.0034393900602647243
2018-01-04,0.010283096121869395
2018-01-05,0.005163227880605303
2018-01-08,-0.002641553402197183
2018-01-09,-0.0036788862026171376
2018-01-10,0.0014767127679526926
2018-01-11,0.024922881231995708
2018-01-12,0.000863122838442143
2018-01-16,-0.0020124281263071975
2018-01-17,0.002304666686741008
2018-01-18,-0.0027306089913904374
2018-01-19,0.00807006896906759
2018-01-22,0.00400325827680037
2018-01-23,-0.004983770779801833
2018-01-24,0.005151839819407478
2018-01-25,-0.005410320476574304
2018-01-26,0.001288188394110934
2018-01-29,0.01572563300276353
2018-01-30,-0.01900057342890804
2018-01-31,-0.003443218435245976
2018-02-01,0.008061864709589805
2018-02-02,-0.04141663140535856
2018-02-05,-0.059147636832369344
2018-02-06,0.015676719535730355
2018-02-07,0.029155069416722634
2018-02-08,-0.048325798394075914
2018-02-09,-0.0093921096624352
2018-02-12,0.013819634459621533
2018-02-13,-0.012997377456014925
2018-02-14,0.0223222535157106
2018-02-15,0.0031729230742667536
2018-02-16,-0.008162084536781133
2018-02-20,-0.0113942302813278
2018-02-21,-0.006563004427185382
2018-02-22,0.008701154506189912
2018-02-23,-0.003993607100691299
2018-02-26,0.010585569388015914
2018-02-27,-0.020155853599700735
2018-02-28,-0.011013652990682465
2018-03-01,-0.02816894068857856
2018-03-02,0.011796168400444618
2018-03-05,0.001165921183728047
2018-03-06,0.0014970747470535173
2018-03-07,-0.00016564122793083502
2018-03-08,-0.009636353610625426
2018-03-09,0.019963224536859725
2018-03-12,-0.006085633155440862
2018-03-13,-0.005295491950319198
2018-03-14,-0.0054898984305268295
2018-03-15,0.002676494701711496
2018-03-16,0.016850186364500308
2018-03-19,-0.017063136762425435
2018-03-20,0.0036721228426044306
2018-03-21,0.006652248251822757
2018-03-22,-0.04741458161444678
2018-03-23,-0.03624658316009122
2018-03-26,0.03976928169958516
2018-03-27,-0.026826041210315066
2018-03-28,0.011381974812371576
2018-03-29,0.040091459268208895
2018-04-02,-0.024175690305136
2018-04-03,0.014379548152276822
2018-04-04,0.027839652218174304
2018-04-05,-0.005151306197925587
2018-04-06,-0.031067468514347163
2018-04-09,0.005344257397920327
2018-04-10,0.01920423689825279
2018-04-11,0.001346025703457876
2018-04-12,-0.0010080800200217288
2018-04-13,-0.003195488412299885
2018-04-16,0.007592449952864566
2018-04-17,0.008707243418295318
2018-04-18,0.005312112836200145
2018-04-19,-0.0009906874090226392
2018-04-20,-0.00826461661150557
2018-04-23,0.007666595141802901
2018-04-24,-0.022659382267254724
2018-04-25,-0.0076156600198642455
2018-04-26,-0.007333089628849265
2018-04-27,0.010136113037380934
2018-04-30,-0.012074917771674798
2018-05-01,0.005164479638542829
2018-05-02,-0.011303478619618668
2018-05-03,-0.010046642551988505
2018-05-04,-0.005424333980064255
2018-05-07,-0.002287171291793122
