Date,EMN
2015-01-05,-0.034518817003911684
2015-01-06,-0.0041983598670760625
2015-01-07,-0.006392140081826869
2015-01-08,0.030933541425060884
2015-01-09,-0.011683272753348795
2015-01-12,-0.02498662720028877
2015-01-13,-0.011573462770167686
2015-01-14,-0.013381372567004779
2015-01-15,-0.01384645386315253
2015-01-16,0.018195111160753674
2015-01-20,-0.017025402219211005
2015-01-21,0.019897106563874223
2015-01-22,0.017263073277737906
2015-01-23,-0.04608158439083343
2015-01-26,0.009111719987141553
2015-01-27,0.00788326065078837
2015-01-28,-0.02374867747860887
2015-01-29,-0.0001456202132819051
2015-01-30,0.03277952013183971
2015-02-02,-0.014670568659602479
2015-02-03,0.046814753763417816
2015-02-04,-0.01791568618769257
2015-02-05,0.02966135739717357
2015-02-06,-0.01000786007919885
2015-02-09,0.01885230109572089
2015-02-10,-0.0033521005791108394
2015-02-11,-0.00618856741473961
2015-02-12,0.016786336444355676
2015-02-13,0.007455468096709605
2015-02-17,0.002643469510948293
2015-02-18,-0.00448159206355081
2015-02-19,-0.011121365175001285
2015-02-20,0.010443234497449438
2015-02-23,0.00569735447137254
2015-02-24,-0.0007903325167142317
2015-02-25,0.005273976410929304
2015-02-26,-0.01246056724612421
2015-02-27,-0.011023831035792964
2015-03-02,0.012758580366761807
2015-03-03,-0.014454197078444864
2015-03-04,0.0018835729236392762
2015-03-05,-0.012221408239363574
2015-03-06,-0.019306911453159548
2015-03-09,-0.000415564958517578
2015-03-10,-0.0158113219532372
2015-03-11,-0.0083142792049693
2015-03-12,0.009289465171818057
2015-03-13,-0.01387713988282413
2015-03-16,-0.005744014093320149
2015-03-17,-0.00462116906528387
2015-03-18,0.026842214828096678
2015-03-19,-0.025858229283912904
2015-03-20,0.007542940305644397
2015-03-23,0.0018714291829011742
2015-03-24,-0.005029595545842924
2015-03-25,-0.005632581339726994
2015-03-26,-0.0002903403116881753
2015-03-27,-0.0017435364168839618
2015-03-30,0.024596504368472827
2015-03-31,-0.01619334976349207
2015-04-01,-0.015304573158335555
2015-04-02,-0.0019063109345252016
2015-04-06,0.020714265721230918
2015-04-07,0.0061884623917847215
2015-04-08,0.00414823555485011
2015-04-09,0.024216855396033354
2015-04-10,0.005562954077564353
2015-04-13,-0.0024891691603365906
2015-04-14,0.014974606007914337
2015-04-15,0.028961607221323682
2015-04-16,0.0003984127702238993
2015-04-17,0.006768583037890297
2015-04-20,-0.0019772620385560824
2015-04-21,-0.01558609335989658
2015-04-22,0.020797233000575233
2015-04-23,-0.010252361264325827
2015-04-24,0.002257576265231931
2015-04-27,0.006360060531580114
2015-04-28,-0.0026331568109078107
2015-04-29,0.007128576614042537
2015-04-30,-0.0009173980831176376
2015-05-01,0.033061532962333384
2015-05-04,-0.0010152913932167662
2015-05-05,0.011187141823908009
2015-05-06,-0.007166183112509383
2015-05-07,-0.008357835794184587
2015-05-08,0.02260282954965187
2015-05-11,0.00024949370817650696
2015-05-12,-0.017477912538881757
2015-05-13,-0.005336893301840395
2015-05-14,-0.0008941433144833422
2015-05-15,0.0005115875175054629
2015-05-18,-0.0040896709419642185
2015-05-19,-0.011292073584833529
2015-05-20,0.003114921951680838
2015-05-21,0.010868034081621847
2015-05-22,-0.0008958599039115001
2015-05-26,-0.02126604523857567
2015-05-27,0.00235613674965629
2015-05-28,-0.0009141975529306512
2015-05-29,0.0033983852436438866
2015-06-01,-0.0013022090439949174
2015-06-02,0.0036518817489681332
2015-06-03,0.0171537897265277
2015-06-04,-0.006132338620010502
2015-06-05,-0.006556072985423822
2015-06-08,0.007504984233667411
2015-06-09,-0.0002569436120368751
2015-06-10,0.009378162397148282
2015-06-11,-0.002430698511042273
2015-06-12,-0.0020513537652628866
2015-06-15,-0.002056105824571386
2015-06-16,0.008627150299760578
2015-06-17,0.007915312748795422
2015-06-18,0.017986012264548323
2015-06-19,0.0013690833264972113
2015-06-22,0.031808875363229294
2015-06-23,-0.00048169846842338604
2015-06-24,-0.008072165235002537
2015-06-25,0.00983811769319698
2015-06-26,0.007336989321358844
2015-06-29,-0.013731133945898422
2015-06-30,-0.009443250998712682
2015-07-01,-0.009410626228567476
2015-07-02,-0.01061102189258556
2015-07-06,-0.021573620461205367
2015-07-07,-0.0014020797560631015
2015-07-08,-0.03178045214291514
2015-07-09,0.006590889073584183
2015-07-10,0.010869924004305753
2015-07-13,0.00867974725415821
2015-07-14,0.01798116845222464
2015-07-15,0.0001257571463928464
2015-07-16,0.004541600902657317
2015-07-17,-0.01820911791988622
2015-07-20,-0.016500334423030893
2015-07-21,-0.004032045865029699
2015-07-22,-0.011490848021523892
2015-07-23,-0.01558783633088301
2015-07-24,-0.013016699677098287
2015-07-27,-0.019578493890332282
2015-07-28,0.06809012020071004
2015-07-29,0.013762711318904719
2015-07-30,0.006531819484528301
2015-07-31,-0.002417575543603334
2015-08-03,-0.010841753534518328
2015-08-04,0.0038681930818149635
2015-08-05,-0.009633721255367877
2015-08-06,0.00038898923386687656
2015-08-07,-0.005963757788575275
2015-08-10,0.04030275358723823
2015-08-11,-0.02670538653356158
2015-08-12,-0.001803135734817607
2015-08-13,-0.0006455675530732119
2015-08-14,-0.01213833673025555
2015-08-17,0.01189551432988667
2015-08-18,-0.00658835246182099
2015-08-19,-0.02340696081496707
2015-08-20,-0.01611234623196145
2015-08-21,-0.025848998159442416
2015-08-24,-0.042650587225045444
2015-08-25,-0.01654322939472186
2015-08-26,0.030987387209054917
2015-08-27,0.039501490268589734
2015-08-28,0.0011015517733277136
2015-08-31,-0.003438248188733284
2015-09-01,-0.03353603735850541
2015-09-02,0.0038559798623156727
2015-09-03,0.013655545133598901
2015-09-04,-0.024277424289394833
2015-09-08,0.02574438739264706
2015-09-09,-0.012479026317294029
2015-09-10,0.0018565187817989326
2015-09-11,-0.003990967829072156
2015-09-14,-0.011305220273473582
2015-09-15,0.015631915062487733
2015-09-16,0.016673707824540474
2015-09-17,-0.008550633382266803
2015-09-18,-0.020924093341877392
2015-09-21,0.024115179072815796
2015-09-22,-0.020586564790589956
2015-09-23,-0.023754896038596818
2015-09-24,-0.006783394215528427
2015-09-25,-0.011136203351555518
2015-09-28,-0.049549317702174966
2015-09-29,0.0020537383133609755
2015-09-30,0.020337409016736308
2015-10-01,0.012051666848151177
2015-10-02,0.012671747276550738
