Date,KKR
2015-01-05,-0.00638552245174151
2015-01-06,-0.009854544016836386
2015-01-07,0.018606543156163946
2015-01-08,-0.005946722772452562
2015-01-09,0.014529597480507306
2015-01-12,-0.011373460366820076
2015-01-13,0.010652133438615818
2015-01-14,-0.0202363259015651
2015-01-15,-0.018502251097307743
2015-01-16,0.006137685525420489
2015-01-20,0.013507598992026137
2015-01-21,0.008168496874585873
2015-01-22,0.0243070446827236
2015-01-23,0.00999148236092684
2015-01-26,0.014427055152577806
2015-01-27,0.0004063478899385409
2015-01-28,-0.00934170419406577
2015-01-29,-0.004920359035072264
2015-01-30,-0.010712339955632255
2015-02-02,0.0016654948154575244
2015-02-03,0.01496863371398427
2015-02-04,-0.005735179243177457
2015-02-05,0.017305393744650566
2015-02-06,0.0012149937301606517
2015-02-09,0.010517832785063685
2015-02-10,-0.028422774410149176
2015-02-11,0.0
2015-02-12,0.00370866900362965
2015-02-13,0.0024631078246264426
2015-02-17,-0.0024570558311831636
2015-02-18,0.0008324814216056353
2015-02-19,0.007074709809989033
2015-02-20,0.0016527957240153324
2015-02-23,-0.011138639563820885
2015-02-24,-0.006674721636339087
2015-02-25,-0.01049991359104585
2015-02-26,-0.0029714536278478976
2015-02-27,-0.027245186490119533
2015-03-02,0.032822717055022155
2015-03-03,-0.005508795070226613
2015-03-04,0.012782512943690705
2015-03-05,-0.004207401872050376
2015-03-06,0.0016900099136152313
2015-03-09,-0.018557308620478885
2015-03-10,-0.01933814162840697
2015-03-11,0.0021910651432655026
2015-03-12,0.0069957605833355085
2015-03-13,-0.006947159915830281
2015-03-16,0.003497827123504438
2015-03-17,0.0026143851797251205
2015-03-18,-0.0021728676378109935
2015-03-19,-0.006532797818396996
2015-03-20,0.01359023670247761
2015-03-23,0.0
2015-03-24,-0.004325163883203809
2015-03-25,-0.008254026810612158
2015-03-26,-0.010512189762042157
2015-03-27,0.0026561558697244525
2015-03-30,0.00529780931472601
2015-03-31,0.0017570217589377712
2015-04-01,0.011836616502410413
2015-04-02,-0.005632700154628689
2015-04-06,-0.0043569907358447235
2015-04-07,-0.010503622803177737
2015-04-08,-0.004422832226011919
2015-04-09,-0.0013328522086539785
2015-04-10,0.00978682576222023
2015-04-13,0.0074890028304452905
2015-04-14,-0.0034983588051369363
2015-04-15,0.006143060272269629
2015-04-16,0.01875319566353828
2015-04-17,-0.010702284174888166
2015-04-20,0.003894321375012
2015-04-21,-0.0017241419071097885
2015-04-22,0.009067378459515885
2015-04-23,0.007273987738667165
2015-04-24,-0.006371839068525675
2015-04-27,-0.0051303053687346
2015-04-28,0.0021484849982802423
2015-04-29,-0.0034303313918704337
2015-04-30,-0.011852745428732825
2015-05-01,0.004886794968420594
2015-05-04,0.006631155915522324
2015-05-05,0.0021959640366919775
2015-05-06,-0.006572830275006547
2015-05-07,-0.007498956638100296
2015-05-08,0.005333089234688337
2015-05-11,0.0013262522598189719
2015-05-12,0.0013246008884697513
2015-05-13,0.0039680204020973164
2015-05-14,0.00614872024060964
2015-05-15,0.0043647762174270355
2015-05-18,0.004780606067638082
2015-05-19,0.0
2015-05-20,-0.005190280915448375
2015-05-21,-0.000869663722772196
2015-05-22,-0.0017405301941896267
2015-05-26,-0.00043612503581114126
2015-05-27,0.002180640989521976
2015-05-28,0.0008704206960752359
2015-05-29,-0.0021740038432690456
2015-06-01,-0.00348550689939664
2015-06-02,0.0021859440835252375
2015-06-03,0.01178034811454931
2015-06-04,0.0008622298901428405
2015-06-05,0.0017234877039868923
2015-06-08,-0.007741889445490591
2015-06-09,-0.009536550352797768
2015-06-10,0.008753207535989516
2015-06-11,0.01127975763878597
2015-06-12,-0.009009261444680616
2015-06-15,-0.005627569912241892
2015-06-16,-0.002612087291245735
2015-06-17,-0.0052378563204195094
2015-06-18,0.00965319458411118
2015-06-19,-0.00043448753624741876
2015-06-22,0.005652140522152793
2015-06-23,0.006485149269944035
2015-06-24,0.0004294483176254804
2015-06-25,-0.0012880989685791766
2015-06-26,-0.007308744226439456
2015-06-29,-0.012992459151889735
2015-06-30,0.0026324041662422193
2015-07-01,0.007877730298136987
2015-07-02,0.010420921253408766
2015-07-06,-0.005156825264141296
2015-07-07,-0.003023535032765312
2015-07-08,-0.028596328674813543
2015-07-09,0.017395401969369395
2015-07-10,0.015782457498558777
2015-07-13,0.014674370197467645
2015-07-14,0.013185798131407855
2015-07-15,0.009235880731144785
2015-07-16,0.004160006504813074
2015-07-17,0.0004140501341343139
2015-07-20,-0.016149168501466638
2015-07-21,0.018518408901678107
2015-07-22,-0.004545329625543215
2015-07-23,0.007472034665190197
2015-07-24,-0.006180334467239312
2015-07-27,-0.015340268156967873
2015-07-28,0.01894735848975171
2015-07-29,0.01652882955890589
2015-07-30,-0.005789670088225951
2015-07-31,-0.005823580501034598
2015-08-03,0.003765687956416075
2015-08-04,-0.0020845476835277266
2015-08-05,-0.005847908000221946
2015-08-06,-0.023109148351196707
2015-08-07,-0.010752963413923733
2015-08-10,0.011739434193419607
2015-08-11,-0.02105668677330108
2015-08-12,-0.00614610183229003
2015-08-13,0.004417073583188547
2015-08-14,0.0052769725381873744
2015-08-17,-0.02930896642204095
2015-08-18,-0.013068861564128453
2015-08-19,-0.018264663331864717
2015-08-20,-0.05720944100938452
2015-08-21,-0.03552079894430893
2015-08-24,-0.0439895250622474
2015-08-25,0.011235990975453136
2015-08-26,0.034391232823862694
2015-08-27,0.04040952931694175
2015-08-28,-0.021140571860653434
2015-08-31,-0.04118543945116204
