Date,SYK
2015-01-05,-0.015427119756667995
2015-01-06,-0.0014048071273790042
2015-01-07,0.018937368189864134
2015-01-08,0.016992154593335362
2015-01-09,-0.012113685073359859
2015-01-12,-0.006130748345572035
2015-01-13,0.0021271360885657398
2015-01-14,-0.010295114412071205
2015-01-15,-0.018766687864650522
2015-01-16,0.010382356768508405
2015-01-20,-0.008436862859058203
2015-01-21,0.004799835218166626
2015-01-22,0.013679141214494761
2015-01-23,-0.007175828860867872
2015-01-26,-0.001617604507416992
2015-01-27,-0.002377423642267007
2015-01-28,0.004548880363596686
2015-01-29,0.010027327905679284
2015-01-30,-0.02807451305620401
2015-02-02,0.007798145721000571
2015-02-03,0.010680014680509942
2015-02-04,-0.002911955416830203
2015-02-05,0.01297759333685411
2015-02-06,-0.010248882362259404
2015-02-09,-0.008736835947784294
2015-02-10,0.012622389310283477
2015-02-11,-0.0010748177275531345
2015-02-12,0.004410557476323351
2015-02-13,0.012209528292905336
2015-02-17,0.005925485737389602
2015-02-18,0.0018933330769832502
2015-02-19,-0.0072439255963111515
2015-02-20,0.007296782949086644
2015-02-23,0.0036747803545482682
2015-02-24,-0.0075318856499694276
2015-02-25,-0.003267195211869689
2015-02-26,-0.0017975871470102822
2015-02-27,0.0037078695299745945
2015-03-02,0.013298273110846415
2015-03-03,-0.03718358387634335
2015-03-04,-0.0007571665703963726
2015-03-05,0.006711947514862926
2015-03-06,-0.03140132518758565
2015-03-09,0.010547383198870941
2015-03-10,-0.007910502108014805
2015-03-11,0.001771640800042551
2015-03-12,0.01647166379921572
2015-03-13,-0.007177781386771054
2015-03-16,0.01632142749542953
2015-03-17,-0.009592248141688908
2015-03-18,0.013276618471106394
2015-03-19,0.004940246820661187
2015-03-20,0.0008550017788349074
2015-03-23,0.000640680515210601
2015-03-24,-0.0030945324743277824
2015-03-25,-0.012096024323656529
2015-03-26,-0.008235030338700433
2015-03-27,0.01507931282221997
2015-03-30,0.010695815910103823
2015-03-31,-0.013896267328672662
2015-04-01,-0.011598983351292724
2015-04-02,-0.0006578166478575787
2015-04-06,0.007023749115915967
2015-04-07,-0.003051779340309424
2015-04-08,0.0059028129226974535
2015-04-09,0.011410675770191503
2015-04-10,0.007198957349103363
2015-04-13,-0.006827164468983349
2015-04-14,-0.006015248334848566
2015-04-15,-0.002701565053224275
2015-04-16,-0.0011917560080371148
2015-04-17,0.0034713512421538084
2015-04-20,0.009189163289256008
2015-04-21,0.014568841514173148
2015-04-22,0.01837210213458773
2015-04-23,0.007568548139321729
2015-04-24,-0.002880954912591549
