Date,K
2015-10-06,-0.007493477872811183
2015-10-07,0.009918793353408617
2015-10-08,0.014951473656956926
2015-10-09,0.0028886134468184554
2015-10-12,0.005616235186911789
2015-10-13,-0.006730326124199548
2015-10-14,-0.010236804801446175
2015-10-15,0.008011896509629635
2015-10-16,0.008525914292124792
2015-10-19,-0.0025792395811371494
2015-10-20,-0.0091939930839946
2015-10-21,0.009279306968083434
2015-10-22,0.03447806123783659
2015-10-23,-0.004305327513980273
2015-10-26,-0.002091913678387014
2015-10-27,-0.007127889206995475
2015-10-28,-0.0016890787299245202
2015-10-29,0.0009870689751112494
2015-10-30,-0.0066207462862584165
2015-11-02,0.0012763100545252204
2015-11-03,-0.03568889299456013
2015-11-04,0.008664819900562115
2015-11-05,0.01004650994800671
2015-11-06,-0.020757952429675375
2015-11-09,-0.006771757616972018
2015-11-10,-0.002075083010840695
2015-11-11,0.004306917594416149
2015-11-12,-0.019520828072161156
2015-11-13,-0.0031673840310920687
2015-11-16,0.01270987822241354
2015-11-17,-0.013446596617937123
2015-11-18,0.004240503286761399
2015-11-19,0.0024128641879688217
2015-11-20,-0.003309829618920901
2015-11-23,0.03501890129535323
2015-11-24,-0.010354498940994716
2015-11-25,0.01945203615319535
2015-11-27,0.008590394727223893
2015-11-30,-0.007218147635944527
2015-12-01,0.008870353473709791
2015-12-02,-0.007062624535136064
2015-12-03,-0.005225554169617563
2015-12-04,0.02407664278167876
2015-12-07,0.004702356609345815
2015-12-08,0.004396255118374048
2015-12-09,-0.0031061268298373523
2015-12-10,0.0018415141941430235
2015-12-11,-0.008483137820919917
2015-12-14,0.0135461797155505
2015-12-15,0.006049684421121748
2015-12-16,0.0064327423132137795
2015-12-17,-0.005002389404033303
2015-12-18,-0.011590578161136067
2015-12-21,0.003814890662310999
2015-12-22,0.016044850367222585
2015-12-23,0.012190266843508546
2015-12-24,-0.0027373366297493984
2015-12-28,0.0
2015-12-29,0.008782952296581659
2015-12-30,-0.004353279902055807
2015-12-31,-0.012569943370827952
2016-01-04,-0.009132578516833467
2016-01-05,0.0036310048122127903
2016-01-06,0.0019479811014526671
2016-01-07,-0.022774520225826156
2016-01-08,0.01577390061102446
2016-01-11,0.0009790695691411777
2016-01-12,-0.0011180545272369002
2016-01-13,-0.007975554288649822
2016-01-14,0.010860397755673601
2016-01-15,-0.01395279062059851
2016-01-19,0.008065681744617637
2016-01-20,-0.016002215513702622
2016-01-21,-0.0019972467297130203
2016-01-22,0.02358475509105129
2016-01-25,-0.015360861243046808
2016-01-26,0.009785763528243896
2016-01-27,0.005196648512303392
2016-01-28,0.01704609793527756
2016-01-29,0.008930011082354694
2016-02-01,0.0020428309361348873
2016-02-02,-0.01644295970688836
2016-02-03,-0.0005526555808199607
2016-02-04,-0.007049771457671272
2016-02-05,0.00013916333692809424
2016-02-08,-0.007377591089051672
2016-02-09,0.001262309737201317
2016-02-10,-0.007563447650323796
2016-02-11,0.039937914111941364
2016-02-12,0.017370287360150005
2016-02-16,0.002934259638827097
2016-02-17,0.0074481741142824465
2016-02-18,0.0005281425423324659
2016-02-19,-0.0035625634121444483
2016-02-22,-0.022510638931764637
2016-02-23,0.004064023572883491
2016-02-24,-0.0028333472023018835
2016-02-25,0.013529921535557321
2016-02-26,-0.01290161243818333
2016-02-29,0.007760608513939005
2016-03-01,0.0020264394010121034
2016-03-02,0.012403892879477407
2016-03-03,-0.003329371523374758
2016-03-04,0.0052108664088694745
2016-03-07,-0.0039876198220303305
2016-03-08,-0.001201023440843496
2016-03-09,0.004810316246684598
2016-03-10,0.0005320030202038417
2016-03-11,0.0038544538027485142
2016-03-14,-0.0076793816746688615
2016-03-15,0.001867999083172478
2016-03-16,0.007191377336448035
2016-03-17,0.010710193042524185
2016-03-18,-0.0036632463663551773
2016-03-21,-0.008797267345226567
2016-03-22,-0.01404163966299421
2016-03-23,0.008195559861984059
2016-03-24,0.0053305596750559125
2016-03-28,0.003048622762116482
2016-03-29,0.012158088878707396
2016-03-30,0.003134015739400864
2016-03-31,-0.0036445786837807637
2016-04-01,0.01711292793758523
2016-04-04,0.002696953085654874
2016-04-05,-0.01613912032383491
2016-04-06,0.012628557241946448
2016-04-07,-0.008614037264665586
2016-04-08,0.00181538424046912
2016-04-11,-0.00336546246591396
2016-04-12,0.004546436950285226
2016-04-13,-0.008663112160180342
2016-04-14,-0.002739246647711302
2016-04-15,0.014255708096567732
2016-04-18,0.0015471433157545622
2016-04-19,-0.0009007541955324827
2016-04-20,-0.011469321635133478
2016-04-21,-0.022422055389382245
2016-04-22,0.0038673038233330015
2016-04-25,0.006907654451258516
2016-04-26,-0.006332474339279304
2016-04-27,0.01420604204644782
2016-04-28,0.0011777773508094835
2016-04-29,0.0043149874702603785
2016-05-02,0.008202185464065481
2016-05-03,-0.007618842499362843
2016-05-04,0.002212106090229371
2016-05-05,-0.025577965127341562
2016-05-06,-0.0003996516252708915
2016-05-09,0.004265420826150335
2016-05-10,0.013671262027983966
2016-05-11,-0.002487718287761398
2016-05-12,0.014833558608345676
2016-05-13,-0.0015522335767431672
2016-05-16,0.0005180715350698861
2016-05-17,-0.02343655516919274
2016-05-18,-0.005038622831957662
2016-05-19,0.0026655391456331667
2016-05-20,-0.012493576095056413
2016-05-23,0.001480730007600739
2016-05-24,0.0032252345181906783
2016-05-25,0.0013395832821316844
2016-05-26,0.007759293082183261
2016-05-27,-0.004543595050578109
2016-05-31,-0.001611128776942583
2016-06-01,0.007126738632832863
2016-06-02,-0.004940239114327172
2016-06-03,0.008050878165120956
2016-06-06,-0.008119481794511496
2016-06-07,0.008588141392627202
2016-06-08,0.012240974493022305
2016-06-09,0.021161927954816306
2016-06-10,0.005534462006447249
2016-06-13,-0.015616653616439824
2016-06-14,-0.0002604053518829863
2016-06-15,-0.007414075278185828
2016-06-16,0.009435206916044603
2016-06-17,-0.0033753272247789567
2016-06-20,0.0011724419034102596
2016-06-21,0.006115023136837872
2016-06-22,0.00025852888210398106
2016-06-23,0.0062057312320129565
2016-06-24,-0.008223253210619452
2016-06-27,-0.004663606199692194
2016-06-28,-0.008720889485729688
2016-06-29,0.01851361442552335
2016-06-30,0.05259809065470811
2016-07-01,-0.0006128024164706591
2016-07-05,0.008088469834171885
2016-07-06,0.0026743223962315543
2016-07-07,-0.002545661407949873
2016-07-08,0.0044969380342883
2016-07-11,-0.011495547953650487
2016-07-12,-0.002081021237747227
2016-07-13,0.019504445296841144
2016-07-14,0.02659138053886867
2016-07-15,0.007852835154478655
2016-07-18,-0.004419157414756958
2016-07-19,0.01600256128713573
2016-07-20,-0.054265219675413645
2016-07-21,0.0026743223962315543
2016-07-22,0.004607219289255671
2016-07-25,0.007844834883291574
2016-07-26,-0.008023103257246311
2016-07-27,-0.018952452768201344
2016-07-28,0.006398597853561228
2016-07-29,0.01124856886117409
2016-08-01,-0.004111047767318299
2016-08-02,-0.006069901216266493
2016-08-03,-0.00964985163284815
2016-08-04,0.01652698803649799
2016-08-05,0.0035189056415194653
2016-08-08,0.002538848596805865
2016-08-09,0.0007237005675249097
2016-08-10,-0.0002411256220564706
2016-08-11,0.006026731923199247
2016-08-12,0.0008385899883220915
2016-08-15,-0.0016760391525391105
2016-08-16,-0.011271957956488277
2016-08-17,0.0014553170380069425
2016-08-18,0.00544982583244602
2016-08-19,0.00024107604532308535
2016-08-22,0.00012044246478093434
2016-08-23,-0.004334941078741883
2016-08-24,-0.004232661964688522
2016-08-25,0.005829783911864839
2016-08-26,-0.0054337073499883815
2016-08-29,0.008983898992316774
2016-08-30,-0.009807694237299325
2016-08-31,0.005258197537611364
2016-09-01,-0.006325578327622705
2016-09-02,0.008936369958205237
2016-09-06,0.001698970296818647
2016-09-07,-0.021317804078656244
2016-09-08,-0.010024830972382714
2016-09-09,-0.035754694514615215
2016-09-12,0.025930376214803763
2016-09-13,-0.012637285088648587
2016-09-14,-0.0005121438357824637
2016-09-15,0.002177181946882323
2016-09-16,-0.003066916981248724
2016-09-19,0.0019223858095864799
2016-09-20,-0.01138524906557492
2016-09-21,0.0038818715702866324
2016-09-22,0.008249638122882486
2016-09-23,-0.006519919024073562
2016-09-26,-0.004118023645266589
2016-09-27,-0.00012927798987261152
2016-09-28,0.005686059122929299
2016-09-29,-0.007196040153901184
2016-09-30,0.002718340809102049
2016-10-03,-0.002840115945248689
2016-10-04,-0.014239249803316034
2016-10-05,0.00039407725240225844
2016-10-06,-0.0027566616621953477
2016-10-07,0.004870452958626759
2016-10-10,0.0017027226668440143
2016-10-11,-0.0054924155432560795
2016-10-12,0.005391481558724154
2016-10-13,-0.008893735625208343
2016-10-14,-0.003826974933578531
2016-10-17,-0.00662309959927132
2016-10-18,0.0049337354286846935
2016-10-19,-0.005705929954941569
2016-10-20,-0.009342017920695667
2016-10-21,0.0014817082119431557
2016-10-24,-0.000806827522290221
2016-10-25,-0.0009422435651961214
2016-10-26,-0.001886782127211717
2016-10-27,0.0012149860730055195
2016-10-28,0.006337745652304605
2016-10-31,0.006699787991166772
2016-11-01,0.001064750116457125
2016-11-02,-0.0015954994146673007
2016-11-03,-0.014915612190574912
2016-11-04,-0.0040555034385826305
2016-11-07,0.017374741005874217
2016-11-08,0.026817486793024203
2016-11-09,-0.027026452682617497
2016-11-10,-0.029781048817923983
2016-11-11,-0.0020647072545466605
2016-11-14,0.00041361414281793074
2016-11-15,0.011995223309233971
2016-11-16,-0.0019075289596797163
2016-11-17,0.0024569890205596856
2016-11-18,-0.005037941115961897
2016-11-21,0.004379145608074841
2016-11-22,0.014988544440228457
2016-11-23,-0.01476720552397448
2016-11-25,0.010491868938046656
2016-11-28,-0.0036408310342253003
2016-11-29,0.003407768071231221
2016-11-30,-0.022004981371671506
2016-12-01,-0.014444619786705637
2016-12-02,0.0029595107564779344
2016-12-05,0.007025297041810097
2016-12-06,0.004185847969721879
2016-12-07,0.009448503859428747
2016-12-08,-0.007708116944707966
2016-12-09,0.014148632110166037
2016-12-12,0.009438176485447647
2016-12-13,0.0020324073120290276
2016-12-14,-0.011223805893625594
2016-12-15,0.003966230769821166
2016-12-16,-0.0016346973627412442
2016-12-19,-0.005048637910966325
2016-12-20,0.004799689113169192
2016-12-21,-0.001637523893107673
2016-12-22,0.0069718413893233855
2016-12-23,-0.0012217327268417844
2016-12-27,0.003805529840180455
2016-12-28,-0.005686801611307191
2016-12-29,0.007217693888322607
2016-12-30,-0.0033802144427612646
2017-01-03,-0.004612730817672883
2017-01-04,-0.0025897134001977573
2017-01-05,-0.0009566018072372229
2017-01-06,0.0002737042856262306
2017-01-09,-0.01367424137704143
2017-01-10,-0.006516114857932576
2017-01-11,0.0029306015425258902
2017-01-12,0.0006956872772332368
2017-01-13,-0.007508350778461348
2017-01-17,0.009106400131923653
2017-01-18,-0.0006942931328757229
2017-01-19,-0.0027787992095745784
2017-01-20,0.00599094479990292
2017-01-23,0.001107631989667679
2017-01-24,0.004426907516568601
2017-01-25,-0.004131882508756846
2017-01-26,-0.003042322489801297
2017-01-27,0.01262309345464474
2017-01-30,-0.00452046088022795
2017-01-31,0.0005502728379913613
2017-02-01,-0.011140156886158326
2017-02-02,0.012100134433306042
2017-02-03,0.008108030590514792
2017-02-06,-0.014040818545959066
2017-02-07,0.007189210240154953
2017-02-08,0.00878545757897009
2017-02-09,0.04014148643960991
2017-02-10,-0.005756038225968152
2017-02-13,-0.00500047718855845
2017-02-14,0.003967562209892472
2017-02-15,0.0015806526564416945
2017-02-16,-0.017490601713907927
2017-02-17,-0.02422734340460897
2017-02-21,0.025240321273072075
2017-02-22,-0.003345010282496119
2017-02-23,0.004161625519837342
2017-02-24,0.005748479680700802
2017-02-27,-0.011109623723865258
2017-02-28,0.0025718597087520667
2017-03-01,0.010260756602572751
2017-03-02,0.002538701768246332
2017-03-03,-0.007331205780533923
2017-03-06,-0.0033573337019213723
2017-03-07,-0.0010774787973216737
2017-03-08,-0.0037766669299338362
2017-03-09,0.003249362704479175
2017-03-10,0.001214555324492217
2017-03-13,-0.0005392853276751097
2017-03-14,0.001078933672254978
2017-03-15,0.00700525521726969
2017-03-16,0.00013393800914540677
2017-03-17,0.0046816285549444725
2017-03-20,-0.0017309750359593146
2017-03-21,-0.018404878750480247
2017-03-22,-0.012092255053764545
2017-03-23,0.005500986237188643
2017-03-24,-0.0015042211238361913
2017-03-27,-0.006027135006934525
2017-03-28,0.00137771620120275
2017-03-29,0.005780353709263775
2017-03-30,-0.00738874815459023
2017-03-31,0.0009647120262608055
2017-04-03,-0.0033053758717250803
2017-04-04,-0.0013819319723048507
2017-04-05,0.006641704051556285
2017-04-06,-0.004673432173378789
2017-04-07,0.002485580501545126
2017-04-10,-0.004408110499857232
2017-04-11,-0.0016604634545652752
2017-04-12,0.0024946127450873323
2017-04-13,-0.00525327479518245
2017-04-17,0.005003243330413021
2017-04-18,0.009265805156219775
2017-04-19,-0.004384849012246561
2017-04-20,0.0017890436049958769
2017-04-21,-0.005082828582024246
2017-04-24,0.004832674890409283
2017-04-25,-0.005771542066767887
2017-04-26,-0.011886480294618362
2017-04-27,-0.007413941750239239
2017-04-28,0.0005638329782271523
2017-05-01,-0.011971707311719038
2017-05-02,-0.015965907469081664
2017-05-03,-0.0013038385112392747
2017-05-04,0.02117792570922994
2017-05-05,0.004119440085777359
2017-05-08,0.02843405895138873
2017-05-09,-0.025446936560831745
2017-05-10,0.0028226239808537557
2017-05-11,-0.005066772937887376
2017-05-12,0.0019803781183989067
2017-05-15,0.002682529519361987
2017-05-16,-0.00943410675914258
2017-05-17,0.0025587484395341864
2017-05-18,-0.006380314697328693
2017-05-19,0.013555882056312196
2017-05-22,0.003942026556241096
2017-05-23,0.004206966926655564
2017-05-24,0.012707687368672005
2017-05-25,0.002206368843439055
2017-05-26,-0.0008257715789229403
2017-05-30,-0.005825196847342395
2017-05-31,-0.001116066158009188
2017-06-01,0.018715389294595708
2017-06-02,0.0004111936002895167
2017-06-05,-0.0002742127502154412
2017-06-06,-0.001507626295465636
2017-06-07,0.003981262719449097
2017-06-08,-0.012033305229979141
2017-06-09,0.005674405073186728
2017-06-12,0.005780522928421572
2017-06-13,0.0030104767472911576
2017-06-14,0.0025920469510809507
2017-06-15,-0.005306900579236995
2017-06-16,-0.016689440340936224
2017-06-19,-0.0016694035326501044
2017-06-20,-0.009336678472290694
2017-06-21,-0.008580733913126859
2017-06-22,-0.000992965534833301
2017-06-23,0.0021303778744115043
2017-06-26,0.00609389236275959
2017-06-27,-0.023242776311665492
2017-06-28,0.0027399238890228883
2017-06-29,-0.012080635142701968
2017-06-30,0.011209520426610053
2017-07-03,-0.010077867716547395
2017-07-05,-0.015415847083523837
2017-07-06,-0.016986594392945253
2017-07-07,-0.0004508371166834779
2017-07-10,-0.00977160099332297
2017-07-11,-0.008046225192994472
2017-07-12,0.006122042180646936
2017-07-13,0.004259222812800223
2017-07-14,0.005452988180878915
2017-07-17,0.005573808442628003
2017-07-18,-0.007340778084644173
2017-07-19,0.001358268714205968
2017-07-20,0.0060286064237922155
2017-07-21,0.007041174202512046
2017-07-24,-0.005801586709705542
2017-07-25,0.011072794723122614
2017-07-26,-0.0038479812431688742
2017-07-27,0.005497037109530645
2017-07-28,-0.0004433892019605201
2017-07-31,0.005173712520765594
2017-08-01,-0.007940999289490769
2017-08-02,-0.00029660986237345366
2017-08-03,0.04329757210479168
2017-08-04,-0.010517193743108999
2017-08-07,0.007038085959206075
2017-08-08,-0.012693960413567629
2017-08-09,-0.00260060449713706
2017-08-10,-0.004200393936745539
2017-08-11,0.0008724297884714627
2017-08-14,0.015259796187268693
2017-08-15,-0.0007159730519095131
2017-08-16,0.003724511311343326
2017-08-17,0.00042826575450538584
2017-08-18,-0.002140105512927426
2017-08-21,0.0035739546213457984
2017-08-22,-0.002848797871591313
2017-08-23,-0.0012856982761664248
2017-08-24,-0.02860822107739569
2017-08-25,-0.002945020093816253
2017-08-28,-0.013735403703345472
2017-08-29,-0.0071875861668333485
2017-08-30,0.004409886801694629
2017-08-31,-0.008932739721539962
2017-09-01,-0.00015256829262888516
2017-09-05,0.014514927348008966
2017-09-06,0.02168666092535676
2017-09-07,-0.0013265917824838436
2017-09-08,0.010332166366206597
2017-09-11,0.004674762123799248
2017-09-12,-0.004071413166602089
2017-09-13,-0.007446399007250526
2017-09-14,-0.0052957525558990914
2017-09-15,0.010352031327051536
2017-09-18,0.00424480141120509
2017-09-19,-0.039935846379295814
2017-09-20,-0.0174587134586196
2017-09-21,-0.012360909608403858
2017-09-22,-0.008760671325751423
2017-09-25,0.010574160176203495
2017-09-26,-0.009526831219561216
2017-09-27,-0.005991813943857949
2017-09-28,-0.0036483428935089046
2017-09-29,-0.007005223924160808
2017-10-02,0.005611449982884986
2017-10-03,-0.01116061452205419
2017-10-04,0.006449731893463984
2017-10-05,0.004485768613058161
2017-10-06,-0.004784814660466763
2017-10-09,-0.021794809273640414
2017-10-10,0.007044565964162919
2017-10-11,-0.0035787926085392163
2017-10-12,0.01861193078465284
2017-10-13,-0.006892221263818499
2017-10-16,-0.0008067929558546183
2017-10-17,-0.0027459135178845573
2017-10-18,0.0008099266292620477
2017-10-19,-0.0014566536227067495
2017-10-20,-0.004051740385268121
2017-10-23,0.0004881799145490806
2017-10-24,-0.0045544404776125536
2017-10-25,-0.011764789889088578
2017-10-26,0.0011575026633312557
2017-10-27,-0.004789421588624054
2017-10-30,-0.023066534952229878
2017-10-31,0.06217072060124185
2017-11-01,0.00767622779630206
2017-11-02,-0.009998220463586116
2017-11-03,-0.006733223455227866
2017-11-06,-0.028405304913119656
2017-11-07,0.010631344761713235
2017-11-08,0.032544498688390044
2017-11-09,0.0073225760339947765
2017-11-10,0.022439754990137617
2017-11-13,-0.014528574793952753
2017-11-14,0.022270827146388728
2017-11-15,-0.02209266254832387
2017-11-16,0.024161135999970496
2017-11-17,0.001225217270338641
2017-11-20,0.003059947176609956
2017-11-21,-0.018456416756192917
2017-11-22,0.005594238222007997
2017-11-24,0.0033997694340131
2017-11-27,0.002156427813675421
2017-11-28,0.013370109111923378
2017-11-29,0.013042088499280124
2017-11-30,-0.0015091189365387114
2017-12-01,-0.0025695235127501936
2017-12-04,0.02348840951949671
2017-12-05,0.006366479486023202
2017-12-06,0.00235410813607273
2017-12-07,-0.012623158036522808
2017-12-08,-0.011000251698809804
2017-12-11,0.0003005829784221703
2017-12-12,-0.009015812284152491
2017-12-13,-0.0018196795514011654
2017-12-14,-0.01184867632780573
2017-12-15,-0.0009223466970399441
2017-12-18,0.010001856157097588
2017-12-19,-0.002590120480627567
2017-12-20,0.021383815174798704
2017-12-21,0.011664476919112099
2017-12-22,0.006651968905593053
2017-12-26,0.0007342494982744974
2017-12-27,0.0020542970792509774
2017-12-28,-0.003807334993228717
2017-12-29,-0.0007352381248397766
2018-01-02,-0.00014696919199141956
2018-01-03,-0.004707905180515559
2018-01-04,0.015964631604478807
2018-01-05,0.0030553649824791584
2018-01-08,0.003336056702305523
2018-01-09,-0.005638003104635025
2018-01-10,-0.025588764861354973
2018-01-11,-0.015517928002461545
2018-01-12,-0.019551337543671665
2018-01-16,0.019322949868146644
2018-01-17,0.008644266407395351
2018-01-18,-0.010675214701662217
2018-01-19,0.012461911871413323
2018-01-22,0.00825601641316398
2018-01-23,-0.003573021105386487
2018-01-24,0.005528143314546652
2018-01-25,0.009063870304195865
2018-01-26,0.006184515747357233
2018-01-29,-0.008341914196525635
2018-01-30,0.0026566086934678435
2018-01-31,0.0025022807246188883
2018-02-01,0.003082944653762576
2018-02-02,-0.04200800098606039
2018-02-05,-0.020168094647070478
2018-02-06,0.016061284258139574
2018-02-07,-0.014579705105659202
2018-02-08,0.027565835761022894
2018-02-09,0.020460843685522034
2018-02-12,-0.0038617774634150948
2018-02-13,0.006262288482052014
2018-02-14,0.003704116220787812
2018-02-15,0.030705753096175403
2018-02-16,-0.002291958852554732
2018-02-20,0.0002872288855275684
2018-02-21,-0.019661145995627627
2018-02-22,-0.0007319923044463161
2018-02-23,0.0041020512347120786
2018-02-26,0.005981747179517383
2018-02-27,-0.02639585658115806
2018-02-28,-0.0138538764135413
2018-03-01,0.010725127951402458
2018-03-02,0.01973813633198418
2018-03-05,0.022458445866899712
2018-03-06,0.01011552732990495
2018-03-07,-0.008583688411495594
2018-03-08,0.004906324484778457
2018-03-09,0.008759171902823937
2018-03-12,-0.005978481913741174
2018-03-13,-0.0027208999431941328
2018-03-14,-0.00919001133193531
2018-03-15,-0.029130563674419907
2018-03-16,-0.008210138209602813
2018-03-19,-0.00015066162472421318
2018-03-20,-0.0016558699912360142
2018-03-21,-0.03980671560183435
2018-03-22,-0.004868326358936859
2018-03-23,-0.00662788841680928
2018-03-26,0.018745131795838033
2018-03-27,0.0038982894524683953
2018-03-28,-0.0074555015986838
2018-03-29,0.01737071114256694
2018-04-02,-0.02907236865506635
2018-04-03,0.003960666643406219
2018-04-04,0.024617351149913924
2018-04-05,-0.005698385785773086
2018-04-06,-0.004956611074034223
2018-04-09,0.0037359556798279847
2018-04-10,-0.013337495870939464
2018-04-11,-0.004243971490916265
2018-04-12,-0.011681347397500819
2018-04-13,0.0071874747442601805
2018-04-16,0.012210864035251179
2018-04-17,-0.0006268778198617042
2018-04-18,-0.005956978791070933
2018-04-19,-0.01908214769527239
2018-04-20,-0.03102898483894212
2018-04-23,0.004148042612485581
2018-04-24,-0.0009914420434847804
2018-04-25,0.008104364046444212
2018-04-26,-0.013945639184234193
