Date,TDY
2015-01-05,-0.023884126408965978
2015-01-06,-0.017047779350445658
2015-01-07,0.007855583542456746
2015-01-08,0.016702110644677193
2015-01-09,-0.004480332205280879
2015-01-12,-0.015001500470513629
2015-01-13,-0.0004061419067413752
2015-01-14,-0.00863380904488964
2015-01-15,-0.014651642700127199
2015-01-16,0.005927001202837401
2015-01-20,0.0045482990606002804
2015-01-21,-0.004013165141219521
2015-01-22,0.01725382945706122
2015-01-23,0.007211040941240698
2015-01-26,-0.0024200652233619113
2015-01-27,-0.005559517336108155
2015-01-28,-0.01423047301859659
2015-01-29,0.003505839617671258
2015-01-30,-0.023427854361349087
2015-02-02,-0.0037878851734390873
2015-02-03,0.04193072674172882
2015-02-04,-0.010339627538610396
2015-02-05,0.008091784674301827
2015-02-06,0.008026833267881672
2015-02-09,-0.015623379061252995
2015-02-10,0.00020475775462380774
2015-02-11,0.02344390774337457
2015-02-12,-0.0017004918162399907
2015-02-13,0.011122250264620659
2015-02-17,-0.0010900862784615217
2015-02-18,-0.006448427640871723
2015-02-19,0.0024962555785423834
2015-02-20,0.014243030711580174
2015-02-23,0.0030442654720566065
2015-02-24,0.008321896213044688
2015-02-25,-0.01582675295880731
2015-02-26,-0.0022691728053334526
2015-02-27,-0.0029664336053676355
2015-03-02,0.006744027500020788
2015-03-03,-0.007191442631967471
2015-03-04,-0.002381403717766628
2015-03-05,-0.00646510363994357
2015-03-06,-0.0015016671017664684
2015-03-09,0.01423707468170754
2015-03-10,-0.01611313586204466
2015-03-11,-0.0020094137515832555
2015-03-12,0.012282303415016127
2015-03-13,-0.015017425066145451
2015-03-16,0.01928509708258086
2015-03-17,-0.0052501118902322785
2015-03-18,0.012049383654010537
2015-03-19,0.009741272458125172
2015-03-20,0.01568895505028811
2015-03-23,-0.0006715887227261019
2015-03-24,0.008160507337139133
2015-03-25,-0.009618151753965187
2015-03-26,0.004999967721792453
2015-03-27,0.01128970860193812
2015-03-30,0.0157994876684584
2015-03-31,-0.005960690819380776
2015-04-01,-0.00037478604206142574
2015-04-02,0.001780811769275692
2015-04-06,0.010291973538392396
2015-04-07,-0.0004630769605787899
2015-04-08,0.0034281733117376145
2015-04-09,0.0041550963579117806
2015-04-10,-0.002114973397090547
2015-04-13,9.216860062544185e-05
2015-04-14,0.0041463612153156415
2015-04-15,0.0037621216744876396
2015-04-16,-0.005667819270878449
2015-04-17,-0.013790567677613441
2015-04-20,0.01407664942187803
2015-04-21,0.0039529353741600826
2015-04-22,0.0043952326797687125
2015-04-23,-0.004922972955678451
2015-04-24,-0.006962914572660628
2015-04-27,0.0018451605255871417
2015-04-28,-0.0032231189421172424
2015-04-29,-0.00018474356486564147
2015-04-30,-0.030031417144155914
2015-05-01,-0.024578468143771293
2015-05-04,0.0010743296318711515
2015-05-05,-0.00868292087461886
2015-05-06,0.0028540587913135074
2015-05-07,-0.0030422491005512864
2015-05-08,0.012895021510102023
2015-05-11,-0.0028182790206704444
2015-05-12,0.005847368390528684
2015-05-13,0.0027129036118651584
2015-05-14,0.01536384191811635
2015-05-15,-0.002664624804128324
2015-05-18,-0.00038168811414618364
2015-05-19,-0.006968340416643848
2015-05-20,0.004229572686429872
2015-05-21,-0.002488773171172687
2015-05-22,-0.010267725786628934
2015-05-26,-0.011246810544690233
2015-05-27,0.007452387544800709
2015-05-28,-0.0034066428012309302
2015-05-29,-0.010352549711030834
2015-06-01,0.005822523706989768
