Date,L
2015-07-01,0.008828926481266208
2015-07-02,-0.004118506489991236
2015-07-06,-0.0023262599513439453
2015-07-07,0.0067358031866453505
2015-07-08,-0.01672637537230315
2015-07-09,0.004972334854413951
2015-07-10,0.011197836087915913
2015-07-13,0.008756373195335954
2015-07-14,-0.00561638771034223
2015-07-15,-0.001797303458567212
2015-07-16,0.002314994172330831
2015-07-17,-0.01026481379521893
2015-07-20,-0.0038890585900324126
2015-07-21,-0.0018218894285264575
2015-07-22,-0.0062581478138789
2015-07-23,-0.008396534923543197
2015-07-24,0.0007937810309230908
2015-07-27,-0.0015865147307119187
2015-07-28,0.01032820197919726
2015-07-29,0.003932294144170623
2015-07-30,0.00026117492946609033
2015-07-31,-0.00522098444872543
2015-08-03,-0.026764677748099763
2015-08-04,0.011323968050433564
2015-08-05,0.00506502100297368
2015-08-06,0.0071620431794665596
2015-08-07,-0.0007901236756143737
2015-08-10,0.02925663731390915
2015-08-11,-0.0005120099730637762
2015-08-12,-0.005892824554910248
2015-08-13,0.00025801580989548434
2015-08-14,0.004637615875883849
2015-08-17,-0.004359860148295258
2015-08-18,-0.001288072676110863
2015-08-19,-0.008253801289837326
2015-08-20,-0.017165194932114103
2015-08-21,-0.018788165199740692
2015-08-24,-0.026159838212585718
2015-08-25,-0.020769564183728773
2015-08-26,0.012160544381999205
2015-08-27,0.02219590352941725
2015-08-28,0.00027375117179184727
2015-08-31,-0.002189738432279542
2015-09-01,-0.020027146825223552
2015-09-02,0.009518118054935965
2015-09-03,0.011647321741460326
2015-09-04,-0.010690631173005283
2015-09-08,0.014408318537159959
2015-09-09,-0.014203667570409695
2015-09-10,0.0041562990035519665
2015-09-11,0.001931283728774602
2015-09-14,-0.005783343986939027
2015-09-15,0.007478712482370309
2015-09-16,0.0052245942190041195
2015-09-17,-0.007932502521770579
2015-09-18,-0.01268288036071985
2015-09-21,0.011728751583502728
2015-09-22,-0.00966041311229826
2015-09-23,-0.005295497640024571
2015-09-24,0.0008411368468135283
2015-09-25,0.006998507556760458
2015-09-28,-0.015846741567337563
2015-09-29,0.007062452759489801
2015-09-30,0.01374474386824831
2015-10-01,-0.02130600558260498
2015-10-02,0.005089087292793781
2015-10-05,0.03066113824576866
2015-10-06,0.002729199973107388
2015-10-07,-0.0051716492525958335
2015-10-08,0.0062927494484612545
2015-10-09,-0.013322244691134966
2015-10-12,0.0011020544759379192
2015-10-13,-0.008257465434287958
2015-10-14,-0.010824706110599824
2015-10-15,0.010381692853816071
2015-10-16,0.0047213456573613755
2015-10-19,-0.0019351495015730302
2015-10-20,0.008861714833737544
2015-10-21,-0.004940792272122296
2015-10-22,0.009379400575739494
2015-10-23,0.0030061570152553063
2015-10-26,-0.0021802485542191663
2015-10-27,-0.013653351912145228
2015-10-28,0.020210120150268684
2015-10-29,-0.0013569326463734876
2015-10-30,-0.00923900588075044
2015-11-02,0.030718706785812122
2015-11-03,-0.008248833460140825
2015-11-04,-0.0067080961534912165
2015-11-05,0.005942696950000936
2015-11-06,0.015037970230531661
2015-11-09,-0.004497450242354706
2015-11-10,0.005315009476665855
2015-11-11,-0.007930469962427966
2015-11-12,-0.013322504644938338
2015-11-13,-0.0018905139096294654
2015-11-16,0.016504461498678458
2015-11-17,-0.002129228774051084
2015-11-18,0.012803165713896947
2015-11-19,-0.002897005742826475
2015-11-20,0.001320733133638896
2015-11-23,-0.003956762324112129
2015-11-24,0.0026482497204383115
2015-11-25,-0.0007141296158456045
2015-11-27,-0.001324002389673118
2015-11-30,0.004507110468447761
2015-12-01,0.011084563669571112
2015-12-02,-0.0015663872124612732
2015-12-03,-0.01960747885175307
2015-12-04,0.024266379987475828
2015-12-07,-0.0020825247733762264
2015-12-08,-0.008087405262255598
2015-12-09,-0.021567663667260928
2015-12-10,0.016128680871888568
2015-12-11,-0.023280402939475087
2015-12-14,-0.004062805444366879
2015-12-15,0.017405437977899618
2015-12-16,0.009355817860093874
2015-12-17,-0.02118647920609007
2015-12-18,-0.007575868865831836
2015-12-21,0.009814664855545718
2015-12-22,0.020518430231818652
2015-12-23,0.017724660208079168
2015-12-24,0.0
2015-12-28,-0.003379292037124837
2015-12-29,0.011998256048667333
2015-12-30,-0.007474247595152583
2015-12-31,-0.002856398215894118
2016-01-04,-0.016146054207350824
2016-01-05,0.002911908327089874
2016-01-06,-0.022169654167008224
2016-01-07,-0.02402180777704832
2016-01-08,-0.007190231045722917
2016-01-11,-0.001392635457234892
2016-01-12,0.001394577595442259
2016-01-13,-0.020055262817545216
2016-01-14,0.017054662072909954
2016-01-15,-0.009223247077043806
2016-01-19,-0.010718745382666595
2016-01-20,-0.022811445645841033
2016-01-21,0.0032096845988611733
2016-01-22,0.018033871396085255
2016-01-25,-0.022571445942013768
2016-01-26,0.012277173324470425
2016-01-27,0.026277481656799218
2016-01-28,0.01209912547905656
2016-01-29,0.02891305826885482
2016-02-01,-0.0008106497916311461
2016-02-02,-0.020551719313306793
2016-02-03,0.002208882950035962
2016-02-04,0.006887105514116643
2016-02-05,-0.007113396656734161
2016-02-08,0.0008264030039177861
2016-02-09,0.0016521007730907478
2016-02-10,-0.0027487402521668702
2016-02-11,-0.020397161372392114
2016-02-12,0.009004023867992927
2016-02-16,0.018683551158357625
2016-02-17,0.02354267551188194
2016-02-18,-0.004279418398861812
2016-02-19,-0.008326572262602805
2016-02-22,0.014355527051469696
2016-02-23,-0.025367265089034197
2016-02-24,-0.00876709511905538
2016-02-25,0.007186474372633089
2016-02-26,0.006679435310698256
2016-02-29,-0.007372883707794542
2016-03-01,0.025034676276361578
2016-03-02,0.0032207292126269493
2016-03-03,0.008025493760899005
2016-03-04,0.00504214444134532
2016-03-07,-0.012674459966028895
2016-03-08,-0.019256332377398877
2016-03-09,-0.008181315968428526
2016-03-10,0.006048887715172757
2016-03-11,0.030882546595358606
2016-03-14,-0.002385746212390183
2016-03-15,-0.0005313513163150985
2016-03-16,0.004253812170397886
2016-03-17,0.02621131592081527
2016-03-18,0.0157378075382677
2016-03-21,-0.0007614473979240532
2016-03-22,-0.0022882103625830874
2016-03-23,-0.015541233611881533
2016-03-24,-0.007246228078110151
2016-03-28,0.0002604639062686598
2016-03-29,-0.0026061420445568917
2016-03-30,0.007316285778256715
2016-03-31,-0.007522533536032161
2016-04-01,0.007056428196504649
2016-04-04,-0.014793360587427307
2016-04-05,-0.007112407194550974
2016-04-06,0.0
2016-04-07,-0.004510934734197503
2016-04-08,0.01066116018507901
2016-04-11,0.007911734313371888
2016-04-12,0.012296759772621568
2016-04-13,0.01964362749965698
2016-04-14,0.001521018411535957
2016-04-15,-0.004050057259221473
2016-04-18,0.0022875290068320453
2016-04-19,0.007606514956060462
2016-04-20,0.0052841141517081525
2016-04-21,-0.020275362733783164
2016-04-22,0.018395158461415484
2016-04-25,-0.004515322250130294
2016-04-26,0.01033241026999776
2016-04-27,0.003741843050560467
2016-04-28,-0.012177159340919452
2016-04-29,-0.001760795147095373
2016-05-02,0.011844411516238829
2016-05-03,-0.007223055809116863
2016-05-04,-0.0025084234856348475
2016-05-05,-0.001257566221446571
2016-05-06,-0.0012589489602782278
2016-05-09,-0.006051758143113206
2016-05-10,0.014460070164086902
2016-05-11,-0.009752518555178558
2016-05-12,0.0012625464611060178
2016-05-13,-0.007061947993192708
2016-05-16,0.011684299981120638
2016-05-17,-0.0037660675492714457
2016-05-18,0.015624715947354595
2016-05-19,-0.010173650743984353
2016-05-20,0.007019260905476221
2016-05-23,-0.002240237826346303
2016-05-24,0.004241746329091578
2016-05-25,-0.0004971599699584717
2016-05-26,0.00596561797378814
2016-05-27,0.006014242070288889
2016-05-31,-0.0041824125470418805
2016-06-01,-0.0009881146091054172
2016-06-02,0.002720101247119855
2016-06-03,-0.007151856420013147
2016-06-06,-0.001490073752522858
2016-06-07,-0.0009953928436243764
2016-06-08,0.009462582467276714
2016-06-09,-0.010853564918454461
2016-06-10,-0.007730952378353417
2016-06-13,-0.0020105995246765263
2016-06-14,-0.00881355592520594
2016-06-15,0.003048896996455275
2016-06-16,0.005318898033019659
2016-06-17,0.008818496515471175
2016-06-20,0.0
2016-06-21,0.0074923961486077495
2016-06-22,-0.0022302832015779206
2016-06-23,0.01763914521593235
2016-06-24,-0.03881823722805511
2016-06-27,-0.026162423724936823
2016-06-28,0.0179967828082106
2016-06-29,0.02280345887327262
2016-06-30,0.02930858497355504
2016-07-01,-0.004380600857487926
2016-07-05,-0.021755234474865937
2016-07-06,0.002748747204644797
2016-07-07,0.0
2016-07-08,0.016197099163764106
2016-07-11,-0.0036782682319732585
2016-07-12,0.01427506009683066
2016-07-13,0.0
2016-07-14,0.0067946639949434395
2016-07-15,-0.002651070853469828
2016-07-18,-0.003383277456638467
2016-07-19,-0.00024276563708369725
2016-07-20,-0.0012125787382367692
2016-07-21,-0.002428198370346357
2016-07-22,0.005354768292286094
2016-07-25,-0.0033890623324437374
2016-07-26,0.003158413125077253
2016-07-27,-0.0021802207918066863
2016-07-28,-0.00024261508932577058
2016-07-29,0.0033992710313652807
2016-08-01,-0.0195989534130957
2016-08-02,-0.008637567921072842
2016-08-03,0.006970676482215943
2016-08-04,-0.0014835659727947537
2016-08-05,0.018816603386050623
2016-08-08,-0.0007291163525615652
2016-08-09,0.0024319353728972093
2016-08-10,-0.006307441077584075
2016-08-11,0.007323915256348235
2016-08-12,-0.004847271082147664
2016-08-15,0.006576237664829954
2016-08-16,-0.0036296069791972307
2016-08-17,0.003885561887460698
2016-08-18,0.005563557581280909
2016-08-19,-0.002886807067709274
2016-08-22,0.0004823994751492755
2016-08-23,0.00024093950863890434
2016-08-24,-0.00024088147077561128
2016-08-25,0.006270088487457359
2016-08-26,-0.0071896304851469806
2016-08-29,0.009742259872354442
2016-08-30,0.0007180576810816852
2016-08-31,0.0014355601450559696
2016-09-01,-0.013139187726342816
2016-09-02,0.007746335011460603
2016-09-06,-0.0019217692187658564
2016-09-07,-0.001203609700748065
2016-09-08,0.0065064821645932636
2016-09-09,-0.013406914032734307
2016-09-12,0.013103473874954474
2016-09-13,-0.013173429198920505
2016-09-14,-0.012136125734224179
2016-09-15,0.005651238625771882
2016-09-16,-0.018568071831516098
2016-09-19,0.004978645708667795
2016-09-20,-0.0014863125787591969
2016-09-21,0.01389230853844814
2016-09-22,0.0068512700066882815
2016-09-23,-0.025030423762165133
2016-09-26,-0.005483771457035935
2016-09-27,0.01328315154284021
2016-09-28,0.01261481143133869
2016-09-29,-0.004152682862162194
2016-09-30,0.00932076271913207
2016-10-03,-0.005589436977915252
2016-10-04,-0.001222043070367218
2016-10-05,0.009542645938000582
2016-10-06,-0.002423464241359974
2016-10-07,0.0031581475418729354
2016-10-10,0.006296794993125188
2016-10-11,-0.008904722822178357
2016-10-12,0.005099383612620967
2016-10-13,-0.011355286073669313
2016-10-14,0.005376465194298685
2016-10-17,-0.003160069530994125
2016-10-18,0.006827589534303957
2016-10-19,0.013078180890394364
2016-10-20,-0.010040763919092255
2016-10-21,-0.014730478527550828
2016-10-24,0.0022058743333297492
2016-10-25,-0.0002445684809236903
2016-10-26,0.0
2016-10-27,0.0031799736400119905
2016-10-28,0.00024356221658283772
2016-10-31,0.04900065011595922
2016-11-01,-0.015570519869882449
2016-11-02,-0.013455794254846665
2016-11-03,0.0014354278968917722
2016-11-04,-0.010513788001689117
2016-11-07,0.010142603405410844
2016-11-08,0.0172124667665825
2016-11-09,0.013866230962166881
2016-11-10,0.007881267626570043
2016-11-11,-0.0016099095424194632
2016-11-14,0.012669490183559118
2016-11-15,-0.00045434501425711815
2016-11-16,-0.00751063453477685
2016-11-17,0.008713588230524483
2016-11-18,-0.0029551568340271395
2016-11-21,0.007751981522428508
2016-11-22,0.005655888956166644
2016-11-23,0.006974323733902832
2016-11-25,-0.006478907445422122
2016-11-28,-0.0017338171629672772
2016-11-29,0.0020301185717050974
2016-11-30,0.005177778123141685
2016-12-01,0.008062632909574763
2016-12-02,-0.0028881511143423744
2016-12-05,0.007352900225188419
2016-12-06,0.01614667717650442
2016-12-07,0.01197216001685808
2016-12-08,0.009679580967387968
2016-12-09,0.009160534652886243
2016-12-12,0.002744680934819721
2016-12-13,0.004420898467762058
2016-12-14,-0.010060577181749464
2016-12-15,0.004446255200381444
2016-12-16,0.0010539341298696492
2016-12-19,-0.0012634395531518905
2016-12-20,0.006113973193377031
2016-12-21,0.0037721344768850695
2016-12-22,-0.004592794045378601
2016-12-23,-0.0035652727159862785
2016-12-27,-0.0014734339294655285
2016-12-28,-0.005270005178511505
2016-12-29,-0.005085971268083522
2016-12-30,-0.002555520523472299
2017-01-03,0.007900719083623331
2017-01-04,-0.006355927751188983
2017-01-05,-0.0076759176912065685
2017-01-06,0.004512090951095615
2017-01-09,-0.009839357566050921
2017-01-10,0.003888748753026583
2017-01-11,-0.0008612078254054412
2017-01-12,-0.006030403845047938
2017-01-13,-0.0010833082157593044
2017-01-17,-0.009110914102763434
2017-01-18,0.012697183775078669
2017-01-19,-0.012105470755775838
2017-01-20,0.007221140246842062
2017-01-23,-0.002172523069428167
2017-01-24,0.017635448601837078
2017-01-25,0.0074880291188870185
2017-01-26,0.0012743405361448357
2017-01-27,-0.009544001523391632
2017-01-30,-0.005995537351235147
2017-01-31,0.003446747128658112
2017-02-01,-0.008157938131966191
2017-02-02,0.0015147836755116106
2017-02-03,0.007348523941353768
2017-02-06,-0.00236033553554138
2017-02-07,-0.0017201105409926365
2017-02-08,-0.0036622169010523953
2017-02-09,-0.00021651912226716696
2017-02-10,0.005190291081367038
2017-02-13,0.007100045616201145
2017-02-14,0.0032044409057090384
2017-02-15,0.006175418450014236
2017-02-16,-0.004232940981663491
2017-02-17,-0.0014874182495484556
2017-02-21,0.0029795212700372
2017-02-22,0.0
2017-02-23,0.006366804207824872
2017-02-24,-0.0040064223238504
2017-02-27,-0.001844898953518359
2017-02-28,-0.0021238467952056084
2017-03-01,0.01788002118921206
2017-03-02,-0.011919979981738327
2017-03-03,0.00910070659258877
2017-03-06,-0.0035653370196644385
2017-03-07,-0.0012628910923854209
2017-03-08,-0.004004392933029344
2017-03-09,-0.0025388922186889706
2017-03-10,0.0012728874304888116
2017-03-13,-0.00105939103986874
2017-03-14,0.001060514539469537
2017-03-15,0.00720301961703429
2017-03-16,-0.0035759202754387376
2017-03-17,-0.0033773845386250168
2017-03-20,-0.006990332460010351
2017-03-21,-0.008745376946766137
2017-03-22,-0.005164873505575929
2017-03-23,0.00237947720409748
2017-03-24,-0.006473969539612545
2017-03-27,-0.002606599668013132
2017-03-28,0.012413101987255981
2017-03-29,-0.0030113414723843546
2017-03-30,0.011003270993204195
2017-03-31,-0.0019207399668478287
2017-04-03,-0.0006413940523091188
2017-04-04,0.007488213570151281
2017-04-05,-0.0019111063356124225
2017-04-06,0.006382973701119843
2017-04-07,-0.0012688330229312372
2017-04-10,0.004657207986785483
2017-04-11,-0.005267354142386327
2017-04-12,-0.010379414163308232
2017-04-13,-0.012628233767176589
2017-04-17,0.0075870615571358435
2017-04-18,-0.006884535594551933
2017-04-19,-0.0060656532609421054
2017-04-20,0.0039229290604885225
2017-04-21,-0.0023880875883877106
2017-04-24,0.02393881808622944
2017-04-25,0.00616389160733366
2017-04-26,0.0023236845838596754
2017-04-27,-0.002529143012315549
2017-04-28,-0.015000866448840577
2017-05-01,0.012869833046067924
2017-05-02,-0.0036003211398855095
2017-05-03,-0.0008497098985982277
2017-05-04,-0.005531014195143125
2017-05-05,0.005561776459692025
2017-05-08,-0.005318111068847053
2017-05-09,-0.009195985511615823
2017-05-10,0.0025898560223751588
2017-05-11,-0.01162514263370329
2017-05-12,-0.0032673891878320926
2017-05-15,0.006774572632181286
2017-05-16,0.006728814614698431
2017-05-17,-0.011858481441190394
2017-05-18,0.004800403501904027
2017-05-19,-0.0028232888591986915
2017-05-22,0.00979986277172129
2017-05-23,0.00884181804991746
2017-05-24,-0.006199128124264486
2017-05-25,0.005592540007256286
2017-05-26,0.0041340196329699985
2017-05-30,0.0
2017-05-31,0.005972886732071636
2017-06-01,0.0108138880242179
2017-06-02,-0.007761537698523835
2017-06-05,-0.0033824251920866466
2017-06-06,-0.008061163985207953
2017-06-07,-0.0021387143343110093
2017-06-08,0.000857268413292811
2017-06-09,0.016488345619868783
2017-06-12,0.0037917567114069683
2017-06-13,0.0025181229869402078
2017-06-14,-0.002302481473170692
2017-06-15,0.008182763891229738
2017-06-16,0.0018732001525110231
2017-06-19,-0.0031156972833693564
2017-06-20,-0.010002283102952148
2017-06-21,-0.014523207073653621
2017-06-22,-0.008970430867686785
2017-06-23,-0.002586642327282229
2017-06-26,0.007130687606355268
2017-06-27,0.00021452581729497489
2017-06-28,0.007507641957070987
2017-06-29,-0.0029808473983715666
2017-06-30,-0.0004268670745055658
2017-07-03,0.012604211626461304
2017-07-05,-0.008227981983988442
2017-07-06,-0.004892531142055789
2017-07-07,0.009192101929619945
2017-07-10,-0.0012708797718232745
2017-07-11,-0.005302308453666527
2017-07-12,-0.002345529648790645
2017-07-13,0.002992061114123201
2017-07-14,0.00042646332229945294
2017-07-17,0.004259781256389372
2017-07-18,0.001908451719553561
2017-07-19,0.014183138960972563
2017-07-20,-0.002296165736882849
2017-07-21,0.0018830800030031902
2017-07-24,0.0027145432310466955
2017-07-25,0.009579252676232386
2017-07-26,-0.007425933085717928
2017-07-27,0.0
2017-07-28,0.002909692231282124
2017-07-31,0.008702521591297252
2017-08-01,0.010476561671288298
2017-08-02,-0.0014227573934395554
2017-08-03,-0.0030536965815562978
2017-08-04,0.0034715861853753527
2017-08-07,-0.0024421720410314762
2017-08-08,-0.0016319929379859932
2017-08-09,-0.0014302674672930227
2017-08-10,-0.005934193133206311
2017-08-11,-0.0063812708539759955
2017-08-14,0.0035218489399533315
2017-08-15,-0.0014449491841701523
2017-08-16,-0.001240483680653548
2017-08-17,-0.01821567519309364
2017-08-18,0.0031625043183267643
2017-08-21,-0.003782991399888136
2017-08-22,0.00780566388755366
2017-08-23,-0.00586127609177356
2017-08-24,-0.005895833197937739
2017-08-25,0.005718665622337582
2017-08-28,-0.010903020875740244
2017-08-29,-0.005970085872644804
2017-08-30,0.0
2017-08-31,-0.0008578827139302803
2017-09-01,0.0070846061121037085
2017-09-05,-0.02280962938458886
2017-09-06,0.00719871485694501
2017-09-07,-0.022741885069308077
2017-09-08,0.018838662711646137
2017-09-11,0.016532048638194796
2017-09-12,0.00321035540031267
2017-09-13,0.005972885112807802
2017-09-14,0.0012718796779536135
2017-09-15,0.005718238544861087
2017-09-18,0.00021035439556649216
2017-09-19,0.003999969385230395
2017-09-20,0.0020970428364999183
2017-09-21,-0.0016740904853927985
2017-09-22,-0.0020958323135366053
2017-09-25,0.0037806536936986213
2017-09-26,0.0018830417180604186
2017-09-27,-0.0008353069499255072
2017-09-28,0.0
2017-09-29,0.00041820913810508564
2017-10-02,0.00543221676420802
2017-10-03,0.005818725067211483
2017-10-04,0.0028927766230402163
2017-10-05,0.007416600690762554
2017-10-06,0.0004089012137498127
2017-10-09,-0.007358748246219848
2017-10-10,0.008031272592099237
2017-10-11,-0.0051072547720520944
2017-10-12,0.003285292716270316
2017-10-13,-0.00020461799357252008
2017-10-16,0.004298989789171204
2017-10-17,-0.008153204826567118
2017-10-18,0.0006162956562485444
2017-10-19,0.0059559384243002
2017-10-20,0.00040855612039503164
2017-10-23,-0.00612245194208294
2017-10-24,-0.0039014879565232308
2017-10-25,-0.005359999491688416
2017-10-26,0.0024871960875125776
2017-10-27,-0.00868313919100061
2017-10-30,0.03149119292236224
2017-10-31,0.0010109186080691224
2017-11-01,0.0006060343880815999
2017-11-02,-0.000807636210339524
2017-11-03,0.002222495421691395
2017-11-06,0.0014107516946384457
2017-11-07,-0.003824288731532288
2017-11-08,0.0018185183375316605
2017-11-09,-0.0048406326855325865
2017-11-10,0.0034453862746619546
2017-11-13,0.007675397988920363
2017-11-14,0.0010023637725851131
2017-11-15,-0.005006325462034056
2017-11-16,-0.009861034313533357
2017-11-17,0.0004064079122640951
2017-11-20,0.0026413008440777652
2017-11-21,0.0006078390173875903
2017-11-22,-0.00040492649903833833
2017-11-24,-0.00020262532288162216
2017-11-27,0.006281376856667631
2017-11-28,0.010343640290097378
2017-11-29,0.004390192689780248
2017-11-30,-0.0009933599050050423
2017-12-01,0.004176605499006225
2017-12-04,0.0031689439274127373
2017-12-05,-0.01066133219550125
2017-12-06,-0.0029933991166530838
2017-12-07,0.0006003666976592825
2017-12-08,-0.0030006639545321345
2017-12-11,0.004213636401789511
2017-12-12,0.00539476699322039
2017-12-13,-0.00834672598728059
2017-12-14,-0.009018068802023382
2017-12-15,0.00606686270746204
2017-12-18,0.004622980311875802
2017-12-19,-0.006802828522464166
2017-12-20,-0.002618731378965844
2017-12-21,0.005655362319117785
2017-12-22,-0.0026111589433422955
2017-12-26,0.005235751469929939
2017-12-27,0.00160260350533048
2017-12-28,0.002800127933681562
2017-12-29,-0.002194019003759262
2018-01-02,-0.0027982123058390984
2018-01-03,0.011625564137815125
2018-01-04,0.0049533341559697686
2018-01-05,-0.001971443329018885
2018-01-08,-0.0007902597830902192
2018-01-09,0.010873807528168244
2018-01-10,0.0015646775452833328
2018-01-11,0.005858277993806338
2018-01-12,0.024655310419638976
2018-01-16,-0.011178106136151444
2018-01-17,0.0030653417800126093
2018-01-18,0.003247688757443745
2018-01-19,-0.00019071824355265665
2018-01-22,0.005522789803661832
2018-01-23,0.0018939297674811506
2018-01-24,0.002646474488338102
2018-01-25,0.002074208538319189
2018-01-26,0.005832236039229777
2018-01-29,-0.006546918028906945
2018-01-30,-0.021088230136106834
2018-01-31,-0.006539822158375896
2018-02-01,-0.0011616744770038823
2018-02-02,-0.014925328604629473
2018-02-05,-0.05175121809804695
2018-02-06,-0.007885543892953928
2018-02-07,0.001046048677419531
2018-02-08,-0.03781886628089404
2018-02-09,0.014766277735192901
2018-02-12,0.016477930331344037
2018-02-13,0.012421222320993852
2018-02-14,0.016219306386123122
2018-02-15,0.0208718715127878
2018-02-16,0.0038084221955949626
2018-02-20,-0.0037939731440636004
2018-02-21,-0.00280606426940877
2018-02-22,-0.003015297577980691
2018-02-23,0.01491950284343746
2018-02-26,0.0077471841909368955
2018-02-27,-0.009611770065610536
2018-02-28,-0.016938871599677108
2018-03-01,-0.013784672631104722
2018-03-02,0.0034943161861913374
2018-03-05,0.0317492523691294
2018-03-06,0.010125062936830798
2018-03-07,0.0011791847131923383
2018-03-08,0.006281758548827954
2018-03-09,0.008974066077110487
2018-03-12,-0.00406023057689342
2018-03-13,-0.005241698724225086
2018-03-14,-0.0054645586416545155
2018-03-15,-0.0003925476434881725
2018-03-16,0.004318559079219186
2018-03-19,-0.0033226489783345636
2018-03-20,0.008237027632315597
2018-03-21,0.0035012376048790816
2018-03-22,-0.026167853843264588
2018-03-23,-0.023288313726991694
2018-03-26,0.021397989216700664
2018-03-27,-0.020351214182705357
2018-03-28,0.00692466336825226
2018-03-29,0.005865860166038628
2018-04-02,-0.02171726607146407
2018-04-03,0.016854922600102462
2018-04-04,0.0092985395317009
2018-04-05,0.011616114807400324
2018-04-06,-0.022371587769817847
2018-04-09,0.005062691548195497
2018-04-10,0.016119356849114475
2018-04-11,-0.006940022309056992
2018-04-12,0.0091849606737191
2018-04-13,-0.0021764472777757726
2018-04-16,0.011699240896467344
2018-04-17,-0.00039193157135897216
2018-04-18,0.0003920852419438958
2018-04-19,0.009800143484193669
2018-04-20,0.000970510927907231
2018-04-23,0.000969493515308173
2018-04-24,-0.006586537183971286
2018-04-25,0.0050703529438531625
2018-04-26,0.0031042763835387177
2018-04-27,0.0009671319243425014
2018-04-30,0.013719623429005567
2018-05-01,-0.00038117327131570455
