Date,SYY
2015-01-05,-0.009786927513724564
2015-01-06,-0.005321011130091535
2015-01-07,0.029299031059944136
2015-01-08,0.018069323486729738
2015-01-09,0.002917302765919949
2015-01-12,-0.009211831244463009
2015-01-13,-0.0029359843076933734
2015-01-14,-0.011779380770081116
2015-01-15,-0.0002480978799095368
2015-01-16,-0.005961435573114682
2015-01-20,-0.01149438979160311
2015-01-21,0.01845319276753865
2015-01-22,0.009927768495505918
2015-01-23,0.0071271725975705635
2015-01-26,-0.0012202830375821483
2015-01-27,-0.005619265176316168
2015-01-28,-0.014741857671952241
2015-01-29,-0.0049874980932105295
2015-01-30,-0.018295629973620775
2015-02-02,-0.01889198364739375
2015-02-03,0.0288830572252039
2015-02-04,0.00809351513659351
2015-02-05,0.00025083864138752965
2015-02-06,0.009530925399598766
2015-02-09,-0.0037266213464596243
2015-02-10,-0.007481685122637027
2015-02-11,-0.022110175217003203
2015-02-12,0.01901314448411684
2015-02-13,-0.003025939598497951
2015-02-17,0.00075930442993144
2015-02-18,0.0085921575922987
2015-02-19,-0.03382607533435422
2015-02-20,0.028526782736850942
2015-02-23,-0.0015129381676752818
2015-02-24,-0.0015152939769155216
2015-02-25,-0.0017694471025105907
2015-02-26,-0.008361560013412817
2015-02-27,-0.0038320517839499635
2015-03-02,-0.0005130644497237657
2015-03-03,-0.0017962288786655956
2015-03-04,-0.00231371265613467
2015-03-05,0.007987800013627977
2015-03-06,-0.012014286253947626
2015-03-09,0.007503093100323488
2015-03-10,-0.012583031422365942
2015-03-11,-0.0013009683231799407
2015-03-12,0.010416861322348314
2015-03-13,-0.005927679554688425
2015-03-16,0.0036291931280425516
2015-03-17,-0.004391136241178817
2015-03-18,0.00025903927612236366
2015-03-19,-0.009078670792518673
2015-03-20,0.010994283516410519
2015-03-23,0.001036090148678337
2015-03-24,-0.010864117183638
2015-03-25,-0.006275821742254717
2015-03-26,-0.0031579923173942204
2015-03-27,0.007391926360516887
2015-03-30,0.0026201985080958057
2015-03-31,-0.0060589530962152915
2015-04-01,-0.005300987140199109
2015-04-02,0.002931229788596168
2015-04-06,0.005047796832609253
2015-04-07,0.003700849054697919
2015-04-08,0.004740568165368497
2015-04-09,0.000524295330111002
2015-04-10,0.0
2015-04-13,-0.014671402569311764
2015-04-14,0.005051889991034786
2015-04-15,-0.003703852244731909
2015-04-16,-0.009028000086459431
2015-04-17,0.0002680112319251027
2015-04-20,-0.0008036848939048102
2015-04-21,0.008042712582692957
2015-04-22,0.0007981787541710972
2015-04-23,0.008503720650666402
2015-04-24,-0.000526992871362042
2015-04-27,-0.004218165914263494
2015-04-28,-0.0013238265983561703
2015-04-29,-0.00768812156016041
2015-04-30,-0.010686879530803939
2015-05-01,0.0035108271286872217
2015-05-04,-0.013186212928409269
2015-05-05,-0.014998644336851275
2015-05-06,-0.0041527634733246055
2015-05-07,0.011120238622522427
2015-05-08,0.006599119264151243
2015-05-11,-0.003278030187333636
2015-05-12,0.003288811009102055
2015-05-13,0.006555516404838091
2015-05-14,0.015739464982623907
2015-05-15,-0.0042748449215658235
2015-05-18,0.0059030883611777
2015-05-19,0.021605816229315344
2015-05-20,-0.006005553767446825
2015-05-21,0.0007881284176560754
2015-05-22,-0.011286130258866822
2015-05-26,-0.0050440412756403985
2015-05-27,0.001867937285553234
2015-05-28,-0.007989430602830638
2015-05-29,-0.0024159656354416637
2015-06-01,0.0018834863146792724
2015-06-02,0.0018803466465380225
2015-06-03,0.007238714951906644
2015-06-04,-0.0013308738956897548
2015-06-05,-0.01146066218500974
2015-06-08,-0.0008089525061721892
2015-06-09,0.0010795661476752372
2015-06-10,0.003503799837005106
2015-06-11,-0.002685856071573234
2015-06-12,-0.005655762456233671
2015-06-15,0.002437559945318135
2015-06-16,0.006484802262026523
2015-06-17,0.0016108887929386917
2015-06-18,0.0024126138068496505
2015-06-19,-0.0005354746461907478
2015-06-22,0.005885518582201099
2015-06-23,-0.0002660816533687216
2015-06-24,0.0308597797656176
2015-06-25,-0.011612797621743498
2015-06-26,0.0018271640116285237
2015-06-29,-0.021631335336399382
2015-06-30,-0.030612219861892553
2015-07-01,-0.003046999434420883
2015-07-02,-0.0019453000908941087
2015-07-06,-0.006681058041008492
2015-07-07,0.009809275922065375
2015-07-08,0.0005551634000098282
2015-07-09,-0.0013870699108854412
2015-07-10,0.00138899654620106
2015-07-13,0.0019417197735176472
2015-07-14,0.0013841767255804438
2015-07-15,-0.003870556075305842
2015-07-16,0.003052781851831776
2015-07-17,0.005810654574973206
2015-07-20,-0.0022002899752293636
2015-07-21,0.000826894180013138
2015-07-22,-0.0022039322745088796
2015-07-23,-0.0022088684999861385
2015-07-24,-0.0038736330564598243
2015-07-27,-0.006111269262560781
2015-07-28,0.0067076129650656124
2015-07-29,0.006385810303761508
2015-07-30,-0.005241702465722198
2015-07-31,0.006932879601129871
2015-08-03,-0.0011012887043334585
2015-08-04,0.004962658697980293
2015-08-05,0.008504524172448402
2015-08-06,-0.013873388585137758
2015-08-07,0.018758203252437378
2015-08-10,0.01787151239572715
2015-08-11,0.01010943755537208
2015-08-12,0.017382202017442783
2015-08-13,-0.0028473773884789555
2015-08-14,0.07424705703227041
2015-08-17,-0.005558348123866574
2015-08-18,0.0
2015-08-19,-0.004617659398125418
2015-08-20,-0.01000929058178579
2015-08-21,-0.020961630735020553
2015-08-24,-0.011083157895719009
2015-08-25,-0.005603748378677498
2015-08-26,0.02330934328922596
2015-08-27,0.008761381949311753
2015-08-28,-0.009677845523847095
2015-08-31,-0.0010022583917174144
2015-09-01,-0.01981480310403594
2015-09-02,0.017656566629302706
2015-09-03,0.0035201907703468205
2015-09-04,-0.008519134454157418
2015-09-08,0.012635627000030292
2015-09-09,-0.011729483449389844
2015-09-10,-0.00580794519119654
2015-09-11,0.014732078900932866
2015-09-14,-0.001752165125584293
2015-09-15,-0.010532062801525188
2015-09-16,0.0017742991590290469
2015-09-17,-0.0005063213960802004
2015-09-18,-0.0007588980515282895
2015-09-21,0.009371709121424043
2015-09-22,-0.012547219310213742
2015-09-23,0.0025416191708120817
2015-09-24,0.006590517916994498
2015-09-25,0.0005034666502161667
2015-09-28,-0.025421470661999623
2015-09-29,0.005423732186178976
2015-09-30,0.008801336610623434
2015-10-01,-0.00923783535358258
2015-10-02,0.02046134900112251
2015-10-05,0.020558263765396267
2015-10-06,-0.0032330778361067125
2015-10-07,0.011975871445456088
2015-10-08,0.009615599552206477
2015-10-09,-0.0004886475903019827
2015-10-12,0.007573729302248866
2015-10-13,0.0
2015-10-14,-0.019155698503306895
2015-10-15,0.00840532939683225
2015-10-16,0.01568964902000669
2015-10-19,-0.00024107921155502865
2015-10-20,-0.00796741214548935
2015-10-21,0.010951510133103248
2015-10-22,0.004092567122277346
2015-10-23,0.001198949051362641
2015-10-26,-0.006465327800487031
2015-10-27,0.003373888186725571
2015-10-28,-0.0014409386443852146
2015-10-29,0.0052921268398626875
2015-10-30,-0.012921842705947761
2015-11-02,-0.005090575823049837
2015-11-03,-0.0019494084065841966
2015-11-04,-0.004150337270614979
2015-11-05,0.006618713990888203
2015-11-06,-0.0031657327896177367
2015-11-09,-0.011238701609457835
2015-11-10,0.001482543018118454
2015-11-11,-0.004194128836314981
2015-11-12,-0.0034692002230634067
2015-11-13,-0.006215975066888424
2015-11-16,0.015512011196525455
2015-11-17,-0.002710191359081904
2015-11-18,0.016551591380431274
2015-11-19,0.006075729203623981
2015-11-20,-0.011594680012093517
2015-11-23,0.011730693651300195
2015-11-24,-0.0019328708553900675
2015-11-25,0.004356314218243895
2015-11-27,0.0012051338584275761
2015-11-30,-0.01083055442323222
2015-12-01,-0.0014597580989327286
2015-12-02,-0.0007312445941816126
2015-12-03,-0.012192285200369413
2015-12-04,0.014564602583786446
2015-12-07,-0.000730177153962952
2015-12-08,0.0024349664790119796
2015-12-09,-0.0009713588417402663
2015-12-10,-0.0004863899582040476
2015-12-11,-0.004865014750795815
2015-12-14,0.007332988601507884
2015-12-15,-0.001698228181930217
2015-12-16,0.009722336715395574
2015-12-17,-0.0069810424560924345
2015-12-18,-0.016969437535746423
2015-12-21,0.007644944393015551
2015-12-22,0.010034062979600078
2015-12-23,0.00678493596016061
2015-12-24,-0.006017236791448721
2015-12-28,0.005084768489956648
2015-12-29,0.00048181937641178507
2015-12-30,-0.0016853786732687892
2015-12-31,-0.011094735582895865
2016-01-04,-0.009512523370116321
2016-01-05,0.0007386857741018549
2016-01-06,-0.003471467269238193
2016-01-07,-0.009952415826765648
2016-01-08,0.0002511175157247081
2016-01-11,0.008040341746906599
2016-01-12,0.014456350801966833
2016-01-13,-0.01621591973888381
2016-01-14,0.0022476469822292344
2016-01-15,-0.006728061569177268
2016-01-19,0.0025087785592194933
2016-01-20,-0.0075075618740972905
2016-01-21,-0.006555485350621559
2016-01-22,0.004822286762414585
2016-01-25,-0.012377053147633488
2016-01-26,0.003835971975058916
2016-01-27,0.001529107785030348
2016-01-28,0.00483320431344203
2016-01-29,0.007848200124639826
2016-02-01,0.08389843553388054
2016-02-02,-0.008342938139786593
2016-02-03,0.010282472480678928
2016-02-04,0.004857830822160292
2016-02-05,-0.008517204753602292
2016-02-08,0.001161040966611182
2016-02-09,-0.01182748545926704
2016-02-10,0.00234635093749036
2016-02-11,-0.0023408584620433492
2016-02-12,0.01408107323326857
2016-02-16,0.012728270568775457
2016-02-17,0.014168259107475878
2016-02-18,0.003154670582562469
2016-02-19,0.010557257728244451
2016-02-22,-0.04889992333493465
2016-02-23,0.0025708454375079626
2016-02-24,0.004661886802377779
2016-02-25,0.010672856079893434
2016-02-26,-0.006887548920644804
2016-02-29,0.02011173134112232
2016-03-01,0.009969803169565195
2016-03-02,0.01032139624087658
2016-03-03,-0.000666497315217951
2016-03-04,0.0004444117332047526
2016-03-07,0.0015549661745704046
2016-03-08,-0.004879202630687973
2016-03-09,0.003788877699437254
2016-03-10,0.001332158934324701
2016-03-11,0.016407742533249392
2016-03-14,-0.0008725361913137775
2016-03-15,0.0015285903742026097
2016-03-16,0.0037059585426304498
2016-03-17,0.0015206219898524775
2016-03-18,0.011277496815708554
2016-03-21,-0.00600489974954721
2016-03-22,-0.00021573381553063875
2016-03-23,0.0002157803666524849
2016-03-24,-0.002373281828633722
2016-03-28,0.0
