Date,WMT
2015-01-05,-0.0029105556407503785
2015-01-06,0.007705830589844087
2015-01-07,0.026532425272880467
2015-01-08,0.021105860835167967
2015-01-09,-0.012379712330765957
2015-01-12,0.007498619469928247
2015-01-13,-0.007887112367859994
2015-01-14,-0.030231946387452524
2015-01-15,0.00889046110896774
2015-01-16,-0.0069809664022599804
2015-01-20,-0.000922052478453228
2015-01-21,-0.0005769362150375157
2015-01-22,0.019159922803717144
2015-01-23,0.0023784889251559083
2015-01-26,0.001355571328309102
2015-01-27,-0.012411124893146996
2015-01-28,-0.00811132040397844
2015-01-29,0.010366305529791342
2015-01-30,-0.0312358766038352
2015-02-02,0.008590167826809658
2015-02-03,0.005600160920301578
2015-02-04,0.005337316982374496
2015-02-05,0.007270691154297904
2015-02-06,0.0005727140819726806
2015-02-09,-0.016260114202122145
2015-02-10,0.016063234316274766
2015-02-11,-0.010883220495137014
2015-02-12,-0.005211928034187241
2015-02-13,-0.000931744843748028
2015-02-17,0.0017483950257650704
2015-02-18,0.0038387748873882632
2015-02-19,-0.03210077392961941
2015-02-20,0.009338995798238381
2015-02-23,0.0035585073987018934
2015-02-24,-0.0003540989738188838
2015-02-25,-0.011824897838574877
2015-02-26,0.0027519448141539726
2015-02-27,0.0015512293427568657
2015-03-02,0.0003576791187214212
2015-03-03,-0.0070270991700510654
2015-03-04,-0.009475715182818312
2015-03-05,0.01198828344666758
2015-03-06,-0.011726555128343974
2015-03-09,0.0035111376286669493
2015-03-10,-0.009772730547825237
2015-03-11,-0.01090969387130547
2015-03-12,0.014995486087099996
2015-03-13,0.0
2015-03-16,0.016971591396967467
2015-03-17,-0.008044053556369168
2015-03-18,-0.0010888679188506556
2015-03-19,-0.012238450724223915
2015-03-20,0.021098980966790082
2015-03-23,0.0008413165278091661
2015-03-24,-0.0031211853831889513
2015-03-25,-0.020830614466211816
2015-03-26,0.007009326130839932
2015-03-27,-0.006594175423623172
2015-03-30,0.014505550880770102
2015-03-31,-0.003393199756908105
2015-04-01,-0.018723083561463127
2015-04-02,0.00024755259519215755
2015-04-06,0.003220760967062253
2015-04-07,-0.006050322520897877
2015-04-08,0.006583982428833179
2015-04-09,-0.0023448326978633416
2015-04-10,-0.0023503438609997485
2015-04-13,-0.004463765395228081
2015-04-14,-0.0017434989104979648
2015-04-15,-0.005115557259066428
2015-04-16,-0.0062703183678044505
2015-04-17,-0.017163224650389997
2015-04-20,0.0033387138818241624
2015-04-21,-0.0014077052625708353
2015-04-22,0.005126111782995713
2015-04-23,0.009562575012307839
2015-04-24,0.008335736009654537
2015-04-27,-0.005886869452358945
2015-04-28,-0.0034019459299655663
2015-04-29,-0.015423610059015047
2015-04-30,0.0021831259411513315
2015-05-01,0.00704646327992986
2015-05-04,0.00737921055161439
2015-05-05,-0.013260744725879237
2015-05-06,0.00012862339891128727
2015-05-07,0.004894120986431494
2015-05-08,0.006407474274940261
2015-05-11,-0.005475547998863517
2015-05-12,0.01101156710370299
2015-05-13,-0.010132003176682391
2015-05-14,0.007164935853775534
2015-05-15,0.00660600072835793
2015-05-18,0.008581257191881297
2015-05-19,-0.04366850638750153
2015-05-20,-0.006934860741193649
2015-05-21,0.002767220564896977
2015-05-22,-0.0032846938954149696
2015-05-26,-0.012654960000761162
2015-05-27,0.003871813939456681
2015-05-28,-0.004654782954927383
2015-05-29,-0.007616307109205467
2015-06-01,0.006193367970171781
2015-06-02,-0.0026762626673012546
2015-06-03,0.004830553516365077
2015-06-04,-0.009881355897649935
2015-06-05,-0.014699947589098539
2015-06-08,-0.006159065189147106
2015-06-09,-0.0019283385579876855
2015-06-10,0.006347486003881908
2015-06-11,0.00013721569374514075
2015-06-12,-0.0069919976739326595
2015-06-15,-0.006903354474557033
