Date,NDAQ
2015-01-05,-0.005223479088613536
2015-01-06,-0.0006300117614094214
2015-01-07,0.014291816827810777
2015-01-08,0.015540619676751355
2015-01-09,-0.010405712954587698
2015-01-12,-0.023711567855794535
2015-01-13,-0.013516371190380183
2015-01-14,-0.022479202141094
2015-01-15,0.0021899735833506018
2015-01-16,0.011582388126837762
2015-01-20,-0.007344938913939059
2015-01-21,-0.00544082349965902
2015-01-22,0.018380568806983355
2015-01-23,0.00042978600308574144
2015-01-26,0.00021520217982007317
2015-01-27,-0.010521983632096887
2015-01-28,-0.022569458658567854
2015-01-29,0.002886306262238625
2015-01-30,0.009519490417716936
2015-02-02,0.026535186790336063
2015-02-03,0.005126884007707444
2015-02-04,0.011689809196215428
2015-02-05,0.014705671289841904
2015-02-06,0.01946183863659745
2015-02-09,-0.015231395224268973
2015-02-10,0.0012372265349800404
2015-02-11,0.012976611002980976
2015-02-12,0.01158947113876474
2015-02-13,-0.005426822744695858
2015-02-17,0.008892790561250141
2015-02-18,-0.00020044500970906043
2015-02-19,0.007813815173351557
2015-02-20,0.012723799669939861
2015-02-23,-0.0029446699891869654
2015-02-24,-0.0027565558710819227
2015-02-25,0.00276417547521679
2015-02-26,-0.0029534335991049376
2015-02-27,-0.009478728016113158
2015-03-02,0.015151790298989276
2015-03-03,-0.006284336017637671
2015-03-04,0.008300449790177966
2015-03-05,-0.004704163451793031
2015-03-06,-0.011618808777093759
2015-03-09,0.010161135604945137
2015-03-10,-0.020907095233951623
2015-03-11,-0.003030687914735708
2015-03-12,0.013173773847800385
2015-03-13,0.005201087734945986
2015-03-16,0.01114428135802159
2015-03-17,0.0025582079166328597
2015-03-18,-0.02787563760407219
2015-03-19,0.017972545109790072
2015-03-20,0.0005951021739949436
2015-03-23,-0.0021808779002625567
2015-03-24,-0.0031790581011951202
2015-03-25,-0.020131356974238623
2015-03-26,0.007933040667370994
2015-03-27,0.0030272917183702397
2015-03-30,0.020120737104234898
2015-03-31,0.004733519551541665
2015-04-01,-0.009422437809489037
2015-04-02,-0.006936448480894142
2015-04-06,0.009379694293348617
2015-04-07,-0.011269338619999902
2015-04-08,-0.0017999247208114744
2015-04-09,0.0044071914753840424
2015-04-10,0.008775639148497216
2015-04-13,-0.0051406856802295176
2015-04-14,-0.012122458943257142
2015-04-15,-0.00402328366095972
2015-04-16,0.00585743308203357
2015-04-17,-0.022489968474633137
2015-04-20,-0.006984527314932043
2015-04-21,0.007861171641515785
2015-04-22,0.0024628414193033077
2015-04-23,0.018837153280984786
2015-04-24,-0.023914554376437858
2015-04-27,-0.006382697577510754
2015-04-28,0.021964194234048717
2015-04-29,-0.007298984215822091
2015-04-30,-0.006740408885886673
2015-05-01,0.008636874238780123
2015-05-04,0.011620791304233657
2015-05-05,-0.0038289861125584412
2015-05-06,-0.009306357141206978
2015-05-07,0.018787004430480758
2015-05-08,0.0132293878840688
2015-05-11,0.00514326720072833
2015-05-12,-0.006101311542560217
2015-05-13,0.0049508169331065055
2015-05-14,0.01379275394165247
2015-05-15,-0.00505329918012809
2015-05-18,0.011525541580374554
2015-05-19,0.009462896219514016
2015-05-20,-0.008417451447080504
2015-05-21,0.008488906404579888
2015-05-22,0.006696386606604543
2015-05-26,-0.013112620123297392
2015-05-27,0.002502902608788382
2015-05-28,0.005378574640293676
2015-05-29,-0.011272629406829493
2015-06-01,-0.005023873943483026
2015-06-02,0.002135943849474131
2015-06-03,0.006783269760222366
2015-06-04,-0.011934520499605195
2015-06-05,-0.015585553624526294
2015-06-08,-0.009895285286217637
2015-06-09,0.002198886340096795
2015-06-10,0.01743814539902222
2015-06-11,0.0065012552487464514
2015-06-12,-0.00685067836274289
2015-06-15,-0.007883125186808226
2015-06-16,0.004966168620935463
2015-06-17,0.009092685543303114
2015-06-18,0.004505310750463787
2015-06-19,-0.017355302237910042
2015-06-22,0.004563850718515283
2015-06-23,-0.0015801362821750153
2015-06-24,-0.015829239311495824
2015-06-25,0.004423117099433993
2015-06-26,-0.005203975807822614
2015-06-29,-0.02313891332851259
2015-06-30,0.005355318615518856
2015-07-01,-0.0020488458387187825
2015-07-02,0.008622611691474935
2015-07-06,-0.007531147418578632
2015-07-07,0.0016407575005636943
2015-07-08,-0.020065803076365296
2015-07-09,0.028416277900151554
2015-07-10,0.025599599288699038
2015-07-13,0.00396192962143016
2015-07-14,0.009471120536925559
2015-07-15,0.0013685112449577375
2015-07-16,0.01249247409601617
2015-07-17,-0.0005783930981283492
2015-07-20,-0.0017360534105039793
2015-07-21,-0.010435021579758286
2015-07-22,0.010154691949368688
2015-07-23,-0.003866323584410969
2015-07-24,0.006985988437079316
2015-07-27,-0.013875370851240354
2015-07-28,-0.010357799186763161
2015-07-29,0.006911954541374943
2015-07-30,0.0
2015-07-31,0.0007840371439333804
2015-08-03,-0.0007834229112714253
2015-08-04,0.0076482800247146265
2015-08-05,0.021214511263546454
2015-08-06,0.005908126961434279
2015-08-07,0.0028422317357927884
2015-08-10,0.011713240875432573
2015-08-11,-0.004481727954831594
2015-08-12,-0.005064673921533647
2015-08-13,0.011123507716510828
2015-08-14,0.011746956005827425
2015-08-17,-0.001658439405350487
2015-08-18,0.002584751008502195
2015-08-19,-0.0051558020963666795
2015-08-20,-0.017952988618145982
2015-08-21,-0.028458327984983156
2015-08-24,-0.03705131494719793
2015-08-25,-0.016116094073524434
2015-08-26,0.017403801539777275
2015-08-27,0.032400876108681365
2015-08-28,0.0037035948925749906
2015-08-31,-0.00582622419038803
2015-09-01,-0.02285625197145391
2015-09-02,0.015194018164228718
2015-09-03,0.007286504230873403
2015-09-04,-0.016618019493146563
2015-09-08,0.03300242781426932
2015-09-09,-0.014697710986373846
2015-09-10,0.007458280474100798
2015-09-11,0.008182346790591488
2015-09-14,-0.007342788972089953
2015-09-15,0.00700773493669149
2015-09-16,0.002126401885026441
2015-09-17,-0.01716813592212274
2015-09-18,-0.009421110645495445
2015-09-21,0.013869888229918637
2015-09-22,-0.002540760630787453
2015-09-23,0.018417110544475035
2015-09-24,-0.0007696647139616708
2015-09-25,0.029649586110117365
2015-09-28,-0.027299961457357358
2015-09-29,-0.004036811010251551
2015-09-30,0.029338176701059426
2015-10-01,-0.013313436719885052
2015-10-02,0.00019002805464518602
2015-10-05,0.019380517855577484
2015-10-06,-0.005032630226953105
2015-10-07,-0.002248184762883021
2015-10-08,0.009763539427158463
2015-10-09,-0.012830182039754168
2015-10-12,0.019589227909233342
2015-10-13,-0.009606369391927161
2015-10-14,0.0011191760721018795
2015-10-15,0.023104115065302633
2015-10-16,0.001093229499548487
2015-10-19,0.008549314566028254
2015-10-20,0.00703485336732057
2015-10-21,-0.01020955086318276
2015-10-22,0.06948990282515899
2015-10-23,-0.006429769889091497
2015-10-26,-0.0054497690948206445
2015-10-27,0.009417819139859285
2015-10-28,0.0055979025027141915
2015-10-29,-0.001011733252910929
2015-10-30,-0.022458815702200874
2015-11-02,0.030747836280332397
2015-11-03,-0.006200661285404863
2015-11-04,-0.01922447964303764
2015-11-05,0.007909454190313303
2015-11-06,-0.006482533336248819
2015-11-09,-0.00961549762824565
2015-11-10,0.01543001061438587
2015-11-11,-0.0013656739530492068
2015-11-12,-0.013335566866001791
2015-11-13,-0.01940748972139028
2015-11-16,0.011486247466504285
2015-11-17,0.005590091749960058
2015-11-18,0.019632608247794003
2015-11-19,0.011415196959057683
2015-11-20,0.010276443544227742
2015-11-23,-0.012339730103793856
2015-11-24,-0.012493448264688012
2015-11-25,-0.0006838281526083678
2015-11-27,0.007185338611751524
2015-11-30,-0.004246453195310362
2015-12-01,0.0017058936731733088
2015-12-02,-0.003576378825295601
2015-12-03,-0.026149210098525888
2015-12-04,0.034397784664843556
2015-12-07,-0.011197476673726392
2015-12-08,-0.006177434831327044
2015-12-09,-0.025206987797748104
2015-12-10,-0.004447859469487558
2015-12-11,-0.01965685965786257
2015-12-14,0.02223859033523823
2015-12-15,0.01230388541868943
2015-12-16,0.0021139312683999822
2015-12-17,-0.014238172564485896
2015-12-18,-0.002674985614193548
2015-12-21,0.009654964971126834
2015-12-22,0.027271336541466074
2015-12-23,-0.0005172437622084081
2015-12-24,0.00017250381392441838
2015-12-28,0.019313523279850697
2015-12-29,0.004567886401108501
2015-12-30,-0.006062258343411009
2015-12-31,-0.014401725748333094
2016-01-04,-0.028021899010763462
2016-01-05,0.015210683224029964
2016-01-06,-0.0029613816832455564
2016-01-07,-0.002271937134316837
2016-01-08,-0.0225917896947202
2016-01-11,0.026339056414908635
2016-01-12,0.005237541636548881
2016-01-13,-0.032129272934023345
2016-01-14,0.03158073555290253
2016-01-15,-0.01739415818838197
2016-01-19,0.01734831797684122
2016-01-20,-0.020358446206853342
2016-01-21,-0.009236088637684992
2016-01-22,0.03495847901312654
2016-01-25,-0.01957410384935121
2016-01-26,0.03409955571126688
2016-01-27,-0.0039298465262916915
2016-01-28,0.01012002567967829
2016-01-29,0.052810027554172745
2016-02-01,-0.004193214152744318
2016-02-02,0.009394164580006414
2016-02-03,-0.01155338861769406
2016-02-04,-0.028409241892010217
2016-02-05,-0.007518678645141996
2016-02-08,0.01363652979746588
2016-02-09,0.021258805913374923
2016-02-10,-0.009920113418670384
2016-02-11,-0.014947557781259335
2016-02-12,0.022344561894491077
2016-02-16,0.00570850509939369
2016-02-17,0.021083411430677268
2016-02-18,-0.001270766958531011
2016-02-19,0.0007953063220318413
2016-02-22,0.009852262772730658
2016-02-23,-0.0064517037924983756
2016-02-24,0.008235855812843251
2016-02-25,0.013352132235457281
2016-02-26,-0.010231022145240853
2016-02-29,-0.008770643864541294
2016-03-01,0.015484276882263837
2016-03-02,0.00342304159825102
2016-03-03,0.011009440822390859
2016-03-04,-0.00398741186207896
2016-03-07,-0.010779338132403726
2016-03-08,0.009806941759699761
2016-03-09,0.007707954831028374
2016-03-10,-0.0023035193929289433
2016-03-11,0.015545676276511822
2016-03-14,0.01288280112962581
2016-03-15,0.003141792260676235
2016-03-16,-0.006413915093285927
2016-03-17,-0.011409742540636869
2016-03-18,-0.020349334641353023
2016-03-21,-0.003720297665082195
2016-03-22,0.017893541567315818
2016-03-23,0.003362825970246064
2016-03-24,-0.024680076740820844
2016-03-28,0.0103089911148746
2016-03-29,0.013760276500028867
2016-03-30,-0.006100427243066697
2016-03-31,0.018566906213843604
2016-04-01,-0.004368890666939351
2016-04-04,-0.008170477498407047
2016-04-05,-0.008695811099158068
2016-04-06,-0.0004617375466576812
2016-04-07,-0.01062343484433348
2016-04-08,-0.009492753142845811
2016-04-11,0.00989774232555063
2016-04-12,-0.01757899479050773
2016-04-13,0.012668196290749334
2016-04-14,-0.004378475095874745
2016-04-15,0.012093497400980091
2016-04-18,-0.004655448860296008
2016-04-19,0.00046778460407548295
2016-04-20,-0.0006236631899319001
2016-04-21,-0.004989305591490689
2016-04-22,0.0028202832173904735
2016-04-25,0.002813287687789101
2016-04-26,0.0037398010376477053
2016-04-27,-0.004347206540050386
2016-04-28,-0.01980299954054887
2016-04-29,-0.018295006489952637
2016-05-02,0.021066221158543952
2016-05-03,-0.011744528332339743
2016-05-04,0.004978652610719614
2016-05-05,0.009907445074594401
2016-05-06,0.013133130012805916
2016-05-09,0.007340140543188101
2016-05-10,0.0013952116205102616
2016-05-11,-0.015017738118840218
2016-05-12,0.008802479478561276
2016-05-13,-0.007790893323343262
2016-05-16,0.0007852381498856253
2016-05-17,-0.018829362304785713
2016-05-18,0.008316219645867484
2016-05-19,-0.00015887015347071376
2016-05-20,0.009200518600791519
2016-05-23,-0.0007859786349393438
