Date,PG
2015-06-17,0.012389451594218226
2015-06-18,0.009240381049306023
2015-06-19,-0.00346372076100665
2015-06-22,-0.0011179149220571505
2015-06-23,-0.008203833391256077
2015-06-24,-0.003509068208482957
2015-06-25,-0.0015094374295562263
2015-06-26,-0.0006298404284960091
2015-06-29,-0.012855921699144512
2015-06-30,-0.0010215381968483594
2015-07-01,0.01891635532035507
2015-07-02,0.0026341752804617258
2015-07-06,0.0015009982006175537
2015-07-07,0.02086237998460816
2015-07-08,-0.008932947115766088
2015-07-09,-0.0040749108059272565
2015-07-10,0.0035955064095041234
2015-07-13,0.011859188370344276
2015-07-14,0.001586918946787863
2015-07-15,0.0013406310396497645
2015-07-16,0.0018268422105105486
2015-07-17,-0.0007295030089687904
2015-07-20,-0.0006080750916291899
2015-07-21,-0.006813325570519835
2015-07-22,-0.001692113839621756
2015-07-23,-0.0016081970736192552
2015-07-24,-0.005080790049134309
2015-07-27,-0.00398529751314225
2015-07-28,0.003251108794473989
2015-07-29,0.004860985450160671
2015-07-30,-0.04006466272716469
2015-07-31,-0.008915865758343133
2015-08-03,-0.003911105267601966
2015-08-04,-0.006413820767113387
2015-08-05,-0.001844216964502432
2015-08-06,-0.00039609028866172125
2015-08-07,-0.0034323488564939053
2015-08-10,0.011923625965262419
2015-08-11,-0.0020948852503990256
2015-08-12,0.002230269499425619
2015-08-13,-0.007985240950144745
2015-08-14,-0.0021112728583436713
2015-08-17,-0.0011904280243886234
2015-08-18,-0.005295586875467162
2015-08-19,-0.01344327308883897
2015-08-20,-0.0028334025944365404
2015-08-21,-0.028007524466464928
2015-08-24,-0.03758334418473386
2015-08-25,-0.01041351580870653
2015-08-26,0.03624694647163107
2015-08-27,0.008180476102601864
2015-08-28,-0.0037774932701652997
2015-08-31,-0.007583209667161306
2015-09-01,-0.025045910298504115
2015-09-02,0.013207392692627495
2015-09-03,0.0017189046642966943
2015-09-04,-0.016731029974596745
2015-09-08,0.017743099468689127
2015-09-09,-0.021434827976669735
2015-09-10,-0.002336409452688648
2015-09-11,0.0014637585161569877
2015-09-14,-0.005261622677373068
2015-09-15,0.020422881257307735
2015-09-16,0.009359662163836546
2015-09-17,0.0019969245724877904
2015-09-18,-0.004270954237135527
2015-09-21,0.010151724372139181
2015-09-22,-0.0065113126551892275
2015-09-23,0.0009972540026736976
2015-09-24,0.01565618685635206
2015-09-25,0.01835734736394068
2015-09-28,-0.012384765761735084
2015-09-29,0.007106578128222019
2015-09-30,-0.004704101712414754
2015-10-01,0.00013891932655329953
2015-10-02,0.006532357937126143
2015-10-05,0.011046556591610246
2015-10-06,0.0024588965727401213
2015-10-07,0.004359323846151453
2015-10-08,0.009223748076167437
2015-10-09,0.0010755554359140884
2015-10-12,-0.002014009898504976
2015-10-13,-0.002959783662757842
2015-10-14,0.001349195673638004
2015-10-15,0.000808969155626782
2015-10-16,0.008482228548868154
2015-10-19,0.003471514214020255
2015-10-20,-0.009712670513045252
2015-10-21,-0.0023995857989845826
2015-10-22,0.01712187421088185
2015-10-23,0.029125133911610313
2015-10-26,0.005971455755190425
2015-10-27,-0.002580680455997242
2015-10-28,-0.01009209488272711
2015-10-29,0.006665850546494045
2015-10-30,-0.008309451097309406
2015-11-02,0.002880478992431712
2015-11-03,0.005874238097867357
2015-11-04,0.00013010424521731068
2015-11-05,-0.008694622280786657
2015-11-06,-0.01073427914335734
2015-11-09,-0.002249676173475601
2015-11-10,0.004907094474483342
2015-11-11,0.0025074869169015024
2015-11-12,-0.01711403696125635
2015-11-13,-0.009375655480249101
2015-11-16,0.018117564568723266
2015-11-17,-0.0030543910912136374
2015-11-18,0.011056429358549336
2015-11-19,0.004216033438095623
2015-11-20,-0.005248079989886634
2015-11-23,0.0019786842016462636
2015-11-24,0.006317828174925877
2015-11-25,-0.007193953621424165
2015-11-27,-0.0026350701807068555
2015-11-30,-0.011360566824003548
2015-12-01,0.014697889488706872
2015-12-02,-0.0019752946638278424
2015-12-03,-0.0006598224645234518
2015-12-04,0.027594535536037412
2015-12-07,0.006938365321207174
2015-12-08,-0.007911249621829874
2015-12-09,-0.0006431889135707358
2015-12-10,0.0011583824700729384
2015-12-11,-0.00012861010685660812
2015-12-14,0.0065568813205634235
2015-12-15,0.017754610173590146
2015-12-16,0.016440594899129968
2015-12-17,-0.008643061617807257
2015-12-18,-0.026902320713777517
2015-12-21,0.010495284539435268
2015-12-22,0.008232913993439617
2015-12-23,0.004020501682722388
2015-12-24,-0.0016268097548677307
2015-12-28,0.001629460577230013
2015-12-29,0.005505030854095372
2015-12-30,-0.0036084906494705526
2015-12-31,-0.008242639159353304
2016-01-04,-0.013096617931204313
2016-01-05,0.003190056960030052
2016-01-06,-0.009666864036776524
2016-01-07,-0.00873365298522899
2016-01-08,-0.015677450789067904
2016-01-11,0.009213983580487417
2016-01-12,-0.0020869759573318714
2016-01-13,-0.008626429334748664
2016-01-14,0.003955343250874543
2016-01-15,-0.015364245905478802
2016-01-19,0.023339734779006527
2016-01-20,-0.003115892912809337
2016-01-21,0.011736670748718536
2016-01-22,0.00834204202547606
2016-01-25,-0.006592717045873719
2016-01-26,0.02550421064178221
2016-01-27,-0.0001266642642907545
2016-01-28,0.012944481459969515
2016-01-29,0.023427373889707948
2016-02-01,-0.0069774890578029325
2016-02-02,-0.011094721079890846
2016-02-03,0.010969764426552286
2016-02-04,-0.004931919237673443
2016-02-05,0.006195362628229173
2016-02-08,0.01748767351098146
2016-02-09,0.00024242430045395835
2016-02-10,-0.01234263440279304
2016-02-11,-0.021073505514437096
2016-02-12,0.013641754533565642
2016-02-16,0.005927100027276033
2016-02-17,0.012028499952238647
2016-02-18,-0.005700113066784307
2016-02-19,-0.002317481588789083
2016-02-22,0.0041565654147643905
2016-02-23,-0.003895970830395612
2016-02-24,-0.0030560454697889927
2016-02-25,0.009563602768674517
2016-02-26,-0.01505943919747521
2016-02-29,-0.009987718668812207
2016-03-01,0.011707594692494716
2016-03-02,0.016250479784881033
2016-03-03,0.003512711050003503
2016-03-04,0.00784643509618399
2016-03-07,-0.004671232409446335
2016-03-08,-0.0004812150036269669
2016-03-09,-0.0012039738637786845
2016-03-10,-0.008196783840317967
2016-03-11,-0.0064413851378656295
2016-03-14,-0.007094476658740523
2016-03-15,0.001724420542009053
2016-03-16,0.0003688565186450443
2016-03-17,0.017334666141080923
2016-03-18,0.0048338181570928285
2016-03-21,0.0020444097505656345
2016-03-22,-0.006960856162046558
2016-03-23,0.0009666771558836107
2016-03-24,0.0008454509966464574
2016-03-28,-0.0032576229564178494
2016-03-29,0.002178886393366053
2016-03-30,-0.0014497711530353508
2016-03-31,-0.004474808853364154
2016-04-01,0.01482189221411856
2016-04-04,-0.003830731823793676
2016-04-05,-0.0006010800902974678
2016-04-06,0.007816362683794598
2016-04-07,-0.006800874234619947
2016-04-08,-0.00048040559347017897
2016-04-11,-0.005649439857625116
2016-04-12,0.0012091352824086243
2016-04-13,-0.004467359018473949
2016-04-14,0.0026898892613687053
2016-04-15,0.0035359954916835967
2016-04-18,0.006439993698011293
2016-04-19,0.005432774741149782
2016-04-20,-0.020773426201165512
2016-04-21,-0.009196425849216205
2016-04-22,0.001856259909404745
2016-04-25,0.005682471841022441
2016-04-26,-0.02284717036642936
2016-04-27,0.004273776945289409
2016-04-28,-0.0016271985488541807
2016-04-29,0.004513692669859237
2016-05-02,0.01060873655040262
2016-05-03,0.0016059187448116408
2016-05-04,0.006165088609014102
2016-05-05,-0.003676303769871603
2016-05-06,0.010209073466578955
2016-05-09,-0.00012169094524427937
2016-05-10,0.0043837362174055094
2016-05-11,-0.004001019816499585
2016-05-12,0.0031649854161617252
2016-05-13,-0.01431877698022388
2016-05-16,0.004924407831309985
2016-05-17,-0.01237303839033832
2016-05-18,-0.00955105991496541
2016-05-19,0.004258335586274642
2016-05-20,-0.002120139527539422
2016-05-23,0.0022494212508288314
2016-05-24,0.009600710294066284
2016-05-25,0.006299089844112871
2016-05-26,-0.0031908898577840406
2016-05-27,0.002585409724857657
2016-05-31,-0.004789394555871351
2016-06-01,0.009254419252968216
2016-06-02,0.001956528621403608
2016-06-03,0.0063452391018679055
2016-06-06,0.003637699540075534
2016-06-07,-0.005436831216495297
2016-06-08,0.004008677664188998
2016-06-09,0.006291440515115765
2016-06-10,0.00036086169527393963
2016-06-13,-0.007572061131496888
2016-06-14,0.009446778778863019
2016-06-15,-0.004799684257311032
2016-06-16,0.005546470013790605
2016-06-17,-0.003357172985187673
2016-06-20,-0.001082987469130603
2016-06-21,0.004456295141411104
2016-06-22,0.001917645430558279
2016-06-23,0.00765824770344703
2016-06-24,-0.0231563642919963
2016-06-27,-0.012521276422602812
2016-06-28,0.015142341268037374
2016-06-29,0.017584206709465144
2016-06-30,0.00905711446656765
2016-07-01,0.0012992552218684672
2016-07-05,0.007785069021295277
2016-07-06,-0.0047989088004140035
2016-07-07,-0.0023520813514934513
2016-07-08,0.011080880088131018
2016-07-11,-0.00023293869835638858
2016-07-12,0.0
2016-07-13,0.0016326665067627477
2016-07-14,-0.0002328415796822858
2016-07-15,0.0016302706525697097
2016-07-18,-0.0009300669691550967
2016-07-19,0.0027929125378591824
2016-07-20,-0.002105383211159606
2016-07-21,-0.0007031990251711306
2016-07-22,0.0053951004187691165
2016-07-25,0.0009332236473877931
2016-07-26,-0.006176899001156699
2016-07-27,-0.009499037884304173
2016-07-28,0.004143933833484548
2016-07-29,0.009196901685593728
2016-08-01,0.009580864740639461
2016-08-02,0.004049854692218302
2016-08-03,-0.009105172010948182
2016-08-04,0.000930735906233604
2016-08-05,-0.0031377189922927595
2016-08-08,-0.00023325605024893115
2016-08-09,0.002681822163859371
2016-08-10,0.0037212855473536255
2016-08-11,0.004866269484302688
2016-08-12,0.003574296305505653
2016-08-15,-0.00023010307231208227
2016-08-16,-0.00505605160505318
2016-08-17,0.004389004726551349
2016-08-18,0.005519720730467137
2016-08-19,-0.0014868247560161363
2016-08-22,-0.005268091613944481
2016-08-23,0.006332823750711203
2016-08-24,-0.0010303076124622557
2016-08-25,0.0067576876262323005
2016-08-26,-0.003640092925445426
2016-08-29,0.00822096452072052
2016-08-30,-0.008607680652182204
2016-08-31,-0.0026271812763973834
2016-09-01,0.011453526477000597
2016-09-02,-0.0012453831230916368
2016-09-06,0.00498840617609031
2016-09-07,-0.0077842828871707015
2016-09-08,-0.0019329837018126073
2016-09-09,-0.017543741002488344
2016-09-12,0.023307156383380878
2016-09-13,-0.013598029675726653
2016-09-14,-0.0004590354464577562
2016-09-15,0.012067685247871607
2016-09-16,-0.00011360834583706847
2016-09-19,0.003633669602877143
2016-09-20,0.002376746865446089
2016-09-21,-0.008805588097025474
2016-09-22,0.01355344632046962
2016-09-23,-0.013821781918354703
2016-09-26,0.0010255271767474206
2016-09-27,0.005805330180438828
2016-09-28,0.012448986469891343
2016-09-29,-0.013748949685416956
2016-09-30,0.017227810379703667
2016-10-03,-0.012145036490952443
2016-10-04,-0.0034965990620925425
2016-10-05,0.0056592409300908475
2016-10-06,0.004164383393595594
2016-10-07,0.008742533532769992
2016-10-10,-0.010444667171930488
2016-10-11,-0.005838681615375818
2016-10-12,0.0003389774992144101
2016-10-13,-0.003725950669555833
2016-10-14,0.0021532739767620157
2016-10-17,-0.006785451223096928
2016-10-18,-0.004326098976286996
2016-10-19,-0.01428864425752785
2016-10-20,-0.007131430248770831
2016-10-21,-0.007064622953082633
2016-10-24,-0.002727818041023511
2016-10-25,0.034126342348119065
2016-10-26,0.004944356419174234
2016-10-27,-0.00938238800072666
2016-10-28,0.0030031557451470903
2016-10-31,-0.0004607346844361926
2016-11-01,0.0005761003789823693
2016-11-02,-0.0012666243754305695
2016-11-03,-0.0016140410100242697
2016-11-04,-0.01755186925127017
2016-11-07,0.017395743023144172
2016-11-08,0.010396992403021832
2016-11-09,-0.01749345404704028
2016-11-10,-0.03456331201452201
2016-11-11,0.007473234626134584
2016-11-14,-0.006939094038907467
2016-11-15,0.00747009756085637
2016-11-16,-0.005142668068718992
2016-11-17,-0.001442500910704969
2016-11-18,-0.012880589831406941
2016-11-21,0.007804866903529772
2016-11-22,0.001452101170293485
2016-11-23,-0.0009666637532949052
2016-11-25,0.009434441598725085
2016-11-28,-0.004673479539684999
2016-11-29,-0.002166644578215249
2016-11-30,-0.005187610179627655
2016-12-01,-0.007276119774431877
2016-12-02,0.006596481161009082
2016-12-05,0.007160232919116272
2016-12-06,-0.0009637518970737613
2016-12-07,0.015317494632633544
2016-12-08,-0.008077694362099486
2016-12-09,0.010418896664461164
2016-12-12,0.009007721034559601
2016-12-13,0.0005875153387560061
2016-12-14,-0.009509234866786342
2016-12-15,0.003674513763916698
2016-12-16,0.0
2016-12-19,0.0003542226625865563
2016-12-20,-0.0016527197654431225
2016-12-21,-0.0034288728980639283
2016-12-22,0.0022540190427999818
2016-12-23,0.005800898139411537
2016-12-27,-0.004237459602104643
2016-12-28,-0.0062645765643262186
2016-12-29,0.003330603205162763
2016-12-30,-0.003200362157391945
2017-01-03,0.0014267712689937095
2017-01-04,0.0035626490960387613
2017-01-05,0.006627766974424132
2017-01-06,-0.000353434840546174
2017-01-09,-0.007408741706450228
2017-01-10,-0.010782078887332514
2017-01-11,0.0031143034019056604
2017-01-12,0.001074353024308916
2017-01-13,0.0020278723305489077
2017-01-17,0.014284321697900948
2017-01-18,0.0046129719691287985
2017-01-19,-0.0027082333746724085
2017-01-20,0.03246771096399059
2017-01-23,-0.005603427685400786
2017-01-24,0.010349661506471763
2017-01-25,-0.007967169043178512
2017-01-26,-0.006425209501689788
2017-01-27,0.0013857579487464022
2017-01-30,0.0003460429349566585
2017-01-31,0.009798176105408007
2017-02-01,-0.0030820065527366047
2017-02-02,0.004923547108710791
2017-02-03,-0.003988233782338035
2017-02-06,-0.00011399867564232391
2017-02-07,0.006979487655660144
2017-02-08,0.003635605923615337
2017-02-09,0.0038492519850994444
2017-02-10,-0.007894173811000549
2017-02-13,0.0038646763160681274
2017-02-14,-0.00509556033641434
2017-02-15,0.03710429425373185
2017-02-16,-0.003621403884954577
2017-02-17,0.0033044580211833985
2017-02-21,0.0063672057924502035
2017-02-22,-0.002509111809329223
2017-02-23,-0.0033901526721317188
2017-02-24,-0.000877704938267887
2017-02-27,-0.0017573728895872165
2017-02-28,0.0019803668960156617
2017-03-01,0.0064785483961073975
2017-03-02,-0.008182315657213723
2017-03-03,-0.004510018697943985
2017-03-06,-0.0014364638427292187
2017-03-07,-0.0008851922883837959
2017-03-08,-0.0016612723510373018
2017-03-09,0.002218786555263197
2017-03-10,0.008080418983745341
2017-03-13,0.002635270392440381
2017-03-14,-0.00339518916930881
2017-03-15,0.00439574254503694
2017-03-16,0.00043766093867203537
2017-03-17,-0.00481205944597185
2017-03-20,0.0024176636642587734
2017-03-21,-0.00032876213912180763
2017-03-22,-0.0021930287700535622
2017-03-23,-0.0024181390333066766
2017-03-24,-0.0022032818586819047
2017-03-27,-0.0008832376536620501
2017-03-28,0.002983681394201687
2017-03-29,-0.0017627773381450051
2017-03-30,-0.004415254296438964
2017-03-31,-0.0038802418158966345
2017-04-03,-0.0018918537041825445
2017-04-04,0.0025645753973841945
2017-04-05,0.0006674241392488067
2017-04-06,-0.006335395114493436
2017-04-07,-0.0019012688450948945
2017-04-10,0.0029133872894835378
2017-04-11,0.0034642387159833365
2017-04-12,0.005679146520102263
2017-04-13,-0.003100602975772526
2017-04-17,0.003999207778415448
2017-04-18,0.0045354331843783235
2017-04-19,-0.005659760554436177
2017-04-20,-0.00301334275699372
2017-04-21,-0.007947783296849975
2017-04-24,0.010493852593575825
2017-04-25,0.005025360935017931
2017-04-26,-0.025111252753387436
2017-04-27,-0.0005698198976816782
2017-04-28,-0.0041053026392021685
2017-05-01,-0.0027482592960488272
2017-05-02,-0.00998971735051346
2017-05-03,0.0024356995070702325
2017-05-04,0.0002312505782640084
2017-05-05,0.0005785427300550872
2017-05-08,0.0005780982863821116
2017-05-09,-0.0017330731215134954
2017-05-10,0.001041539074278175
2017-05-11,-0.0036997512207815886
2017-05-12,0.00023216900137756902
2017-05-15,0.001623923213143863
2017-05-16,-0.0010418332564542387
2017-05-17,0.0002314291860319173
2017-05-18,-0.004521139510140659
2017-05-19,0.004309246576138737
2017-05-22,-0.0003481912193847858
2017-05-23,-0.0015080673829168667
2017-05-24,0.004879211054846788
2017-05-25,0.004161670093961067
2017-05-26,0.004490128438888519
2017-05-30,0.0017193869405276452
2017-05-31,0.007894712220408717
2017-06-01,0.00045432525413713343
2017-06-02,0.0052194007291581634
2017-06-05,0.0016931646486970653
2017-06-06,0.000675906773725865
2017-06-07,-0.00033783219451943847
2017-06-08,-0.010363974124984021
2017-06-09,0.003529044397986958
2017-06-12,0.0009069583083916033
2017-06-13,-0.0020396422048609697
2017-06-14,0.0043150237265836555
2017-06-15,0.010628750836057632
2017-06-16,0.0031332074887191474
2017-06-19,0.002230363658190848
2017-06-20,-0.0025595647184494252
2017-06-21,-0.002565920728145654
2017-06-22,-0.004138987002740624
2017-06-23,0.004380793459974663
2017-06-26,-0.0006709795088599702
2017-06-27,-0.008393088122690129
2017-06-28,-0.0027088816098337354
2017-06-29,-0.01561579520646772
2017-06-30,0.0018394067202835984
2017-07-03,0.0067696769273235535
2017-07-05,-0.0007977261823572945
2017-07-06,-0.0034219743005402536
2017-07-07,0.003204852988469842
2017-07-10,-0.006389120952639105
2017-07-11,-0.0036744804466980474
2017-07-12,0.0021895875310655732
2017-07-13,-0.002989576011837136
2017-07-14,0.004613788635640548
2017-07-17,0.005166060200616274
2017-07-18,0.01245029320681601
2017-07-19,0.004547994932488697
2017-07-20,0.0028296143521184813
2017-07-21,0.00011308669713905317
2017-07-24,-0.004852915012392933
2017-07-25,0.010886846723931587
2017-07-26,0.0017950391299479396
2017-07-27,0.015453203316308839
2017-07-28,-0.0051827552231755725
2017-07-31,0.006762203613676077
2017-08-01,0.0030827935120472105
2017-08-02,-0.0006587607096513182
2017-08-03,-0.0019768594691890184
2017-08-04,-0.0020912566676977162
2017-08-07,0.008492125172715914
2017-08-08,0.0015310492748383808
2017-08-09,0.003712622535447796
2017-08-10,-0.0019580366179636766
2017-08-11,-0.004360208913222197
2017-08-14,0.003393603931973743
2017-08-15,0.00600156285016018
2017-08-16,0.0026028886466697987
2017-08-17,-0.004002636853632224
2017-08-18,0.0043443763658794765
2017-08-21,0.004217740670828807
2017-08-22,-0.000753869065338475
2017-08-23,-0.0037718840345707383
2017-08-24,-0.0018391431511666223
2017-08-25,0.0026013236576893917
2017-08-28,-0.0004327180096154182
2017-08-29,-0.0016219411075295564
2017-08-30,-0.004874341386006509
2017-08-31,0.0043538337120190285
2017-09-01,0.0028177853605835246
2017-09-05,0.002053513920204031
2017-09-06,0.0
2017-09-07,0.0026959460277609093
2017-09-08,-0.0013978791205467855
2017-09-11,0.012386744127980576
2017-09-12,-0.005106536322326161
2017-09-13,0.00042738418781418375
2017-09-14,0.0
2017-09-15,-0.0029929325161640596
2017-09-18,-0.0012866659329703323
2017-09-19,0.010950041404613087
2017-09-20,0.002442540927839021
2017-09-21,-0.018644206868643765
2017-09-22,-0.00431774804544427
2017-09-25,0.005203827575407383
2017-09-26,-0.0007552108480105568
2017-09-27,-0.019211740744704553
2017-09-28,0.00022010807721883907
2017-09-29,0.0009900607779813608
2017-10-02,0.008683239848640945
2017-10-03,0.0038138074077120887
2017-10-04,0.003256821248239117
2017-10-05,-0.004220021351742043
2017-10-06,0.0032598010596660565
2017-10-09,-0.0022744873717873704
2017-10-10,-0.005427830582206972
2017-10-11,-0.0017460388725342169
2017-10-12,0.007544123435863748
2017-10-13,0.00965814305731505
2017-10-16,0.0010747709609237877
2017-10-17,-0.0036500346679348983
2017-10-18,-0.0003239055403605473
2017-10-19,-0.005321257010184599
2017-10-20,-0.036466850859514954
2017-10-23,-0.010764938953864656
2017-10-24,-0.003665405176318859
2017-10-25,-0.0013794625554455209
2017-10-26,0.007368051207972126
2017-10-27,-0.005257102739425479
2017-10-30,-0.008846444165387823
2017-10-31,0.0008114988827236935
2017-11-01,0.006370025004181157
2017-11-02,-0.004373199522782589
2017-11-03,0.0008089227655740938
2017-11-06,-0.0061214501683758415
2017-11-07,0.0108076013637044
2017-11-08,0.006898604711252698
2017-11-09,0.002283138466953716
2017-11-10,0.00432939364165974
2017-11-13,0.009527944015203182
2017-11-14,-0.001460841216849973
2017-11-15,-0.0072014068364419925
2017-11-16,0.01156074272178631
2017-11-17,-0.00918767659831643
2017-11-20,-0.0018094417553967679
2017-11-21,0.0050980479107232135
2017-11-22,-0.00439603842514813
2017-11-24,0.0013586975247341648
2017-11-27,0.005765888271926478
2017-11-28,0.004946293832317261
2017-11-29,-0.00022415819954457739
2017-11-30,0.006824842590470892
2017-12-01,0.004111935382832055
2017-12-04,0.011620063330723518
2017-12-05,-0.00010930729600078237
2017-12-06,-0.0016411205929590666
2017-12-07,-0.012602641151530758
2017-12-08,0.002996596921025718
2017-12-11,-0.0015494673647645785
2017-12-12,-0.004211423222139854
2017-12-13,0.011463404288182488
2017-12-14,0.0013205739674437833
2017-12-15,0.00978020798570678
2017-12-18,-0.0001086344184817456
2017-12-19,-0.0021768992857682523
2017-12-20,-0.0016361087087907178
2017-12-21,0.0015298305707271975
2017-12-22,0.005017857365404721
2017-12-26,0.0037989058947736076
2017-12-27,-0.004109162923991216
2017-12-28,-0.0003257702244184868
2017-12-29,-0.0020633752270277084
2018-01-02,-0.01338702861961616
2018-01-03,-0.001213493819879563
2018-01-04,0.007068576663799009
2018-01-05,0.0006582170994922087
2018-01-08,0.005260528292312827
2018-01-09,-0.007304555287912962
2018-01-10,-0.006370032051743579
2018-01-11,-0.003537281292839367
2018-01-12,-0.005990079067880294
2018-01-16,0.00680711512247778
2018-01-17,0.010862751989201946
2018-01-18,-0.0036462499872934595
2018-01-19,0.009869185830814642
2018-01-22,0.009004008652861106
2018-01-23,-0.030906287563078116
2018-01-24,-0.008310418716528156
2018-01-25,0.0003398118227573299
2018-01-26,-0.006904915624529551
2018-01-29,-0.009916723799967664
2018-01-30,0.0010359180676757784
2018-01-31,-0.007015191672578247
2018-02-01,-0.0056756760538653195
2018-02-02,-0.01863705556995321
2018-02-05,-0.03786351177480762
2018-02-06,0.016284527102432556
2018-02-07,-0.006554987267384238
2018-02-08,-0.01979437524145089
2018-02-09,-0.003740112462878642
2018-02-12,0.017642567476267912
2018-02-13,0.00209021329499981
2018-02-14,-0.010061403364732935
2018-02-15,0.02144294218919285
2018-02-16,0.0023053923717371028
2018-02-20,-0.015254085491826275
2018-02-21,-0.013523702298026241
2018-02-22,0.007477785719274266
2018-02-23,0.002597793467774334
2018-02-26,0.00715595095270305
2018-02-27,-0.013352929074959663
2018-02-28,-0.025080729796203793
2018-03-01,0.0022923696921930414
2018-03-02,0.010165243963139003
2018-03-05,0.00993705073290796
2018-03-06,-0.0033628671773375807
2018-03-07,-0.01074747561089906
2018-03-08,0.010232617441060299
2018-03-09,0.00400154748660686
2018-03-12,-0.005355840263056688
2018-03-13,-0.0017528051340828243
2018-03-14,-0.009031570335395589
2018-03-15,-0.004177613019772375
2018-03-16,0.0038135691330787314
2018-03-19,-0.003924885475628859
2018-03-20,-0.004450159127510789
2018-03-21,-0.01621731765812784
2018-03-22,-0.008177547686277209
2018-03-23,-0.006544018020253284
2018-03-26,0.006587124280244883
2018-03-27,0.018060511854981698
2018-03-28,0.013497641855162446
2018-03-29,0.005580944560574119
2018-04-02,-0.02371336105133992
2018-04-03,0.013694852003119484
2018-04-04,0.007520336831492225
2018-04-05,-0.0031629694621317928
2018-04-06,-0.004694996253697514
2018-04-09,-0.0034427360449748035
2018-04-10,0.0026866301299237616
2018-04-11,-0.0012759762255746265
2018-04-12,-0.006132510820768378
2018-04-13,0.00745584026285151
2018-04-16,0.0030624615265300026
2018-04-17,-0.002289508504023874
2018-04-18,-0.0029333286567546635
2018-04-19,-0.03269061852194255
2018-04-20,-0.015343534999985864
2018-04-23,-0.010840349157065554
