Date,AJG
2015-01-05,-0.005960218872839929
2015-01-06,-0.0019273036579969816
2015-01-07,0.009654726914763545
2015-01-08,0.01742445867710196
2015-01-09,-0.01357520559612535
2015-01-12,-0.003175928468185263
2015-01-13,0.004884883110170879
2015-01-14,-0.006974974507435006
2015-01-15,-0.005960218872839929
2015-01-16,-0.011135033539053318
2015-01-20,-0.0129921623193201
2015-01-21,-0.005265864913892249
2015-01-22,0.018306138475364886
2015-01-23,-0.014294896389164813
2015-01-26,0.0041747326580587885
2015-01-27,-0.008314957291309377
2015-01-28,-0.0086053410938004
2015-01-29,0.0035609844900355014
2015-01-30,-0.014637184452469643
2015-02-02,0.016430214754075134
2015-02-03,0.010407510603584802
2015-02-04,0.015121358157899945
2015-02-05,0.002806621091671957
2015-02-06,-0.002798766015940979
2015-02-09,-0.006908652176282781
2015-02-10,0.0052176871574904915
2015-02-11,0.012542952834081245
2015-02-12,0.008757537542962934
2015-02-13,0.005716138683228955
2015-02-17,0.010526324047292368
2015-02-18,0.007083249555362103
2015-02-19,0.0033100761427360403
2015-02-20,0.0010311782313348061
2015-02-23,-0.014006392341317286
2015-02-24,-0.005640205396304054
2015-02-25,-0.006722579378720894
2015-02-26,0.0008459728461138738
2015-02-27,-0.006973991909267729
2015-03-02,0.007078282291100635
2015-03-03,-0.0029817151067823566
2015-03-04,-0.005767528167801572
2015-03-05,-0.0017195129519530505
2015-03-06,-0.01399027090707583
2015-03-09,0.0058939326167322115
2015-03-10,-0.009548473564013338
2015-03-11,0.011612757680874886
2015-03-12,0.016244128353957388
2015-03-13,-0.008951648471570595
2015-03-16,0.020215230940702433
2015-03-17,0.0008431050228310255
2015-03-18,0.005475906827534294
2015-03-19,-0.0031417522083305727
2015-03-20,0.0010504865710470046
2015-03-23,-0.005037684417051991
2015-03-24,-0.007173171024191349
2015-03-25,-0.01593712116636936
2015-03-26,0.006910118957986766
2015-03-27,0.0036454639621943397
2015-03-30,0.013034292433435235
2015-03-31,-0.013921255716370595
2015-04-01,-0.00042772504446286774
2015-04-02,0.0027817485884324977
2015-04-06,0.005762164015118643
2015-04-07,-0.006365517113572028
2015-04-08,0.010890378407566681
2015-04-09,0.0006339331098070833
2015-04-10,0.005911041993460486
2015-04-13,0.0012590354364843126
2015-04-14,0.004821073125372388
2015-04-15,-0.003337728048762756
2015-04-16,0.004186108052094628
2015-04-17,-0.006669794371845117
2015-04-20,0.005245398386344524
2015-04-21,-0.005218027751994314
2015-04-22,0.0010491378549688513
2015-04-23,0.0010480383182955855
2015-04-24,0.027219403824140898
2015-04-27,-0.01080322779033771
2015-04-28,0.0028848287243048443
2015-04-29,-0.0024653940428901455
2015-04-30,-0.014829780064764098
2015-05-01,0.0018813488397753098
2015-05-04,-0.00438237433594868
2015-05-05,-0.010899017343000028
2015-05-06,0.006569242134967457
2015-05-07,0.00505233684321138
2015-05-08,0.002513808328140854
2015-05-11,-0.0006265624230556988
2015-05-12,-0.0008365200418434249
2015-05-13,0.010462450646012478
2015-05-14,0.0014495348559686594
2015-05-15,-0.007030680078350948
2015-05-18,0.006872109795159842
2015-05-19,0.007238968048010497
2015-05-20,0.016426780881394487
2015-05-21,-0.006464147646957796
2015-05-22,0.0008131816233731826
2015-05-26,-0.002641303195636935
2015-05-27,0.0
2015-05-28,-0.0059075537593134
2015-05-29,-0.007172120765721934
2015-06-01,0.0020640622347194437
2015-06-02,-0.003913449878257924
2015-06-03,0.005417639062196278
2015-06-04,-0.00808285969547784
2015-06-05,0.0006269429073766375
2015-06-08,-0.003967576056459365
2015-06-09,-0.004192677821311164
2015-06-10,0.012210633917807412
2015-06-11,0.011646902096680734
2015-06-12,-0.0026725265011088295
2015-06-15,0.0014432652678453284
2015-06-16,0.010291914825167892
2015-06-17,0.0050938154935487034
2015-06-18,-0.0022301022245615476
2015-06-19,-0.0038599012738103067
2015-06-22,0.0002036199073860434
2015-06-23,0.00040827906912377365
2015-06-24,-0.00794959297186626
2015-06-25,-0.004931316697174837
2015-06-26,-0.005368513740298786
2015-06-29,-0.018891263443982398
2015-06-30,0.0008461482255679442
