Date,CHD
2015-01-05,-0.011126653138035847
2015-01-06,-0.008310551244601339
2015-01-07,0.01121687209179778
2015-01-08,0.0197626339163679
2015-01-09,-0.0032509612322653147
2015-01-12,-0.002885035249366674
2015-01-13,0.002264717849621345
2015-01-14,0.006275639523140031
2015-01-15,0.00810803233882651
2015-01-16,0.018807571607763585
2015-01-20,0.0018212475540413386
2015-01-21,-0.0024246960110014815
2015-01-22,0.013367921916433767
2015-01-23,-0.016788840736579824
2015-01-26,0.009269325711566578
2015-01-27,-0.008821982907520898
2015-01-28,-0.004998779206063286
2015-01-29,0.012988644819511563
2015-01-30,-0.021168252813891786
2015-02-02,0.014335155583856007
2015-02-03,0.007431503164255782
2015-02-04,0.01100514344176129
2015-02-05,-0.004425740179657134
2015-02-06,-0.01127919877689132
2015-02-09,-0.0017085987271339143
2015-02-10,0.013077681771707983
2015-02-11,0.0043428299685226435
2015-02-12,0.001321856447335179
2015-02-13,0.008037312632811044
2015-02-17,0.0034511256507345767
2015-02-18,0.005336369433270871
2015-02-19,-0.00648778094703284
2015-02-20,0.013654689608286752
2015-02-23,0.006208342735180006
2015-02-24,0.002793938699272802
2015-02-25,-0.007081665983671215
2015-02-26,-0.0009352396628311554
2015-02-27,-0.0036280090402445175
2015-03-02,0.004698543101422592
2015-03-03,-0.000584711810166616
2015-03-04,-0.007018192005483925
2015-03-05,0.004358453074139623
2015-03-06,-0.01747620191385657
2015-03-09,0.010743858329877343
2015-03-10,-0.012519235835552256
2015-03-11,0.005142924911999414
2015-03-12,0.010471072359419686
2015-03-13,-0.006594528160295154
2015-03-16,0.013513972945104591
2015-03-17,-0.0057313227562793
2015-03-18,0.00364709620395276
2015-03-19,0.0002343852966322224
2015-03-20,0.009374034616754123
2015-03-23,0.0004640037729364277
2015-03-24,-0.00777421664273481
2015-03-25,-0.0060811952924805235
2015-03-26,-0.00929483994043434
2015-03-27,0.009144333818551287
2015-03-30,0.011298283852530622
2015-03-31,-0.005935264335346968
2015-04-01,-0.00023359922562160573
2015-04-02,0.004332322471741978
2015-04-06,0.00547992241330264
2015-04-07,-0.008001095040379602
2015-04-08,0.005026401974378203
2015-04-09,-0.0005817196629890331
2015-04-10,-0.0003489296793235397
2015-04-13,-0.003259747840084981
2015-04-14,0.011095368822486407
2015-04-15,-0.009703157028422948
2015-04-16,0.00023357048387140367
2015-04-17,-0.008046612637128137
2015-04-20,-0.008934587936039518
2015-04-21,-0.002728718855761536
2015-04-22,-0.003806237694993664
2015-04-23,0.0009552212252266212
2015-04-24,0.0014313080112882126
2015-04-27,-0.005360306484165744
2015-04-28,0.00023938942501922078
2015-04-29,-0.010895370190062814
2015-04-30,-0.01743146767106518
2015-05-01,0.009362987227599096
2015-05-04,0.004638440990323955
2015-05-05,-0.007897417287461295
2015-05-06,0.0014694506740862145
2015-05-07,0.010638874570212398
2015-05-08,0.0070174970863581265
2015-05-11,0.003363899337053722
2015-05-12,-0.0016761536671044963
2015-05-13,-0.006837221190697407
2015-05-14,0.012065910252565093
2015-05-15,0.001917045921138394
2015-05-18,0.006338038216942676
2015-05-19,0.006298534450533744
2015-05-20,0.0022435140948529053
2015-05-21,-0.002827795677960876
2015-05-22,-0.0022451486657223407
2015-05-26,-0.003907890492020227
2015-05-27,0.0028534500404995278
2015-05-28,0.002133869216572215
2015-05-29,-0.006624831553744159
2015-06-01,0.0067881780827472316
2015-06-02,-0.007570531224848742
2015-06-03,0.005601920195706489
2015-06-04,-0.012682097942534387
2015-06-05,-0.008283322650424862
2015-06-08,-0.00012133808818404201
2015-06-09,0.005811123361196602
2015-06-10,0.006259107839969857
2015-06-11,0.003827984360547765
2015-06-12,-0.007030487584674505
2015-06-15,-0.012000541773857898
2015-06-16,0.005709063291353456
2015-06-17,0.0047096504395589545
2015-06-18,0.004568023625253659
2015-06-19,0.00023926321934486516
2015-06-22,0.0028715136717265555
2015-06-23,-0.006561407124715757
2015-06-24,-0.007684759230118687
2015-06-25,0.0020569405488435333
2015-06-26,0.00012062440746030134
2015-06-29,-0.021491898739874116
2015-06-30,0.0011105124283039558
2015-07-01,0.01984424988203015
2015-07-02,-0.00749325110601029
2015-07-06,-0.003775017964661176
2015-07-07,0.021269366162136816
2015-07-08,0.00035845947688062374
2015-07-09,-0.00478542285614314
2015-07-10,0.011180520772783309
2015-07-13,0.009035597252595284
2015-07-14,-0.0005889958339319046
2015-07-15,-0.00023583985477937386
2015-07-16,0.011910308776616363
2015-07-17,-0.00978896694703868
2015-07-20,0.008591267457930263
2015-07-21,-0.011435356073973502
2015-07-22,0.004603329545024737
2015-07-23,-0.003877127068386055
2015-07-24,-0.0034206236074184604
2015-07-27,0.0015384826289890352
2015-07-28,0.010517673039582398
2015-07-29,0.009472557488677369
2015-07-30,0.005328544476840946
2015-07-31,-0.005184994735424442
2015-08-03,0.012278765090337096
2015-08-04,0.007094234057605009
2015-08-05,0.01681592185520664
2015-08-06,-0.0015639507550628817
2015-08-07,0.0002808039277071295
2015-08-10,0.0015724892910828903
2015-08-11,-0.00840998995315334
2015-08-12,0.007463108303616739
2015-08-13,0.0019086584377865368
2015-08-14,0.004369041884248803
2015-08-17,0.007473422331541801
2015-08-18,0.0027680437722856777
2015-08-19,-0.00905388379945471
2015-08-20,-0.01225612501742468
2015-08-21,-0.02199670416934907
2015-08-24,-0.019838184745503362
2015-08-25,-0.023888390096008516
2015-08-26,0.02459329403875854
2015-08-27,0.018237206801043904
2015-08-28,0.0035821136134552845
2015-08-31,-0.006562448552928757
2015-09-01,-0.02735324793485827
2015-09-02,0.01108225634548976
2015-09-03,0.013906559998887458
2015-09-04,-0.01278608956071614
2015-09-08,0.018603958405523313
2015-09-09,-0.014796252291370715
2015-09-10,-0.002815982090423108
2015-09-11,-0.010589421623804607
2015-09-14,-0.007848909042603935
2015-09-15,0.009708923636625233
2015-09-16,0.002730119808879161
2015-09-17,0.004380148176268417
2015-09-18,-0.011197288941779848
2015-09-21,0.010847519469966427
2015-09-22,-0.009552068143174441
2015-09-23,0.0013098298078630943
2015-09-24,0.007966511394900788
2015-09-25,0.01014548926575154
2015-09-28,-0.013897416693313902
2015-09-29,0.0010661172504984329
2015-09-30,-0.007453128122469677
2015-10-01,-0.0011919000433699978
2015-10-02,0.01587110461935648
2015-10-05,0.014800791231754706
2015-10-06,-0.009607453610021022
2015-10-07,0.010986751142435747
2015-10-08,0.006358205134789019
2015-10-09,0.006547668110220117
2015-10-12,0.00776103624919533
2015-10-13,-0.004190257704877354
2015-10-14,-0.011031625677580648
2015-10-15,0.0064398090465818125
2015-10-16,0.009712303745005979
2015-10-19,-0.0018106154374356587
2015-10-20,-0.0012470683468008836
2015-10-21,-0.0032918844957922078
2015-10-22,0.009566207246185288
2015-10-23,-0.009475562055785591
2015-10-26,-0.0070606096924406
2015-10-27,-0.006996382598540629
2015-10-28,0.010510394202162487
2015-10-29,-0.011658009764723642
2015-10-30,-0.004394524293096502
2015-11-02,-0.00801495883779968
2015-11-03,-0.015105302501248086
2015-11-04,-0.002972618856788789
2015-11-05,-0.010135672003496077
2015-11-06,-0.009495284967248163
2015-11-09,-0.00696033111431138
2015-11-10,0.023610210558283162
2015-11-11,0.0025228693754093534
2015-11-12,-0.010305795090222225
2015-11-13,-0.0007263135923279984
2015-11-16,0.01260151778159857
2015-11-17,-0.0011965337744198612
2015-11-18,0.016532713189657988
2015-11-19,0.00942827656033507
2015-11-20,0.000934324107660478
2015-11-23,0.006649169524088672
2015-11-24,0.0038235915206323856
2015-11-25,0.0035784129780833673
2015-11-27,0.001955319950197154
2015-11-30,-0.015383284617647819
2015-12-01,0.012708918840717454
2015-12-02,-0.01266423206261913
2015-12-03,-0.006296506396660462
2015-12-04,0.017835844042806137
