Date,ZTS
2015-01-05,-0.006003145930392417
2015-01-06,-0.009755807991813636
2015-01-07,0.020642680939829017
2015-01-08,0.01539860875442356
2015-01-09,0.0015843645530961847
2015-01-12,-0.018757282749310877
2015-01-13,-0.014048327230099966
2015-01-14,0.005138366804312122
2015-01-15,-0.002091041948954264
2015-01-16,0.0298088567431134
2015-01-20,-0.013072953283664868
2015-01-21,0.015840165089625602
2015-01-22,0.005875616969677866
2015-01-23,-0.008761897189999646
2015-01-26,-0.0006799857799859588
2015-01-27,-0.017917726400078715
2015-01-28,-0.004388132365190089
2015-01-29,0.004871321563897801
2015-01-30,-0.013619538707266066
2015-02-02,0.015211996300715569
2015-02-03,0.002765673475942032
2015-02-04,-0.0009194752557091235
2015-02-05,-0.001380339517291107
2015-02-06,0.005990501156397432
2015-02-09,-0.018094199143282585
2015-02-10,0.024259598631271473
2015-02-11,0.04235895052726146
2015-02-12,0.0004370720561923669
2015-02-13,-0.007206326334568414
2015-02-17,0.01627765979494611
2015-02-18,-0.007575914169466791
2015-02-19,-0.004361922044427424
2015-02-20,-0.0010952353008084614
2015-02-23,-0.0004387013858757616
2015-02-24,-0.003948956971615569
2015-02-25,0.007048322403838236
2015-02-26,0.019685228045009717
2015-02-27,-0.011368524626157672
2015-03-02,0.026469730850198436
2015-03-03,-0.016275460253290963
2015-03-04,-0.006660708649869673
2015-03-05,0.004975016268465859
2015-03-06,-0.014636363062029534
2015-03-09,0.011140235851701874
2015-03-10,-0.012745610772990523
2015-03-11,0.0067830461026952005
2015-03-12,0.018039695740744266
2015-03-13,-0.008326046042497981
2015-03-16,0.011409864032156936
2015-03-17,0.00361876690192231
2015-03-18,0.007635278455050631
2015-03-19,-0.00210514903111636
2015-03-20,-0.0014762683111115837
2015-03-23,-0.004013474599768196
2015-03-24,-0.002757159531218023
2015-03-25,-0.01595073577186812
2015-03-26,-0.0034578082350891215
2015-03-27,0.0023853180246213856
2015-03-30,0.015144468095268593
2015-03-31,-0.013426496309596803
2015-04-01,-0.0004320727668410962
2015-04-02,0.004970627258797267
2015-04-06,-0.0036560332639193893
2015-04-07,0.002443949509496779
2015-04-08,-0.00323590833708598
2015-04-09,0.007357900091231384
2015-04-10,0.013318807700760216
2015-04-13,-0.010811660597685346
2015-04-14,0.005143298641383742
2015-04-15,0.002132493147223302
2015-04-16,0.0029784876854552778
2015-04-17,-0.007849160397294663
2015-04-20,0.005773189217862518
2015-04-21,0.010629064162312796
2015-04-22,-0.01072768858219253
2015-04-23,0.0004252143884266868
2015-04-24,0.01827863999754409
2015-04-27,-0.022542490417406635
2015-04-28,-0.02348922792444008
2015-04-29,-0.01115202084468292
2015-04-30,-0.01769173691140813
2015-05-01,0.004277261211332428
2015-05-04,0.017709708966702875
2015-05-05,0.00616700254153546
2015-05-06,-0.008537811767579728
2015-05-07,0.005961664535298672
2015-05-08,0.007462965056287851
2015-05-11,0.004139343606426316
2015-05-12,-0.011065359730514035
2015-05-13,0.0008775732370311928
2015-05-14,0.01446730755749126
2015-05-15,0.004537551070633139
2015-05-18,0.005162284830088515
2015-05-19,0.015407582454992408
2015-05-20,-0.0035824180086602153
2015-05-21,0.010998423958690662
