Date,HRL
2015-01-05,-0.017822466532710357
2015-01-06,-0.007495115352549875
2015-01-07,0.016296013593167125
2015-01-08,0.01075424534478664
2015-01-09,-0.007931579445443315
2015-01-12,-0.014820588433650972
2015-01-13,0.003562900980071282
2015-01-14,-0.0021694964705401
2015-01-15,0.011918723520326635
2015-01-16,0.010797011407881696
2015-01-20,0.009128136783751017
2015-01-21,0.019822946276479847
2015-01-22,0.013965016133193897
2015-01-23,-0.007072459965908662
2015-01-26,-0.0016867809763074781
2015-01-27,-0.0060082065180934174
2015-01-28,-0.010200535255949328
2015-01-29,0.0026718133032019864
2015-01-30,-0.025123792038084458
2015-02-02,0.010152313207301145
2015-02-03,0.01024341673382101
2015-02-04,0.032332402644320135
2015-02-05,0.000926316397171334
2015-02-06,-0.007960985260245135
2015-02-09,-0.009145624121416729
2015-02-10,0.01827093440468386
2015-02-11,-0.0024050123226381226
2015-02-12,0.0044504004945271625
2015-02-13,0.028798041438815813
2015-02-17,-0.00035861893803201816
2015-02-18,0.007718490258028288
2015-02-19,0.02689714692075773
2015-02-20,0.004683492939594913
2015-02-23,-0.002071867602836397
2015-02-24,-0.0005190843937411538
2015-02-25,0.01315547902863945
2015-02-26,-0.0011960353697813009
2015-02-27,0.0008553458826248139
2015-03-02,0.0
2015-03-03,-0.002392638848298878
2015-03-04,-0.007195548846559041
2015-03-05,-0.0001726082833497511
2015-03-06,-0.020365833117360732
2015-03-09,0.014975272465953093
2015-03-10,-0.023607017335154468
2015-03-11,-0.017955295772561386
2015-03-12,0.013034136163114773
2015-03-13,-0.01268768694978406
2015-03-16,0.00723979747807868
2015-03-17,-0.006649145529695977
2015-03-18,0.014472184096050444
2015-03-19,-0.001605188402197033
2015-03-20,0.01446714066328525
2015-03-23,0.003168910858389218
2015-03-24,-0.009301411344057153
2015-03-25,0.0037204018865257815
2015-03-26,0.0
2015-03-27,0.010589190373307078
2015-03-30,0.0017462873860467631
2015-03-31,-0.008891023922645958
2015-04-01,0.004397160788802257
2015-04-02,0.005604581184847968
2015-04-06,0.006966363265072939
2015-04-07,0.0029398429109310786
2015-04-08,0.0041388179813171
2015-04-09,-0.003434729318001817
2015-04-10,-0.0012061727526245791
2015-04-13,-0.010007115607501005
2015-04-14,0.01289667374873038
2015-04-15,-0.008603158762724994
2015-04-16,0.001568960780795603
2015-04-17,-0.01931758902089975
2015-04-20,0.0007097945018921248
2015-04-21,-0.023053806941168764
2015-04-22,0.001633278843787167
2015-04-23,-0.005436292869310799
2015-04-24,-0.0005468921855880104
2015-04-27,-0.0018227050253786237
2015-04-28,0.004931502726569059
2015-04-29,-0.007997268005281888
2015-04-30,-0.00421431733111588
2015-05-01,0.0171113197474404
2015-05-04,0.008321381104841707
2015-05-05,-0.001973579303735762
2015-05-06,-0.009706728239051388
2015-05-07,0.005082465362542088
2015-05-08,0.010836236592230541
2015-05-11,-0.0030370865719904216
2015-05-12,-0.0007170512102757653
2015-05-13,0.003766090255794552
2015-05-14,0.013399894379523936
2015-05-15,-0.0008811780187225615
2015-05-18,-0.01676381885138356
2015-05-19,0.0012562065588717086
2015-05-20,0.04212224442561152
2015-05-21,-0.01066380409142309
2015-05-22,-0.010431363026548679
2015-05-26,-0.005446439822493487
2015-05-27,0.03215003366163982
2015-05-28,-0.0039361356679532555
2015-05-29,-0.01683856634989689
2015-06-01,-0.0026216194973347484
2015-06-02,-0.005431869965287439
2015-06-03,0.002466549851066091
2015-06-04,-0.010720569665049862
2015-06-05,-0.0005328488532772013
2015-06-08,-0.0019551653207408037
2015-06-09,0.00124658640916131
2015-06-10,0.010672314247605064
2015-06-11,-0.005279724046332146
2015-06-12,-0.001061703840020356
2015-06-15,-0.0023022309691911325
2015-06-16,0.005858205966472241
2015-06-17,0.006706882415038695
2015-06-18,0.004207333993447193
2015-06-19,-0.0006982703151353631
2015-06-22,0.009783123324859755
2015-06-23,0.005536242820609605
2015-06-24,-0.0010320592955880281
2015-06-25,-0.001550314349126336
2015-06-26,-0.004312390890232054
2015-06-29,-0.025121337162610113
2015-06-30,0.0017768801460709138
2015-07-01,0.010821540359049475
2015-07-02,-0.0022813058881455683
2015-07-06,-0.01108190040662449
2015-07-07,0.020099421722354238
2015-07-08,-0.007672107142633777
2015-07-09,0.005447311501792118
2015-07-10,0.001573158031321631
2015-07-13,0.01570365750057623
2015-07-14,0.0024052751205134726
2015-07-15,-0.008397764449970424
2015-07-16,0.012845006160962624
2015-07-17,-0.012510672137063805
2015-07-20,0.004165161343055113
2015-07-21,-0.0069132802199038945
2015-07-22,0.0052212857208240315
2015-07-23,-0.0017314163470264488
2015-07-24,-0.0017345867236454593
2015-07-27,-0.0024319871447556762
2015-07-28,0.01828630379393026
2015-07-29,0.005644004900510424
2015-07-30,0.00918370646278266
2015-07-31,-0.0021908692584010625
2015-08-03,0.00371583461418723
2015-08-04,0.014638859602364551
2015-08-05,0.008291702503803622
2015-08-06,-0.008552326022518764
2015-08-07,-0.0008297974616970905
2015-08-10,0.010459917004217001
2015-08-11,-0.006572342547388699
2015-08-12,0.00711209261658774
2015-08-13,-0.0064050605866761146
2015-08-14,0.011735797520345148
2015-08-17,0.0021237004465297638
2015-08-18,-0.013694284075997265
2015-08-19,0.011900978106752946
2015-08-20,0.03871291924295761
2015-08-21,-0.034753800152312664
2015-08-24,-0.03339870198224626
2015-08-25,-0.009269943835577221
2015-08-26,0.02841088808622305
2015-08-27,0.015384714858605486
2015-08-28,0.001954691625462468
2015-08-31,-0.006503712153185348
2015-09-01,-0.023731772333252743
2015-09-02,0.016596740692419232
2015-09-03,0.008905126019680187
2015-09-04,-0.008336175366653875
2015-09-08,0.023405427365763343
2015-09-09,-0.016588871279221595
2015-09-10,-0.0008189604315588239
2015-09-11,0.011637535982961689
2015-09-14,-0.005346573032447233
2015-09-15,0.0096105739894643
2015-09-16,0.013552877280985198
2015-09-17,-0.010346977033218296
2015-09-18,-0.017532759148213284
2015-09-21,0.0022920697058428363
2015-09-22,-0.014537788863486667
2015-09-23,0.006133221953512846
2015-09-24,0.008237060332317192
2015-09-25,0.01617639742326271
2015-09-28,-0.011898953633233456
2015-09-29,0.005370143081838696
2015-09-30,0.024765335341395467
2015-10-01,-0.0015796338587829029
2015-10-02,0.01534596535842403
2015-10-05,0.018074006195440084
2015-10-06,-0.02387521759208211
2015-10-07,0.003606195984135807
2015-10-08,0.017497143275854166
2015-10-09,0.0044526693011199825
2015-10-12,0.014980236617710307
2015-10-13,-0.007680759019537797
2015-10-14,-0.018060538134654247
2015-10-15,0.006827247684902948
2015-10-16,0.015564464049122151
2015-10-19,0.006525239313480036
2015-10-20,-0.005879572749404316
2015-10-21,0.010160613283056508
2015-10-22,0.028224030606269324
2015-10-23,-0.0023362182109781804
2015-10-26,-0.010390505889360302
2015-10-27,-0.011535238656335323
2015-10-28,0.011819363438755781
2015-10-29,0.0029571943505768417
2015-10-30,-0.004128091958805924
2015-11-02,-0.0004439586998150613
2015-11-03,0.0037027465905214996
2015-11-04,-0.008115962669947852
2015-11-05,0.005653133736485794
2015-11-06,-0.014349047378777069
2015-11-09,-0.0006005750803976806
2015-11-10,0.007058200704535222
2015-11-11,0.004473746967010417
2015-11-12,-0.013806390556933223
2015-11-13,-0.003914007606019787
2015-11-16,0.024785024917161946
2015-11-17,-0.0026546718503063227
2015-11-18,0.012125015680799045
2015-11-19,0.005697331477293011
2015-11-20,-0.009732790940714775
2015-11-23,0.015989739174642414
2015-11-24,0.02974259662264811
2015-11-25,0.03126763278251876
2015-11-27,0.019850404059092552
2015-11-30,-0.0011994805028026079
2015-12-01,0.007874571957769971
2015-12-02,-0.0003969035286347511
2015-12-03,0.003709639867153003
2015-12-04,0.02415493971115268
2015-12-07,-0.0016756461301513648
2015-12-08,0.0033569172657283985
2015-12-09,-0.009135449756850877
2015-12-10,0.0002596564258630085
2015-12-11,0.005322635769582584
2015-12-14,0.006972974610300664
2015-12-15,0.0003850713621003088
2015-12-16,0.02345800603775383
2015-12-17,-0.004383224264970842
2015-12-18,-0.008806494289148592
2015-12-21,0.01104232198678834
2015-12-22,0.010670159203691965
2015-12-23,-0.009439492764806823
2015-12-24,0.0008776336090337011
2015-12-28,0.002380076752853455
2015-12-29,0.0061243751235333654
2015-12-30,-0.010434679593618768
2015-12-31,-0.007281227673830326
2016-01-04,-0.010874972313080211
2016-01-05,0.020327293864479845
2016-01-06,0.003383165048381098
2016-01-07,-0.018107239342284864
2016-01-08,-0.005849668471919145
2016-01-11,-0.0016630282351387526
2016-01-12,0.018835995808433426
2016-01-13,-0.013457251282066207
2016-01-14,0.008829397105204917
2016-01-15,-0.034500489347103036
2016-01-19,0.010246949643024195
