Date,IDXX
2015-01-05,-0.006923262470535985
2015-01-06,0.0032123657203595446
2015-01-07,0.02016628109064067
2015-01-08,0.00727925936893592
2015-01-09,-0.005569159502043286
2015-01-12,0.008533893809046011
2015-01-13,0.03126856345571061
2015-01-14,0.0285256214630909
2015-01-15,-0.013212808709939461
2015-01-16,0.007326493075817453
2015-01-20,0.0031976580931134535
2015-01-21,-0.001062488555908181
2015-01-22,0.034474093998072775
2015-01-23,0.010402813951853052
2015-01-26,-0.005746387340520687
2015-01-27,-0.007344979987193967
2015-01-28,-0.01667879620669921
2015-01-29,0.00733980389543798
2015-01-30,-0.03000250389130865
2015-02-02,-0.0010099966163282792
2015-02-03,-0.00853020909632507
2015-02-04,-0.009814597597219699
2015-02-05,0.003926115913767569
2015-02-06,-0.007949674755351133
2015-02-09,-0.012084854010549817
2015-02-10,0.009354405574973024
2015-02-11,0.019248225288154286
2015-02-12,0.0005722409578796661
2015-02-13,0.010930358502998061
2015-02-17,-0.01929851199951038
2015-02-18,0.004294584914660504
2015-02-19,-0.0008935371214762178
2015-02-20,0.010284915544928497
2015-02-23,0.0019602455222713644
2015-02-24,-0.00927679640552792
2015-02-25,0.000636924907496228
2015-02-26,0.005983846605893017
2015-02-27,-0.0075934756534301595
2015-03-02,0.016769781624090596
2015-03-03,-0.013984766665221748
2015-03-04,0.0021625110088336896
2015-03-05,0.0020307929844241013
2015-03-06,-0.021280642367092484
2015-03-09,-0.013654310664721558
2015-03-10,-0.012728004623487221
2015-03-11,-0.0033891182968887046
2015-03-12,0.0023338407725992383
2015-03-13,-0.008781314927504558
2015-03-16,0.02302008507235742
2015-03-17,-0.0049202915176624895
2015-03-18,-0.00019777677179211306
2015-03-19,0.018463588291794286
2015-03-20,-0.010683029647694409
2015-03-23,0.010667471148356755
2015-03-24,-0.012044197628549136
2015-03-25,-0.016189297385653556
2015-03-26,0.000333029919627581
2015-03-27,0.02011324938543102
2015-03-30,0.019194375377372896
2015-03-31,-0.010441386691689036
2015-04-01,-0.01760746566500737
2015-04-02,0.008697992698986967
2015-04-06,0.0
2015-04-07,-0.013130353297579944
2015-04-08,0.015489483182910213
2015-04-09,-0.004106674061491455
2015-04-10,0.005105372336228653
2015-04-13,-0.004884084474629069
2015-04-14,-0.006544074445237524
2015-04-15,-0.005401436523396308
2015-04-16,0.0066229549216438865
2015-04-17,-0.016909054749223884
2015-04-20,0.01806984996204708
2015-04-21,0.020378689212601442
2015-04-22,0.004831851527520525
2015-04-23,0.02199136147295211
2015-04-24,0.029171953157621777
2015-04-27,-0.018226183709492028
2015-04-28,-0.17074382476626748
2015-04-29,-0.0223120379006575
2015-04-30,-0.03989890497331583
2015-05-01,0.06030142588798282
2015-05-04,-0.01812975653431592
2015-05-05,-0.027275552187056018
2015-05-06,0.007403926025399743
2015-05-07,0.01845186045974767
2015-05-08,-0.0004605985039450866
2015-05-11,0.0026113390619031396
2015-05-12,0.008809630874981877
2015-05-13,-0.007213888151189618
2015-05-14,0.019427819943495628
2015-05-15,0.014705932861785564
2015-05-18,0.0022181882637080097
2015-05-19,-0.0014017057106983088
2015-05-20,0.013224922093936442
2015-05-21,0.006489714114112921
2015-05-22,0.004998931011435559
2015-05-26,-0.006560003273511805
2015-05-27,-0.003410501625640716
2015-05-28,-0.009392699290300732
2015-05-29,-0.0033075849919017575
2015-06-01,-0.0005162781789649351
2015-06-02,-0.010772459737534823
2015-06-03,-0.014171768863103673
2015-06-04,0.0018158848187110888
2015-06-05,-0.009138333059448778
2015-06-08,-0.0016005446643491128
2015-06-09,-0.013207198364598938
2015-06-10,0.007968426605823531
2015-06-11,0.0039144200775647064
2015-06-12,-0.008944939920852657
2015-06-15,0.021677061272457943
2015-06-16,0.003322277509024696
2015-06-17,-0.0006020607173008452
2015-06-18,0.012951816123323079
2015-06-19,-0.01129946643015467
2015-06-22,0.00015040806361610315
2015-06-23,-0.01112622867833224
2015-06-24,-0.015052423814801874
2015-06-25,-0.006174768962896926
2015-06-26,-0.010717593292105199
2015-06-29,-0.0026691501430496922
2015-06-30,0.009760688403914974
2015-07-01,-0.015746777847587712
2015-07-02,-0.011563433072790286
2015-07-06,0.0030448497125465934
2015-07-07,0.0007988374650687025
2015-07-08,-0.01085568824715144
2015-07-09,0.014686892525151096
2015-07-10,0.0194050807496855
2015-07-13,0.012638558812171352
2015-07-14,-0.0027735023257897673
2015-07-15,-0.00927068082206961
2015-07-16,-0.004522783891221849
2015-07-17,-0.009086664803642619
2015-07-20,0.0023715656265439478
2015-07-21,0.009305995873628792
2015-07-22,0.09954678488511948
2015-07-23,-0.04704373976521503
2015-07-24,-0.011633204670987052
2015-07-27,0.0004527902551891838
2015-07-28,-0.006938260824936537
2015-07-29,0.00941681016202045
2015-07-30,0.07342758532414884
2015-07-31,0.019484259747637456
2015-08-03,0.01979918528182556
2015-08-04,-0.009707445577430085
2015-08-05,0.02273663536727777
2015-08-06,0.001198034273164561
2015-08-07,0.017816832649873104
2015-08-10,0.012018264301351778
2015-08-11,-0.0030979457853086423
2015-08-12,-0.0012949125879669898
2015-08-13,0.0003890368178389725
2015-08-14,0.00583199749721075
2015-08-17,0.013529223598766071
2015-08-18,-0.0033053918653160874
2015-08-19,-0.002423500480972951
2015-08-20,-0.030430856428567354
2015-08-21,-0.021495514221983925
2015-08-24,-0.04501342958572385
2015-08-25,-0.012983321493380218
2015-08-26,0.02845292814275635
2015-08-27,0.020714553836340244
2015-08-28,-0.0028602436626248284
2015-08-31,-0.023767216029628058
2015-09-01,-0.013012456825121532
2015-09-02,0.033597997105502486
2015-09-03,0.0008228988558525163
2015-09-04,-0.00561879752296135
2015-09-08,0.03031979949916841
2015-09-09,-0.005484264986539866
2015-09-10,0.013180946564171014
2015-09-11,0.013540377250407909
2015-09-14,-0.008513445171832279
2015-09-15,0.01638052236662424
2015-09-16,0.00025989917379631855
2015-09-17,0.012474000726259593
2015-09-18,-0.016427089442707543
2015-09-21,-0.002479155048530912
2015-09-22,-0.0037932413042363056
2015-09-23,0.0064337951708017815
2015-09-24,-0.0074363950877649465
2015-09-25,-0.02024186223006552
2015-09-28,-0.02803868985262903
2015-09-29,-0.005797076420104741
2015-09-30,0.030820508931359347
2015-10-01,-0.007676763566656142
2015-10-02,0.025515706373930414
2015-10-05,-0.007278923241584079
2015-10-06,-0.044127517580612396
2015-10-07,0.01311021591932282
2015-10-08,0.00770921755643017
2015-10-09,0.0116121057234011
2015-10-12,0.015665036933274035
2015-10-13,-0.032841394106772004
2015-10-14,-0.01608466047987156
2015-10-15,0.02501049214978268
2015-10-16,0.004634628340538072
2015-10-19,0.007055689199364945
2015-10-20,0.000673611176785327
2015-10-21,0.005520448103422115
2015-10-22,-0.018478806210212695
2015-10-23,0.023465123051824355
2015-10-26,0.012263474266962282
2015-10-27,0.010534571986359209
2015-10-28,-0.10190252687661583
2015-10-29,0.015089973058008077
2015-10-30,-0.01915375007756437
2015-11-02,0.014281487734097764
2015-11-03,0.00617816543969707
2015-11-04,0.005569033220713671
2015-11-05,0.0039761259099315716
2015-11-06,-0.0022630274345269985
2015-11-09,0.001984680859532295
2015-11-10,0.002405180648150873
2015-11-11,-0.015666910857549343
2015-11-12,-0.03627758613126131
2015-11-13,-0.003719684621417585
2015-11-16,0.014336904085998858
2015-11-17,0.003828064535333686
2015-11-18,0.002786776775532296
2015-11-19,0.010092069391443914
2015-11-20,0.002461711618156448
2015-11-23,-0.0021667126766632405
2015-11-24,-0.0010133134477241512
2015-11-25,0.01782344137754066
2015-11-27,0.006121872412492957
2015-11-30,0.0021225630361600967
2015-12-01,0.010166636879493485
2015-12-02,0.004752534715397605
2015-12-03,-0.025876470247960692
2015-12-04,0.005427090845913751
2015-12-07,-0.002982941476151302
2015-12-08,-0.009260599847129458
2015-12-09,-0.007621495144078061
2015-12-10,0.0005796393897854468
2015-12-11,-0.008689443548117959
2015-12-14,0.005405445771777151
2015-12-15,0.005521610797777354
