Date,APD
2015-01-05,-0.0319740405564376
2015-01-06,-0.0003551880653183126
2015-01-07,0.01080084329129094
2015-01-08,0.023128152049412654
2015-01-09,-0.014978427208867773
2015-01-12,-0.00690594955452295
2015-01-13,-0.005268095967925213
2015-01-14,-0.011932889747119813
2015-01-15,-0.0033589419591278924
2015-01-16,0.0017923682485396775
2015-01-20,0.011953501598254146
2015-01-21,0.012165457260761459
2015-01-22,0.00852560949693637
2015-01-23,-0.005958779476515685
2015-01-26,-0.002648882295640642
2015-01-27,-0.00859667997673419
2015-01-28,-0.021290007059176053
2015-01-29,0.0587768200127583
2015-01-30,-0.009388334839465218
2015-02-02,0.014216039562502836
2015-02-03,0.004943123469183908
2015-02-04,6.737112977939219e-05
2015-02-05,0.020886581607028498
2015-02-06,-0.007919721697767224
2015-02-09,-0.003658684406291468
2015-02-10,0.003471770452367018
2015-02-11,-0.001862865470835473
2015-02-12,0.014732269128518771
2015-02-13,0.0038759657421312266
2015-02-17,0.004253588138400266
2015-02-18,0.0026720117066689753
2015-02-19,0.014362553213139728
2015-02-20,0.010122976227658231
2015-02-23,-0.00989482660794394
2015-02-24,0.005637548825333516
2015-02-25,0.00044564871159269437
2015-02-26,-0.002674055753270066
2015-02-27,-0.0031281416897492864
2015-03-02,0.012744482993833461
2015-03-03,-0.013090415530405464
2015-03-04,-0.008458218322184297
2015-03-05,0.0007757256506180088
2015-03-06,-0.014529615245710614
2015-03-09,0.008387432498307312
2015-03-10,-0.011631451346013844
2015-03-11,-0.005259773523153877
2015-03-12,0.013152878289722336
2015-03-13,-0.008415517960041696
2015-03-16,0.004144695121942599
2015-03-17,6.57871720868286e-05
2015-03-18,0.013364579255296327
2015-03-19,-0.01577455033619446
2015-03-20,0.003087271758516641
2015-03-23,-0.005369711295478696
2015-03-24,0.0019094195885469567
2015-03-25,-0.00998860837193094
2015-03-26,0.0033189563664903776
2015-03-27,0.010518889423134725
2015-03-30,0.012241631365182526
2015-03-31,-0.016385231456821137
2015-04-01,-0.007865954605058345
2015-04-02,0.006329387866625513
2015-04-06,0.006951691213468392
2015-04-07,-0.005983196377984279
2015-04-08,-0.001388924756264509
2015-04-09,0.007153947692552398
2015-04-10,-0.0008551258563783692
2015-04-13,-0.008820578750366903
2015-04-14,0.00836759697817091
2015-04-15,0.0033591777540042944
2015-04-16,-0.0049890484556269765
2015-04-17,-0.011478066655034036
2015-04-20,0.010143579263446778
2015-04-21,0.003699242705102357
2015-04-22,-0.0030277229868500566
2015-04-23,-0.005743719387302115
2015-04-24,-0.003585235870540604
2015-04-27,0.00666401135621153
2015-04-28,0.012577347690555074
2015-04-29,-0.0071260358141039815
2015-04-30,-0.05557370385116589
2015-05-01,0.022101520315850998
2015-05-04,0.006684672986392304
2015-05-05,-0.014704020461557943
2015-05-06,0.0009627167194956598
2015-05-07,0.0043972251925070704
2015-05-08,0.012176415043336553
2015-05-11,-0.013246276607459029
2015-05-12,-0.010478829516576305
2015-05-13,0.0032529747535443576
2015-05-14,0.01842032385293879
2015-05-15,0.005825643251543333
2015-05-18,-0.003704049435781065
2015-05-19,-0.002839164303259256
2015-05-20,-0.0026439757097372896
2015-05-21,0.005913691176733904
2015-05-22,-0.008243792865374355
2015-05-26,-0.004973996793383617
2015-05-27,0.010271649294527396
2015-05-28,0.004472874792851744
2015-05-29,-0.00971657508451429
2015-06-01,0.004701897736968386
2015-06-02,0.004746912988928376
2015-06-03,0.0012828543512886093
2015-06-04,-0.01624697617716897
2015-06-05,-0.0023980347642900135
2015-06-08,-0.007143589625442703
2015-06-09,-0.0007614278037683109
2015-06-10,0.010454864284262344
2015-06-11,0.0017817823071923922
2015-06-12,-0.00855018164983834
2015-06-15,-0.0056567475347669705
2015-06-16,0.010962071730987732
2015-06-17,0.0031569687378261158
2015-06-18,0.005268025900686979
2015-06-19,-0.012045785390002894
2015-06-22,0.0046840110930046475
2015-06-23,-0.0067191213165452846
2015-06-24,-0.007938147130765683
2015-06-25,-0.006192949888660482
2015-06-26,-0.00525039762439472
2015-06-29,-0.029305655042111023
2015-06-30,-0.0021881629917910317
2015-07-01,0.012351487074420353
2015-07-02,-0.008230108261679026
2015-07-06,-0.009244273730664054
2015-07-07,0.005950993861189913
2015-07-08,-0.028703121050282054
2015-07-09,-0.005488864774489621
2015-07-10,0.027748590820099617
2015-07-13,0.004119551427138379
2015-07-14,0.005128447817130066
2015-07-15,0.0022596714289899733
2015-07-16,-0.0031270891827901437
2015-07-17,-0.006274180835232235
2015-07-20,-0.00712135246458423
2015-07-21,-0.013309892220249142
2015-07-22,-0.004796138492007218
2015-07-23,-0.0006776231855815107
2015-07-24,-0.01996855960385513
2015-07-27,-0.009533790856937063
2015-07-28,0.03105091451670372
2015-07-29,0.009938191441467792
2015-07-30,0.06113046049262372
2015-07-31,0.0011943493970123509
2015-08-03,0.023647147068339702
2015-08-04,0.001439834033274634
2015-08-05,0.00930953200158835
2015-08-06,-0.00291664127923541
2015-08-07,-0.00564555518967047
2015-08-10,0.014775325078308477
2015-08-11,-0.011122372979024409
2015-08-12,-0.008997819477522206
2015-08-13,0.002476165666257746
2015-08-14,0.006861769699923581
2015-08-17,0.00013614241227588586
2015-08-18,-0.004974292012460024
