Date,CMCSA
2015-01-05,-0.02039403283570218
2015-01-06,-0.013044957774745458
2015-01-07,-0.0009051616845059396
2015-01-08,0.021746722268662477
2015-01-09,-0.0015960581076504
2015-01-12,-0.0021319097308818424
2015-01-13,0.011928083085208874
2015-01-14,-0.01794533407592791
2015-01-15,0.0032246612035975453
2015-01-16,0.013750246643037922
2015-01-20,-0.016910646943452123
2015-01-21,-0.000716083300364545
2015-01-22,0.014344089286700834
2015-01-23,-0.00459586213132912
2015-01-26,0.006748062193560278
2015-01-27,-0.005820724455374182
2015-01-28,-0.031405256877597876
2015-01-29,-0.013189444504441039
2015-01-30,-0.013365191530007259
2015-02-02,0.012417355934946972
2015-02-03,0.02973449297510844
2015-02-04,0.02688986031134677
2015-02-05,0.0012307151633370594
2015-02-06,-0.0008779409533903326
2015-02-09,0.0029868562495432016
2015-02-10,0.005605230201871869
2015-02-11,0.006444945880207831
2015-02-12,0.01038433030119923
2015-02-13,0.018670304817374417
2015-02-17,-0.011266113036643044
2015-02-18,-0.009863702656752293
2015-02-19,-0.006355278727077085
2015-02-20,0.011235849679102516
2015-02-23,-0.0049572253515808296
2015-02-24,0.016492146139370556
2015-02-25,0.007605227962809158
2015-02-26,-0.007883473509161298
2015-02-27,0.0038887045756466065
2015-03-02,0.008251851692318457
2015-03-03,0.0015030996930447404
2015-03-04,0.007838691246777163
2015-03-05,-0.0016546251225176833
2015-03-06,0.0006628345648433953
2015-03-09,0.003312779948361211
2015-03-10,-0.03087319936261701
2015-03-11,-0.01090306571407984
2015-03-12,0.021874130719148344
2015-03-13,-0.004719597728675251
2015-03-16,0.011854288608965646
2015-03-17,-0.010376467284215707
2015-03-18,-0.002367453373711137
2015-03-19,-0.004068580107833619
2015-03-20,0.011914901827369873
2015-03-23,-0.005551307097008129
2015-03-24,-0.026217241353598708
2015-03-25,-0.01806529503462284
2015-03-26,-0.010967947597355199
2015-03-27,0.0005368384133703774
2015-03-30,0.016520226632781077
2015-03-31,-0.0024733748447538506
2015-04-01,0.010448279840537422
2015-04-02,0.015422338607875341
2015-04-06,0.004659906558827309
2015-04-07,0.0018899969263628247
2015-04-08,0.014745886594312418
2015-04-09,0.00692823257217845
2015-04-10,0.0036920505629889355
2015-04-13,-0.017221423123648827
2015-04-14,0.003402773709764162
2015-04-15,0.0157678690237113
2015-04-16,-0.004006068468859536
2015-04-17,-0.02094860995627945
2015-04-20,0.0008559563134558079
2015-04-21,0.006328197781233724
2015-04-22,-0.0013599671503143895
2015-04-23,0.007998892357521381
2015-04-24,0.006922300859175001
2015-04-27,-0.01274302942738037
2015-04-28,0.0020375408110160365
2015-04-29,-0.011186180252199529
2015-04-30,-0.009941847589914121
2015-05-01,0.011253411620646414
2015-05-04,0.006334616428093298
2015-05-05,-0.013610110311401136
2015-05-06,-0.005518977520686308
2015-05-07,0.004508903013420884
2015-05-08,0.008460020207730734
2015-05-11,-0.010957192213715827
2015-05-12,-0.007615899291685935
2015-05-13,-0.018315318123829583
2015-05-14,0.0046199773833959235
2015-05-15,0.00176874938747984
2015-05-18,0.005826133008197676
2015-05-19,0.004563767161107846
2015-05-20,0.005941007046324387
2015-05-21,-0.0005211229013201146
2015-05-22,0.005734586423692178
2015-05-26,0.012442286942107028
2015-05-27,0.012800441840155496
2015-05-28,-0.005223855427659574
2015-05-29,-0.009656035692218956
2015-06-01,0.005473661494544757
2015-06-02,0.0006803086100388711
2015-06-03,0.008500699933212452
2015-06-04,-0.006237195704910992
2015-06-05,-0.004410725632102985
2015-06-08,-0.013972068681124772
2015-06-09,-0.0003452533374489475
2015-06-10,0.006568664661899648
2015-06-11,0.00910179827185087
2015-06-12,-0.008508887197660409
2015-06-15,0.0013730923076782364
2015-06-16,0.009256325497429163
2015-06-17,0.012567688011606792
2015-06-18,0.014424519296607485
2015-06-19,0.0004962883626757897
2015-06-22,0.007602021786325741
2015-06-23,-0.0034445160272267294
2015-06-24,-0.006583138856036119
2015-06-25,0.008614904745564145
2015-06-26,0.006405951945181343
2015-06-29,-0.017043410775833934
2015-06-30,0.0026673606454001852
2015-07-01,0.03508481206125125
2015-07-02,0.0014457209999192422
2015-07-06,-0.00368928665393653
2015-07-07,0.006440528001426582
2015-07-08,-0.013118100010702904
2015-07-09,0.005187235882247121
2015-07-10,0.01902921840533378
2015-07-13,0.008387344360037297
2015-07-14,-0.007533083587288991
2015-07-15,0.008064624536772813
2015-07-16,0.008941016503553723
2015-07-17,-0.0007773297491039388
2015-07-20,0.0007779344607030669
2015-07-21,-0.0007773297491039388
2015-07-22,0.0035785732487694233
2015-07-23,-0.0314728563145088
2015-07-24,-0.004802175598280667
2015-07-27,-0.017049984425639875
2015-07-28,0.021272982102385596
2015-07-29,0.0011214129618624114
2015-07-30,-0.0019206092324689505
2015-07-31,0.0008019927436331287
2015-08-03,0.012818753669391336
2015-08-04,-0.007435742197413386
2015-08-05,-0.04670049393590203
2015-08-06,-0.0175559570836894
2015-08-07,0.0010210589735120124
2015-08-10,0.0107109183758205
2015-08-11,-0.011101852767453013
2015-08-12,0.010546210746936069
2015-08-13,0.003871396364842239
2015-08-14,-0.012742976995929522
2015-08-17,0.025984905559414795
2015-08-18,-0.011918518074471196
2015-08-19,0.003853074944665247
2015-08-20,-0.02586791058139215
2015-08-21,-0.027240082556326706
2015-08-24,-0.04173977830003861
2015-08-25,-0.010292310153052653
2015-08-26,0.028783664438291057
2015-08-27,0.02472912786011139
2015-08-28,0.00017605718702906614
2015-08-31,-0.007925069852202316
2015-09-01,-0.02325617285134829
2015-09-02,0.015631144618094783
2015-09-03,0.005905427891689685
2015-09-04,-0.007650066288270363
2015-09-08,0.0238436782971021
2015-09-09,-0.007704518799133475
2015-09-10,-0.0022937146337281833
2015-09-11,-0.002299412587536187
2015-09-14,-0.0028363394745777315
2015-09-15,0.015822308441390653
2015-09-16,0.010500491633985032
2015-09-17,0.012469735660169956
2015-09-18,-0.01779015893823621
2015-09-21,0.008185451242865405
2015-09-22,-0.003109377097468946
2015-09-23,-0.005891605510771725
2015-09-24,-0.009586814442390179
2015-09-25,-0.004927714401686378
2015-09-28,-0.030598097864474427
2015-09-29,0.0060206282336767725
2015-09-30,0.03155625745222013
2015-10-01,0.009317883884260025
2015-10-02,0.02281843069632128
2015-10-05,0.019668034540399892
2015-10-06,-0.010902103743209879
2015-10-07,0.012379058831124112
2015-10-08,0.021440696845678398
2015-10-09,-0.00803537201220439
2015-10-12,-0.0036371358496013473
2015-10-13,-0.0018251270987057477
2015-10-14,-0.003656769566837359
2015-10-15,0.017851009250555938
