Date,GEHC
2022-12-16,-0.054333212577540424
2022-12-19,-0.0042300289528551804
2022-12-20,0.01256645208166085
2022-12-21,-0.004369813812765133
2022-12-22,0.01123577070563253
2022-12-23,-0.00173593125004734
2022-12-27,-0.0008696748071674865
2022-12-28,0.0008704317997751954
2022-12-29,0.008695615682602797
2022-12-30,0.006551718012440144
2023-01-03,-0.040767303334990124
2023-01-04,0.08017849543645728
2023-01-05,-0.02463218565913161
2023-01-06,-0.0008473697132549418
2023-01-09,-0.01441906142419458
2023-01-10,0.03270220631860954
2023-01-11,0.08316669565869628
2023-01-12,0.010155439193071603
2023-01-13,-0.0031986477769905264
2023-01-17,-0.03224340205303411
2023-01-18,-0.019737888552316174
2023-01-19,0.029961216752886877
2023-01-20,0.04426051972135703
2023-01-23,0.04118595373270195
2023-01-24,0.0011506947307040605
2023-01-25,-0.012787274250123493
2023-01-26,0.007422588648137385
2023-01-27,0.012424104092140231
2023-01-30,0.020262465114469164
2023-01-31,-0.02769228560564907
2023-02-01,0.007048404657564511
2023-02-02,0.009141674564745017
2023-02-03,-0.001415606344336462
2023-02-06,0.01856838664095073
2023-02-07,-0.0032007729782528305
2023-02-08,-0.020382462182780947
2023-02-09,-0.025081875584045843
2023-02-10,0.012132825051811347
2023-02-13,0.0027440480168021697
2023-02-14,0.04580136080000541
2023-02-15,-0.003993768809146703
2023-02-16,-0.019496531584349386
2023-02-17,0.031871118075327054
2023-02-21,-0.009566607421729212
2023-02-22,-0.0073135731207214505
2023-02-23,0.05504582857627205
2023-02-24,-0.011725779335087672
2023-02-27,0.01373151668002448
2023-02-28,-0.0005261656336774667
2023-03-01,-0.009210478173797387
2023-03-02,-0.0034529242276317706
2023-03-03,0.017723992487944207
2023-03-06,0.004059135306282213
2023-03-07,-0.005607747950840403
2023-03-08,0.004983551747573367
2023-03-09,-0.0032625414715234946
2023-03-10,-0.018460193318285523
2023-03-13,0.01694018166623401
2023-03-14,0.011804807568644993
2023-03-15,-0.0049260540753748305
2023-03-16,-0.0018237571032968525
2023-03-17,-0.010180511421032601
2023-03-20,-0.008438530890608642
2023-03-21,0.01755324377666012
2023-03-22,-0.022869915517700012
2023-03-23,0.01257189387568003
2023-03-24,0.009906255425735866
2023-03-27,-0.001046550770636423
2023-03-28,0.0068083026290268744
2023-03-29,0.03042883914699357
2023-03-30,0.0365980463769886
2023-03-31,-0.0013392897110916513
2023-04-03,-0.002681984859298936
2023-04-04,-0.002689197245595354
2023-04-05,-0.005760466553194288
2023-04-06,-0.011834338524670973
2023-04-10,0.005364393651982935
2023-04-11,0.0
2023-04-12,0.01439370068261936
2023-04-13,0.01455668672613597
2023-04-14,-0.006872546591102036
2023-04-17,0.004249190751009602
2023-04-18,0.011363642677608476
2023-04-19,0.024981886269118903
2023-04-20,-0.00874629838717822
2023-04-21,0.017411996899839632
2023-04-24,0.015148005559548094
2023-04-25,-0.08429229332714627
2023-04-26,-0.0033584597643274705
2023-04-27,0.017473601341753575
2023-04-28,-0.002207874753286765
2023-05-01,-0.006884645274641832
2023-05-02,-0.028719976694848603
2023-05-03,0.015931642116380873
2023-05-04,-0.018190832536168378
2023-05-05,0.009327509590274952
2023-05-08,0.005443949124638969
2023-05-09,-0.03840334776009646
2023-05-10,-0.006154402614104049
2023-05-11,-0.011989498856206149
2023-05-12,-0.0009333508623918796
2023-05-15,0.00013353343581123944
2023-05-16,0.038035488571023235
2023-05-17,0.03239910034561855
2023-05-18,-0.007596554572523506
2023-05-19,-0.004392092100222844
2023-05-22,-0.0028997837665404314
2023-05-23,-0.023899977632079628
2023-05-24,-0.008550495869834585
2023-05-25,0.043512510912497415
2023-05-26,-0.017906251429287035
2023-05-30,-0.005992733737118727
2023-05-31,0.019881988295086916
2023-06-01,0.004024869207641446
2023-06-02,0.001753533613390923
2023-06-05,0.006502503562976214
2023-06-06,0.030314253300575356
2023-06-07,-0.029542927280901465
2023-06-08,-0.03392149984219972
2023-06-09,-0.00836018751969747
2023-06-12,0.015175125641665899
2023-06-13,-0.0061326567469300874
2023-06-14,0.009512814624292654
2023-06-15,0.007258473582175018
2023-06-16,-0.005689018704051474
2023-06-20,0.0031786168888459088
2023-06-21,0.009125484215407598
2023-06-22,0.007410118804836774
2023-06-23,-0.004862213883949584
2023-06-26,-0.02530687331175674
2023-06-27,-0.00938295080870033
2023-06-28,0.0015569115247022758
2023-06-29,0.01930307203990922
2023-06-30,0.03253676964359897
2023-07-03,-0.006769959646044876
2023-07-05,-0.0004959409896651001
2023-07-06,-0.018970657741249397
2023-07-07,0.0063194694262664886
2023-07-10,0.013062174925505987
2023-07-11,0.007438558437658838
2023-07-12,0.005291659936852433
2023-07-13,-0.0035501043902979035
2023-07-14,0.00515960845375063
2023-07-17,-0.007699591730999211
2023-07-18,0.01576520858890551
2023-07-19,-0.008730364548848013
2023-07-20,0.0015908623206264405
2023-07-21,0.009529638907112226
2023-07-24,-0.024204401078106175
2023-07-25,-0.005208869318024334
2023-07-26,-0.03465896164258486
2023-07-27,-0.007361655942060508
2023-07-28,0.013140848930630389
2023-07-31,0.001669614992778845
2023-08-01,-0.003974292808363145
2023-08-02,-0.014158936640270903
2023-08-03,-0.007442194690371662
2023-08-04,-0.0015786421140392415
2023-08-07,-0.00408445565098059
2023-08-08,-0.021960393075866613
2023-08-09,-0.00013542784015374565
2023-08-10,-0.021915254595332834
2023-08-11,-0.009820613070767092
2023-08-14,0.00293362963666266
2023-08-15,-0.0175487992289991
2023-08-16,0.001842892017682951
2023-08-17,-0.03226261022335497
2023-08-18,-0.00043874724677706034
2023-08-21,0.00892335561886104
2023-08-22,-0.0005798919014905479
2023-08-23,0.0008703980810820244
2023-08-24,-0.008117131497885288
2023-08-25,0.0023382075166722416
2023-08-28,0.010497221353300334
2023-08-29,0.01688059010997467
2023-08-30,-0.0012769930127043416
2023-08-31,0.0008523447091663972
2023-09-01,-0.017033354600262895
2023-09-05,-0.02295996221459351
2023-09-06,-0.010050385992429356
2023-09-07,-0.016124199258404803
2023-09-08,-0.015174520752949672
2023-09-11,0.026502274610893606
2023-09-12,-0.018312834392032018
2023-09-13,-0.013302686953858278
2023-09-14,0.022779972518035096
2023-09-15,0.006515201227700773
2023-09-18,-0.002258000917903402
2023-09-19,-0.0024139388976192055
2023-09-20,-0.016787615152856983
2023-09-21,-0.01722820207409337
2023-09-22,0.006886898455193746
2023-09-25,0.03342155188497853
2023-09-26,-0.004061712327923295
2023-09-27,0.03126432486744379
2023-09-28,0.021968442490767348
2023-09-29,-0.02493571553076135
2023-10-02,-0.0029394280715381305
2023-10-03,-0.01267675812587532
2023-10-04,0.0134367565276996
2023-10-05,-0.004124876436388258
2023-10-06,0.012721876439124591
2023-10-09,-0.009640668924202789
2023-10-10,0.005752219233275957
2023-10-11,-0.006012639080795745
2023-10-12,-0.018736988751234085
2023-10-13,0.009171445259338773
2023-10-16,-0.0035758212670986556
2023-10-17,-0.0011959126774298001
2023-10-18,-0.023502972620811913
2023-10-19,0.0038340918865413798
2023-10-20,-0.021390158349327115
2023-10-23,-0.0009368207713442711
2023-10-24,0.010626580368446215
2023-10-25,-0.0024740808325934838
2023-10-26,-0.009300873389377018
2023-10-27,-0.012674097800463135
2023-10-30,0.0011093419652401515
2023-10-31,0.053823040253534904
2023-11-01,0.025687399405385447
2023-11-02,0.014206101477948208
2023-11-03,0.03350177432589807
2023-11-06,-0.006706777408261422
2023-11-07,-0.005485855292754693
2023-11-08,-0.010042464958833652
2023-11-09,-0.024003466640255877
2023-11-10,0.017713344617449556
2023-11-13,0.007048388722754151
2023-11-14,0.03142406388546215
2023-11-15,-0.009555497303536664
2023-11-16,0.00559290625942066
2023-11-17,0.015016465399257273
2023-11-20,0.004520724397532039
2023-11-21,0.0006818440527183167
2023-11-22,0.002997965349847531
2023-11-24,0.001494762095394675
2023-11-27,-0.034866519202364166
2023-11-28,-0.04231083729553675
2023-11-29,-0.0061648633782454
2023-11-30,0.011076795059573374
2023-12-01,0.013876835942376431
2023-12-04,-0.000576391684439348
2023-12-05,-0.02075820745457535
2023-12-06,0.0017666236639943822
2023-12-07,-0.009699014065678524
2023-12-08,0.0167681698031934
2023-12-11,0.03809100665268583
2023-12-12,0.012934075957645508
2023-12-13,0.029562902430231297
2023-12-14,0.023456590079479867
2023-12-15,-0.011986411121032159
2023-12-18,0.0006663687574339772
2023-12-19,0.008393427637202633
2023-12-20,-0.003302921521270541
2023-12-21,0.023197373003591704
2023-12-22,0.0050523302550053995
2023-12-26,0.007218399764413075
2023-12-27,-0.006014897715895695
2023-12-28,-0.0016736368700527304
2023-12-29,-0.002837322408334675
2024-01-02,-0.012286508737556656
2024-01-03,-0.0034045524605939015
2024-01-04,0.006043838284652603
2024-01-05,0.0006530922860568111
2024-01-08,0.009657979431433539
2024-01-09,-0.009048634817349965
