Date,GEHC
2024-01-10,-0.006391812316277723
2024-01-11,0.001050274351026781
2024-01-12,-0.0006560337950721751
2024-01-16,-0.015754243322798622
2024-01-17,-0.029611806528308193
2024-01-18,0.010584153741301172
2024-01-19,0.008025034646087725
2024-01-22,0.007151450630553224
2024-01-23,-0.012995831693881521
2024-01-24,-0.02877676257190609
2024-01-25,0.018448615848752015
2024-01-26,0.0038424929488873882
2024-01-29,0.01681481806757046
2024-01-30,-0.005109010807408221
2024-01-31,-0.0086484886487036
2024-02-01,0.013494892983203943
2024-02-02,-0.0059177434787967
2024-02-05,-0.006765065041458906
2024-02-06,0.11646911570681207
2024-02-07,-0.0015860634692266284
2024-02-08,0.0028105125187485314
2024-02-09,-0.008773999041711278
2024-02-12,0.022498162269747768
2024-02-13,-0.01034025923891635
2024-02-14,0.010448297342038337
2024-02-15,0.029577976508547987
2024-02-16,0.0045545281355587885
2024-02-20,0.0043012898001337785
2024-02-21,-0.016321252101020423
2024-02-22,0.03130134955795616
2024-02-23,0.016316753907055226
2024-02-26,0.017402107723792692
2024-02-27,0.02096662231612778
2024-02-28,0.005404302180650911
2024-02-29,-0.018705718214153566
2024-03-01,0.015775678439048813
2024-03-04,0.00010780835188906046
2024-03-05,-0.009921340552552671
2024-03-06,0.014050789299471456
2024-03-07,-0.004725931463355537
2024-03-08,0.013058456173696609
2024-03-11,-0.00926824940191373
2024-03-12,-0.01268810174363022
2024-03-13,-0.03637550800920364
2024-03-14,-0.0016953100858113634
2024-03-15,0.012226909157406318
2024-03-18,0.013421238903988941
2024-03-19,0.0018761800508242388
2024-03-20,0.0012116560605339721
2024-03-21,0.003410779473425274
2024-03-22,-0.016118331978852818
2024-03-25,-0.016159672483485044
2024-03-26,0.008948763318231245
2024-03-27,0.013921720525242876
2024-03-28,0.006643743714141559
2024-04-01,-0.015179818996066463
2024-04-02,-0.01586065239425216
2024-04-03,0.010441473687645919
2024-04-04,-0.012018413028284436
2024-04-05,0.005798113083029577
2024-04-08,-0.008590582699173455
2024-04-09,-0.008778899459675471
2024-04-10,-0.017828277963319428
2024-04-11,0.03302495756810386
2024-04-12,-0.021879675440744317
2024-04-15,-0.00173844920084254
2024-04-16,-0.002902668307744105
2024-04-17,-0.008034451454258962
2024-04-18,-0.0022312100254255895
2024-04-19,-0.005648938729772457
2024-04-22,-0.0021304543123240594
2024-04-23,0.022891702833431005
2024-04-24,0.005566015999381557
2024-04-25,-0.008879253055185665
2024-04-26,0.0033740047482104796
2024-04-29,0.031307986720993775
2024-04-30,-0.14279283193978076
2024-05-01,0.026495383058113164
2024-05-02,-0.005494665987905156
2024-05-03,0.021071614018246976
2024-05-06,0.004152558319951316
2024-05-07,0.02042591677109562
2024-05-08,-0.003929707480668343
2024-05-09,0.019972919385450094
2024-05-10,0.008098635250350705
2024-05-13,-0.028417319408899022
2024-05-14,-0.006293943889386866
2024-05-15,0.01726299182274338
2024-05-16,-0.007325196341956719
2024-05-17,0.006764125181730973
2024-05-20,-0.0013439599879109254
2024-05-21,0.002324279929604822
2024-05-22,-0.016109256274733252
2024-05-23,-0.0160009877691496
2024-05-24,0.006554876697194123
2024-05-28,-0.013775893531556394
2024-05-29,-0.0038095681906881174
2024-05-30,0.0015297520548398502
2024-05-31,-0.007254664056654758
2024-06-03,-0.010897463920326866
2024-06-04,0.004795907840797975
2024-06-05,-0.007223926941557934
2024-06-06,0.0005196571673349304
2024-06-07,-0.008571329564871388
2024-06-10,-0.007335688362236081
2024-06-11,-0.013723895164897137
2024-06-12,0.016457139046013092
2024-06-13,0.013426305269261807
2024-06-14,-0.0064944247250494636
2024-06-17,0.013857981428069932
2024-06-18,0.009284243522550861
2024-06-20,0.014948235894442385
2024-06-21,-0.0033985427255133205
2024-06-24,-0.004041981525046534
2024-06-25,-0.0005073951411654898
2024-06-26,-0.010277809144306871
2024-06-27,0.010512746069947898
2024-06-28,-0.011418457629906897
2024-07-01,-0.02130375771072024
2024-07-02,0.0009178227339929901
2024-07-03,0.011921956343886597
2024-07-05,-0.0023303267634212643
2024-07-08,-0.009213805041842105
2024-07-09,0.006810919942325855
2024-07-10,0.02953021936490008
2024-07-11,0.010108786345719212
2024-07-12,0.0042531434728914075
2024-07-15,-0.0011209940248571026
2024-07-16,0.03055240905692025
2024-07-17,-0.0020571389874187718
2024-07-18,-0.018067107192755394
2024-07-19,-0.006300189708104087
2024-07-22,0.009820879725386256
2024-07-23,-0.005047372688545715
2024-07-24,-0.01398168197959515
2024-07-25,0.0028862990369220576
2024-07-26,0.007257138321687506
2024-07-29,0.019254584085717674
2024-07-30,0.007312784882850032
2024-07-31,0.023956350463479437
2024-08-01,-0.01453378483449519
2024-08-02,0.0004795357895621688
2024-08-05,-0.023010623867109614
2024-08-06,0.00036806331664052117
2024-08-07,-0.027099960648771404
2024-08-08,0.03755997386478915
2024-08-09,0.01311955951182231
2024-08-12,-0.012350177138669594
2024-08-13,0.021852567447501636
2024-08-14,-0.008316423610972401
2024-08-15,0.021924049854071592
2024-08-16,-0.005861711138702597
2024-08-19,0.009315938918270428
2024-08-20,-0.01927773347893913
2024-08-21,0.006433042179054604
2024-08-22,-0.0013020683735616156
2024-08-23,0.0048594336838485575
2024-08-26,-0.00342056271569513
2024-08-27,-0.0009466987611959077
2024-08-28,-0.005686752119301808
2024-08-29,0.0017872908938858512
2024-08-30,0.008801255670532582
2024-09-03,-0.00023588900782456346
2024-09-04,0.03242923327356917
2024-09-05,-0.002969713375520988
2024-09-06,-0.025203405713247085
2024-09-09,0.0003526209952120496
2024-09-10,0.005051674525415661
2024-09-11,0.01917007542551752
2024-09-12,0.0030966259854674494
2024-09-13,-0.006288517332504684
2024-09-16,-0.0031066903542755764
2024-09-17,0.001731298151647076
2024-09-18,0.02004833127821648
2024-09-19,0.023607893037566052
2024-09-20,-0.0037519341377344473
2024-09-23,0.006645975662292969
2024-09-24,0.014634813765376675
2024-09-25,0.008675800941187362
2024-09-26,-0.005590844297110431
2024-09-27,-0.005405950321578201
2024-09-30,0.020219643201924153
2024-10-01,-0.023228605760852505
2024-10-02,-0.0068725118783307115
2024-10-03,-0.012741696465680463
2024-10-04,0.017134015457134444
2024-10-07,-0.014876406001022024
2024-10-08,0.006995286945256751
2024-10-09,0.0008821464777766241
2024-10-10,-0.005728729985018055
2024-10-11,0.008642606134438235
2024-10-14,0.006481488788764755
2024-10-15,-0.009932434388184586
2024-10-16,-0.005401745216813358
2024-10-17,0.006650479758048444
2024-10-18,0.006057800036049832
2024-10-21,-0.016860008481444977
2024-10-22,-0.005456638369772171
2024-10-23,-0.0002239558699149713
2024-10-24,-0.004367689909931305
2024-10-25,-0.005399385483449426
2024-10-28,-0.028161085449099232
2024-10-29,-0.007680712527719735
2024-10-30,0.022633981202052844
2024-10-31,0.0017202248821233113
2024-11-01,-0.004579272154971004
2024-11-04,0.0004600689822300552
2024-11-05,0.013564739861751107
2024-11-06,-0.01576496795483906
2024-11-07,0.017861363994720936
2024-11-08,-0.02705774632635194
2024-11-11,-0.006399848942584718
2024-11-12,-0.005504122723738236
2024-11-13,-0.008714017162991694
2024-11-14,-0.014967957505746976
2024-11-15,-0.013989421762643395
2024-11-18,0.0117417219248519
2024-11-19,-0.0024177913534173534
2024-11-20,0.02884152378021443
2024-11-21,-0.0341578704779395
2024-11-22,0.005365882927749199
2024-11-25,0.002668529277551901
2024-11-26,-0.0018146136429406656
2024-11-27,0.00593865598740706
2024-11-29,0.0026506169155309234
2024-12-02,-0.0016823221315007686
2024-12-03,-0.006138569848313735
2024-12-04,0.0053287481665686975
2024-12-05,-0.017407510863817865
2024-12-06,-0.00398471008824508
2024-12-09,0.008124216275366303
2024-12-10,0.005616559919782826
2024-12-11,0.004735292273292835
2024-12-12,-0.013534742298680236
2024-12-13,-0.006492636200665536
2024-12-16,-0.009987758114664902
2024-12-17,-0.01295296975318605
2024-12-18,-0.027255634023866437
2024-12-19,0.004410562039435018
2024-12-20,0.019114088566673182
2024-12-23,0.0046886560799555
2024-12-24,0.0010092538546646601
2024-12-26,0.00441022749961828
2024-12-27,-0.002508995992334895
2024-12-30,-0.01144518923655824
2024-12-31,-0.005343425898736709
