Date,DHR
2015-01-05,-0.009916337521544527
2015-01-06,-0.006833848439267376
2015-01-07,0.0060501470227263265
2015-01-08,0.015448259656466234
2015-01-09,-0.006735116107086658
2015-01-12,-0.012393318435963363
2015-01-13,-0.001420355116337424
2015-01-14,-0.015767889530500234
2015-01-15,-0.0119251427105036
2015-01-16,0.00621751565446349
2015-01-20,0.005209601279364318
2015-01-21,0.003495170124689917
2015-01-22,0.014892874149800672
2015-01-23,-0.004260215050445715
2015-01-26,-0.0057043681808558455
2015-01-27,0.011713485400214774
2015-01-28,-0.021148129979893127
2015-01-29,0.013034950404003487
2015-01-30,-0.01846705145237648
2015-02-02,0.016508916530719953
2015-02-03,0.015284973430708337
2015-02-04,-0.007997819234565773
2015-02-05,0.013516546616127112
2015-02-06,-0.008072424152044677
2015-02-09,-0.004009318654132232
2015-02-10,0.011959609360002954
2015-02-11,0.002340162530051426
2015-02-12,0.010973889482582377
2015-02-13,0.002424619858851562
2015-02-17,-0.00011519925448710833
2015-02-18,0.007488599699009946
2015-02-19,-0.0024013728701830495
2015-02-20,0.0050433560838658575
2015-02-23,-0.009352184112628947
2015-02-24,0.002072393112348081
2015-02-25,0.002068000202831044
2015-02-26,0.006764485867366998
2015-02-27,-0.006035817038818836
2015-03-02,0.0021769994661517966
2015-03-03,-0.004801967413175734
2015-03-04,-0.010798236213208856
2015-03-05,0.002671230202992092
2015-03-06,-0.012971795530483554
2015-03-09,0.010208778830843368
2015-03-10,-0.01672699410988121
2015-03-11,-0.003307556196775696
2015-03-12,0.014104507780821285
2015-03-13,-0.0042076530028677395
2015-03-16,0.018779419173842404
2015-03-17,-0.006106049376398803
2015-03-18,0.011707414897577317
2015-03-19,-0.0030935241360386945
2015-03-20,0.001609296636347457
2015-03-23,-0.0043603857602115825
2015-03-24,-0.009681090094071254
2015-03-25,-0.01684212556646736
2015-03-26,-0.00035577931983110656
2015-03-27,0.0062855768123970535
2015-03-30,0.008839331898806924
2015-03-31,-0.008177902005061966
2015-04-01,-0.01177821593443329
2015-04-02,0.00345642711169436
2015-04-06,0.00926486031650331
2015-04-07,0.004236557946836639
2015-04-08,0.00023457114554825687
2015-04-09,0.0012884771755239388
2015-04-10,-0.005616466759511107
2015-04-13,0.002942082234551613
2015-04-14,0.0029332336209155763
2015-04-15,0.0014037604073440235
2015-04-16,-0.0018693464542368643
2015-04-17,-0.014278884091068367
2015-04-20,0.008311461115654728
2015-04-21,0.0032970048994176437
2015-04-22,0.0005871590786459269
2015-04-23,-0.006569029279438476
2015-04-24,-0.016412885248338283
2015-04-27,-0.002520620314782396
2015-04-28,0.002045647831929953
2015-04-29,-0.0055246916130495816
2015-04-30,-0.01111110362578649
2015-05-01,0.007815965675060044
2015-05-04,0.0020602296366856176
2015-05-05,-0.0035068933750160847
2015-05-06,-0.0007280592195448854
2015-05-07,0.010322533879758566
2015-05-08,0.010097715064668389
2015-05-11,-0.005593111071503287
2015-05-12,0.029200500886453318
2015-05-13,0.015697710431661127
2015-05-14,0.005609674093548733
2015-05-15,-0.015824411225556778
2015-05-18,0.009369686213157591
2015-05-19,-0.00882437045948603
2015-05-20,0.00612787435240203
2015-05-21,-0.0013790252060978947
2015-05-22,-0.003336996769236822
2015-05-26,-0.004964505130078067
2015-05-27,0.014388204384412573
2015-05-28,-0.0011442837602525513
2015-05-29,-0.01145200714357053
2015-06-01,0.0067192686995574125
