Date,PWR
2015-01-05,-0.02821879064441213
2015-01-06,-0.012340874081109843
2015-01-07,-0.0007351262117850643
2015-01-08,0.030526035514589767
2015-01-09,-0.017487585042329945
2015-01-12,-0.030875261604952797
2015-01-13,-0.007871139770934787
2015-01-14,-0.0049113165573704265
2015-01-15,-0.02088074709378429
2015-01-16,0.02248930381623193
2015-01-20,0.00037927163337103664
2015-01-21,0.029946752651426767
2015-01-22,0.002576515588673889
2015-01-23,0.00403824211501469
2015-01-26,0.007678034750554508
2015-01-27,-0.008345322300169378
2015-01-28,-0.03695568337467503
2015-01-29,0.01785711912213994
2015-01-30,-0.011571642750177857
2015-02-02,0.06306659929886194
2015-02-03,0.03090581782400581
2015-02-04,-0.027222514703872158
2015-02-05,0.025150403077148775
2015-02-06,0.0003455906766538508
2015-02-09,-0.006908485824734467
2015-02-10,-0.005217239760616832
2015-02-11,-0.002447621424767399
2015-02-12,0.011566748252136438
2015-02-13,-0.0034650148522282764
2015-02-17,-0.002781555733089025
2015-02-18,0.024407195307506013
2015-02-19,0.007828420777302503
2015-02-20,-0.0033772485699712362
2015-02-23,-0.02541509892496774
2015-02-24,0.009735816741828662
2015-02-25,0.003443202649622279
2015-02-26,-0.009608525805872237
2015-02-27,-0.002771850257860864
2015-03-02,-0.004169737334100421
2015-03-03,0.001395596655206388
2015-03-04,-0.0034841291989597956
2015-03-05,0.0034963107974979035
2015-03-06,-0.012892022942296633
2015-03-09,0.0021180544002590285
2015-03-10,-0.009158197876851792
2015-03-11,0.0003555418970475621
2015-03-12,0.0
2015-03-13,-0.016702458009892673
2015-03-16,0.01770879318283103
2015-03-17,-0.0063920398174768245
2015-03-18,0.014653492168235305
2015-03-19,-0.020077276958299195
2015-03-20,0.00790768259811725
2015-03-23,0.009629126522201936
2015-03-24,-0.003179188449829673
2015-03-25,-0.013111168763443093
2015-03-26,0.014003658019236198
2015-03-27,-0.008144509259284782
2015-03-30,0.029275243898495784
2015-03-31,-0.010405794152846704
2015-04-01,-0.004556628760952419
2015-04-02,0.0014084416439397174
2015-04-06,0.023909969019048072
2015-04-07,-0.015796702196560042
2015-04-08,-0.006629287551976337
2015-04-09,0.007727347478326152
2015-04-10,-0.0024399433728284903
2015-04-13,0.003144549022803478
2015-04-14,0.012190881922997221
2015-04-15,0.03062641455021531
2015-04-16,-0.014357315642451352
2015-04-17,-0.013888717893853264
2015-04-20,0.0072138182595569145
2015-04-21,-0.005115945816937528
2015-04-22,-0.005484919170699265
2015-04-23,0.0068940622791675565
2015-04-24,0.0023965738555142835
2015-04-27,0.0068304234520033535
2015-04-28,0.002713752779317069
2015-04-29,0.004059448013167044
2015-04-30,-0.02594334603327475
2015-05-01,-0.02352118952769988
2015-05-04,-0.003542411137658963
2015-05-05,-0.0063986486920638574
2015-05-06,0.0017886709256453859
2015-05-07,0.0010716473174596786
2015-05-08,0.02640021505687984
2015-05-11,0.014251048488139073
2015-05-12,-0.014393624484553946
2015-05-13,0.016342121421283773
2015-05-14,0.00478953582866426
2015-05-15,0.010555003922458672
2015-05-18,0.011118773319632513
2015-05-19,-0.01932692683813919
2015-05-20,0.0067956764799950165
2015-05-21,0.017549734271937734
2015-05-22,-0.017578580892046447
2015-05-26,-0.02363282159900737
2015-05-27,0.021092853987168647
2015-05-28,-0.004063769022858543
2015-05-29,-0.003060279489975004
2015-06-01,0.006139148237676917
2015-06-02,0.0183051330743369
2015-06-03,0.000998937011974954
2015-06-04,-0.02959765044561513
2015-06-05,0.007539260683022686
2015-06-08,-0.019387811292463697
2015-06-09,0.002427960210736879
2015-06-10,0.014879016739020035
2015-06-11,0.004091214990329384
2015-06-12,0.009847251907676657
2015-06-15,-0.01008745809635836
2015-06-16,0.01630457457865586
2015-06-17,-0.003008115331202821
2015-06-18,-0.0010057738992649279
