Date,ADBE
2015-01-05,-0.004976403085169556
2015-01-06,-0.02014454723552117
2015-01-07,0.00822347711744098
2015-01-08,0.025453488160008142
2015-01-09,-0.01481077699086708
2015-01-12,-0.010022183017969422
2015-01-13,-0.00745228329897496
2015-01-14,-0.008499766330190783
2015-01-15,0.004286370351685775
2015-01-16,0.020486590164322305
2015-01-20,-0.003345956809311379
2015-01-21,0.0006994412260732386
2015-01-22,0.0271177301730392
2015-01-23,0.007893225029438344
2015-01-26,-0.017823382910320484
2015-01-27,-0.01759690427396088
2015-01-28,-0.01693253708333131
2015-01-29,0.019786468180049033
2015-01-30,-0.021077640272127884
2015-02-02,0.013974096610788411
2015-02-03,0.011390768550715524
2015-02-04,0.005005570349235766
2015-02-05,0.0113447663070394
2015-02-06,-0.007660705475828422
2015-02-09,-0.002894941850320576
2015-02-10,0.005944978491499997
2015-02-11,0.0034359537199011303
2015-02-12,0.02164079106191541
2015-02-13,0.025740794913600373
2015-02-17,0.008103451834749142
2015-02-18,0.007779153700009145
2015-02-19,0.0
2015-02-20,0.010549333068452516
2015-02-23,-0.0057288931910060015
2015-02-24,-0.00537769753074302
2015-02-25,0.005020589445369206
2015-02-26,0.01140001784459388
2015-02-27,0.0017730419360650895
2015-03-02,0.00872316630488923
2015-03-03,-0.010026357219932391
2015-03-04,-0.017217377479830986
2015-03-05,0.012752872963942785
2015-03-06,-0.013609764149629666
2015-03-09,0.0049000288647873536
2015-03-10,-0.024637471595361893
2015-03-11,0.0
2015-03-12,0.018287058947284107
2015-03-13,0.0028423929763046196
2015-03-16,0.009147114910452947
2015-03-17,0.016979468913115747
2015-03-18,-0.034772836368553994
2015-03-19,0.0032513981269930436
2015-03-20,0.0028519733269876113
2015-03-23,-0.01305587032396327
2015-03-24,-0.011787839474338258
2015-03-25,-0.030748837490553016
2015-03-26,-0.0021878304214946187
2015-03-27,0.004659398824213845
2015-03-30,0.003955816739668494
2015-03-31,0.004619619216496451
2015-04-01,0.015282623966822673
2015-04-02,0.008125757464118033
2015-04-06,0.00726748215565487
2015-04-07,-0.007608576748172613
2015-04-08,-0.0027759296792719823
2015-04-09,0.01179744645872316
2015-04-10,0.0026201617115750864
2015-04-13,-0.006664081332357741
2015-04-14,-0.0009208063393225663
2015-04-15,0.0010533487066393121
2015-04-16,-0.011574342595643938
2015-04-17,-0.026613439246721438
2015-04-20,0.0105262696788051
2015-04-21,0.009469759131173872
2015-04-22,0.011793047722157501
2015-04-23,0.013509889312137924
2015-04-24,0.00026142542261542445
2015-04-27,0.00013067854861281702
2015-04-28,-0.0069236628029009095
2015-04-29,0.008287357414267449
2015-04-30,-0.007697377110761794
2015-05-01,0.004864616861143034
2015-05-04,-0.007588667129907245
2015-05-05,-0.011206308387878172
2015-05-06,-0.00693328857421871
2015-05-07,0.0033566056489271467
2015-05-08,0.02114270213683267
2015-05-11,0.006290176546854598
2015-05-12,-0.002864972237012209
2015-05-13,0.006660599951196611
2015-05-14,0.030487784357762004
2015-05-15,-0.006420774698111642
2015-05-18,0.006208888805535606
2015-05-19,0.0026444915601087082
2015-05-20,-0.0001256234097642972
2015-05-21,0.011933135799004901
2015-05-22,-0.006454774811632702
2015-05-26,-0.008495755839551311
2015-05-27,0.010080683538369994
2015-05-28,-0.0017465944691460455
2015-05-29,-0.011622098777685497
2015-06-01,0.009862263810950678
2015-06-02,-0.0006260554656103423
2015-06-03,0.0038837078398767932
2015-06-04,-0.017221980540615855
2015-06-05,0.00139683314732153
2015-06-08,-0.008876451215120817
2015-06-09,-0.0033265368992877464
2015-06-10,0.021309319643124658
2015-06-11,0.0011312716194953332
2015-06-12,0.002636523295036275
2015-06-15,-0.012021025258397211
2015-06-16,0.013181253427304807
2015-06-17,-0.02539402948836289
2015-06-18,0.018996222025065013
2015-06-19,0.0039047431789522857
2015-06-22,0.0323714169365672
2015-06-23,0.015435151814568338
2015-06-24,-0.0017953503339309673
2015-06-25,0.0064748310029680844
2015-06-26,-0.014295979780014623
2015-06-29,-0.017645626325450525
2015-06-30,-0.0033218091427331675
2015-07-01,-0.0008640870630579611
2015-07-02,-0.002347447932730118
2015-07-06,-0.003095975232198178
2015-07-07,0.0011179669303182926
2015-07-08,-0.007445073847695327
2015-07-09,0.006000792220935969
2015-07-10,0.001491178269755311
2015-07-13,0.01054729050925629
2015-07-14,0.005525502636937407
2015-07-15,0.0028086867584304898
2015-07-16,0.00487084611673394
2015-07-17,-0.005089653248072423
2015-07-20,-0.00012182870178278904
2015-07-21,-0.010963502699889438
2015-07-22,-0.005665710932877821
2015-07-23,-0.001114876298062506
2015-07-24,0.004216319070666996
2015-07-27,-0.01296620163288631
2015-07-28,0.008257175405917083
2015-07-29,-0.004218840468302232
2015-07-30,0.012959512966072895
2015-07-31,0.008611107643725857
2015-08-03,-0.007195955034307144
2015-08-04,0.008108059217972086
2015-08-05,0.01608578764435986
2015-08-06,-0.014271945924811624
2015-08-07,0.0060834649610388425
2015-08-10,0.011246828851344759
2015-08-11,0.0033484665163840965
2015-08-12,-0.0009535378974935282
2015-08-13,0.005845834711924791
2015-08-14,0.021468452620110323
2015-08-17,0.007547536875922578
2015-08-18,-0.0036879071937798713
2015-08-19,-0.011220284853096452
2015-08-20,-0.03263922327982727
2015-08-21,-0.04619663299116539
2015-08-24,-0.058323899370156584
2015-08-25,0.004039357281778289
2015-08-26,0.03701223209770288
2015-08-27,0.020431938363412616
2015-08-28,0.006209578520204984
2015-08-31,-0.010453423364030545
2015-09-01,-0.03283698410431135
2015-09-02,0.016581157674057767
2015-09-03,0.013851128735588691
2015-09-04,-0.018258430933960845
2015-09-08,0.03758615441005597
2015-09-09,-0.01579345895599893
2015-09-10,0.0022924135617836683
2015-09-11,0.006226245389644891
2015-09-14,-0.009218377755117912
2015-09-15,0.013637518573919705
2015-09-16,0.012573871688029259
2015-09-17,-0.002731916354625441
2015-09-18,0.01170467525815111
2015-09-21,0.02547691932091345
2015-09-22,0.016082620885659926
2015-09-23,0.00992199741973998
2015-09-24,-0.018596448396381526
2015-09-25,-0.009295749906439665
2015-09-28,-0.03139661610230893
2015-09-29,-0.008569235479111703
2015-09-30,0.02993861123423769
2015-10-01,0.018608595920473148
2015-10-02,0.002865646134561528
2015-10-05,0.022026414110901227
2015-10-06,-0.00803815052945367
2015-10-07,-0.052847914496306325
2015-10-08,0.01996280942207984
2015-10-09,0.01896422949284937
2015-10-12,0.0011930144892051686
2015-10-13,-0.0032173099256134208
2015-10-14,0.0017932041021242462
2015-10-15,0.03544144967959273
2015-10-16,0.021896987430974235
2015-10-19,-0.0030449605124832635
2015-10-20,-0.017647117206571417
2015-10-21,-0.008175945582840405
2015-10-22,0.027052152622264458
2015-10-23,-0.0067827094769483676
2015-10-26,0.01115406010392861
2015-10-27,-0.008892315608931112
2015-10-28,0.005110697701823597
2015-10-29,-0.004293754275909278
2015-10-30,0.006128017461373592
2015-11-02,0.014098803839032614
2015-11-03,0.005004970858785818
2015-11-04,0.007193465266582155
2015-11-05,-0.005054379449240032
2015-11-06,0.0015461003305368148
2015-11-09,-0.009813643904392433
2015-11-10,0.00534516382212602
2015-11-11,0.010301288411061149
2015-11-12,-0.0040566028976642965
2015-11-13,-0.020035224220557035
2015-11-16,0.008425073335007971
2015-11-17,0.00579262885046683
2015-11-18,0.010853867732883549
2015-11-19,0.005368746698658722
2015-11-20,0.0005448498387026213
2015-11-23,0.0016338256166836818
2015-11-24,0.00043498168688094196
2015-11-25,-0.0025000364884085746
2015-11-27,0.004358739680842438
2015-11-30,-0.00770314742950573
2015-12-01,0.011917821760291325
2015-12-02,-0.005726703308642889
2015-12-03,-0.022929722429152255
2015-12-04,0.029696341454721997
2015-12-07,-0.0321884132425454
2015-12-08,0.023660745342471756
2015-12-09,-0.023549974197141776
2015-12-10,-0.006699402528774656
2015-12-11,0.02765286769098041
2015-12-14,0.020126930695019363
2015-12-15,0.008149201044685528
2015-12-16,0.016379504047141502
2015-12-17,-0.014231902941580388
2015-12-18,-0.03067940003476155
2015-12-21,0.003395084834925566
2015-12-22,0.0240121903764543
2015-12-23,0.009379633940315601
2015-12-24,-0.004223800521376941
2015-12-28,-0.0010605100771919895
2015-12-29,0.011995805938649573
2015-12-30,-0.0005245258659118957
2015-12-31,-0.01406377366769851
2016-01-04,-0.02097084489572887
2016-01-05,0.004022997850131826
2016-01-06,-0.0142949940131476
2016-01-07,-0.020984356220148714
2016-01-08,-0.014139851056000352
2016-01-11,0.017416036492562847
2016-01-12,0.004922828987773631
2016-01-13,-0.01692269704109106
2016-01-14,0.01698754188174556
2016-01-15,-0.0070156443363301735
2016-01-19,0.0001121692994936474
2016-01-20,-0.013904438882330505
2016-01-21,0.0006822555939058894
2016-01-22,0.018522696061567867
2016-01-25,-0.03190896684137179
2016-01-26,0.0013829981701585226
2016-01-27,-0.02347797134143359
2016-01-28,-0.003889237913838439
