Date,GD
2015-01-05,-0.020873889647776256
2015-01-06,0.0011805454765316803
2015-01-07,-0.0038316618167755223
2015-01-08,0.02411270815059474
2015-01-09,0.0036832535792423737
2015-01-12,-0.007699598132328567
2015-01-13,-0.0007974544743524214
2015-01-14,0.001312215324102306
2015-01-15,0.002620781428787966
2015-01-16,0.009875850321383384
2015-01-20,-0.007046816956284507
2015-01-21,0.005793284130447773
2015-01-22,0.016703830498329797
2015-01-23,0.0007794775465479464
2015-01-26,-0.008915968496448823
2015-01-27,-0.02042032118248427
2015-01-28,-0.0058305850002304815
2015-01-29,-0.014076190917732379
2015-01-30,-0.009443854066094937
2015-02-02,0.021845334199856126
2015-02-03,0.020790117961901666
2015-02-04,-0.003022475141475134
2015-02-05,0.001155240146967662
2015-02-06,0.004325696448284733
2015-02-09,-0.01687113336799284
2015-02-10,0.008909124404558266
2015-02-11,-0.0068762686232854975
2015-02-12,0.006850894391582374
2015-02-13,-0.003908721233816581
2015-02-17,0.0031974514810850785
2015-02-18,0.004418222471790356
2015-02-19,0.006130717150364617
2015-02-20,0.019568358090344296
2015-02-23,-0.006890038831508849
2015-02-24,0.0029735255804093086
2015-02-25,-0.010869630838464261
2015-02-26,-0.00506630095155336
2015-02-27,-0.004661783740050107
2015-03-02,0.0073498305059862545
2015-03-03,-0.01938484444367139
2015-03-04,-0.006127525380164367
2015-03-05,0.0013213581358080262
2015-03-06,-0.01341374389758443
2015-03-09,0.009806864412382765
2015-03-10,-0.023764060479639637
2015-03-11,-0.0029389452361158197
2015-03-12,0.010355237734032796
2015-03-13,-0.01107212012572345
2015-03-16,0.021030009531336047
2015-03-17,-0.006223346950168351
2015-03-18,0.014836538413311562
2015-03-19,-0.0061708373236212255
2015-03-20,0.0009606316497652312
2015-03-23,0.003470838969551915
2015-03-24,-0.005004250780488606
2015-03-25,-0.010651040846606952
2015-03-26,0.005756362808135407
2015-03-27,0.0037911554755225563
2015-03-30,0.018291066882942797
2015-03-31,-0.012944756732631513
2015-04-01,-0.01289310868088589
2015-04-02,-0.0018658790742220877
2015-04-06,0.013310293233066428
2015-04-07,-0.0037635954006222105
2015-04-08,0.006924105009078696
2015-04-09,0.003993063767062877
2015-04-10,0.000957484235346362
2015-04-13,-0.008387789440715276
2015-04-14,-0.012391375571953023
2015-04-15,-0.003756698409852266
2015-04-16,0.004147770582325405
2015-04-17,-0.01411936711237749
2015-04-20,0.01531166743741541
2015-04-21,-0.0010500536325814824
2015-04-22,0.004281399943165454
2015-04-23,-0.006806005148070726
2015-04-24,0.009789049549751017
2015-04-27,-0.004026936941125103
2015-04-28,-0.0005989158234763758
2015-04-29,0.03783339044805056
2015-04-30,-0.008734799014658012
2015-05-01,0.020536189814979622
2015-05-04,0.0032825822143156547
2015-05-05,-0.01863437585898442
2015-05-06,-0.0025367182113319453
2015-05-07,0.004868126792079375
2015-05-08,0.024295030611886537
2015-05-11,-0.010165346594196878
2015-05-12,-0.005633912303479316
2015-05-13,-0.0029407170156992013
2015-05-14,0.013811163500546675
2015-05-15,-0.005889179307189574
2015-05-18,0.0012132159880002824
2015-05-19,-0.0016391081610315217
2015-05-20,-0.0007141908653069962
2015-05-21,0.0065736669088858335
2015-05-22,-0.008731358813642953
2015-05-26,-0.011816183300692673
2015-05-27,0.018624653051404927
2015-05-28,-0.001067093349818693
2015-05-29,-0.0017806611442495734
2015-06-01,0.000642274296353218
2015-06-02,0.0024955241797237626
2015-06-03,0.0005684512868053826
2015-06-04,-0.012083754581337591
2015-06-05,0.001726677029389112
2015-06-08,-0.006320785531737427
2015-06-09,0.002457546042443415
2015-06-10,0.020623060240739566
2015-06-11,0.005016356966172086
2015-06-12,-0.0014058206689044894
2015-06-15,-0.000211287760872092
2015-06-16,0.008519813373080165
2015-06-17,0.008867067091457459
2015-06-18,0.010311225228123666
2015-06-19,-0.006164684295544398
2015-06-22,0.0019296900093566105
2015-06-23,0.0
2015-06-24,0.001031851373411996
2015-06-25,-0.009551935854619553
2015-06-26,0.011170651980592083
2015-06-29,-0.02676002004928346
2015-06-30,0.0038259328626844002
2015-07-01,0.01044515364264842
2015-07-02,-0.00014002930845991024
2015-07-06,0.0013276398274135737
2015-07-07,0.0021625364751292064
2015-07-08,-0.009676435414423534
2015-07-09,0.011387976903804553
2015-07-10,0.015429649668342371
2015-07-13,0.0008894292920971214
2015-07-14,0.0050602380318582885
2015-07-15,0.0019053858825608394
2015-07-16,0.008149643640078086
2015-07-17,0.0013468987198692606
2015-07-20,0.0024221679866087698
2015-07-21,-0.0182540003838928
2015-07-22,-0.007314133762018837
2015-07-23,-0.0028920280691638878
2015-07-24,-0.015055498492886232
2015-07-27,-0.0014722753499155639
2015-07-28,0.013201263902608007
2015-07-29,0.03929603228158496
2015-07-30,0.0021342008542133417
2015-07-31,-0.007786197657834504
2015-08-03,-0.0017434611909826758
2015-08-04,-0.00033559612483002876
2015-08-05,0.0068546618824221195
2015-08-06,-0.0024029339724729315
2015-08-07,0.0017393142247077442
2015-08-10,0.014961262735430303
2015-08-11,-0.00894928855453958
2015-08-12,-0.0013945778323598557
2015-08-13,0.0009972379507690032
2015-08-14,0.0071078331916898385
2015-08-17,0.008179178522435882
2015-08-18,0.002813025236239497
2015-08-19,-0.003457797188956113
2015-08-20,-0.025008088485099278
2015-08-21,-0.025247099228262515
2015-08-24,-0.03003380537549838
2015-08-25,-0.01399064816950868
2015-08-26,0.03752547069515688
2015-08-27,0.0077750458210441575
2015-08-28,-0.004408521940787891
2015-08-31,-0.01729728804498809
2015-09-01,-0.022108136925758526
2015-09-02,0.025631859743513452
2015-09-03,0.006739149050261739
2015-09-04,-0.015549886939890345
2015-09-08,0.022737213619737018
2015-09-09,-0.01329733569598035
2015-09-10,-0.012353337097371186
2015-09-11,0.008314539211777605
2015-09-14,-0.008669348754331452
2015-09-15,0.008105196056365616
2015-09-16,0.00035291014984095703
2015-09-17,-0.0019742982339452375
2015-09-18,-0.016388757408938193
2015-09-21,0.0034474270955511255
2015-09-22,-0.01266825753097145
2015-09-23,-0.01000356112263856
2015-09-24,0.014205400703940496
2015-09-25,-0.0035379996120105117
2015-09-28,-0.021083729565554488
2015-09-29,0.0035525950049442034
2015-09-30,0.017405361199314573
2015-10-01,0.001667306169708782
2015-10-02,0.006875167413673111
2015-10-05,0.03586581111229492
2015-10-06,-0.02400781477514602
2015-10-07,0.002786298419798827
2015-10-08,0.011043126381351964
2015-10-09,0.005707785254154274
2015-10-12,0.006796498065677836
2015-10-13,-0.013779702021851081
2015-10-14,-0.015595358400996906
2015-10-15,0.012831718817067017
2015-10-16,0.0029016649860911237
2015-10-19,-0.0031755806434778933
2015-10-20,0.0
2015-10-21,0.013026735992082816
2015-10-22,0.02907233961009159
2015-10-23,0.006994627549907539
2015-10-26,-0.0008767159815681325
2015-10-27,0.0016876732681936346
2015-10-28,0.016037944049511088
2015-10-29,-0.005372136801793381
2015-10-30,-0.009268453506399155
2015-11-02,0.0009423028602304484
2015-11-03,-0.01042223073070847
2015-11-04,0.0007471295056644678
2015-11-05,-0.0014256414759837854
2015-11-06,-0.007819324715811815
2015-11-09,-0.01117051131397584
2015-11-10,-0.0024260275198703107
2015-11-11,-0.00437656164229927
2015-11-12,-0.010187561142247392
2015-11-13,-0.008812134660524551
2015-11-16,0.01906072314165619
2015-11-17,-0.0028613649517024164
2015-11-18,0.0058795157216307015
2015-11-19,0.01036825796399743
2015-11-20,0.0020660658530125
