Date,GIS
2015-01-05,-0.01807587233970409
2015-01-06,-0.0024927275146106043
2015-01-07,0.021145778139278537
2015-01-08,0.016315313272129206
2015-01-09,-0.01007994008330626
2015-01-12,-0.007165748859463639
2015-01-13,0.0011395288892330768
2015-01-14,0.003984227388482697
2015-01-15,0.010015033684671604
2015-01-16,-0.0007482813217825068
2015-01-20,0.018536114600585796
2015-01-21,-0.005882515335507099
2015-01-22,0.0129434369736674
2015-01-23,-0.004015877002260249
2015-01-26,0.007148042322663084
2015-01-27,0.002911719664167256
2015-01-28,-0.01868967027624735
2015-01-29,-0.008320983615263677
2015-01-30,-0.021443561576130143
2015-02-02,0.011242432797160307
2015-02-03,0.003580225874916687
2015-02-04,-0.0007510536929293821
2015-02-05,0.003382178903875266
2015-02-06,-0.004494097391475327
2015-02-09,-0.0030100714801758466
2015-02-10,0.004339795972503113
2015-02-11,-0.0013149300785673113
2015-02-12,-0.004326835982242261
2015-02-13,-0.008501877639070843
2015-02-17,-0.002667653433154671
2015-02-18,0.010317132440375687
2015-02-19,0.010779269845563988
2015-02-20,0.00037429448054071557
2015-02-23,0.0003740519285355681
2015-02-24,-0.001308640996153354
2015-02-25,0.0022463095390534704
2015-02-26,-0.0022412749417721756
2015-02-27,0.00692638613910157
2015-03-02,-0.005391740578541415
2015-03-03,-0.00037363736849060913
2015-03-04,-0.005048295845284434
2015-03-05,0.0013153209186294035
2015-03-06,-0.02158422066965371
2015-03-09,0.007097680933560779
2015-03-10,-0.013523821097520039
2015-03-11,-0.0017378885960599444
2015-03-12,0.01779493895562756
2015-03-13,-0.008931538241191639
2015-03-16,0.004985230445514466
2015-03-17,-0.00686848281891006
2015-03-18,0.01556149309712529
2015-03-19,-0.006053585236141301
2015-03-20,0.017320045701619158
2015-03-23,0.005425526678479953
2015-03-24,-0.010048560939021622
2015-03-25,0.01015055945426302
2015-03-26,0.003721930998018541
2015-03-27,0.019465749694139278
2015-03-30,0.024732064648162577
2015-03-31,0.004436534532620717
2015-04-01,-0.002120200267605843
2015-04-02,0.0012395568572105553
2015-04-06,0.0033595153442842474
2015-04-07,-0.011631945098509733
2015-04-08,0.0034148429703924066
2015-04-09,0.005373620421238234
2015-04-10,0.006413336204976305
2015-04-13,-0.0010619174603933024
2015-04-14,0.0035439696044496927
2015-04-15,-0.0031783568285073116
2015-04-16,-0.003897322844779838
2015-04-17,-0.002489554403417471
2015-04-20,0.0064181040212187845
2015-04-21,-0.006022951393575227
2015-04-22,0.0017824297839355019
2015-04-23,0.0014230390692866468
2015-04-24,0.0015988734656369186
2015-04-27,-0.005853241853360669
2015-04-28,0.0008923145107395669
2015-04-29,-0.009447561632054624
2015-04-30,-0.00413890734372746
2015-05-01,0.006504987792768535
2015-05-04,0.0026935696236345397
2015-05-05,-0.003939384999081308
2015-05-06,-0.00593244769407586
2015-05-07,0.005967851661906165
2015-05-08,0.0115046688198146
2015-05-11,-0.003554529164051634
2015-05-12,0.00588560374186442
2015-05-13,-0.0031915100817971886
2015-05-14,0.011027971499006695
2015-05-15,0.005278231564243896
2015-05-18,-0.005075402499432724
2015-05-19,0.0001757219594575865
2015-05-20,0.0019347060383028136
2015-05-21,-0.002632950241602705
2015-05-22,-0.0052798019389963535
2015-05-26,-0.009554298852379572
2015-05-27,0.008752936531860156
2015-05-28,-0.003895558358549711
2015-05-29,-0.001777606852182756
2015-06-01,0.0024931975309179233
2015-06-02,-0.007638847427668627
2015-06-03,-0.0028646896096249375
2015-06-04,-0.01148982352232486
2015-06-05,-0.011623769106072324
2015-06-08,-0.0011025097210319856
2015-06-09,0.0016555398661581844
2015-06-10,0.011753691617552242
2015-06-11,0.00036326412559462007
2015-06-12,-0.003447683798678658
2015-06-15,-0.009467764043785687
2015-06-16,0.012683067267989845
2015-06-17,0.002904632308592836
2015-06-18,0.010860061644944574
2015-06-19,0.005013178507654814
2015-06-22,0.007838597382561208
2015-06-23,-0.00017649562740740254
2015-06-24,-0.00017662293109843574
2015-06-25,-0.0010614634251419064
2015-06-26,0.007788934976014739
2015-06-29,-0.01528161553228602
2015-06-30,-0.00606533637851514
2015-07-01,0.024587511216333624
2015-07-02,-0.0007004093198542671
2015-07-06,-0.008063260035417685
2015-07-07,0.022972353799714185
2015-07-08,-0.008703217084713444
2015-07-09,-0.0003515717579279931
2015-07-10,0.0059726600903733384
2015-07-13,0.004365191323782991
2015-07-14,-0.0046941194451723955
2015-07-15,-0.0076856597133651006
2015-07-16,0.0038725457925097295
2015-07-17,-0.0015781506803166367
2015-07-20,-0.0019318048803143029
2015-07-21,0.006686657728078638
2015-07-22,0.007341342424986186
2015-07-23,-0.009543564190470533
2015-07-24,-0.0028033323821857747
2015-07-27,0.0007028506933883794
2015-07-28,0.010358463591840561
2015-07-29,-0.001042687547549992
2015-07-30,0.013393731336838632
2015-07-31,-0.0008583326023086091
2015-08-03,0.012369179803270569
2015-08-04,0.0010183618331172095
2015-08-05,0.006950201717780269
2015-08-06,0.002525033189213488
2015-08-07,-0.007388725057502099
2015-08-10,0.004906302925722583
2015-08-11,-0.00437728749363564
2015-08-12,-0.0006761930495566837
2015-08-13,-0.003553648393173958
2015-08-14,0.006282851770830655
2015-08-17,0.0005063456216858331
2015-08-18,-0.005903222970049193
2015-08-19,-0.006956101023426808
2015-08-20,-0.01213060531407939
2015-08-21,-0.02784479145014329
2015-08-24,-0.030065979594052772
2015-08-25,0.005319262139339864
2015-08-26,0.01970425985306523
2015-08-27,0.019144577796712303
2015-08-28,0.0029848042453328727
2015-08-31,-0.00647640592769827
2015-09-01,-0.021670079263848785
2015-09-02,0.023230398546400632
2015-09-03,0.013903757232378577
2015-09-04,-0.01770544698890586
2015-09-08,0.010072380032506434
2015-09-09,-0.023967568019739538
2015-09-10,0.0017922804253338587
2015-09-11,0.010377265938188218
2015-09-14,-0.006728904260600799
2015-09-15,0.011588476219579258
2015-09-16,0.00669707271409159
2015-09-17,0.006302467217599528
2015-09-18,-0.015831558430035586
2015-09-21,0.0038890705726166708
2015-09-22,0.0059870975491500555
2015-09-23,0.00490101798948106
2015-09-24,-0.008012430335990972
2015-09-25,0.008428340625841413
2015-09-28,-0.035173346895264856
2015-09-29,0.0027073453824504323
2015-09-30,0.01025910510390915
2015-10-01,-0.0024943590161708995
2015-10-02,0.011252346447737205
2015-10-05,0.010596518217427242
2015-10-06,-0.026564238069808677
2015-10-07,0.008324397656929605
2015-10-08,0.013639888831480373
2015-10-09,0.0023016722577964277
2015-10-12,0.009891960111724662
2015-10-13,-0.010145142395086015
2015-10-14,-0.008835322062930029
2015-10-15,0.005526722483082835
2015-10-16,0.009574699152489208
2015-10-19,-0.00456615551614814
2015-10-20,-0.0014116481946744308
2015-10-21,0.006713956506426921
2015-10-22,0.03948746494863209
2015-10-23,-0.015194974939147898
2015-10-26,-0.00034283734758999707
2015-10-27,-0.0015437103627664595
2015-10-28,-0.0017174258347930627
2015-10-29,0.0010324125206111479
2015-10-30,-0.0012034384270580567
2015-11-02,-0.0022371102874180204
2015-11-03,-0.011555907203679938
2015-11-04,-0.00034847215978373036
2015-11-05,0.005760019169846142
2015-11-06,-0.018049538500679807
2015-11-09,-0.0026509516039988634
2015-11-10,0.004075995169415814
2015-11-11,0.0082951325829288
2015-11-12,-0.016278431609969224
2015-11-13,-0.006939893349811155
2015-11-16,0.02329352090819059
2015-11-17,-0.016109848020708584
2015-11-18,0.017441022277661977
2015-11-19,-0.004547786929439357
2015-11-20,-0.0028112284685498645
2015-11-23,0.01867815549735452
2015-11-24,0.0027679257366803878
2015-11-25,0.004657831647338906
2015-11-27,0.0029184821759855595
2015-11-30,-0.011128010018591428
2015-12-01,0.008656627844536136
2015-12-02,-0.008067505867402347
2015-12-03,-0.00899799055377759
2015-12-04,0.021826219865915597
2015-12-07,0.0010255389294449024
2015-12-08,0.007340048580248837
2015-12-09,-0.007286564840337628
2015-12-10,0.003414199266762896
2015-12-11,-0.011568688301156427
2015-12-14,0.00567999343127501
2015-12-15,0.0020533201650096977
2015-12-16,0.010931039512265928
2015-12-17,-0.033113610754083145
2015-12-18,-0.005067205042974421
2015-12-21,0.008254059538869152
2015-12-22,0.017418529384856107
2015-12-23,0.008731434907296665
2015-12-24,-0.0033944982140150515
2015-12-28,-0.002383922922287396
2015-12-29,0.0051213445995055284
2015-12-30,-0.005434884908346316
2015-12-31,-0.015368914755026775
2016-01-04,-0.003469046382280183
2016-01-05,-0.00452455547642483
2016-01-06,-0.008216542301526686
2016-01-07,-0.020963242479434263
2016-01-08,0.0032664223180203233
2016-01-11,0.011213557236147365
2016-01-12,0.008227467537107458
2016-01-13,-0.01898167512078952
2016-01-14,0.0009042966338894676
2016-01-15,-0.011021241993172226
2016-01-19,0.012422720123542952
2016-01-20,-0.015517864970925888
2016-01-21,-0.008064534975205206
2016-01-22,0.02235772716858464
2016-01-25,-0.009578925921295833
2016-01-26,0.006022057610998388
2016-01-27,-0.0034464990883376068
2016-01-28,0.004914406438102592
2016-01-29,0.023546383681538163
2016-02-01,0.0028315436919252868
2016-02-02,-0.015352008934409689
2016-02-03,-0.0023298365315626013
2016-02-04,-0.009879623137711513
2016-02-05,0.004535188043465421
2016-02-08,0.006321308171041373
2016-02-09,0.0039485134366064045
2016-02-10,0.0026816620169456407
2016-02-11,-0.0019617535720405366
2016-02-12,0.0162560432388561
2016-02-16,0.01353506500734647
2016-02-17,0.008324471304994807
2016-02-18,0.007911806634111729
2016-02-19,0.0020479846706669136
2016-02-22,-0.005960582816563087
2016-02-23,0.007709520942082326
2016-02-24,0.0023799268210888957
2016-02-25,0.020013841985294878
2016-02-26,-0.018956055240902714
2016-02-29,-0.002542219958709291
2016-03-01,0.008836267306045587
2016-03-02,0.002694872208329535
2016-03-03,0.004367620866127853
2016-03-04,0.006857345445385299
2016-03-07,-0.009634533024225345
2016-03-08,0.005534844911353698
2016-03-09,0.008173534069389143
2016-03-10,0.0014891835104438034
2016-03-11,0.008755845143863628
2016-03-14,-0.0027841178860193994
2016-03-15,0.005747984889814539
2016-03-16,0.0024494920227551287
2016-03-17,0.006352805809585194
2016-03-18,0.00016175171344157135
2016-03-21,-0.007929882815606693
2016-03-22,-0.008319738366510121
2016-03-23,0.003618849794967627
2016-03-24,0.005737115002226956
2016-03-28,0.008474287178741324
2016-03-29,0.01713007920752463
2016-03-30,0.005878646954019073
2016-03-31,0.0006315384918766931
2016-04-01,0.025414576564331215
2016-04-04,0.006157426478700323
2016-04-05,-0.016523554270283625
2016-04-06,-0.00217818648102841
2016-04-07,-0.008794052261379748
2016-04-08,0.0028517618635532926
2016-04-11,-0.006635050159922606
2016-04-12,0.00922376545811776
2016-04-13,-0.012133535381609883
2016-04-14,-0.009251805398594493
2016-04-15,0.005474331370331376
2016-04-18,0.0012808314889445338
2016-04-19,-0.0023986240555776694
2016-04-20,-0.011862740339777078
2016-04-21,-0.02465935394801322
2016-04-22,0.007318512420099399
2016-04-25,0.008751714476926464
2016-04-26,-0.006220536482094863
2016-04-27,0.006918201126960621
2016-04-28,0.0021266293128157088
2016-04-29,0.0013058846432116855
2016-05-02,0.014346168834541428
2016-05-03,-0.009160795856008042
2016-05-04,0.0014596659169419102
2016-05-05,0.005506968094594722
2016-05-06,0.00048335517310249543
2016-05-09,0.009982419433158807
2016-05-10,0.01594124299485844
2016-05-11,0.004393659001675099
2016-05-12,0.011091960127316725
2016-05-13,-0.0030904614184974477
2016-05-16,0.0007753988071856899
2016-05-17,-0.02446964931914164
2016-05-18,-0.009525599871716972
2016-05-19,0.008495097512492444
2016-05-20,-0.0074697344437186786
2016-05-23,0.004003221293306103
2016-05-24,-0.004784829065958562
2016-05-25,-0.0006410557674563222
2016-05-26,0.008178450295612816
2016-05-27,0.0
2016-05-31,-0.001431508609396337
2016-06-01,0.006212124649129125
2016-06-02,0.0009495285338667614
2016-06-03,0.007275204327851448
2016-06-06,-0.001727114143404429
2016-06-07,0.006920242992463743
2016-06-08,0.006248177669772037
2016-06-09,0.014281378319013216
2016-06-10,0.0010714503092619232
