Date,WMB
2015-01-05,-0.039584045791943745
2015-01-06,-0.013585179681058546
2015-01-07,-0.005368420099251314
2015-01-08,0.009621840218780209
2015-01-09,-0.012552311454502196
2015-01-12,-0.028248501099437884
2015-01-13,-0.008236317838798302
2015-01-14,0.01441118126792329
2015-01-15,0.0024079184560030775
2015-01-16,0.008887762608539074
2015-01-20,0.0021429420943721578
2015-01-21,0.016155794304545168
2015-01-22,0.012859263962014866
2015-01-23,0.0006929787167258006
2015-01-26,0.009227055029385589
2015-01-27,0.004799896835176121
2015-01-28,-0.03298425751526579
2015-01-29,0.025405471188603812
2015-01-30,0.006194006152306475
2015-02-02,0.02211596702413887
2015-02-03,0.02788327386418432
2015-02-04,-0.015625009482299834
2015-02-05,0.022927635229276433
2015-02-06,-0.0004308422480036045
2015-02-09,-0.007115013617815302
2015-02-10,0.0282298825167413
2015-02-11,-0.004435036344176413
2015-02-12,0.01760694922873096
2015-02-13,0.030018931527332704
2015-02-17,0.004857060023796045
2015-02-18,-0.019536250605385996
2015-02-19,0.01499562588982073
2015-02-20,-0.008905282129712089
2015-02-23,0.00367593706343472
2015-02-24,0.0030516942453988616
2015-02-25,0.0016229872281754432
2015-02-26,-0.011543117540754766
2015-02-27,0.004712446043953822
2015-03-02,-0.00020500025268632704
2015-03-03,0.002448173530224418
2015-03-04,-0.005086797156958034
2015-03-05,-0.0188135982140496
2015-03-06,-0.003960002048666311
2015-03-09,0.010880765800874936
2015-03-10,-0.012833921087412326
2015-03-11,-0.01846737045918523
2015-03-12,0.0028114973506627727
2015-03-13,-0.0049604824996906105
2015-03-16,0.013004372584262569
2015-03-17,0.001069822760783934
2015-03-18,0.03569106019851276
2015-03-19,-0.010936942759349755
2015-03-20,0.007302399494658163
2015-03-23,0.016363336884838153
2015-03-24,-0.008151980587526642
2015-03-25,0.008013232102705548
2015-03-26,0.004076505531450225
2015-03-27,0.0004062899231898065
2015-03-30,0.027597155191640743
2015-03-31,-0.000986954054813527
2015-04-01,-0.010674193693484879
2015-04-02,0.004995010853454884
2015-04-06,0.0
2015-04-07,0.004572364001775853
2015-04-08,-0.0047495234895788
2015-04-09,0.008550418203393306
2015-04-10,0.0031545779982617983
2015-04-13,-0.011006234886999033
2015-04-14,0.0093403707148767
2015-04-15,0.020279059382875664
2015-04-16,0.005017841948806945
2015-04-17,-0.006912648637294794
2015-04-20,0.009667786146073443
2015-04-21,-0.012831006332251982
2015-04-22,0.019593195888552906
2015-04-23,-0.00019058743765343333
2015-04-24,0.00038032760084316664
2015-04-27,-0.015217304343525195
2015-04-28,0.0028970340318457133
2015-04-29,0.012134203963299006
2015-04-30,-0.02588028130837694
2015-05-01,-0.0011718359232737452
2015-05-04,-0.004694058557478953
2015-05-05,-0.027313785175633987
2015-05-06,-0.0012122624201440502
2015-05-07,0.0052593966587888286
2015-05-08,0.024949376802295253
2015-05-11,-0.025520254465027703
2015-05-12,0.00926708108753349
2015-05-13,0.062075567865203185
2015-05-14,0.0003757398961010683
2015-05-15,0.010708067900472962
2015-05-18,-0.00204442039722208
2015-05-19,-0.011361535911717291
2015-05-20,0.0018840815600054128
2015-05-21,-0.0013158315081163163
2015-05-22,-0.0022598535054744184
2015-05-26,-0.013587420992663524
2015-05-27,-0.0074613337822002634
2015-05-28,-0.01156516497232607
2015-05-29,-0.003510212233536425
2015-06-01,0.004305222001629971
2015-06-02,-0.0015588486562365667
2015-06-03,-0.025955849158603717
2015-06-04,-0.027850295580673534
2015-06-05,0.00515244912669055
2015-06-08,-0.006766746142585767
2015-06-09,-0.005573985491940769
2015-06-10,0.0002101790608035614
2015-06-11,-0.0010502444574054248
2015-06-12,-0.011568996134962872
2015-06-15,0.011917294837583414
2015-06-16,0.007991122154938912
2015-06-17,0.01293587312891753
2015-06-18,0.008650657104860793
2015-06-19,-0.012864941344088887
2015-06-22,0.25899851532911056
2015-06-23,-0.03154725323648577
2015-06-24,-0.026637862221282393
2015-06-25,-0.036952628679576494
2015-06-26,0.0338457995936734
2015-06-29,-0.012955236118884494
2015-06-30,0.017914543593806398
2015-07-01,0.002091141336692637
2015-07-02,0.001564638389543349
2015-07-06,-0.008159802593424637
2015-07-07,-0.004200958985933423
2015-07-08,-0.015468638702119009
2015-07-09,0.00785617340275091
2015-07-10,0.025508955284391455
2015-07-13,0.005873276831977359
2015-07-14,-0.0034345304206871985
2015-07-15,-0.009305238118244574
2015-07-16,0.008174760345856624
2015-07-17,-0.005003374853545517
2015-07-20,-0.029998037650844522
2015-07-21,-0.02216681940041787
2015-07-22,-0.02120650748587849
2015-07-23,-0.011206611528129073
2015-07-24,-0.005666779306014891
2015-07-27,-0.014247848746219094
2015-07-28,0.02351182617887626
2015-07-29,0.016945336323779925
2015-07-30,-0.019070267768833915
2015-07-31,-0.009437500627686002
2015-08-03,-0.015815464432833992
2015-08-04,-0.007551061188636354
2015-08-05,-0.04096745522010381
2015-08-06,-0.012815424911623019
2015-08-07,0.005563675383791988
2015-08-10,0.022335584590878144
2015-08-11,0.0018044368883944895
2015-08-12,0.022608872370010635
2015-08-13,0.004108648829911354
2015-08-14,0.017732179411576565
2015-08-17,0.05112022835498253
2015-08-18,-0.018943881878009106
2015-08-19,-0.015781462251655998
2015-08-20,-0.04357677627904699
2015-08-21,-0.020710111318252622
2015-08-24,-0.05861014389241903
2015-08-25,-0.04428741830511307
2015-08-26,0.022385949700351127
2015-08-27,0.04401159789502862
2015-08-28,0.02600667900297382
2015-08-31,-0.014717538057886226
2015-09-01,-0.045435767683031925
2015-09-02,0.026080922291344066
2015-09-03,0.0029656401448654446
2015-09-04,-0.019641161801336682
2015-09-08,0.01400273771097682
2015-09-09,-0.02251942431592624
2015-09-10,-0.03781824171570225
2015-09-11,-0.029365039620017686
2015-09-14,-0.016290316115412984
2015-09-15,0.030754432299137546
2015-09-16,0.05255936168177433
2015-09-17,-0.003271150509663756
2015-09-18,0.0094068347069729
2015-09-21,0.004985284761106712
2015-09-22,-0.02645989743625954
2015-09-23,-0.04604630689347844
2015-09-24,-0.015305229011354782
2015-09-25,-0.005260507018835292
2015-09-28,-0.12115371755924376
2015-09-29,-0.044584683379965684
2015-09-30,0.054967343077045205
2015-10-01,0.05780207209636412
2015-10-02,0.05233446548825915
2015-10-05,0.013164166721128856
2015-10-06,0.013474283916132812
2015-10-07,0.03418857886963589
2015-10-08,0.0055095208325353084
2015-10-09,0.0006848685444822422
2015-10-12,-0.029432108543140822
2015-10-13,-0.0267981446495551
2015-10-14,-0.010386196911432166
2015-10-15,0.016597514461454743
2015-10-16,0.015125868810932364
2015-10-19,-0.008278153861820514
2015-10-20,-0.01120930450088109
2015-10-21,-0.023637073012744758
2015-10-22,-0.01655180069967399
2015-10-23,-0.01532233868110644
2015-10-26,-0.041581613061693834
2015-10-27,-0.002661841312679658
2015-10-28,0.022151144497493336
2015-10-29,0.0
2015-10-30,0.029764911701368968
2015-11-02,0.003296212949906341
2015-11-03,0.017942909010880026
2015-11-04,-0.033515401500559205
2015-11-05,-0.01746725645442171
2015-11-06,-0.007058878362079968
2015-11-09,-0.02711928953678633
2015-11-10,-0.0037890708387744443
2015-11-11,-0.012496856550510138
2015-11-12,-0.03438776588528858
2015-11-13,0.0
2015-11-16,0.06296318798875089
2015-11-17,0.0067004807050821125
2015-11-18,0.014376840012888747
2015-11-19,-0.009973691828628506
2015-11-20,-0.023859792928936252
2015-11-23,-0.004617148741417942
2015-11-24,0.013369249230783309
2015-11-25,-0.018847358880963005
2015-11-27,-0.008232602331070704
2015-11-30,0.011621614779466105
2015-12-01,0.0027350088586244325
2015-12-02,-0.03436957623576031
2015-12-03,-0.060452144194399815
2015-12-04,-0.06464250902963375
2015-12-07,-0.13307588768418177
2015-12-08,0.010011013942471392
2015-12-09,0.08796989486974871
2015-12-10,0.02557040632331642
2015-12-11,-0.10983876026368344
2015-12-14,-0.032172312882557286
2015-12-15,0.010559421183096607
2015-12-16,-0.0011612566002733304
2015-12-17,-0.08175127470905086
2015-12-18,-0.09113893419905683
2015-12-21,0.021355297041875776
2015-12-22,0.02590913386736693
2015-12-23,0.12272938161058522
2015-12-24,-0.01696913204940531
2015-12-28,-0.004014492522389612
2015-12-29,0.0024183379829394447
2015-12-30,-0.018496038053807506
2015-12-31,0.05284705074984353
2016-01-04,0.021011950548072367
2016-01-05,0.00342978678979744
2016-01-06,-0.13026976935197265
2016-01-07,-0.1000000788888491
2016-01-08,-0.014556189225200633
2016-01-11,-0.07976327586712983
2016-01-12,-0.11503521722060406
2016-01-13,-0.1771463219364
2016-01-14,0.3438651967816022
2016-01-15,-0.11973778871741525
2016-01-19,-0.019875677177669138
2016-01-20,-0.01837767448560068
2016-01-21,0.03550693168319308
2016-01-22,0.23067319759463234
2016-01-25,-0.07244156879913188
2016-01-26,0.115237297632661
2016-01-27,-0.05631719186945705
2016-01-28,0.001037808018556241
2016-01-29,0.0005184086141138966
2016-02-01,0.010880599745567654
2016-02-02,-0.042029241092755076
2016-02-03,-0.014981246421424954
2016-02-04,0.018468049833100464
2016-02-05,-0.08693342069028343
2016-02-08,-0.3481307357777462
2016-02-09,0.07347640765851948
2016-02-10,0.07262116482353198
2016-02-11,0.03424108182146468
2016-02-12,0.01354434317748665
2016-02-16,0.11432793846132094
2016-02-17,0.04530326398742335
2016-02-18,0.01465874709335635
2016-02-19,-0.025753518717733792
2016-02-22,0.0412635864846298
2016-02-23,-0.034055667105805765
2016-02-24,0.066025781934959
2016-02-25,-0.03607953698167843
2016-02-26,-0.02432952672426436
2016-02-29,0.022378431892646766
2016-03-01,0.035022149275744985
2016-03-02,0.03504507654065958
2016-03-03,0.05604184481267116
2016-03-04,0.05859625406892577
2016-03-07,-0.004699701105870591
2016-03-08,-0.09443845495538505
2016-03-09,0.04055584328440087
2016-03-10,-0.0825633878521701
2016-03-11,0.007552098907188887
2016-03-14,0.030605595685816
2016-03-15,-0.021211963268534806
2016-03-16,0.07987601847327097
2016-03-17,0.018348818812043755
2016-03-18,0.02195933186885468
2016-03-21,-0.0440769895501566
2016-03-22,0.016137948762701804
2016-03-23,-0.0777082111945403
2016-03-24,-0.05596546656411916
2016-03-28,-0.013680821148488231
2016-03-29,0.03698776562625539
2016-03-30,-0.0025474955646057618
2016-03-31,0.026181224602078057
2016-04-01,-0.03422503742673577
2016-04-04,-0.0199742306178059
2016-04-05,-0.026298657551095506
2016-04-06,0.045915194576799045
2016-04-07,0.014202449110634285
2016-04-08,0.033736729887897
2016-04-11,0.05049235261360874
2016-04-12,0.03810075968498561
2016-04-13,0.036137980991729934
2016-04-14,-0.03160787321394343
2016-04-15,-0.012380281461672693
2016-04-18,-0.04957281201355157
2016-04-19,0.07973649685485795
2016-04-20,0.04553038567387735
2016-04-21,0.01646292469118249
2016-04-22,0.02089869571610592
2016-04-25,-0.024564927516896318
2016-04-26,0.01731367661543093
2016-04-27,0.031459435723341755
2016-04-28,-0.018000031200835376
2016-04-29,-0.012729016782702995
2016-05-02,-0.029912475317980913
2016-05-03,0.03083482114439695
2016-05-04,-0.007736027244930388
2016-05-05,0.06912688895167007
2016-05-06,-0.04229443071100314
2016-05-09,-0.038578675224215986
2016-05-10,0.010559436214611528
2016-05-11,0.018808561350561526
2016-05-12,-0.02307692682555984
