Date,GPN
2015-01-05,-0.016986986869070964
2015-01-06,-0.011478160449140962
2015-01-07,0.011738775794608358
2015-01-08,0.06923988846190476
2015-01-09,0.008256632096414362
2015-01-12,-0.00912466603692419
2015-01-13,0.003305205873625816
2015-01-14,-0.0032943174761540517
2015-01-15,-0.00023630157774423566
2015-01-16,0.034718615396117425
2015-01-20,-0.0060488902531928845
2015-01-21,-0.005396526290430637
2015-01-22,0.01997213777377782
2015-01-23,-0.0007923004445213877
2015-01-26,0.0065699675910295685
2015-01-27,-0.00967800768885907
2015-01-28,-0.006931895811087552
2015-01-29,0.006408032257952501
2015-01-30,-0.007276964919411988
2015-02-02,0.01603503580755361
2015-02-03,0.009694460826219276
2015-02-04,-0.005917201428535246
2015-02-05,0.018643250652272236
2015-02-06,-0.005402317992716066
2015-02-09,-0.004212137380725789
2015-02-10,0.005899984482612419
2015-02-11,0.0034312634075142068
2015-02-12,0.016878228592540623
2015-02-13,-0.0034716148962264937
2015-02-17,-0.0017418110507770868
2015-02-18,0.004798294666960912
2015-02-19,0.0007593692574650035
2015-02-20,0.005422868720751595
2015-02-23,-0.0051776959597354955
2015-02-24,-0.0033610369132497375
2015-02-25,0.0022844285472638504
2015-02-26,0.007272578573720656
2015-02-27,-0.010129377077154889
2015-03-02,0.009906582935308661
2015-03-03,-0.008300120376266373
2015-03-04,0.00010888187167146235
2015-03-05,0.005325001726305567
2015-03-06,-0.02118899718799694
2015-03-09,-0.0012148102828665186
2015-03-10,-0.02399652943120889
2015-03-11,0.010876869796887956
2015-03-12,0.013786238953483299
2015-03-13,-0.014372850126102454
2015-03-16,0.016152475211711925
2015-03-17,0.012473924181970908
2015-03-18,0.0029439996101354726
2015-03-19,0.010435748373101905
2015-03-20,-0.009575302320117607
2015-03-23,-0.0035841722108955754
2015-03-24,-0.006868088600265998
2015-03-25,-0.01789250356704941
2015-03-26,0.004359067162125196
2015-03-27,0.001224091970423835
2015-03-30,0.01889500299948854
2015-03-31,0.0001094480102359352
2015-04-01,0.001636055629373745
2015-04-02,0.000979925691141359
2015-04-06,0.007289192259826827
2015-04-07,-0.003888476826033216
2015-04-08,0.06917503276701598
2015-04-09,0.0002027619824440663
2015-04-10,0.010645961783917857
2015-04-13,-0.015850895103576956
2015-04-14,0.0056063671993549224
2015-04-15,0.014293418083975773
2015-04-16,-0.0034981504944179287
2015-04-17,0.00040137045516397407
2015-04-20,0.005413606584635522
2015-04-21,0.013361062498940424
2015-04-22,0.002361548162144622
2015-04-23,-0.0015708129662274084
2015-04-24,0.0007864851990579957
2015-04-27,-0.004224251442350835
2015-04-28,-0.003749058679867412
2015-04-29,0.009110912765411205
2015-04-30,-0.01589815343611678
2015-05-01,0.007878228012772048
2015-05-04,-0.0014842144076200325
2015-05-05,0.0014864205744524739
2015-05-06,0.002176805679027227
2015-05-07,0.0006907717045221418
2015-05-08,0.005130278391368925
2015-05-11,0.002846662545723966
2015-05-12,-0.006753770681474536
2015-05-13,0.01251727039440298
2015-05-14,0.01781366070544954
2015-05-15,-0.003442876752110191
2015-05-18,0.00998054345824051
2015-05-19,0.0013305656879509797
2015-05-20,-0.011481941430368403
2015-05-21,0.011807362748064598
2015-05-22,-0.0028463746617687358
2015-05-26,-0.00713602130404023
2015-05-27,0.00047881241672786956
2015-05-28,0.0003834934101736298
2015-05-29,-0.0005744465278765265
2015-06-01,0.003448966051782465
