Date,PAYX
2015-01-05,0.001730135031864588
2015-01-06,-0.007124224118112865
2015-01-07,0.018264362946127433
2015-01-08,0.015588668844216835
2015-01-09,-0.008830942672449882
2015-01-12,-0.001272323079302029
2015-01-13,0.0
2015-01-14,0.0012739439475881742
2015-01-15,-0.001272323079302029
2015-01-16,0.0046723619234927405
2015-01-20,0.005073752268448084
2015-01-21,-0.003996179702424718
2015-01-22,0.012882431677643247
2015-01-23,0.008757401819543098
2015-01-26,-0.004134232695713669
2015-01-27,-0.010584978738719886
2015-01-28,-0.01657237261993405
2015-01-29,-0.0025806175387124153
2015-01-30,-0.024148231271853282
2015-02-02,0.015466413480980323
2015-02-03,0.020669881396377265
2015-02-04,0.0034106753311387017
2015-02-05,0.008922896777561418
2015-02-06,0.005053972400683726
2015-02-09,-0.006076288840400901
2015-02-10,0.010329095806538291
2015-02-11,0.004798795147271662
2015-02-12,0.005191009502690358
2015-02-13,0.007229579881116388
2015-02-17,0.0
2015-02-18,0.0041019659157319754
2015-02-19,0.005514860299158819
2015-02-20,0.006703049837124997
2015-02-23,-0.0006048974919694583
2015-02-24,0.008883052745730424
2015-02-25,-0.0010007643344156492
2015-02-26,0.00040049684278131714
2015-02-27,-0.0020021021863135813
2015-03-02,0.01123600938809699
2015-03-03,-0.021230310368715144
2015-03-04,-0.010946356523084733
2015-03-05,0.007993138674985634
2015-03-06,-0.004676292753227007
2015-03-09,0.006741070105009905
2015-03-10,-0.005681580785219298
2015-03-11,-0.00020411506230155751
2015-03-12,0.0259233065819211
2015-03-13,-0.006764682673170208
2015-03-16,0.021835159235802593
2015-03-17,0.0
2015-03-18,0.00568496132069396
2015-03-19,-0.00116947609186846
2015-03-20,0.00741576298760549
2015-03-23,-0.0069737654070380906
2015-03-24,0.00078025905745438
2015-03-25,-0.04093554410715183
2015-03-26,-0.003861463115636954
2015-03-27,0.01101803745564034
2015-03-30,0.00928327398214357
2015-03-31,-0.0077982522159494305
2015-04-01,-0.0024184589712473725
2015-04-02,-0.005050591648900982
2015-04-06,-0.0008122095034575061
2015-04-07,-0.001422282467917202
2015-04-08,0.004069924269320957
2015-04-09,0.0010131178641210603
2015-04-10,-0.002227112664850872
2015-04-13,-0.004464273848770461
2015-04-14,-0.003260993304370019
2015-04-15,0.0016358310864048597
2015-04-16,0.0012249766011498409
2015-04-17,-0.015497421957346602
2015-04-20,0.01449863556105413
2015-04-21,0.0016331595133038945
2015-04-22,0.004484292960564629
2015-04-23,0.004870078265925448
2015-04-24,-0.005855805291194227
2015-04-27,0.0010152749931915395
2015-04-28,-0.0002028490510693759
2015-04-29,-0.008727362668691008
2015-04-30,-0.009213553102393579
2015-05-01,0.009505703627890494
2015-05-04,0.011054238366097646
2015-05-05,-0.006074146144416592
2015-05-06,-0.001833027864264758
2015-05-07,0.0037018709727638655
2015-05-08,0.006762194011200373
2015-05-11,-0.0012209718932036928
2015-05-12,-0.001222676371940623
2015-05-13,-0.0008165397130209806
2015-05-14,0.01960436905314178
2015-05-15,-0.002804292668868502
2015-05-18,0.006627737747565199
2015-05-19,0.0041902873166510535
2015-05-20,-0.0009934406885542257
2015-05-21,-0.0003980609366156518
2015-05-22,-0.007958596761534653
2015-05-26,-0.01103033940243714
2015-05-27,0.008314445332719522
2015-05-28,-0.0028161374062594113
2015-05-29,-0.003428458787299915
2015-06-01,0.0
2015-06-02,-0.005059481098069862
2015-06-03,-0.003254711813447053
2015-06-04,-0.016531033456946176
2015-06-05,0.004980555240915452
2015-06-08,-0.00763974397218381
2015-06-09,-0.0076987753285695515
2015-06-10,0.00859731974313882
2015-06-11,0.0031182781985750196
2015-06-12,-0.005181549237108118
2015-06-15,-0.010625126309092847
2015-06-16,0.004632740815551095
2015-06-17,0.0018866756785440586
2015-06-18,0.00920484363337537
2015-06-19,-0.0029018898708654817
2015-06-22,0.014345355038647867
2015-06-23,0.00020425617880270863
2015-06-24,-0.013319214802299695
2015-06-25,0.0016610596232411456
2015-06-26,-0.004975993110246324
2015-06-29,-0.02479694260229781
2015-06-30,0.0017094197481357654
2015-07-01,0.0091727981109484
2015-07-02,0.007186136968443169
2015-07-06,0.010912967697056963
2015-07-07,-0.0033214965156500575
2015-07-08,-0.014372034385294441
2015-07-09,0.0023248563196607286
2015-07-10,0.007379165817226863
2015-07-13,0.012766749156918333
2015-07-14,-0.004546468300845596
2015-07-15,-0.00851100431210694
2015-07-16,0.003140476455079977
2015-07-17,-0.009601678299885896
2015-07-20,-0.003160995601864447
2015-07-21,-0.000634159873352691
2015-07-22,0.0
2015-07-23,-0.013116083547548563
2015-07-24,-0.011575485876991198
2015-07-27,0.003686464492496766
2015-07-28,0.007130851610058109
2015-07-29,0.0021452332023745857
2015-07-30,-0.0012961373304579693
2015-07-31,0.0036772666401665433
2015-08-03,0.024137759893925637
2015-08-04,0.003577659274138556
2015-08-05,0.012161728300637664
2015-08-06,-0.014708807994631035
2015-08-07,0.0012615263493922502
2015-08-10,0.010079711618768972
2015-08-11,-0.004573560299427348
2015-08-12,-0.0014622668967414487
2015-08-13,0.006693067680983988
