Date,ESS
2015-01-05,0.0039934584581216015
2015-01-06,0.014394948745968694
2015-01-07,0.015077299900274621
2015-01-08,0.0064376240904602255
2015-01-09,0.0080415051452849
2015-01-12,0.0064366294870752405
2015-01-13,0.0018014095569456323
2015-01-14,0.013486756012296874
2015-01-15,0.008117646269846901
2015-01-16,0.003960179522142004
2015-01-20,-0.009028518932050922
2015-01-21,-0.001238401755422669
2015-01-22,0.0132398901500419
2015-01-23,-0.004195503931819222
2015-01-26,0.009874676481596234
2015-01-27,-0.0035636385239781188
2015-01-28,-0.008635234054377161
2015-01-29,0.009722359356238108
2015-01-30,-0.015118294356173845
2015-02-02,0.001459817847288214
2015-02-03,0.008878485552672455
2015-02-04,-0.0010066575333729233
2015-02-05,0.010168368098807612
2015-02-06,-0.029417071663431993
2015-02-09,-0.007018331428588875
2015-02-10,0.009768956219247338
2015-02-11,-0.002229263868248399
2015-02-12,0.018722098108094665
2015-02-13,-0.00570216525743894
2015-02-17,-0.0021169934541063196
2015-02-18,0.007736260028855746
2015-02-19,-0.019345741707109676
2015-02-20,0.013464750153381999
2015-02-23,0.00847414456366935
2015-02-24,-0.023240278028895167
2015-02-25,-0.0035398268930283416
2015-02-26,-0.0091733912763875
2015-02-27,0.009485138326383646
2015-03-02,0.012273466680656542
2015-03-03,-0.007372391799475464
2015-03-04,-0.010111991725573533
2015-03-05,0.022374018257680817
2015-03-06,-0.030195774335098124
2015-03-09,0.012809938093679918
2015-03-10,0.0059863928626027185
2015-03-11,0.00035804272770256773
2015-03-12,0.023213017652293777
2015-03-13,-0.001136414195748392
2015-03-16,0.026694788939910286
2015-03-17,-0.008354283711275112
2015-03-18,0.017493777947978684
2015-03-19,-0.007941773104045313
2015-03-20,0.02431445799519416
2015-03-23,-0.0029101542651751577
2015-03-24,-0.00871368458377686
2015-03-25,-0.019473244138171197
2015-03-26,0.0008577668085438805
2015-03-27,0.002070163616299414
2015-03-30,0.007401729210350982
2015-03-31,-0.017899036707801685
2015-04-01,-0.012092267410830693
2015-04-02,0.008937878376908959
2015-04-06,0.007767743813510641
2015-04-07,-0.016238764204027367
2015-04-08,0.004270042881145741
2015-04-09,-0.02743825631721397
2015-04-10,0.0013518292517766817
2015-04-13,-0.0014847761158774953
2015-04-14,0.005228719765859813
2015-04-15,-0.006457019830140132
2015-04-16,0.007807529144524095
2015-04-17,-0.003806521398379892
2015-04-20,0.0030115143787754484
2015-04-21,0.009053416446913376
2015-04-22,0.007239616132943549
2015-04-23,0.004277199879098026
2015-04-24,-0.0032491299445696065
2015-04-27,0.004493058677871531
2015-04-28,0.006446476850334282
2015-04-29,-0.020392082732038408
2015-04-30,-0.012766125680742868
2015-05-01,0.012075362389591726
2015-05-04,0.005475702219099876
2015-05-05,-0.028955973543967617
2015-05-06,0.002461882505465862
2015-05-07,0.01969443441258978
2015-05-08,0.014496679924815847
2015-05-11,-0.02743579556186615
2015-05-12,0.005063311000130133
2015-05-13,-0.012549387822783586
2015-05-14,0.023277017279641488
2015-05-15,0.007389353294516621
2015-05-18,-0.006230642337732295
2015-05-19,-0.003735080310531491
2015-05-20,0.0008035234508041444
2015-05-21,-0.009008810048823923
2015-05-22,-0.0018000654084399104
2015-05-26,-0.010865283253284175
2015-05-27,0.020966219948683307
2015-05-28,0.004375159899765224
2015-05-29,-0.010490011067563643
2015-06-01,0.01635089575158477
2015-06-02,-0.01984455013538733
2015-06-03,-0.02254560646282444
2015-06-04,-0.0031830154824942225
2015-06-05,-0.007497272663968935
2015-06-08,-0.0026577956380732237
2015-06-09,-0.011127405603308937
2015-06-10,0.00926663827122809
2015-06-11,0.003747826820561073
2015-06-12,0.0004665686385281198
2015-06-15,-0.0017260122404317846
2015-06-16,0.011402239507352752
2015-06-17,0.007853805504869804
2015-06-18,0.017145280815564767
2015-06-19,-0.009780075161794688
2015-06-22,-0.009967595970041376
2015-06-23,-0.011125587849968865
2015-06-24,-0.00023238418201598776
2015-06-25,-0.008137698670939608
2015-06-26,0.010903601267051588
2015-06-29,-0.017182766669225025
2015-06-30,0.009548860242241552
2015-07-01,0.019812174418117
2015-07-02,0.007383302529562652
2015-07-06,0.006183801549893175
2015-07-07,0.012200208780073885
2015-07-08,-0.0030581242130870434
2015-07-09,-0.002932374733271792
2015-07-10,0.0036650496863603887
2015-07-13,-0.004508674365400256
2015-07-14,0.00475554930692379
2015-07-15,0.003380080470888336
2015-07-16,0.005165588901117291
2015-07-17,-0.0034852382972859752
2015-07-20,0.00820622484247302
2015-07-21,-0.005648712834518399
2015-07-22,0.003220879460408055
2015-07-23,-0.0084723356160602
2015-07-24,0.006476132824622116
2015-07-27,0.0022337291791205693
2015-07-28,-0.00887142880034375
2015-07-29,0.0010345305536336724
2015-07-30,0.005526685632034178
2015-07-31,0.005049484630012424
2015-08-03,0.007291873929263337
2015-08-04,-0.005473270776365502
2015-08-05,-0.003950079414872132
2015-08-06,0.007352189125387598
2015-08-07,0.0041141102134869545
2015-08-10,0.0005283612679891636
2015-08-11,0.004535158514909821
2015-08-12,0.0007889157112246359
2015-08-13,-0.001751958375729945
2015-08-14,0.002720204506407864
2015-08-17,0.011200876432781781
2015-08-18,0.0035480815020996204
2015-08-19,-0.01578045321324595
2015-08-20,-0.002891385384286349
2015-08-21,-0.020473667227966064
2015-08-24,-0.049742107571519534
2015-08-25,-0.011139038962229564
2015-08-26,0.02682526136078378
2015-08-27,0.02384750090822596
2015-08-28,0.0018614662551621475
2015-08-31,-0.027372486664830054
2015-09-01,-0.020687622772466607
2015-09-02,0.007802706270277238
2015-09-03,0.0016051015535596402
2015-09-04,-0.023519879636424434
2015-09-08,0.01588064475904738
2015-09-09,-0.013351752896342162
2015-09-10,0.004478655326354497
2015-09-11,0.028526362018651108
2015-09-14,-0.00941596908223774
2015-09-15,0.013410885047197008
2015-09-16,0.011051610555732116
2015-09-17,0.00835842692366473
2015-09-18,-0.00036427270728145444
2015-09-21,0.00979613789600231
2015-09-22,-0.009520811642387716
2015-09-23,0.006514345146634293
2015-09-24,-0.01384927128125124
2015-09-25,0.0027076924976621175
2015-09-28,-0.010090157002681344
2015-09-29,0.021270919483435735
2015-09-30,0.018229222427366132
2015-10-01,0.010115773194710354
2015-10-02,0.008640561842851113
2015-10-05,0.0036027067726558393
2015-10-06,-0.007529622443974815
2015-10-07,0.010100529151206628
2015-10-08,0.00240148062280765
2015-10-09,-0.004399610120140229
2015-10-12,0.008357006066078698
2015-10-13,-0.006508771198648899
2015-10-14,-0.011835478090626905
2015-10-15,0.021081911174605228
2015-10-16,0.010128636137351155
2015-10-19,0.017911371904790085
2015-10-20,-0.0014312185311242676
2015-10-21,-0.012309817977721571
2015-10-22,-0.009816939059364205
2015-10-23,-0.007500506298351528
2015-10-26,-0.0025623215754386752
2015-10-27,-0.01027625218610051
2015-10-28,-0.018081489019922237
2015-10-29,0.013710192815403532
2015-10-30,-0.025679270079998817
2015-11-02,0.025312872948466625
2015-11-03,-0.012786688872573504
2015-11-04,-0.005781629389891685
2015-11-05,0.007844061174546946
2015-11-06,-0.02164794921145352
2015-11-09,-0.011657862795158791
2015-11-10,0.00957503455633768
2015-11-11,0.01099601177400622
2015-11-12,-0.008111888455997862
2015-11-13,-0.005116998327852507
2015-11-16,0.014006775541767214
2015-11-17,0.006567046460428161
2015-11-18,0.006163985290316587
2015-11-19,0.010508900378067176
2015-11-20,0.010089957724028098
2015-11-23,0.007886329273939063
2015-11-24,-0.009563275280185968
2015-11-25,0.012069151649418242
2015-11-27,0.014007085808624531
2015-11-30,-0.013000875410971169
2015-12-01,0.01980125369789132
2015-12-02,-0.027362081040591235
2015-12-03,-0.005722597807831908
2015-12-04,0.025350332390208674
2015-12-07,-0.0035137644960009373
2015-12-08,-0.0026226178680825996
2015-12-09,-0.007458587111284887
2015-12-10,-0.003431566621633797
2015-12-11,0.006015043889615601
2015-12-14,0.0088815882620783
2015-12-15,0.009190156777693526
