Date,EOG
2015-01-05,-0.06027741650198315
2015-01-06,-0.028495786385445143
2015-01-07,-0.006293841718609805
2015-01-08,0.038240819933373915
2015-01-09,0.006675846054086332
2015-01-12,-0.03372995599464701
2015-01-13,0.0065083597615556155
2015-01-14,0.033548389996109096
2015-01-15,-0.013791107294709004
2015-01-16,0.04368494040953208
2015-01-20,-0.010851467731083586
2015-01-21,0.013545055575703513
2015-01-22,-0.001987922143056653
2015-01-23,0.0047586760284505925
2015-01-26,0.01696199153348421
2015-01-27,0.007256916254496204
2015-01-28,-0.05268818074567061
2015-01-29,0.009194224137345941
2015-01-30,0.0013494229639641198
2015-02-02,0.03920039663765973
2015-02-03,0.04096395209660919
2015-02-04,-0.011628870508976319
2015-02-05,0.010505186789747212
2015-02-06,-0.004158325736051904
2015-02-09,0.0016698237562542406
2015-02-10,-0.007190849923944587
2015-02-11,-0.02162488868953638
2015-02-12,0.017167254249386366
2015-02-13,0.02236250169400522
2015-02-17,-0.004436268848956315
2015-02-18,-0.012229417303165735
2015-02-19,-0.015843097426805675
2015-02-20,-0.02899782669368889
2015-02-23,0.009332533339371007
2015-02-24,-0.0034808842421766295
2015-02-25,0.015500399952593114
2015-02-26,-0.031173327277376206
2015-02-27,-0.004547971865380029
2015-03-02,-0.007356774185244275
2015-03-03,0.014709483276910795
2015-03-04,0.0013278503314833046
2015-03-05,-0.009945785068218749
2015-03-06,-0.011385223481837903
2015-03-09,-0.009596891443962141
2015-03-10,-0.017441897368120407
2015-03-11,0.004176803020931041
2015-03-12,-0.009705435713520671
2015-03-13,-0.0037331922140761975
2015-03-16,0.029393923861070315
2015-03-17,-0.012514272750711819
2015-03-18,0.04447048822909894
2015-03-19,-0.012464134890570189
2015-03-20,0.012844643170766057
2015-03-23,-0.01852692434430836
2015-03-24,-0.0017971032021733002
2015-03-25,0.012606548371855375
2015-03-26,0.01556280464245674
2015-03-27,-0.008757009574678065
2015-03-30,0.01744695158253462
2015-03-31,-0.004883729700410844
2015-04-01,-0.005125520083584467
2015-04-02,0.0163335926307977
2015-04-06,0.023298709834915998
2015-04-07,-0.0063241123902629814
2015-04-08,-0.002440393722395573
2015-04-09,0.01775828561560666
2015-04-10,0.009194458482301826
2015-04-13,-0.01967049631577833
2015-04-14,0.02050303821509769
2015-04-15,0.015550042803911701
2015-04-16,0.00040871910270090517
2015-04-17,-0.007856488768650194
2015-04-20,0.005244624958080202
2015-04-21,-0.011765693277540956
2015-04-22,0.01149168320024252
2015-04-23,0.005834318870846955
2015-04-24,-0.015772655570268856
2015-04-27,0.006616955432176663
2015-04-28,0.011298463271563364
2015-04-29,0.012999724235285948
2015-04-30,-0.007920245048673058
2015-05-01,-0.0005055268859169848
2015-05-04,0.004954275590308699
2015-05-05,-0.048797610142912395
2015-05-06,0.0057118663110826695
2015-05-07,-0.016617612402355597
2015-05-08,0.0
2015-05-11,-0.020213733264936362
2015-05-12,0.01964823920740577
2015-05-13,-0.019376837025059324
2015-05-14,-0.009497707823737711
2015-05-15,-0.00286553916889154
2015-05-18,0.01470118608597315
2015-05-19,-0.016775766403978154
2015-05-20,0.0022156509110282663
2015-05-21,0.01138634330587962
2015-05-22,-0.013444017759157822
2015-05-26,-0.01229748973479694
2015-05-27,-0.0016829473572403941
2015-05-28,0.0016857844437148106
2015-05-29,-0.005160022582458845
2015-06-01,0.0007891472753065454
2015-06-02,0.011378879774982753
2015-06-03,-0.008465660393972674
2015-06-04,-0.018313161396616207
2015-06-05,0.026322038593971753
2015-06-08,-0.006355731842241807
2015-06-09,-0.00022500196934471806
2015-06-10,0.014816849000098609
2015-06-11,0.0026549392902213143
2015-06-12,-0.012355395951052617
2015-06-15,-0.0034626627922857978
2015-06-16,0.009638816352013801
2015-06-17,-0.011767446786947078
2015-06-18,-0.002358666997034242
2015-06-19,-0.006080277886686192
2015-06-22,-0.0021522631120083346
2015-06-23,0.008060642016464614
2015-06-24,-0.0050683866468536065
2015-06-25,-0.007810657671403876
2015-06-26,0.0046778653921804025
2015-06-29,-0.020553816491161503
2015-06-30,0.015072374942033395
2015-07-01,-0.020331788644858517
2015-07-02,-0.0011656996303818223
2015-07-06,-0.006770426164347865
2015-07-07,0.019156416580345947
2015-07-08,-0.02571469399895132
2015-07-09,0.009586865858553617
2015-07-10,-0.008909588524062428
2015-07-13,-0.003903846667762778
2015-07-14,0.012113053043168565
2015-07-15,-0.021302643135577504
2015-07-16,-0.01021015737078379
2015-07-17,-0.023058036535173576
2015-07-20,-0.03192542246832597
2015-07-21,-0.007699136175348786
2015-07-22,-0.016035477558427824
2015-07-23,0.0030226893403018096
2015-07-24,-0.015199131162882629
2015-07-27,-0.026210587832673826
2015-07-28,0.050006533334250314
2015-07-29,0.011580881947518273
2015-07-30,0.010291379993923044
2015-07-31,-0.017188869212196978
2015-08-03,-0.009716415036362891
2015-08-04,0.003924673152198466
2015-08-05,-0.008470282597530132
2015-08-06,0.020895976961140095
2015-08-07,-0.050462940555883073
2015-08-10,0.03402909147476518
2015-08-11,0.013504477002448834
2015-08-12,0.03402332393479024
2015-08-13,-0.0031276942177368428
2015-08-14,0.0031375073814319254
2015-08-17,0.0010010112282512473
2015-08-18,0.004999344902801406
2015-08-19,-0.0415369590156186
2015-08-20,-0.00441140336607504
2015-08-21,-0.02437112906859884
2015-08-24,-0.07480637589409045
2015-08-25,-0.012994524070522484
2015-08-26,0.03847259178615747
2015-08-27,0.06761525026661053
2015-08-28,0.02005534617108795
2015-08-31,0.012934625445019332
2015-09-01,-0.029242761619613256
2015-09-02,0.022230945362438526
2015-09-03,-0.0033454659376088713
2015-09-04,-0.0072304538644839544
2015-09-08,0.010014306916149573
2015-09-09,-0.009399879632017938
2015-09-10,0.014688509030909014
2015-09-11,-0.01165751578906371
2015-09-14,-0.009332398198389491
2015-09-15,0.010728506077923194
2015-09-16,0.034822111965635116
2015-09-17,-0.00350271484976461
2015-09-18,-0.04268149420852607
2015-09-21,0.0034091431821952067
2015-09-22,-0.016988674642008705
2015-09-23,-0.028981442017246062
2015-09-24,0.0030117868242800494
2015-09-25,-0.0064151298435797255
2015-09-28,-0.046160274809959656
2015-09-29,0.010082015503554809
2015-09-30,0.03807211250441256
2015-10-01,0.010851579980760695
2015-10-02,0.04715311606549366
2015-10-05,0.04658685851549116
2015-10-06,0.027155006752133115
2015-10-07,0.011225912332842203
2015-10-08,0.03903566335698061
2015-10-09,0.0029867983935867315
2015-10-12,-0.014547169267390636
2015-10-13,-0.00871824591017667
2015-10-14,0.007848216855571133
2015-10-15,0.015855065760499
2015-10-16,0.004131407852874913
2015-10-19,-0.030742955790132753
2015-10-20,0.0007075254024042632
2015-10-21,-0.012843142909862104
2015-10-22,0.024110662867935728
2015-10-23,-0.004312431484991608
2015-10-26,-0.023879422575589615
2015-10-27,-0.008273990737379222
2015-10-28,0.025271727255907317
2015-10-29,0.008609533003371084
2015-10-30,0.0038587840173047727
2015-11-02,0.0025627136390820038
2015-11-03,0.02765206072471149
2015-11-04,-0.022385855723052628
2015-11-05,0.0
2015-11-06,-0.013877613979209724
2015-11-09,0.0011732687102754547
2015-11-10,0.014173207543544564
2015-11-11,-0.03765283046750423
2015-11-12,-0.01956329509262067
2015-11-13,0.006854903660686196
2015-11-16,0.030881543573612946
2015-11-17,-0.02134672802258475
2015-11-18,0.026151185586099857
2015-11-19,-0.029359798017255745
2015-11-20,-0.00024200528231421714
2015-11-23,-0.0007263156608309229
2015-11-24,0.031124710974450354
2015-11-25,-0.018909696832424938
2015-11-27,-0.018077684316517573
2015-11-30,0.017191494648703953
2015-12-01,0.007431103604933487
2015-12-02,-0.037953430459227055
2015-12-03,0.0016073497246871238
2015-12-04,-0.006173571271833156
2015-12-07,-0.05342260983600544
2015-12-08,0.012075118341232649
2015-12-09,0.016469949745563595
2015-12-10,-0.0025514358292928474
2015-12-11,-0.042082751618142455
2015-12-14,0.02630528460281778
2015-12-15,0.005724593402808731
