Date,CRWD
2019-06-13,0.16482754411368528
2019-06-14,-0.050325547947742466
2019-06-17,0.09117827525274746
2019-06-18,0.09270100936635917
2019-06-19,0.009411780662786029
2019-06-20,-0.030691565774627616
2019-06-21,-0.03500327549229476
2019-06-24,-0.058978290713612935
2019-06-25,-0.0948948160526858
2019-06-26,0.018368027628527628
2019-06-27,0.010055821836775669
2019-06-28,0.07917196954607997
2019-07-01,-0.07453507225580602
2019-07-02,0.020886010509370223
2019-07-03,0.04215749166495697
2019-07-05,-0.00044614485797056513
2019-07-08,-0.004463553436241385
2019-07-09,0.02301589002908533
2019-07-10,0.08604820529213608
2019-07-11,-0.046542900927062814
2019-07-12,0.03696392280059935
2019-07-15,-0.025850360896311653
2019-07-16,-0.028770916235959287
2019-07-17,0.02099509728575022
2019-07-18,0.02464788732394374
2019-07-19,0.14804119096998503
2019-07-22,0.049808474967829586
2019-07-23,-0.010720830726899111
2019-07-24,0.008300682942532722
2019-07-25,0.05511090493116577
2019-07-26,0.006501934135869414
2019-07-29,-0.06083111610208902
2019-07-30,0.07761087220602847
2019-07-31,-0.05244681175718913
2019-08-01,0.027618716659943976
2019-08-02,-0.03845730022955696
2019-08-05,-0.028746718757950873
2019-08-06,-0.002807738462080822
2019-08-07,-0.01196617396326738
2019-08-08,0.0882213274457817
2019-08-09,0.035460992317412066
2019-08-12,-0.01991569398587456
2019-08-13,0.07139016489778083
2019-08-14,-0.056497790231848644
2019-08-15,-0.0038288980409528772
2019-08-16,0.025517822936145462
2019-08-19,0.03477351620791547
2019-08-20,-0.002314073135642025
2019-08-21,-0.026018573374060328
2019-08-22,-0.03737834481165636
2019-08-23,-0.04883296607418297
2019-08-26,0.005088736251150472
2019-08-27,-0.05400535070537138
2019-08-28,0.0346098473994092
2019-08-29,-0.036440950072325284
2019-08-30,-0.03030304133589956
2019-09-03,0.030511852782720394
2019-09-04,0.018505197980323684
2019-09-05,0.01805182229046043
2019-09-06,-0.12515826491840942
2019-09-09,-0.11687292038007191
2019-09-10,0.06780928696313815
2019-09-11,-0.035450116698321765
2019-09-12,0.007958371391989738
2019-09-13,-0.06890615560459279
2019-09-16,0.04625346857491719
2019-09-17,0.046861188867874715
2019-09-18,-0.002674583881722925
2019-09-19,-0.02709948073812052
2019-09-20,-0.0284346304337022
2019-09-23,-0.0008958870763048354
2019-09-24,-0.06561056589557068
2019-09-25,-0.007997440760381669
2019-09-26,-0.05998067064247259
2019-09-27,-0.08301887162823784
2019-09-30,0.09072207953379907
2019-10-01,-0.0072029150017300925
2019-10-02,-0.021765388405903252
2019-10-03,0.09729822033564361
2019-10-04,0.027357592205297765
2019-10-07,0.07738093068454877
2019-10-08,-0.05059604229865966
2019-10-09,-0.033996954317804806
2019-10-10,-0.026474349003909325
2019-10-11,-0.01856374193911481
2019-10-14,-0.09540401454002834
2019-10-15,0.012655880794489871
2019-10-16,-0.05759826766724452
2019-10-17,-0.030559296365399224
2019-10-18,-0.06740677644232274
2019-10-21,0.007653074050700814
2019-10-22,-0.02531647097699541
2019-10-23,0.03614714591703949
2019-10-24,0.08293297073919148
2019-10-25,-0.033371904651701034
2019-10-28,-0.043105165058926476
2019-10-29,-0.0031282903752285485
2019-10-30,0.0762552409192847
2019-10-31,-0.02983768794864128
2019-11-01,-0.028250848561868325
2019-11-04,0.023711371667606285
2019-11-05,-0.019133952341255922
2019-11-06,-0.017864454173619482
2019-11-07,-0.04871423252887863
2019-11-08,0.0375823974609375
2019-11-11,-0.02139373736750172
2019-11-12,0.01839823506676086
2019-11-13,0.1052072442764338
2019-11-14,0.0140384527353139
2019-11-15,0.13313105478297427
2019-11-18,-0.044853561592900104
2019-11-19,-0.018748899606552127
2019-11-20,-0.019999980926513672
2019-11-21,-0.020225958249779685
2019-11-22,0.007997029970523206
2019-11-25,0.03025829089599985
2019-11-26,-0.004656130387226565
2019-11-27,0.01277436238003049
2019-11-29,0.03037838082537614
2019-12-02,-0.05155175307701376
2019-12-03,0.04290130307871243
2019-12-04,-0.04165939400637042
2019-12-05,-0.036922495383751364
2019-12-06,-0.038904652381664184
2019-12-09,-0.03713891554954274
2019-12-10,-0.029591852304886812
2019-12-11,0.0037854954377263272
2019-12-12,-0.009009015489205519
2019-12-13,0.04460889311597138
2019-12-16,0.0008095712538125355
2019-12-17,-0.02143582117162346
2019-12-18,0.036164497253007966
2019-12-19,-0.013362548406485097
2019-12-20,0.0004042946688931348
2019-12-23,-0.033138071301769045
2019-12-24,-0.00208983233667559
2019-12-26,0.047748665535013
2019-12-27,-0.022186700728261788
2019-12-30,0.02269011962179901
2019-12-31,-0.0031980781794126445
2020-01-02,-0.008622424591648747
2020-01-03,0.02649679226696655
2020-01-06,0.0859113420758928
2020-01-07,-0.006532400768726188
2020-01-08,0.01662100177921655
2020-01-09,0.005030520662315352
