Date,AIG
2015-01-05,-0.019782754286063464
2015-01-06,-0.014181911954793236
2015-01-07,0.004795159645055724
2015-01-08,-0.004404990392686159
2015-01-09,-0.016961911284140818
2015-01-12,-0.018004212340356873
2015-01-13,-0.009358747743349771
2015-01-14,-0.009446308925064706
2015-01-15,-0.019073454586343574
2015-01-16,0.014087166339977308
2015-01-20,-0.009000429951334654
2015-01-21,0.003553780082711011
2015-01-22,0.02852653833091101
2015-01-23,-0.014728440761475503
2015-01-26,-0.005823696716455995
2015-01-27,-0.014450692929490638
2015-01-28,-0.024965084002808058
2015-01-29,0.0010158977617105158
2015-01-30,-0.007917277189074423
2015-02-02,0.032535159927885804
2015-02-03,0.017241720069269384
2015-02-04,0.0035065088200130212
2015-02-05,0.002135733783783289
2015-02-06,0.009298856015914181
2015-02-09,0.0007675610229871399
2015-02-10,0.0051784765329081495
2015-02-11,-0.0030532090002737267
2015-02-12,0.00382782344642707
2015-02-13,0.02878929782426587
2015-02-17,0.019088331616686327
2015-02-18,-0.005091894422367682
2015-02-19,0.004935038929050339
2015-02-20,0.004365377465219922
2015-02-23,-0.011771250728530136
2015-02-24,0.008613146795126703
2015-02-25,-0.004360438650202747
2015-02-26,0.0023721138385139895
2015-02-27,0.007282041393541272
2015-03-02,0.005783357479860696
2015-03-03,-0.0012578983906951224
2015-03-04,-0.003598660877059179
2015-03-05,0.004153499856555554
2015-03-06,0.007012952800052874
2015-03-09,0.0019646691170858155
2015-03-10,-0.027954006129445763
2015-03-11,0.0055125247354281814
2015-03-12,0.016081781633943137
2015-03-13,-0.005395621771330794
2015-03-16,0.011392531179768906
2015-03-17,-0.0023245319319241675
2015-03-18,0.011111241904522284
2015-03-19,-0.013647696468488624
2015-03-20,0.005211084095046559
2015-03-23,-0.0019663379418137783
2015-03-24,-0.008239419746213117
2015-03-25,-0.01535120199175033
2015-03-26,-0.0064195740681251
2015-03-27,-0.0025842938206067645
2015-03-30,0.012030379147826675
2015-03-31,0.0020117376613766336
2015-04-01,0.0003649303948281002
2015-04-02,0.006020630586824671
2015-04-06,0.005078019815851764
2015-04-07,-0.007939504661022778
2015-04-08,0.008548771864630877
2015-04-09,0.015148801515118882
2015-04-10,0.005329481539613212
2015-04-13,0.01537383186474961
2015-04-14,0.0006959463471263305
2015-04-15,0.013391102685466727
2015-04-16,-0.0018872070345360425
2015-04-17,-0.012551987050287705
2015-04-20,0.0013928761796322409
2015-04-21,-0.015127556560638578
2015-04-22,-0.0010591194267496329
2015-04-23,0.003004597560143152
2015-04-24,0.004228697043574314
2015-04-27,0.00017572255687592353
2015-04-28,-0.003508845856991405
2015-04-29,-0.002640598857926779
2015-04-30,-0.006354977643274529
2015-05-01,0.025759262370007807
2015-05-04,0.007966611221884579
2015-05-05,-0.003436162736559445
2015-05-06,0.0025863883106709284
2015-05-07,0.014101065899976062
2015-05-08,0.011870363392568306
2015-05-11,-0.007876191077051065
2015-05-12,-0.007432472210512797
2015-05-13,-0.0003405248988602727
2015-05-14,0.003915367510803014
2015-05-15,-0.01034403962756103
2015-05-18,0.009081729433421115
2015-05-19,0.008829774385447076
2015-05-20,0.009257938360774043
2015-05-21,0.00433610255830863
2015-05-22,-0.0056461327564016894
2015-05-26,-0.010854905905511858
2015-05-27,0.0027013412029555095
2015-05-28,0.001010160369458335
2015-05-29,-0.014129210446748752
2015-06-01,0.0011939673370144899
2015-06-02,0.017041777113657286
2015-06-03,0.023961196084454572
2015-06-04,-0.008182299387596959
2015-06-05,-0.0018147509596206923
2015-06-08,-0.013884235756533414
2015-06-09,0.007642606235702232
2015-06-10,0.028171321307400854
2015-06-11,0.005025976466930926
2015-06-12,-0.0016130527706245124
2015-06-15,0.010987144517694336
2015-06-16,-0.009429511320737438
2015-06-17,-0.0019360230829574832
2015-06-18,0.00695120916499703
2015-06-19,-0.007384840000892123
2015-06-22,0.012130150925352412
2015-06-23,0.011824770471028145
2015-06-24,-0.00631722651082911
2015-06-25,-0.007787770617526779
2015-06-26,0.0048053665907847876
2015-06-29,-0.018172986828594584
2015-06-30,0.0037344659013265336
2015-07-01,0.008573274235898598
2015-07-02,-0.004330456561201013
2015-07-06,-0.003705147099611228
2015-07-07,0.0058205154425639005
2015-07-08,-0.01687818455292356
2015-07-09,0.0098103818843569
2015-07-10,0.01392477207860332
2015-07-13,0.012137101637475611
2015-07-14,0.0029973687644955227
2015-07-15,0.007236146135063848
2015-07-16,0.0020307247384778737
2015-07-17,-0.0017145593066437703
2015-07-20,-0.00015617839039416825
2015-07-21,-0.0006247347607950537
2015-07-22,0.008437471840126998
2015-07-23,-0.006197736864256176
2015-07-24,-0.007795371052294997
2015-07-27,-0.00628538526865996
2015-07-28,0.0066414214837140495
2015-07-29,0.013823364660484172
2015-07-30,-0.00015484110369645698
2015-07-31,-0.006353789168813351
2015-08-03,0.00046787121572067214
2015-08-04,-0.028215232353403397
2015-08-05,0.00994561225019841
2015-08-06,0.0009532159676299834
2015-08-07,0.0058711054832119025
2015-08-10,0.009465336797984225
2015-08-11,-0.010627029929361043
2015-08-12,-0.0007894015444671609
2015-08-13,-0.00031641216442390707
2015-08-14,0.015970877154470875
2015-08-17,0.0007781567939117995
2015-08-18,-0.009175734299898375
2015-08-19,-0.012399871319337619
2015-08-20,-0.019230524043091668
2015-08-21,-0.03208576411507447
2015-08-24,-0.04671012093840521
2015-08-25,-0.005268943515530422
2015-08-26,0.044491901428612035
2015-08-27,0.03296109520511248
2015-08-28,-0.0017998135109843494
2015-08-31,-0.01081955492316411
2015-09-01,-0.02668239140675599
2015-09-02,0.006299968625090191
2015-09-03,0.005922174293449656
2015-09-04,-0.0230444458395499
2015-09-08,0.01997215991742296
2015-09-09,-0.011984888034252128
2015-09-10,-0.0005150631526928962
2015-09-11,0.0018897332298717373
2015-09-14,-0.005657922410023053
2015-09-15,0.01120716202819727
2015-09-16,0.00426272552973006
2015-09-17,-0.007979884696703743
2015-09-18,-0.011124600895580206
2015-09-21,0.004326742620992974
2015-09-22,-0.01292405603905733
2015-09-23,-0.0031424572103139203
2015-09-24,-0.0035025975559486167
2015-09-25,0.011247657041128178
2015-09-28,-0.032672889453747356
2015-09-29,0.0010777982653422669
2015-09-30,0.019741710006371704
2015-10-01,0.0017598862623917633
2015-10-02,0.004743456344584507
2015-10-05,0.019059430803096467
2015-10-06,-0.010295208210439166
2015-10-07,0.0024272403908196516
2015-10-08,0.007263668506214405
2015-10-09,-0.0008584468748438212
2015-10-12,0.00842092775856762
2015-10-13,0.00016998714021143613
2015-10-14,-0.011245363474255199
2015-10-15,0.019990052287986337
2015-10-16,0.013684533364279883
2015-10-19,0.0
2015-10-20,0.0045002021095006395
2015-10-21,-0.0006641914234737367
2015-10-22,0.008633842009582171
2015-10-23,0.008724452410853845
2015-10-26,-0.0019583828549507576
2015-10-27,-0.00392413289995408
2015-10-28,0.048752495707802046
2015-10-29,-0.00626078504744676
2015-10-30,-0.006772553030208961
2015-11-02,0.010783197446821546
2015-11-03,-0.04361488277174663
2015-11-04,-0.0026244591704699394
2015-11-05,0.019736919539751208
2015-11-06,-0.0011287833794342284
2015-11-09,-0.011626338486305787
2015-11-10,0.002287260660389201
2015-11-11,-0.011084153982819811
2015-11-12,-0.021262367675391802
2015-11-13,-0.0011789981737456712
2015-11-16,0.022762128667829007
2015-11-17,0.0056047952824025415
2015-11-18,0.015737542375877434
2015-11-19,0.0003228412671436587
2015-11-20,0.0037107301869361287
2015-11-23,0.008841401145788685
2015-11-24,0.005735825616504764
2015-11-25,0.0004754779845594914
2015-11-27,0.008392649898069537
2015-11-30,-0.0015703770410907536
2015-12-01,0.008493312567240618
2015-12-02,-0.00966934291091115
2015-12-03,-0.013603383205454178
2015-12-04,0.026138926931208006
2015-12-07,-0.018596913572205276
2015-12-08,-0.0007961532738600674
2015-12-09,-0.009083579902908645
2015-12-10,-0.01929905748390237
2015-12-11,-0.024926186961662378
2015-12-14,-0.017490625335217058
2015-12-15,0.026018297944994773
2015-12-16,0.016516743310212023
2015-12-17,-0.013130043461888397
2015-12-18,-0.00881399212181444
2015-12-21,0.006208069245819736
2015-12-22,0.012672748583837157
2015-12-23,0.011197341847372755
2015-12-24,0.004721987929295013
2015-12-28,-0.0016208521044329682
2015-12-29,0.015260225904499602
2015-12-30,-0.00047978635518919344
2015-12-31,-0.00863874919955221
2016-01-04,-0.024850753371779888
2016-01-05,0.0034753713174233702
2016-01-06,-0.014676892877352632
2016-01-07,-0.023933225870716557
2016-01-08,-0.014917444661782686
2016-01-11,0.004177430754805922
2016-01-12,0.004680174494191558
2016-01-13,-0.022256631436756047
2016-01-14,0.011117190019638956
2016-01-15,-0.02111725673167064
2016-01-19,0.0012482662009329903
2016-01-20,-0.01976552255754538
2016-01-21,0.004723431008721413
2016-01-22,0.01880288494862259
2016-01-25,-0.01756857784150956
2016-01-26,0.009934920792646906
2016-01-27,-0.02450338141184849
2016-01-28,0.0031167550130852817
2016-01-29,0.03235241146823076
2016-02-01,-0.003364019578624866
2016-02-02,-0.017054414544917296
2016-02-03,-0.01843501520272295
2016-02-04,-0.005339833897218482
2016-02-05,-0.012032651710660147
2016-02-08,-0.020048234400624865
2016-02-09,-0.0009563632397323607
