Date,ISRG
2015-01-05,-0.02131021947780609
2015-01-06,0.010537165921600478
2015-01-07,0.005482965929745953
2015-01-08,0.019822448844323937
2015-01-09,-0.022757983220341726
2015-01-12,0.00890818655423442
2015-01-13,-0.007326191833215923
2015-01-14,0.026262288286992286
2015-01-15,-0.020509584448382023
2015-01-16,0.01191887426692495
2015-01-20,-0.016470990446966538
2015-01-21,-0.007223730734020828
2015-01-22,0.0140122092545929
2015-01-23,-0.014865447517389274
2015-01-26,0.00664642652006231
2015-01-27,-0.022648323786815583
2015-01-28,-0.01305942576418151
2015-01-29,0.004815372136901974
2015-01-30,-0.020792924742237706
2015-02-02,0.025582432939654565
2015-02-03,0.0030169453705688465
2015-02-04,-0.0073526255356107795
2015-02-05,0.022280757260165762
2015-02-06,-0.007555667978157765
2015-02-09,-0.021433964135649575
2015-02-10,-0.0028327259602509702
2015-02-11,-0.0018804556583280618
2015-02-12,0.01759765599464358
2015-02-13,0.005948285807140241
2015-02-17,0.00640255604799389
2015-02-18,-0.002217905083280791
2015-02-19,-0.002710245526046484
2015-02-20,0.0035974144636561345
2015-02-23,0.0007598033527258519
2015-02-24,-0.0035624163372174333
2015-02-25,-0.00822473552402947
2015-02-26,-0.002619859821032078
2015-02-27,-0.012501686677384605
2015-03-02,0.006519973555908942
2015-03-03,0.011544693150941088
2015-03-04,-0.016716710262887013
2015-03-05,-0.0020777281438849604
2015-03-06,-0.010970493019245797
2015-03-09,-0.002934963396001522
2015-03-10,-0.010292573233218083
2015-03-11,0.012286647743257717
2015-03-12,0.011630997069815185
2015-03-13,-0.011617409506859966
2015-03-16,0.027094910634155367
2015-03-17,-0.0021112026512033477
2015-03-18,0.00614932989098671
2015-03-19,-0.00019653719410739345
2015-03-20,0.0005306805066487286
2015-03-23,-0.0016108914716840284
2015-03-24,-0.008874266020180488
2015-03-25,-0.016815589811036813
2015-03-26,0.007592436236964151
2015-03-27,-0.0034870319441738795
2015-03-30,0.017918582415688666
2015-03-31,-0.002232520306784669
2015-04-01,0.002950292877699656
2015-04-02,0.0034944335784463654
2015-04-06,0.011882997245731275
2015-04-07,-0.0036358182162983255
2015-04-08,-0.0019513644175561673
2015-04-09,0.0031869422163079975
2015-04-10,0.033658866220550365
2015-04-13,0.02253186607461033
2015-04-14,-0.011543231025927914
2015-04-15,-0.004365300275631756
2015-04-16,0.018324613728922357
2015-04-17,-0.005133511733894536
2015-04-20,0.022711304931878562
2015-04-21,-0.01130237025438463
2015-04-22,-0.05450588414224822
2015-04-23,-0.008047525490018415
2015-04-24,-0.013358834975091938
2015-04-27,-0.010673597182625283
2015-04-28,0.008830758732842003
2015-04-29,-0.010714098976960185
2015-04-30,-0.0071066633878277274
2015-05-01,0.003992049266031472
2015-05-04,0.0008032881103707812
2015-05-05,-0.010835513086545068
2015-05-06,-0.008621443143681962
2015-05-07,0.000859448488940151
2015-05-08,0.010610626391175604
2015-05-11,0.0041471406704476355
2015-05-12,-0.003082344895054767
2015-05-13,0.007315485878975236
2015-05-14,0.00780400449076013
2015-05-15,0.002607776761132552
2015-05-18,-0.002005363131324822
2015-05-19,0.000417806693130629
2015-05-20,-0.020860650054731922
2015-05-21,0.005239965425767101
2015-05-22,0.0006464830765713359
2015-05-26,-0.0163546743802625
2015-05-27,0.01332184155511107
2015-05-28,-0.01592188270443684
2015-05-29,0.004013936161333609
2015-06-01,0.029584884591463245
2015-06-02,-0.006073540582645087
2015-06-03,0.004026973049992666
2015-06-04,-0.009777649286554002
2015-06-05,-0.0023376166577118163
2015-06-08,-0.009129800107487762
2015-06-09,0.013576281392517542
2015-06-10,0.014058197633543434
2015-06-11,-0.011840314374444882
2015-06-12,-0.0051782309782630875
2015-06-15,-0.008029704490029377
2015-06-16,-0.0017287635730424133
2015-06-17,-0.0040747149993775045
2015-06-18,0.01466764843829349
2015-06-19,-0.002520169000626904
2015-06-22,0.009499787587475383
2015-06-23,-0.0056662516593875
2015-06-24,-0.008396758378403812
2015-06-25,0.004893874263210307
2015-06-26,0.004627565641416087
2015-06-29,-0.02689325945857146
2015-06-30,0.001488242874197132
2015-07-01,0.0027657854951979033
2015-07-02,0.0009262167026260482
2015-07-06,-0.016841799228944687
2015-07-07,0.007048708313681429
2015-07-08,-0.005857030497374849
2015-07-09,0.005891537411671477
2015-07-10,0.013292659708510346
2015-07-13,0.019820841922207677
2015-07-14,-0.011235308433957925
2015-07-15,-0.0029880490599467624
2015-07-16,-0.0009582629918832852
2015-07-17,-0.00040819540915393304
2015-07-20,0.015924579879790457
2015-07-21,0.015031866417017481
2015-07-22,0.08867724188718284
2015-07-23,0.013311966921938145
2015-07-24,-0.019956898575481663
2015-07-27,-0.0035343231273906595
2015-07-28,-0.007148735194895894
2015-07-29,5.554068186541805e-05
2015-07-30,-0.001240064314316891
2015-07-31,-0.011952863966521066
2015-08-03,-0.01251009195153907
2015-08-04,0.00047484829894495206
2015-08-05,0.0082012260418729
2015-08-06,-0.013180950878670772
2015-08-07,0.01702063821333555
2015-08-10,-0.001369645151563681
2015-08-11,-0.004546610905261095
2015-08-12,-0.00105697580379438
2015-08-13,-0.0026639817332155813
2015-08-14,0.003788797221106366
2015-08-17,0.006001523172002532
2015-08-18,-0.0062845999670105845
2015-08-19,-0.005814644215679232
2015-08-20,-0.023546378985377037
2015-08-21,-0.014351828576575243
2015-08-24,-0.0316273657036934
2015-08-25,0.0074366896133759575
2015-08-26,0.02829354228117098
2015-08-27,0.01400334105801071
2015-08-28,-0.0025796652008898135
2015-08-31,-0.006397844458719937
2015-09-01,-0.014737244697579976
2015-09-02,0.015315242202061263
2015-09-03,0.005125895535521119
2015-09-04,-0.010413622566025404
2015-09-08,0.024075542352380852
2015-09-09,-0.02049398937891378
2015-09-10,0.0030785744373904578
2015-09-11,0.007350358215698849
2015-09-14,-0.009159715374570276
2015-09-15,0.006247831454599728
2015-09-16,0.0014208832075834898
2015-09-17,0.009212793973855105
2015-09-18,-0.01498344249895911
2015-09-21,-0.012747835991255396
2015-09-22,-0.02124998886618157
2015-09-23,-0.008761499724555422
2015-09-24,0.002612905692277012
2015-09-25,-0.031048983955903497
2015-09-28,-0.02605533461795917
2015-09-29,-0.01734590640327205
2015-09-30,0.009023689323315542
2015-10-01,-0.008725379004915323
2015-10-02,0.020413976839109615
2015-10-05,0.008475501317546374
2015-10-06,-0.019645507778386695
2015-10-07,0.015448254327764088
2015-10-08,0.0036639974493921645
2015-10-09,0.002647281512053734
2015-10-12,-0.018758660739375266
2015-10-13,-0.009612873128073796
2015-10-14,-0.0033960675963909948
2015-10-15,0.016378667343761588
2015-10-16,0.010858507376675153
2015-10-19,0.023773335430506748
2015-10-20,-0.011349370226919286
2015-10-21,0.05581279216747115
2015-10-22,-0.006467661246918555
2015-10-23,0.007759254761702028
2015-10-26,-0.006959558799043863
2015-10-27,0.00042293933921477844
2015-10-28,0.006562498617752155
2015-10-29,0.0005199758475236127
2015-10-30,-0.007355896641101367
2015-11-02,0.015424912387363099
2015-11-03,-0.0016856353407971314
2015-11-04,-0.003893437298364111
2015-11-05,-0.0041878597460321965
2015-11-06,0.003224215574374023
2015-11-09,-0.0058288657835325886
2015-11-10,0.009075608077115493
2015-11-11,-0.00785975194493882
2015-11-12,0.002787771647989823
2015-11-13,-0.002420013353881423
2015-11-16,0.004250252885538153
2015-11-17,-0.0047912753757506366
2015-11-18,0.017752908439826687
2015-11-19,-0.006287416012430991
2015-11-20,0.024594865950435363
2015-11-23,0.004878310738025915
2015-11-24,-0.004527106286995042
2015-11-25,0.002186744077393721
2015-11-27,0.002645442138013765
2015-11-30,0.0015021858361046192
2015-12-01,0.004288332492665026
2015-12-02,-0.008980363319285756
2015-12-03,-0.017196120630754375
2015-12-04,0.02504624118744614
2015-12-07,0.0021480388725108046
2015-12-08,-0.017951446230355272
2015-12-09,0.0009938923957431012
2015-12-10,0.024121489129739437
2015-12-11,-0.00488558105827519
2015-12-14,0.010086528194184874
2015-12-15,0.01571629301030586
2015-12-16,0.015026267969212581
2015-12-17,-0.01111659596744241
2015-12-18,-0.00907120519041682
2015-12-21,0.009622202283933845
2015-12-22,0.0039494340540764394
2015-12-23,0.01159853283971457
2015-12-24,-0.0005112263898622293
2015-12-28,-0.000621047625754878
2015-12-29,0.011441958054771773
2015-12-30,-0.001554156297869369
2015-12-31,-0.01149299509973889
2016-01-04,0.002252065509169787
2016-01-05,0.008348715924954009
2016-01-06,0.0023190271816881936
2016-01-07,-0.029535102492614818
2016-01-08,-0.0006705312697391497
2016-01-11,0.0056659709006863235
2016-01-12,0.0047073736382621245
2016-01-13,0.005570666715641659
2016-01-14,0.01949956648526463
2016-01-15,0.002663026268759694
2016-01-19,-0.0013638646293657741
2016-01-20,-0.0034681465408052947
2016-01-21,0.00187534850917781
2016-01-22,0.018916490448045442
2016-01-25,-0.01393722623283955
2016-01-26,-0.023252487063432303
2016-01-27,-0.020578082377059825
2016-01-28,-0.01391337275610982
2016-01-29,0.027079917942606224
2016-02-01,0.004271078531755457
2016-02-02,-0.007014552217154746
2016-02-03,0.01066098813937133
2016-02-04,0.012529863600531765
2016-02-05,-0.028427555965438667
2016-02-08,-0.05400566049743383
2016-02-09,0.003035815598972924
2016-02-10,0.0306394735331037
2016-02-11,-0.005453712934746058
2016-02-12,0.01865594294608508
2016-02-16,0.0073031044575349036
2016-02-17,0.012519642935616027
2016-02-18,0.001402537962646333
2016-02-19,0.006855635698505447
2016-02-22,0.009462961373331247
2016-02-23,-0.004732476741472369
2016-02-24,0.008653685034111236
2016-02-25,0.010168901897375182
2016-02-26,0.014643825055427495
2016-02-29,-0.007771362428716677
2016-03-01,0.01497178925448428
2016-03-02,0.004059569671797547
2016-03-03,0.0004008154401358155
2016-03-04,-0.0059055173444555464
2016-03-07,0.0035748523017273826
2016-03-08,-0.010180024285398659
2016-03-09,0.010655203435965044
2016-03-10,0.0013964228993219585
2016-03-11,0.011765730968058774
2016-03-14,0.021741743219545695
2016-03-15,-0.009560381086110237
2016-03-16,-3.4133550790516054e-05
2016-03-17,-0.04261292599862454
2016-03-18,0.03680980359081354
2016-03-21,-0.00010292911046050346
2016-03-22,0.01379097609808344
2016-03-23,-0.007952136613915028
2016-03-24,-0.0051506900650540866
2016-03-28,0.0014742671865604073
2016-03-29,0.03235357313796894
2016-03-30,-0.007942644540042454
2016-03-31,0.0046299335573949385
2016-04-01,0.009067422180460749
2016-04-04,0.02565540968001523
2016-04-05,-0.014693128301472291
2016-04-06,0.02153626129724162
2016-04-07,-0.0181114659562015
2016-04-08,0.008116708511185067
2016-04-11,0.0006937693156090496
2016-04-12,0.008561811991319557
2016-04-13,0.0023980065095805525
2016-04-14,-0.0062518787996926894
2016-04-15,0.0018135622320623046
2016-04-18,0.004421472416865191
