Date,BRO
2015-01-05,-0.012899162779312356
2015-01-06,-0.004978293605959028
2015-01-07,0.00906818644842211
2015-01-08,0.01921281588810908
2015-01-09,-0.012769804200652213
2015-01-12,-0.010471132111530279
2015-01-13,-0.0031123691457360936
2015-01-14,-0.006556400833030329
2015-01-15,-0.0037712026612582994
2015-01-16,0.0041011567220146095
2015-01-20,-0.006283803347824413
2015-01-21,-0.0003161102994294618
2015-01-22,0.017710641742114452
2015-01-23,-0.013362450633752743
2015-01-26,0.002519855048565889
2015-01-27,-0.010682001990864665
2015-01-28,-0.013337464205837923
2015-01-29,-0.004184314798262423
2015-01-30,-0.0029086438057254194
2015-02-02,0.023747523095900558
2015-02-03,0.015570390921140875
2015-02-04,0.003754639887534994
2015-02-05,0.010598691724911236
2015-02-06,-0.009562179929726189
2015-02-09,-0.004671391973913419
2015-02-10,0.008135173609775892
2015-02-11,0.007759072422095725
2015-02-12,0.010471196057920906
2015-02-13,0.006095765647606388
2015-02-17,0.0021206613606958857
2015-02-18,0.0
2015-02-19,0.0006043851457679938
2015-02-20,-0.0003020100425004113
2015-02-23,-0.013296964351985463
2015-02-24,-0.0021438505991726586
2015-02-25,-0.004911025033555894
2015-02-26,-0.0018508448465149874
2015-02-27,-0.006798430694877955
2015-03-02,-0.004044838640511639
2015-03-03,-0.0028115647753387263
2015-03-04,-0.005326006884309953
2015-03-05,0.0034646226603938235
2015-03-06,-0.0006278583679191208
2015-03-09,0.0021985219529194744
2015-03-10,-0.004073927882094153
2015-03-11,0.011642603514306682
2015-03-12,0.01430800041667002
2015-03-13,-0.00705298802806964
2015-03-16,0.017912369729282007
2015-03-17,0.0024269794648879017
2015-03-18,-0.007869508409923065
2015-03-19,0.0015256248312731646
2015-03-20,0.009137757196609364
2015-03-23,-0.003621917085095183
2015-03-24,-0.00030283342099679533
2015-03-25,-0.01181821943928918
2015-03-26,-0.001840061185900077
2015-03-27,0.0064515700109142315
2015-03-30,0.014957465441171935
2015-03-31,-0.004210581921049283
2015-04-01,-0.0030202665680153507
2015-04-02,0.0036350830545162083
2015-04-06,0.003018443918184621
2015-04-07,-0.003912098884202964
2015-04-08,0.0009062840241320647
2015-04-09,0.003622361001884622
2015-04-10,-0.0012029692450467033
2015-04-13,0.0021078266111116406
2015-04-14,0.0012018216274989335
2015-04-15,-0.002100805099488845
2015-04-16,-0.002406128053479062
2015-04-17,-0.018088820948782947
2015-04-20,0.0128954121291327
2015-04-21,-0.016065189296174398
2015-04-22,-0.00739386776424078
2015-04-23,0.0015518796921880629
2015-04-24,0.004957877572651759
2015-04-27,-0.010483724416598172
2015-04-28,0.005297267732300659
2015-04-29,0.0006202688543757162
2015-04-30,-0.0068389047859186425
2015-05-01,-0.0031297426673505546
2015-05-04,0.002197770411190403
2015-05-05,-0.007831939061537008
2015-05-06,0.002210195327582376
2015-05-07,0.0028354505867553836
2015-05-08,0.0025132596384158656
2015-05-11,0.006581177479390021
2015-05-12,-0.007783498014214185
2015-05-13,-0.0012549870657887485
2015-05-14,0.007225933924018824
2015-05-15,-0.0003118546771572195
2015-05-18,0.009672470693501634
2015-05-19,0.0
2015-05-20,0.00339911635786172
2015-05-21,-0.0018480816166080993
2015-05-22,-0.0033938090570874158
2015-05-26,-0.0015480764238028355
2015-05-27,0.0027908710093778044
2015-05-28,0.009276451301252875
2015-05-29,-0.007659303348390489
2015-06-01,0.0015436454286723578
2015-06-02,0.004623605145643861
2015-06-03,0.008898639418238874
2015-06-04,-0.0006082182764274302
2015-06-05,0.002130282528146843
2015-06-08,-0.0012147166122224995
2015-06-09,0.00182429091481362
2015-06-10,0.003338379506677258
2015-06-11,0.01119175548469431
2015-06-12,-0.0014958109839074973
2015-06-15,-0.004793113352689726
2015-06-16,0.0021071968980488354
2015-06-17,0.005106528631662943
2015-06-18,0.0023910142070386886
2015-06-19,0.0
2015-06-22,0.0038755917626773773
2015-06-23,-0.0005935746677132592
2015-06-24,-0.0062408091397961885
2015-06-25,-0.009569212915378711
2015-06-26,0.0003015576686367094
2015-06-29,-0.010866075446322454
2015-06-30,0.0027463929751430083
2015-07-01,0.010955611276453503
2015-07-02,-0.0027094422426544584
2015-07-06,0.004829725001643137
2015-07-07,0.0024030981959373143
2015-07-08,-0.007192325208100314
2015-07-09,0.004528005440305849
2015-07-10,0.01111770677322066
2015-07-13,0.010400912998966616
2015-07-14,0.004705894379813946
2015-07-15,-0.0023419569794124184
2015-07-16,0.010563422899466435
2015-07-17,-0.00435510396918537
2015-07-20,0.005249118974432587
2015-07-21,-0.042645652428508374
2015-07-22,0.0063636075806203785
2015-07-23,0.0132490999379542
2015-07-24,-0.008024021913269452
2015-07-27,-0.004194193728920159
2015-07-28,-0.0054149324338157445
2015-07-29,0.014216288944628674
2015-07-30,0.0002985573081408788
2015-07-31,-0.0026836542371091454
2015-08-03,0.003587938482431996
2015-08-04,0.0014890735160970614
2015-08-05,0.0032827495528024997
2015-08-06,0.0002973424414061121
2015-08-07,-0.0014867667335105583
2015-08-10,0.01608115099100038
2015-08-11,-0.0020517521825403895
2015-08-12,-0.005580062381519202
2015-08-13,0.006202152219426882
2015-08-14,0.009392407739935438
2015-08-17,-0.0014539705947054227
2015-08-18,0.0032032835540427573
2015-08-19,-0.013933177981754974
2015-08-20,-0.01942922433621075
2015-08-21,-0.019213039524831665
2015-08-24,-0.03764932681519828
2015-08-25,-0.016539546951894857
2015-08-26,0.04107363051619051
2015-08-27,0.022056617766571307
