Date,HPQ
2015-05-04,-0.004437951830830289
2015-05-05,-0.01456143641333807
2015-05-06,-0.0199032812049994
2015-05-07,0.00984589441538608
2015-05-08,0.017976900406215357
2015-05-11,0.008680014023815907
2015-05-12,-0.02314558200690575
2015-05-13,0.011543307181705043
2015-05-14,0.01201202756546782
2015-05-15,-0.0029673845327521375
2015-05-18,-0.010416538883995075
2015-05-19,0.004510920843621147
2015-05-20,-0.009880178072162682
2015-05-21,0.022981632249509554
2015-05-22,0.027490399042444658
2015-05-26,-0.039700545246824315
2015-05-27,0.011983149292907225
2015-05-28,-0.00384874930142709
2015-05-29,-0.0074294425781021856
2015-06-01,0.010778678427282973
2015-06-02,0.003554636869322003
2015-06-03,0.0023611915570360686
2015-06-04,-0.019434674752095482
2015-06-05,-0.011411579810523653
2015-06-08,-0.0016489804558964538
2015-06-09,-0.003364780047628191
2015-06-10,0.010128955518842186
2015-06-11,-0.011850758927782534
2015-06-12,-0.003382369797538809
2015-06-15,-0.021598354875856707
2015-06-16,-0.0018922807470863612
2015-06-17,0.017693576169587333
2015-06-18,-0.004035801535117511
2015-06-19,-0.008728430099823825
2015-06-22,-0.003144601470315145
2015-06-23,-0.0022081281385729623
2015-06-24,-0.002845462276390043
2015-06-25,-0.010463041945738438
2015-06-26,-0.02178793548155089
2015-06-29,-0.018342290114372717
2015-06-30,0.001334664796564189
2015-07-01,0.01699402802809824
2015-07-02,0.005570368270221948
2015-07-06,-0.003910153998789023
2015-07-07,0.007523722844171354
2015-07-08,-0.011363539815389845
2015-07-09,-0.001970677412482802
2015-07-10,0.008555284142993003
2015-07-13,0.0029366335645566455
2015-07-14,-0.0074819258441747305
2015-07-15,-0.0003276414759800783
2015-07-16,-0.004918425520406222
2015-07-17,0.000329464638643584
2015-07-20,0.002964684001518947
2015-07-21,0.006896702529023191
2015-07-22,0.0035875614890306107
2015-07-23,0.014949544048592278
2015-07-24,-0.013448437090638143
2015-07-27,-0.018176344601516292
2015-07-28,0.0006615882423957054
2015-07-29,0.0009911018876369582
2015-07-30,0.010560838341752365
2015-07-31,-0.0032659744694880644
2015-08-03,-0.01638233209131368
2015-08-04,-0.00866101663067842
2015-08-05,0.01814526529540328
2015-08-06,-0.005280707052416456
2015-08-07,-0.024220322686170803
2015-08-10,0.02822175340689448
2015-08-11,-0.030423402519692666
2015-08-12,-0.00750324551912096
2015-08-13,-0.02233679224950713
2015-08-14,0.009138869922181492
2015-08-17,-0.0034830480924357143
2015-08-18,-0.007689549639532389
2015-08-19,-0.0228956104815059
2015-08-20,-0.014059010108588677
2015-08-21,0.004387451866399994
2015-08-24,-0.031670974796777274
2015-08-25,-0.03421036954448442
2015-08-26,0.05488523849481863
2015-08-27,0.02546116632458517
2015-08-28,0.008636075339480298
2015-08-31,0.0010703054146272706
2015-09-01,-0.008909537553117408
2015-09-02,0.006832190661895554
2015-09-03,0.004642716732285113
2015-09-04,-0.03448503617347265
2015-09-08,0.02223048686109763
2015-09-09,-0.0119609503159398
2015-09-10,0.0025677186098387317
2015-09-11,-0.006585915355964422
2015-09-14,-0.004051668430467226
2015-09-15,0.002588396082410238
2015-09-16,0.050166543601042335
2015-09-17,-0.03161251802330145
2015-09-18,-0.037359150309398736
2015-09-21,-0.0037678842223427544
2015-09-22,-0.02987940094323338
2015-09-23,-0.006237865029160017
2015-09-24,-0.009023039469789884
2015-09-25,-0.009897325188529593
2015-09-28,-0.017592380359105264
2015-09-29,0.0032560859631154404
2015-09-30,0.03894516436179929
2015-10-01,-0.010152316335634737
2015-10-02,0.028402404902448497
2015-10-05,0.042577426147103026
2015-10-06,0.03016937718280599
2015-10-07,0.0003572551535500068
2015-10-08,0.04177051510648577
2015-10-09,0.004112511225189186
2015-10-12,0.0
2015-10-13,-0.002389040903524098
2015-10-14,0.0065001391326524605
2015-10-15,-0.022093592203183632
2015-10-16,0.0031280364807029226
2015-10-19,0.004157910076008742
2015-10-20,-0.014492526761213043
2015-10-21,-0.011554611753005872
2015-10-22,0.019128662748953307
2015-10-23,0.009036817650216467
2015-10-26,-0.033069192124036695
2015-10-27,-0.0220874836254622
2015-10-28,0.019307692688250944
2015-10-29,-0.02180122536693363
2015-10-30,-0.014979971000309789
2015-11-02,0.12958682153602497
2015-11-03,0.03326096597051431
2015-11-04,-0.010496768501595533
2015-11-05,-0.006364983044250927
2015-11-06,-0.002847002475483751
2015-11-09,-0.009992771322211103
2015-11-10,0.018024685564906662
2015-11-11,-0.014164438894645914
2015-11-12,-0.043821690707049
2015-11-13,-0.01502653533470244
2015-11-16,0.01830691214673963
2015-11-17,-0.005243592944326414
2015-11-18,0.02710839444965285
2015-11-19,0.010996883581394501
2015-11-20,0.0195796905528145
2015-11-23,0.01209087239647122
2015-11-24,0.028812552336056507
2015-11-25,-0.13661205271398624
2015-11-27,-0.0023737515770250184
2015-11-30,-0.0055512041795685585
2015-12-01,0.015949120192871202
2015-12-02,-0.06200919553489215
2015-12-03,0.016736230303494803
2015-12-04,0.01399179603573697
2015-12-07,-0.0037717614114075593
2015-12-08,0.0032921123477038794
2015-12-09,-0.006562832934194129
2015-12-10,0.02064417736609303
2015-12-11,-0.012136116449042
2015-12-14,-0.004094573934198542
2015-12-15,0.004111408399865457
2015-12-16,0.004095212248572011
2015-12-17,-0.02936370308439562
2015-12-18,-0.03277299724301941
2015-12-21,-0.006950331750644856
2015-12-22,0.020122200824021386
2015-12-23,0.007718395913170362
2015-12-24,-0.0017019267867467436
2015-12-28,-0.008525248789206463
2015-12-29,0.019776505738139827
2015-12-30,-0.0016863604033771074
2015-12-31,0.0
2016-01-04,-0.020270179092140905
2016-01-05,0.009482701086072742
2016-01-06,-0.03586664563467479
2016-01-07,-0.04605853116824632
2016-01-08,-0.017641681746934257
2016-01-11,0.006616641605025508
2016-01-12,0.01596213450257622
2016-01-13,-0.022181224248710607
2016-01-14,0.0037809468297254067
2016-01-15,-0.04802260059764818
2016-01-19,-0.03461926580868735
2016-01-20,-0.021516509488266
2016-01-21,0.04083810602624616
2016-01-22,-0.014084535571201706
2016-01-25,-0.03163274645336711
2016-01-26,0.01580601859373787
2016-01-27,-0.0020747126990486864
2016-01-28,-0.014553250080020952
2016-01-29,0.024261889271880888
2016-02-01,0.026776358892772523
2016-02-02,-0.009026730499008817
2016-02-03,-0.023279221018265517
2016-02-04,0.02176102620962439
2016-02-05,0.005070921964793085
2016-02-08,-0.05449007703768838
2016-02-09,-0.019210327873295463
2016-02-10,0.009793579062818303
2016-02-11,-0.028017557077473776
2016-02-12,0.0443456920479095
2016-02-16,0.04140141726966373
2016-02-17,0.02752312407323454
2016-02-18,0.04365097211997071
2016-02-19,-0.01901162163625525
2016-02-22,0.03488368214498094
2016-02-23,-0.03464410854761968
2016-02-24,0.049466348538895755
2016-02-25,-0.0443622083921591
2016-02-26,0.02901349810060272
2016-02-29,0.004699485747290177
2016-03-01,0.022450657704873533
2016-03-02,-0.002744473942947301
2016-03-03,0.01926585606231246
2016-03-04,0.006300410326981254
2016-03-07,0.022973985055110946
2016-03-08,-0.02298844177814774
2016-03-09,0.028054375230756268
2016-03-10,0.005281744290709156
2016-03-11,0.024518601348070268
2016-03-14,-0.019658187972899865
2016-03-15,-0.006102957135500797
2016-03-16,0.019298178400878108
2016-03-17,0.008605792424488223
2016-03-18,0.03924962276945698
2016-03-21,0.0024624982888330482
2016-03-22,0.004095239407805096
2016-03-23,-0.01957584516270716
2016-03-24,0.0041595443117787845
2016-03-28,0.0
2016-03-29,0.017398847640167636
2016-03-30,0.0016287156055432295
2016-03-31,0.001625649460849532
2016-04-01,-0.0048699714393436455
2016-04-04,-0.013050563441804774
2016-04-05,-0.012396660436010065
2016-04-06,0.027615180061190348
2016-04-07,-0.023615748644306045
2016-04-08,0.005838275254311576
2016-04-11,0.005803961584569972
2016-04-12,0.007419644696203154
2016-04-13,0.034370135587547423
2016-04-14,-0.007120375856332295
2016-04-15,-0.002390513851469378
2016-04-18,0.011980492301296275
2016-04-19,0.008682406733095505
2016-04-20,0.0015648941050461218
2016-04-21,-0.01640636721315758
2016-04-22,0.0015885107280846356
2016-04-25,-0.0031719827275771273
2016-04-26,0.012728713644309053
2016-04-27,0.002356510717315574
2016-04-28,-0.014890151795810103
2016-04-29,-0.02386618479403313
2016-05-02,-0.012224905343380055
2016-05-03,-0.033828599796738246
2016-05-04,-0.010247537666414397
2016-05-05,-0.01207953866598388
2016-05-06,0.012227238060918966
2016-05-09,-0.013804886212625544
2016-05-10,0.01574762797153295
2016-05-11,0.006891052397423936
2016-05-12,-0.011120745630484152
2016-05-13,-0.005190697459411808
2016-05-16,0.012174078555356349
2016-05-17,-0.00945014110321396
2016-05-18,0.003469432319275656
2016-05-19,-0.01123608728848724
2016-05-20,0.019231041310576735
2016-05-23,0.0008575496927683002
2016-05-24,0.0205656497566431
2016-05-25,0.02434907983956247
2016-05-26,0.06885210689241261
2016-05-27,0.009969347816578766
2016-05-31,0.01594554625507616
2016-06-01,0.004484447004608372
2016-06-02,0.007440328557324127
2016-06-03,-0.007385378911700657
2016-06-06,0.017113061529947737
2016-06-07,0.0014628220766885747
2016-06-08,0.013148607821511726
2016-06-09,-0.002163009709232444
2016-06-10,-0.024566692345532326
2016-06-13,-0.025866993941433103
2016-06-14,0.0015345439918401649
2016-06-15,-0.0038309695854370496
2016-06-16,-0.001538574656214431
2016-06-17,0.010785736110114241
2016-06-20,-0.0038111110679958093
2016-06-21,0.019893185252615853
2016-06-22,-0.054013657807389204
2016-06-23,0.02696269733760337
2016-06-24,-0.05328180296405438
2016-06-27,-0.05791207656096464
2016-06-28,0.0207791031414446
2016-06-29,0.0330792232190944
2016-06-30,0.030377555061636974
2016-07-01,0.01434297776923632
2016-07-05,-0.02906538511875234
2016-07-06,0.019417772654231058
2016-07-07,0.019840856169323517
2016-07-08,0.017898815418917913
2016-07-11,0.006116172539995635
2016-07-12,0.04255343018907598
2016-07-13,0.006559646342564118
2016-07-14,-0.0007241202358473364
2016-07-15,0.0036234092880909063
2016-07-18,0.006497615568252346
2016-07-19,0.007891134698933877
2016-07-20,0.007829352225913855
2016-07-21,-0.01129927912704265
2016-07-22,0.007857129804828222
2016-07-25,0.003543440863920111
2016-07-26,0.0014126233663509513
2016-07-27,-0.013399286032027669
2016-07-28,-0.0035743810882133964
2016-07-29,0.005021846979112787
2016-08-01,0.01213440307221969
2016-08-02,-0.00846279672521133
2016-08-03,0.01778102697506645
2016-08-04,-0.011181192635051018
2016-08-05,0.009187462480465536
2016-08-08,-0.0014005742051201864
2016-08-09,-0.0007010907740738759
2016-08-10,-0.004210835633610355
2016-08-11,0.007751926859611347
2016-08-12,-0.0013984375806602722
2016-08-15,0.016806712203302654
2016-08-16,-0.007575833278548383
2016-08-17,0.006245725622101572
2016-08-18,0.0006894865199460476
2016-08-19,-0.0062025065631521326
2016-08-22,-0.003467176478064715
2016-08-23,0.013917667029984315
2016-08-24,-0.011667665717350117
2016-08-25,-0.002083265570487769
2016-08-26,0.0013918021313332751
2016-08-29,0.002779558525512593
2016-08-30,-0.0034651262028846386
2016-08-31,-0.0006951517810012131
2016-09-01,0.009046448141154961
2016-09-02,-0.0006898376270217943
2016-09-06,0.009662109869256641
2016-09-07,0.004100941679352932
2016-09-08,-0.0040841926435146725
2016-09-09,-0.0382776305937087
2016-09-12,0.039007342405321666
2016-09-13,-0.021393792146232826
2016-09-14,0.00634687627194408
2016-09-15,0.016117911703251053
2016-09-16,0.002068761569791411
2016-09-19,0.002064751101595652
2016-09-20,-0.001373837748514184
2016-09-21,0.03094944998653415
2016-09-22,0.008672351058238492
2016-09-23,-0.0019839316388786665
2016-09-26,-0.0046391284581533965
2016-09-27,0.02130501511713856
2016-09-28,0.009778381521686308
2016-09-29,-0.006455875242281639
2016-09-30,0.009097150872581894
2016-10-03,0.007726704798983963
2016-10-04,-0.018530301011389305
2016-10-05,0.01757836513960176
2016-10-06,-0.0019195998954281146
2016-10-07,-0.0012819250030203788
2016-10-10,0.0006417042498878534
2016-10-11,-0.00962173763059615
2016-10-12,-0.00582868771308509
2016-10-13,-0.013029428129271103
2016-10-14,-0.04422447927496154
2016-10-17,-0.031077424961086342
2016-10-18,0.012829737461686141
2016-10-19,-0.006333654564493529
2016-10-20,-0.001416112573534023
2016-10-21,-0.02127682227850769
2016-10-24,0.01231872471936768
2016-10-25,-0.005010515445093344
2016-10-26,0.0007196258272430534
2016-10-27,0.005750962144101868
2016-10-28,0.0071479803628022864
2016-10-31,0.028388639315438002
2016-11-01,-0.009661322201773959
2016-11-02,0.020905705554485454
2016-11-03,-0.0075088260869490275
2016-11-04,0.01169221110410823
2016-11-07,0.02311339464396056
2016-11-08,0.015282480751569683
2016-11-09,0.018978922023648925
2016-11-10,-0.005137985784471222
2016-11-11,0.021304086961826174
2016-11-14,0.01769920607915343
2016-11-15,-0.014285873238282232
2016-11-16,-0.0044105629660249335
2016-11-17,0.005695959763391434
2016-11-18,-0.001258688115758022
2016-11-21,0.008191465683079269
2016-11-22,-0.0031247715911104645
2016-11-23,-0.06771164868179114
2016-11-25,0.02084749603444358
2016-11-28,-0.006587630283918511
2016-11-29,0.004641786603468923
2016-11-30,0.016501606743501318
2016-12-01,-0.0220777961147981
2016-12-02,0.003983922240512472
2016-12-05,0.02843910686531448
2016-12-06,0.0032155232987318705
2016-12-07,0.03525633405354678
2016-12-08,0.000619368445720303
2016-12-09,-0.02351479689694025
2016-12-12,0.011695442653141486
2016-12-13,-0.0006319364248408288
2016-12-14,-0.01327431214184005
2016-12-15,-0.006406103752900849
2016-12-16,-0.029658182849355064
2016-12-19,0.004650987278169705
2016-12-20,-0.0026452850899871816
2016-12-21,0.003978700629571064
2016-12-22,0.0
2016-12-23,-0.002641872913147658
2016-12-27,0.007284539930268563
2016-12-28,-0.017751457877605237
2016-12-29,0.0
2016-12-30,-0.006693391894616485
2017-01-03,0.0006736725123828169
2017-01-04,0.015488501155263013
2017-01-05,-0.000663365627026069
2017-01-06,-0.004644732653534711
2017-01-09,-0.02133340849932186
2017-01-10,0.0006811001731934496
2017-01-11,0.01701838425575919
2017-01-12,-0.010040129706499146
2017-01-13,-0.0013521537025008579
2017-01-17,-0.012863826695404645
2017-01-18,0.0
2017-01-19,0.019204348853780084
2017-01-20,-0.008748395636417272
2017-01-23,-0.0040731538879881235
2017-01-24,0.034082906293303905
2017-01-25,0.001318283011210175
2017-01-26,-0.026333007360131777
2017-01-27,0.0006762037187397762
2017-01-30,0.002702649020336123
2017-01-31,0.014151000254481572
2017-02-01,-0.003986714884597231
2017-02-02,0.014676326377064397
2017-02-03,0.003945106526676234
2017-02-06,-0.0006549476234412044
2017-02-07,0.011140013089503187
2017-02-08,0.005184683630771847
2017-02-09,0.008381684916749732
2017-02-10,0.005115308389766371
2017-02-13,0.02035606624078845
2017-02-14,0.0012467801067330697
2017-02-15,-0.004981299777070958
2017-02-16,-0.003754541019630686
2017-02-17,0.001884384649250448
2017-02-21,0.011285042534584289
2017-02-22,0.0043400422270605254
2017-02-23,0.08641980742421662
2017-02-24,0.0028408523523670848
2017-02-27,0.0
2017-02-28,-0.01586413196433567
2017-03-01,0.014392561983768593
2017-03-02,-0.017025983646116183
2017-03-03,0.0017322116617626282
2017-03-06,0.0048205220713364305
2017-03-07,-0.0017338360721279589
2017-03-08,0.0028952249847853384
2017-03-09,0.0023092068046632885
2017-03-10,0.0017279149904436686
2017-03-13,0.005750852223976866
2017-03-14,-0.001143664779177378
2017-03-15,0.005724231737841867
2017-03-16,0.004553193954603074
2017-03-17,-0.005099064351019145
2017-03-20,0.0
2017-03-21,-0.023348768590259472
2017-03-22,0.004664629254042207
2017-03-23,-0.0011607068561385603
2017-03-24,0.0011620556621128042
2017-03-27,-0.0017408801732811119
2017-03-28,0.0034884096046448043
2017-03-29,0.0
2017-03-30,0.02259555121227952
2017-03-31,0.013030950044824907
2017-04-03,-0.01621907015912971
2017-04-04,0.007390360337580892
2017-04-05,-0.0016924604599275472
2017-04-06,-0.007349001800937005
2017-04-07,-0.010820019673148606
2017-04-10,-0.0005759972237791011
2017-04-11,0.010368777030178578
2017-04-12,0.027366175300888473
2017-04-13,0.009988801217792664
2017-04-17,0.0
2017-04-18,0.0010986401225172582
2017-04-19,0.008781723778722661
2017-04-20,0.007617125331951247
2017-04-21,-0.012419072637033568
2017-04-24,0.013668683168111873
2017-04-25,0.003775660980031459
2017-04-26,0.0010745024614704501
2017-04-27,0.0075148432546445765
2017-04-28,0.0026639864114339495
2017-05-01,0.005844578573110493
2017-05-02,-0.0015847378343157859
2017-05-03,-0.004761693965075087
2017-05-04,-0.0010634735666600337
2017-05-05,0.006386445345823111
2017-05-08,0.021153058302000982
2017-05-09,-0.0036252317518462585
2017-05-10,0.006237008919662834
2017-05-11,-0.005165088423831121
2017-05-12,0.0020768006995757204
2017-05-15,0.0031086483300173384
2017-05-16,0.005681943503334841
2017-05-17,-0.026194296221229818
2017-05-18,-0.009493577030944889
2017-05-19,0.011714384937120181
2017-05-22,0.005789732849356133
2017-05-23,-0.007849442138190055
2017-05-24,0.002637290231099154
2017-05-25,-0.03366678435628734
2017-05-26,0.005443717729450848
2017-05-30,0.025446678499684516
2017-05-31,-0.009503799278249181
2017-06-01,0.010128241520979797
2017-06-02,0.0015826718233256099
2017-06-05,-0.00948331464806218
2017-06-06,-0.028723647364361726
2017-06-07,-0.001094962411525069
2017-06-08,0.00219286977727684
2017-06-09,-0.026258285482706367
2017-06-12,0.005264261212575727
2017-06-13,-0.0011263258834834922
2017-06-14,-0.019165727640024888
2017-06-15,-0.007470962581672791
2017-06-16,0.004632132819292423
2017-06-19,0.019596681804182836
2017-06-20,0.00791366826306028
2017-06-21,-0.006730251380924979
2017-06-22,0.0
2017-06-23,0.005081943115212262
2017-06-26,0.020224713346064016
2017-06-27,-0.021475516173395715
2017-06-28,0.014631085200872196
2017-06-29,-0.02551278505834942
2017-06-30,-0.005122435320050522
2017-07-03,0.0045765553299697
2017-07-05,0.005125493626600308
2017-07-06,-0.02606254984039902
2017-07-07,0.009307957368941633
2017-07-10,0.029971316334748366
2017-07-11,0.0039172537456839684
2017-07-12,0.005573819195527019
2017-07-13,0.002217210553116411
2017-07-14,0.018805584045560764
2017-07-17,0.0027143203423731777
2017-07-18,-0.004331449905728535
2017-07-19,0.016857234564563006
2017-07-20,0.012833865508215636
2017-07-21,0.011087794254252437
2017-07-24,0.004699544045277726
2017-07-25,0.008835856686775667
2017-07-26,-0.007727634448099985
2017-07-27,-0.002596514337825484
2017-07-28,-0.0020820417978405503
2017-07-31,-0.0036513517868216327
2017-08-01,0.0020941607972324583
2017-08-02,-0.002089784452557253
2017-08-03,0.013612270950154937
2017-08-04,0.0005165570634866334
2017-08-07,-0.002581070213900194
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,-0.02173935224575374
2017-08-11,0.0
2017-08-14,0.010582260641011088
2017-08-15,-0.0031417249847284223
2017-08-16,-0.0036762181775826797
2017-08-17,-0.017395728666796173
2017-08-18,-0.006974295982178691
2017-08-21,0.0032412673451167606
2017-08-22,0.024232558358631806
2017-08-23,-0.008411749087120723
2017-08-24,0.02916179851690326
2017-08-25,-0.005151438923835072
2017-08-28,-0.006732307021682149
2017-08-29,0.0015635071018809121
2017-08-30,-0.0020820417978405503
2017-08-31,-0.004694641061379845
2017-09-01,0.014674749717445534
2017-09-05,-0.006198430206184935
2017-09-06,0.00675686925214336
2017-09-07,-0.004646104481981772
2017-09-08,-0.00829875757313947
2017-09-11,0.010460237969753372
2017-09-12,0.01527052085447056
2017-09-13,-0.010266726479954857
2017-09-14,0.009335668181170043
2017-09-15,0.0005140746483420777
2017-09-18,0.00616340091780776
2017-09-19,-0.005104694677686372
2017-09-20,0.005644106750610112
2017-09-21,0.008673158941241876
2017-09-22,0.008598953413067711
2017-09-25,-0.0045133946013166115
2017-09-26,0.0015114913656804063
2017-09-27,-0.0005032136803710952
2017-09-28,0.005032576644634856
2017-09-29,-0.0005007009016109176
2017-10-02,0.008016085871414225
2017-10-03,-0.0014910864120425416
2017-10-04,0.008462046497282882
2017-10-05,0.004442529038292786
2017-10-06,0.011301793875982291
2017-10-09,-0.0004856220671233258
2017-10-10,0.0
2017-10-11,-0.00777812991776583
2017-10-12,-0.0004905659427216769
2017-10-13,0.06421614784684126
2017-10-16,0.0036844541778771056
2017-10-17,-0.011014021786811434
2017-10-18,0.007888747650238725
2017-10-19,0.011049739941169534
2017-10-20,0.002731965805184311
2017-10-23,0.004541759897509268
2017-10-24,-0.0076856852121584
2017-10-25,-0.012756099165298185
2017-10-26,-0.006922106790410942
2017-10-27,-0.0009293884264816032
2017-10-30,-0.0051163345505271796
2017-10-31,0.007480181232196292
2017-11-01,-0.0037124921106845843
2017-11-02,-0.0013967026465201426
2017-11-03,0.0013986561532710606
2017-11-06,-0.0013967026465201426
2017-11-07,-0.002799024387682758
2017-11-08,0.0018710631786853504
2017-11-09,-0.0037350234334362353
2017-11-10,-0.005154351899993581
2017-11-13,-0.002826366355635712
2017-11-14,0.008975104410739565
2017-11-15,0.0
2017-11-16,0.009831389392057632
2017-11-17,0.00834510669885491
2017-11-20,0.017011583331308033
2017-11-21,0.015370374754595018
2017-11-22,-0.0498665461185388
2017-11-24,-0.004685909977962033
2017-11-27,0.0004707625466111587
2017-11-28,0.019294255242139124
2017-11-29,-0.010618602184006232
2017-11-30,0.0009332915238220441
2017-12-01,-0.0018647285202839647
2017-12-04,-0.015413522404716606
2017-12-05,-0.0004744517539914117
2017-12-06,-0.0023730363971657953
2017-12-07,-0.0023784482551876263
2017-12-08,0.004768470910483602
2017-12-11,0.010916060341465528
2017-12-12,-0.00855325575875332
2017-12-13,-0.006196574907359587
2017-12-14,-0.005275804989941846
2017-12-15,0.008679051624884027
2017-12-18,0.01768638103337561
2017-12-19,0.006106005675841297
2017-12-20,0.0018675259662039867
2017-12-21,-0.009785838765221544
2017-12-22,0.00047067378542653415
2017-12-26,-0.0014110140055061393
2017-12-27,0.0018841248879464256
2017-12-28,-0.0056415163113853195
2017-12-29,-0.006619781385941215
2018-01-02,0.014754899447959824
2018-01-03,0.0023452999468382973
2018-01-04,0.007487012829662243
2018-01-05,0.010218576865505202
2018-01-08,0.004137787958990113
2018-01-09,-0.0013738759197020611
2018-01-10,0.011004233417850173
2018-01-11,0.016326742575653697
2018-01-12,0.022757490941439418
2018-01-16,-0.001745199772497097
2018-01-17,0.025349796267628566
2018-01-18,-0.007246242392632052
2018-01-19,0.017603977215729705
2018-01-22,0.006329032768321419
2018-01-23,-0.0016770459282452466
2018-01-24,-0.006300099401091774
2018-01-25,-0.014369878854750051
2018-01-26,0.02530028074123858
2018-01-29,-0.004182600746940213
2018-01-30,-0.015539857183043515
2018-01-31,-0.005119140113901799
2018-02-01,-0.000857684344013232
2018-02-02,-0.035193262019140525
2018-02-05,-0.05293582760004989
2018-02-06,0.006575795044852617
2018-02-07,-0.010266145159092743
2018-02-08,-0.06082013404540565
2018-02-09,0.00953817555542269
2018-02-12,0.01491818088125818
2018-02-13,0.008328854557963838
2018-02-14,0.03449963934160527
2018-02-15,0.007515259590029411
2018-02-16,-0.002330972212399307
2018-02-20,-0.0004674881582920065
2018-02-21,-0.010285230682884894
2018-02-22,0.010392115993157924
2018-02-23,0.034595414291051396
2018-02-26,0.06009968991365788
2018-02-27,0.002557491219148833
2018-02-28,-0.005527181614926824
2018-03-01,-0.0017100274839209062
2018-03-02,0.009421678251926302
2018-03-05,0.005091420923253098
2018-03-06,0.010975137559949166
2018-03-07,0.003757495755357443
2018-03-08,-0.0037434298336471716
2018-03-09,0.029227583689447556
2018-03-12,-0.033265740686860945
2018-03-13,-0.0029974852791040396
2018-03-14,-0.0059267319669006335
2018-03-15,0.0
2018-03-16,0.0012775638439652681
2018-03-19,-0.013185676890517306
2018-03-20,0.003448161982144038
2018-03-21,0.0
2018-03-22,-0.03479420068969208
2018-03-23,-0.027591824757658756
2018-03-26,0.0160183580212363
2018-03-27,-0.01936973536959563
2018-03-28,-0.0036746615554328343
2018-03-29,0.010603867399005429
2018-04-02,-0.03558382379647751
2018-04-03,0.00851455576066762
2018-04-04,0.010318894680433122
2018-04-05,0.0004644337342043503
2018-04-06,-0.0357310011241504
2018-04-09,0.005293756187127796
2018-04-10,0.041168228624320236
2018-04-11,-0.00735663365529049
2018-04-12,0.016211376376192632
2018-04-13,-0.007748672365932796
2018-04-16,0.0036751056501280743
2018-04-17,0.009153236823562283
2018-04-18,-0.0009071639977344947
2018-04-19,-0.01679524888528494
2018-04-20,-0.006001733176902557
2018-04-23,-0.006967045597040755
2018-04-24,-0.008419201486095207
2018-04-25,0.005188651388432497
2018-04-26,0.007977638974095758
2018-04-27,0.0060520263851922
2018-04-30,-0.005553025979178172
2018-05-01,0.015356009880284516
2018-05-02,-0.012373922436710871
2018-05-03,-0.01067297946504886
2018-05-04,0.01688545371643224
2018-05-07,0.005073885842696857
2018-05-08,0.007802126214995431
2018-05-09,0.02823282119532422
2018-05-10,0.007528940935540351
