Date,NKE
2016-06-02,-0.004381926426391902
2016-06-03,-0.019805806580916685
2016-06-06,0.015902792829641577
2016-06-07,-0.01381237080769171
2016-06-08,0.010644604810433389
2016-06-09,0.015151506801495351
2016-06-10,0.0030941600433866956
2016-06-13,-0.0036291416206413185
2016-06-14,-0.014387012650024289
2016-06-15,0.003510672745891341
2016-06-16,-0.015466996212508466
2016-06-17,0.004488703019025264
2016-06-20,0.012102228753352096
2016-06-21,0.007541913541191825
2016-06-22,-0.0036516710362507476
2016-06-23,-0.008245982474730185
2016-06-24,-0.028270394546805355
2016-06-27,-0.013310725735174334
2016-06-28,0.02312566233732971
2016-06-29,0.03842522253237668
2016-06-30,0.001270202774135143
2016-07-01,0.007427299716548763
2016-07-05,-0.007372541640114916
2016-07-06,0.010869362178330899
2016-07-07,0.002150177189749858
2016-07-08,0.014306374996771343
2016-07-11,0.001939671200153148
2016-07-12,0.02164325925779309
2016-07-13,-0.0012055145889501295
2016-07-14,0.008621820279455239
2016-07-15,-0.010600064993801062
2016-07-18,-0.0022461426933435558
2016-07-19,0.000346309957817148
2016-07-20,0.0
2016-07-21,-0.013331010154293943
2016-07-22,-0.0045621744962027755
2016-07-25,0.007227062971449261
2016-07-26,-0.013475511167527432
2016-07-27,-0.010289338368792866
2016-07-28,-0.006094190822345302
2016-07-29,0.0009016454222130488
2016-08-01,-0.0016214076167311298
2016-08-02,-0.008843486831081826
2016-08-03,-0.0030950550572077518
2016-08-04,0.0007303673027672097
2016-08-05,0.019346867941760104
2016-08-08,0.002327533533869497
2016-08-09,-0.0037515291083159985
2016-08-10,-0.011475819512850705
2016-08-11,0.029022606981640386
2016-08-12,-0.004935934397038877
2016-08-15,0.00566894211347857
2016-08-16,0.001937737516948923
2016-08-17,-0.0003516958255840308
2016-08-18,0.006155455986998515
2016-08-19,0.029540361537263582
2016-08-22,-0.0040749602873848545
2016-08-23,0.016365589863911456
2016-08-24,0.010063695478340628
2016-08-25,-0.016273403365099304
2016-08-26,-0.004051500446902168
2016-08-29,-0.006270816090027442
2016-08-30,-0.010745528740303323
2016-08-31,-0.006207031113980355
2016-09-01,0.01844134372533124
2016-09-02,-0.008883068103981873
2016-09-06,-0.010513611034033477
2016-09-07,0.0053999937978745916
2016-09-08,-0.02685406905052312
2016-09-09,-0.01495454384193362
2016-09-12,0.012290001963604968
2016-09-13,-0.011426105296408973
2016-09-14,-0.0043349181223059086
2016-09-15,0.006167293184115907
2016-09-16,-0.005227761675714815
2016-09-19,-0.004168428088185849
2016-09-20,-0.001456017597785908
2016-09-21,0.008565937616978436
2016-09-22,0.0012648641111814296
2016-09-23,-0.0046925042470560285
2016-09-26,-0.013599259268618713
2016-09-27,0.01727965535822551
2016-09-28,-0.03776679695621821
2016-09-29,-0.02046928302931028
2016-09-30,0.009394254941814006
2016-10-03,0.00037978473484878705
2016-10-04,-0.010062894806814104
2016-10-05,-0.0003834996699996207
2016-10-06,-0.0017268182074238192
2016-10-07,-0.004612623495250268
2016-10-10,0.0
2016-10-11,0.0005792190322513324
2016-10-12,0.01196477238308069
2016-10-13,-0.007818790230636363
2016-10-14,-0.007879915484370392
2016-10-17,-0.01142975484773534
2016-10-18,0.0037234098800837945
2016-10-19,0.011323488800239145
2016-10-20,0.001737649962948673
2016-10-21,-0.002312656634318566
2016-10-24,0.0019316948562304592
2016-10-25,-0.015808605338207826
2016-10-26,0.018021303791223797
2016-10-27,-0.0015392616367877476
2016-10-28,0.002505166486221011
2016-10-31,-0.03537103294335131
2016-11-01,-0.011159610869176828
2016-11-02,0.0020151366881437927
2016-11-03,0.0002010827704710394
2016-11-04,0.004625084650532463
2016-11-07,0.019015092020553626
2016-11-08,0.003339421498556705
2016-11-09,0.0007827493684768871
2016-11-10,-0.014279862802670906
2016-11-11,0.0075413166083933
2016-11-14,-0.011030340361392832
2016-11-15,-0.0015933017014259088
2016-11-16,0.010971472374932123
2016-11-17,0.017955770765350154
2016-11-18,-0.009497885602204992
2016-11-21,0.003522407390253779
2016-11-22,0.008385426350731251
2016-11-23,-0.007155383263004689
2016-11-25,0.0035060242489457494
2016-11-28,-0.009898905427338622
2016-11-29,-0.007449072501845677
2016-11-30,-0.011061172852068535
2016-12-01,0.015233508559301834
2016-12-02,-0.0037512327043163207
2016-12-05,0.02754639449280183
2016-12-06,-0.024686591918394174
2016-12-07,0.03025542176421281
2016-12-08,-0.010556616733948032
2016-12-09,0.0032974390191420344
2016-12-12,-0.0034800322782755355
2016-12-13,0.014745822426329935
2016-12-14,-0.009751187236734626
2016-12-15,-0.009654530612191459
2016-12-16,-0.0072137957312039536
2016-12-19,-0.0013748709083850619
2016-12-20,0.018485984459787108
2016-12-21,0.009847209217574537
2016-12-22,-0.0030593531345761704
2016-12-23,-0.0044109555849747295
2016-12-27,-0.01194382353562462
2016-12-28,-0.0052643465329405
2016-12-29,0.0007840060118191605
2016-12-30,-0.004504503010519745
2017-01-03,0.022624343560121662
2017-01-04,0.0209697614671307
2017-01-05,-0.00018827074833394075
2017-01-06,0.01601935213251582
2017-01-09,-0.009830961461952503
2017-01-10,-0.005058230001785291
2017-01-11,-0.007908191796190622
2017-01-12,-0.005503567508012175
2017-01-13,0.009923496116309716
2017-01-17,0.0137944000300807
2017-01-18,-0.007083020573642851
2017-01-19,-0.00638249730039131
2017-01-20,0.005100914472417006
2017-01-23,0.0007521182023269013
2017-01-24,0.003944320988096051
2017-01-25,0.00767047902810436
2017-01-26,-0.003898760664327594
2017-01-27,-0.00857408727305331
2017-01-30,-0.002067897726458656
2017-01-31,-0.003391105598052002
2017-02-01,0.0022681894532432523
2017-02-02,-0.004149455787674339
2017-02-03,-0.008333250476852405
2017-02-06,0.008403277089666927
2017-02-07,0.00018955424603106508
2017-02-08,0.02026122423063903
2017-02-09,0.02654052843127408
2017-02-10,0.01645286656050393
2017-02-13,-0.0023125688860721194
2017-02-14,0.006418253951420594
2017-02-15,0.0033657341904729243
2017-02-16,-0.006179227188480074
2017-02-17,0.008171887701471148
2017-02-21,0.010748894668934028
2017-02-22,0.015341769681624484
2017-02-23,-0.01459491924205747
2017-02-24,0.008189872732307979
2017-02-27,-0.002938271135195847
2017-02-28,-0.009187176876858882
2017-03-01,0.01382099778419632
2017-03-02,0.0005195138793709919
2017-03-03,-0.019031308500305988
2017-03-06,0.0012346032815317987
2017-03-07,-0.0038754396465772167
2017-03-08,-0.0007073803172285009
2017-03-09,-0.00265414319168622
2017-03-10,0.0012416766626344167
2017-03-13,0.004253233229862596
2017-03-14,0.010764147847728944
2017-03-15,0.006634026191858933
2017-03-16,-0.001040570767998461
2017-03-17,0.0034724265227146223
2017-03-20,0.015224637889107218
2017-03-21,-0.011417848876897563
2017-03-22,-0.07050505432655296
2017-03-23,0.026891904500394137
2017-03-24,0.017879661734234054
2017-03-27,-0.007629785202892592
2017-03-28,0.012336935753486822
2017-03-29,0.0010597586237046652
2017-03-30,-0.011291305969171272
2017-03-31,-0.005531899286174702
2017-04-03,-0.0030505631928394727
2017-04-04,-0.009359347185381894
2017-04-05,-0.0010900272817380152
2017-04-06,0.00291032071485553
2017-04-07,-0.0005441398950067899
2017-04-10,-0.003810670090689361
2017-04-11,0.0003643202057106443
2017-04-12,0.011835518189510674
2017-04-13,-0.004138901519814997
2017-04-17,0.016263065661321185
2017-04-18,-0.0023115454800062274
2017-04-19,-0.00445560797329303
2017-04-20,0.009666989970039896
2017-04-21,-0.009751637183690876
2017-04-24,-0.0068038859873199575
2017-04-25,-0.00036065253456563084
2017-04-26,-0.005229902275092346
2017-04-27,0.005620077382323618
2017-04-28,-0.0010818054296315438
2017-05-01,-0.007580001136447967
2017-05-02,0.0014550493890181926
2017-05-03,-0.009805818776709385
2017-05-04,-0.0011002218090510052
2017-05-05,-0.009546558796681204
2017-05-08,0.006487596517167793
2017-05-09,0.010865617219336876
2017-05-10,-0.00601210787316242
2017-05-11,-0.005865215384082245
2017-05-12,-0.0007374287539321234
2017-05-15,-0.007933540228442282
2017-05-16,-0.018411698790554376
2017-05-17,-0.018567850941578756
2017-05-18,-0.0023165760172133565
2017-05-19,0.0017416295857834996
2017-05-22,-0.0038634684963044785
2017-05-23,0.012216594278156911
2017-05-24,-0.0036397780024065574
2017-05-25,0.006537020679547867
2017-05-26,0.004584636348750726
2017-05-30,0.006274965456752213
2017-05-31,0.0013230285606367076
2017-06-01,-0.009657637107041706
2017-06-02,0.013002100451898313
2017-06-05,0.0005663062170864208
2017-06-06,-0.009998260702866468
2017-06-07,0.014291180437013162
2017-06-08,-0.0005638045833559202
2017-06-09,0.004887507937051394
2017-06-12,0.01066218633593552
2017-06-13,0.005182210755849015
2017-06-14,0.006444619081515501
2017-06-15,-0.0321990595048014
2017-06-16,-0.034026655768154335
2017-06-19,0.01800382082064922
2017-06-20,-0.008842344022869097
2017-06-21,0.01997648079040215
2017-06-22,-0.0036126708778368988
2017-06-23,0.008587572943437927
2017-06-26,0.008136333143410557
2017-06-27,-0.006193740545301196
2017-06-28,0.007743241742520057
2017-06-29,-0.003561011577958184
2017-06-30,0.10964844309632582
2017-07-03,-0.005932184177315669
2017-07-05,-0.018584713458385083
2017-07-06,-0.006949382605534349
2017-07-07,0.014345859788338355
2017-07-10,0.012935512940808858
2017-07-11,-0.009365103533804264
2017-07-12,0.0006876845187986369
2017-07-13,-0.004809399833947903
2017-07-14,0.0010354364945954764
2017-07-17,-0.0036206055059311293
2017-07-18,-0.0024227020413480904
2017-07-19,0.002081801300591435
2017-07-20,0.02302217809636664
2017-07-21,0.014382538486300556
2017-07-24,-0.016680730636012053
2017-07-25,0.007464009777533143
2017-07-26,-0.01734299036197573
2017-07-27,-0.0035984872918868316
2017-07-28,0.008942558335963247
2017-07-31,0.0064767909196883355
2017-08-01,0.013378388591414936
2017-08-02,-0.0008354082644054239
2017-08-03,0.0058535914812645196
2017-08-04,-0.006318340897498276
2017-08-07,0.0005019862664665808
2017-08-08,-0.005519430178297258
2017-08-09,0.007399990167113124
2017-08-10,-0.013856272413086734
2017-08-11,-0.0016930230729935714
2017-08-14,0.013735844782307716
2017-08-15,-0.020408005310887045
2017-08-16,-0.0003418264406594984
2017-08-17,-0.018448844768292227
2017-08-18,-0.043682451086686336
2017-08-21,-0.02438576688604288
2017-08-22,0.009699548968030713
2017-08-23,-0.009606371497287713
2017-08-24,0.004289848650160133
2017-08-25,0.0011146775724029112
2017-08-28,-0.0031540342718049397
2017-08-29,-0.018611683999447348
2017-08-30,-0.0032237787786111305
2017-08-31,0.008209154335462543
2017-09-01,0.010414588027386928
2017-09-05,-0.006559047096006965
2017-09-06,-0.004716236999251722
2017-09-07,-0.007012855166469767
2017-09-08,-0.003626445109251808
2017-09-11,0.01590043609238223
2017-09-12,0.006976752274467701
2017-09-13,0.0022474055143779648
2017-09-14,0.003923631420505558
2017-09-15,0.002605739179551092
2017-09-18,-0.0068680425110067
2017-09-19,-0.003177701914370057
2017-09-20,0.004312694734657896
2017-09-21,-0.006908262679431343
2017-09-22,0.0009403391383697723
2017-09-25,-0.00018809585503343218
2017-09-26,0.008829332282927371
2017-09-27,-0.019180369662802232
2017-09-28,-0.0007595709601950773
2017-09-29,-0.014820503360932546
2017-10-02,0.00038611518165110326
2017-10-03,-0.007711969039954414
2017-10-04,0.011851893598294971
2017-10-05,0.0019198761388927732
2017-10-06,0.004599339400769287
2017-10-09,-0.01716889857896764
2017-10-10,0.00019413143756041862
2017-10-11,-0.009703142301473622
2017-10-12,-0.003919171311840164
2017-10-13,0.002951005588305966
2017-10-16,0.007649924106753803
2017-10-17,0.012264198594891695
2017-10-18,0.005769134810348575
2017-10-19,0.007456847633031671
2017-10-20,0.007022331457958941
2017-10-23,0.011307924316161122
2017-10-24,-0.004472718960981781
2017-10-25,0.02845367817370903
2017-10-26,0.034037341881141936
2017-10-27,-0.014962190358947303
2017-10-30,-0.012330175070867866
2017-10-31,-0.005065889939853241
2017-11-01,0.0014546688061469748
2017-11-02,0.0009080091368751653
2017-11-03,0.01070393602415054
2017-11-06,0.0059236070934303164
2017-11-07,-0.015881664206860435
2017-11-08,0.011060593231482452
2017-11-09,0.0066357753918957485
2017-11-10,-0.0007126743262789725
2017-11-13,-0.0032089853682852887
2017-11-14,0.001251993750752467
2017-11-15,0.011611183391521562
2017-11-16,0.010594989314335113
2017-11-17,0.03424793539035842
2017-11-20,0.0010134979140823397
2017-11-21,0.0023630472917210987
2017-11-22,-0.005387942899394704
2017-11-24,0.004231900031926417
2017-11-27,0.005226050202474575
2017-11-28,-0.0008384316190018781
2017-11-29,0.013091479664709027
2017-11-30,0.0009940610512102488
2017-12-01,-0.005645896247437832
2017-12-04,0.0036739698361474282
2017-12-05,0.005324533493313632
2017-12-06,-0.011585564190775832
2017-12-07,0.014735461489614243
2017-12-08,0.011551013361932538
2017-12-11,0.009951110024561283
2017-12-12,0.00419972845809502
2017-12-13,0.03426084696206577
2017-12-14,0.003576841734970637
2017-12-15,0.004029149829444911
2017-12-18,0.0003087503644969569
2017-12-19,-0.008794928877182695
2017-12-20,-0.010118215812650266
2017-12-21,0.018556215113965324
2017-12-22,-0.022849873059127668
2017-12-26,0.00568790033275568
2017-12-27,-0.010997444536893553
2017-12-28,0.0
2017-12-29,-0.006354237543262697
2018-01-02,0.015027859215696493
2018-01-03,-0.00015753609856783424
2018-01-04,-0.0006302436804019873
2018-01-05,0.008512008952259231
2018-01-08,0.00890915499864886
2018-01-09,-0.00712636594236038
2018-01-10,0.0020284056318438104
2018-01-11,0.0010902176226086358
2018-01-12,0.005910709259766778
2018-01-16,-0.019329082615719195
2018-01-17,0.0061494380576874175
2018-01-18,0.004701400657940669
2018-01-19,0.04835465668655137
2018-01-22,-0.012200788578988209
2018-01-23,0.011296966175933232
2018-01-24,0.012808962502786292
2018-01-25,-0.0042645623653384535
2018-01-26,0.004873882753591685
2018-01-29,-0.006760768348676671
2018-01-30,-0.0036993665470781423
2018-01-31,0.013218531347791274
2018-02-01,-0.008355187548174547
2018-02-02,-0.006356320677035843
2018-02-05,-0.04210063504292849
2018-02-06,0.01289013917524695
2018-02-07,0.006286434382590578
2018-02-08,-0.04784408774405935
2018-02-09,0.04800783410597309
2018-02-12,0.007481934548431379
2018-02-13,-0.0016671832619333804
2018-02-14,0.03172893668065102
2018-02-15,0.00485620068828907
2018-02-16,0.0001464019293975216
2018-02-20,-0.011859634253061246
2018-02-21,-0.006519219753809757
2018-02-22,0.0011926885159443401
2018-02-23,0.015343398583884449
2018-02-26,0.021860588363907363
2018-02-27,-0.023259408847652208
2018-02-28,-0.014699160329604055
2018-03-01,-0.010592361198631828
2018-03-02,-0.003478354761821345
2018-03-05,-0.012748670573990761
2018-03-06,0.0029207910711672724
2018-03-07,-0.016400836233232075
2018-03-08,0.014648569857357074
2018-03-09,0.018276792468087333
2018-03-12,0.007843200080416723
2018-03-13,-0.00972781286254576
2018-03-14,0.0004534213007167942
2018-03-15,0.0028699263094889016
2018-03-16,-0.007229760163044663
2018-03-19,-0.0030345429921502243
2018-03-20,0.016588113190790787
2018-03-21,-0.00673680054383774
2018-03-22,-0.029088085898643756
2018-03-23,0.0032600419300659045
2018-03-26,0.01965040215140701
2018-03-27,0.004096941610143956
2018-03-28,-0.011031992671734825
2018-03-29,0.015281177368069443
2018-04-02,-0.03491869203080089
2018-04-03,0.04023682623072489
2018-04-04,0.025787277427166133
2018-04-05,0.01710014036229257
2018-04-06,-0.02931444347239398
2018-04-09,-0.005477765362287945
2018-04-10,-0.002679069165295922
2018-04-11,-0.0025373707954552405
2018-04-12,0.014065333943309666
2018-04-13,-0.007672644803085271
2018-04-16,-0.002825302296196819
2018-04-17,0.006710307610891197
2018-04-18,-0.019404608691740988
2018-04-19,-0.007099500028031058
2018-04-20,0.005476970021656147
2018-04-23,0.011953535854935193
2018-04-24,0.0013451376773139234
2018-04-25,-0.0044794898254111315
2018-04-26,0.020699146053780426
2018-04-27,0.022189617765796976
2018-04-30,-0.0168198904989727
2018-05-01,-0.004240427352342979
