Date,NKE
2015-01-05,-0.01610019551838615
2015-01-06,-0.0058825316363783076
2015-01-07,0.02065642373133536
2015-01-08,0.023084540657338115
2015-01-09,-0.01102412420478771
2015-01-12,-0.0013543813193711562
2015-01-13,-0.0088673161903432
2015-01-14,-0.013682606191953495
2015-01-15,-0.00960414450009306
2015-01-16,0.00193953035691119
2015-01-20,0.006667237829345973
2015-01-21,-0.0010680925168305988
2015-01-22,0.02502421891285711
2015-01-23,0.003233742298032194
2015-01-26,0.00197588467915355
2015-01-27,-0.019200484184638045
2015-01-28,-0.012592847070061364
2015-01-29,0.016718450312339872
2015-01-30,-0.027616632377724715
2015-02-02,-0.003577156401440962
2015-02-03,0.015556910899983789
2015-02-04,-0.00867679582586145
2015-02-05,0.008644753511156233
2015-02-06,-0.016605919036785988
2015-02-09,-0.006754589445266523
2015-02-10,0.017330190397010448
2015-02-11,-0.015525533830273441
2015-02-12,0.007556575925289133
2015-02-13,0.00043439362086150624
2015-02-17,-0.001955286763474451
2015-02-18,0.019159794861120627
2015-02-19,0.0008544010673492419
2015-02-20,0.013126969731668714
2015-02-23,0.0008426107633605628
2015-02-24,0.004315507846899935
2015-02-25,0.014671644519047344
2015-02-26,0.004661284967686807
2015-02-27,0.001340636518799787
2015-03-02,0.016782951804813484
2015-03-03,-0.007898270755334114
2015-03-04,-0.004593598311332658
2015-03-05,0.009639453502513051
2015-03-06,-0.015742822881118612
2015-03-09,0.005365992783508133
2015-03-10,-0.009442926618646874
2015-03-11,-0.012122876233109148
2015-03-12,0.01783114709290312
2015-03-13,-0.012675424582189176
2015-03-16,0.006575663843383817
2015-03-17,0.0010367059628275666
2015-03-18,0.010048110974992586
2015-03-19,0.00830615340380847
2015-03-20,0.0372258854454921
2015-03-23,-0.005099132680069007
2015-03-24,-0.007983549853400884
2015-03-25,-0.016492713742821463
2015-03-26,0.003434820961985441
2015-03-27,0.005536812361137455
2015-03-30,0.01011210360127679
2015-03-31,-0.005550479459956681
2015-04-01,-0.007774230688266326
2015-04-02,0.001104845961245049
2015-04-06,0.0007026544135058099
2015-04-07,-0.0012036304236420214
2015-04-08,0.012348395110849397
2015-04-09,-0.0011901247134932236
2015-04-10,-0.007446306633110189
2015-04-13,-0.007001904498676326
2015-04-14,0.002618819542823392
2015-04-15,0.003014169215272311
2015-04-16,0.0007014578820383477
2015-04-17,-0.013513694554201483
2015-04-20,0.014611953761348051
2015-04-21,0.0030002157999966528
2015-04-22,-0.0013960504213980096
2015-04-23,0.009585819784035943
2015-04-24,-0.001582595480499438
2015-04-27,-9.913315370191356e-05
2015-04-28,-0.010699315588364788
2015-04-29,0.0031040776957591554
2015-04-30,-0.0132771209814595
2015-05-01,0.019627795311270235
2015-05-04,0.0004960733948726759
2015-05-05,-0.004066641261576853
2015-05-06,-0.0019912360848642896
2015-05-07,0.012272629054475237
2015-05-08,0.00975892078217755
2015-05-11,0.0034164959107072512
2015-05-12,-0.004085785450020585
2015-05-13,-0.0020514846567976086
2015-05-14,0.012529199638726674
2015-05-15,0.014888159749296248
2015-05-18,-0.0021908069837031086
2015-05-19,-0.0010504110764747443
2015-05-20,-0.00028682949273928227
2015-05-21,-0.002007226941446061
2015-05-22,0.00028732342924886467
2015-05-26,-0.009671683818713084
2015-05-27,-0.0056080595087165674
2015-05-28,-0.0025351304991043655
2015-05-29,-0.006158396254693055
2015-06-01,0.0008852466430797623
2015-06-02,0.0034396937853395926
2015-06-03,0.003916940652365808
2015-06-04,-0.005462674134813383
2015-06-05,0.0007848373346073245
2015-06-08,-0.0057826655575705654
2015-06-09,-0.000887423450814051
2015-06-10,0.019634626728918025
2015-06-11,0.005225813488771713
2015-06-12,-0.00096273684515924
2015-06-15,-0.004143409290028766
2015-06-16,0.01170765644820948
2015-06-17,0.0018175843669625547
2015-06-18,0.011932942909566702
2015-06-19,0.00500019537407792
2015-06-22,0.0024407356722471185
2015-06-23,0.0038390625623665464
2015-06-24,-0.00914156272654798
2015-06-25,-0.009414628993558383
2015-06-26,0.042672482897526676
2015-06-29,-0.018594394594900088
2015-06-30,0.0032505690135293808
2015-07-01,0.013053178491172934
2015-07-02,0.004020681703651663
2015-07-06,-0.0002731375526201507
2015-07-07,0.013201126339739133
2015-07-08,-0.01815082168946669
2015-07-09,0.0015557792407416837
2015-07-10,0.009868360746145832
2015-07-13,0.01710132172182388
2015-07-14,-0.0006227923142372305
2015-07-15,-0.003916685146176491
2015-07-16,0.003932085888569636
2015-07-17,0.004094670994845062
2015-07-20,0.002925324824037734
2015-07-21,-0.0012373532089281492
2015-07-22,0.009735422815624784
2015-07-23,-0.0007887264498169788
2015-07-24,-0.00885981969455285
2015-07-27,-0.011151194714248303
2015-07-28,0.01557300635738601
2015-07-29,0.01277858143828059
2015-07-30,0.0007832548754675983
2015-07-31,0.0018259896548715737
2015-08-03,-0.0033847185662825297
2015-08-04,0.008185738376728535
2015-08-05,0.00846522192078103
2015-08-06,-0.013961605713362246
2015-08-07,-0.005298673375611851
2015-08-10,0.007422705747586855
2015-08-11,-0.007801405840010656
2015-08-12,-0.01223125635947464
2015-08-13,0.004775851806548381
2015-08-14,0.006690417895287348
2015-08-17,0.0054215326128517205
2015-08-18,-0.0013917927217418358
2015-08-19,0.0012193659522037326
2015-08-20,-0.023138388993514614
2015-08-21,-0.04835256513232733
2015-08-24,-0.02807146351232681
2015-08-25,-0.0032734045106411758
2015-08-26,0.050516847876715065
2015-08-27,0.0354910176672838
2015-08-28,-0.0010658716314365657
2015-08-31,-0.006666509498446049
2015-09-01,-0.027919478560640143
2015-09-02,0.019055834422434748
2015-09-03,0.0038938881637795575
2015-09-04,-0.010464380974785414
2015-09-08,0.018780098570616355
2015-09-09,-0.016912506421799423
2015-09-10,0.00473318366822939
2015-09-11,0.013045728488640496
2015-09-14,0.0006258006861301624
2015-09-15,0.01742801632558555
2015-09-16,0.015284488902644444
2015-09-17,-0.0026820202977436702
2015-09-18,-0.001908692161001646
2015-09-21,0.0131247970726045
2015-09-22,-0.005061984308460277
2015-09-23,-0.004656310471654712
2015-09-24,-0.005544315720239834
2015-09-25,0.08894517483145403
2015-09-28,-0.022879971744638072
2015-09-29,-0.020222688888298146
2015-09-30,0.027575837158874572
2015-10-01,0.0069934656501347
2015-10-02,0.011144310866239016
2015-10-05,-0.007507423458086415
2015-10-06,-0.008690766428723129
2015-10-07,-0.008848047040839635
2015-10-08,0.023013979244985716
2015-10-09,0.0002399860491777428
2015-10-12,0.011925819891953848
2015-10-13,-0.004904183063594303
2015-10-14,0.00023874726843642335
2015-10-15,0.023442566388080843
2015-10-16,0.01304454504754049
2015-10-19,0.021000761693843906
2015-10-20,-0.0063058923601447825
2015-10-21,0.0007556924647027508
2015-10-22,-0.0004529045119728847
2015-10-23,-0.014198259799170887
2015-10-26,0.0065119561887174715
2015-10-27,-0.004262810578370746
2015-10-28,0.003592838982956259
2015-10-29,-0.0012950355227033805
2015-10-30,-0.0006861223019226648
2015-11-02,0.0012210402001280318
2015-11-03,0.001600664883508962
2015-11-04,-0.007914773212701398
2015-11-05,0.01150654080972413
2015-11-06,-0.0006065144116383925
2015-11-09,-0.00986511578674032
2015-11-10,-0.003678562095031368
2015-11-11,-0.019846173555803315
2015-11-12,-0.01130117929305785
2015-11-13,-0.03270363538494525
2015-11-16,0.013129732274047345
2015-11-17,-0.007127742727252806
2015-11-18,0.0261053644731577
2015-11-19,0.0
2015-11-20,0.05461943311295103
2015-11-23,-0.0014323052830502725
2015-11-24,0.0003770706055792328
2015-11-25,0.012225835578807187
2015-11-27,0.001490976336874228
2015-11-30,-0.015261050339770654
2015-12-01,0.007786797799611556
2015-12-02,-0.004950879402853325
2015-12-03,-0.026611804798546412
2015-12-04,0.02486101587397882
2015-12-07,-0.003105921255085353
2015-12-08,0.0007598384428508798
2015-12-09,-0.021716180884592373
2015-12-10,-0.001552165090404567
2015-12-11,-0.01826794067598536
2015-12-14,0.01243166090851644
2015-12-15,0.0058655491434922435
2015-12-16,0.018039154078533848
2015-12-17,-0.005422591248502195
2015-12-18,-0.013054669479941161
2015-12-21,0.0099592134875508
2015-12-22,0.015793491811541216
2015-12-23,-0.02381486202423211
2015-12-24,-0.018258006026930174
2015-12-28,0.009971392124276557
2015-12-29,0.00705248731774244
2015-12-30,-0.015717701543748408
2015-12-31,-0.011857423717218207
2016-01-04,-0.01568033769597077
2016-01-05,0.013979296384607709
2016-01-06,-0.014267193223306385
2016-01-07,-0.026671059854772583
2016-01-08,-0.016374193738660336
2016-01-11,0.011550629238097354
2016-01-12,0.00654920609797327
2016-01-13,-0.019352883037142
2016-01-14,-0.004593304169520529
2016-01-15,-0.016236567005329383
2016-01-19,0.013203813948856391
2016-01-20,0.01234554297285495
2016-01-21,0.0257451384766767
2016-01-22,0.005284092577205746
2016-01-25,-0.002956621533161785
2016-01-26,0.006754387525123251
2016-01-27,-0.025036559278190595
2016-01-28,0.027190195462562627
2016-01-29,0.013235299265024425
2016-02-01,0.018545458464736653
2016-02-02,-0.009658046335857984
2016-02-03,-0.000959456194913666
2016-02-04,-0.03712564348832359
2016-02-05,-0.049858958189578084
2016-02-08,-0.03725714969158456
2016-02-09,0.011627529547534543
2016-02-10,0.03107085890774286
2016-02-11,-0.024560381528662356
2016-02-12,0.007500065985341031
2016-02-16,0.02428226216195628
2016-02-17,0.006575557152754152
2016-02-18,0.0073919587508595175
2016-02-19,0.01211621004511132
2016-02-22,0.014500116370774752
2016-02-23,0.0006646769317657508
2016-02-24,0.003155456279575697
2016-02-25,0.03278165607871353
2016-02-26,0.003526654783634564
2016-02-29,-0.01613409230990759
2016-03-01,0.021594463107287964
2016-03-02,-0.011125266404744538
2016-03-03,-0.009507047175321803
2016-03-04,-0.003416235188140049
2016-03-07,-0.03281095675906698
2016-03-08,0.009451487310328188
2016-03-09,-0.024744971538710137
2016-03-10,0.009429057308920408
2016-03-11,0.020380591963883976
2016-03-14,0.012150091414634856
2016-03-15,0.009702615318343266
2016-03-16,0.007491894400388777
2016-03-17,0.02133833062461754
2016-03-18,-0.0030071007754139956
2016-03-21,0.027464791837750857
2016-03-22,0.0027809120279562727
2016-03-23,-0.03790457013062509
2016-03-24,-0.012652074520698386
2016-03-28,-0.005028362518154417
2016-03-29,0.002445379363664957
2016-03-30,0.008944634084762093
2016-03-31,-0.009187690234966683
2016-04-01,0.0019523330150121865
2016-04-04,-0.026303057845648903
2016-04-05,-0.00500248649316537
2016-04-06,0.010725802634088177
2016-04-07,-0.00016594172852046896
2016-04-08,-0.014593815369888241
2016-04-11,-0.025244025362758715
2016-04-12,0.010877232563954342
2016-04-13,0.01759176827216713
2016-04-14,-0.0015104834436383552
2016-04-15,0.00016772622712379892
2016-04-18,0.0011766876515522107
2016-04-19,-0.00016793141282256396
2016-04-20,0.0010074707232967661
2016-04-21,0.00771571445814323
2016-04-22,-0.010818969150183544
2016-04-25,-0.0037019713527745024
2016-04-26,0.005573482044201938
2016-04-27,-0.004534709767952783
2016-04-28,-0.012316426812289172
2016-04-29,0.006832888732642761
2016-05-02,0.01102800891103306
2016-05-03,-0.0011746950282024438
2016-05-04,-0.0068885304714824125
2016-05-05,-0.015563849026442478
2016-05-06,0.0041239513324247135
2016-05-09,0.004963492353824428
2016-05-10,0.008174260013877888
2016-05-11,-0.03699333676444372
2016-05-12,0.017190287665115322
2016-05-13,-0.011726338855026164
2016-05-16,-0.0029664439298552336
2016-05-17,-0.0007000679053155157
2016-05-18,-0.017162519432617374
2016-05-19,0.016393446367777953
2016-05-20,-0.009817755446948073
2016-05-23,-0.008675948471050465
2016-05-24,0.010716474782603624
2016-05-25,-0.010602849612111553
2016-05-26,-0.002678737087427163
2016-05-27,0.006267761354735724
2016-05-31,-0.01726266019167033
2016-06-01,-0.0052517915407501725
