Date,BLDR
2015-01-05,-0.017777760823567745
2015-01-06,-0.03469080167472682
2015-01-07,0.003124996973201677
2015-01-08,0.021806832526770403
2015-01-09,0.006097555213709249
2015-01-12,-0.030303001841675226
2015-01-13,-0.015624984866008385
2015-01-14,0.004761862232212533
2015-01-15,-0.045813580623748185
2015-01-16,0.011589432467463467
2015-01-20,-0.029459951103511184
2015-01-21,-0.03035410346530354
2015-01-22,0.02260871555494215
2015-01-23,0.006802714468455484
2015-01-26,0.0354729789595607
2015-01-27,-0.0032626395682111564
2015-01-28,-0.019639993416369572
2015-01-29,0.043405715996096106
2015-01-30,-0.052799987792968794
2015-02-02,0.01351350045186761
2015-02-03,0.03333330154418945
2015-02-04,-0.02096768412952066
2015-02-05,0.036243786485995466
2015-02-06,0.0
2015-02-09,-0.0031796472254066455
2015-02-10,0.011164301734341242
2015-02-11,0.001577247918613356
2015-02-12,0.01417325258890667
2015-02-13,0.034161457800763406
2015-02-17,0.010510536526299852
2015-02-18,0.0059435307191177955
2015-02-19,0.036927621965190394
2015-02-20,-0.07407407155831403
2015-02-23,-0.030769201425405623
2015-02-24,0.015873000254767344
2015-02-25,-0.03125004423782163
2015-02-26,-0.008064470231593623
2015-02-27,-0.019512176211098575
2015-03-02,0.021558811456142912
2015-03-03,-0.02272725161582778
2015-03-04,0.0033222559783854244
2015-03-05,-0.013245020564786825
2015-03-06,0.01677850738129516
2015-03-09,-0.009900980750178201
2015-03-10,-0.021666685740152958
2015-03-11,0.010221455527988699
2015-03-12,0.01686347122504772
2015-03-13,-0.004975158999091178
2015-03-16,-0.008333365122477177
2015-03-17,0.011764735110138203
2015-03-18,0.014950191507149935
2015-03-19,-0.014729975551755592
2015-03-20,0.04318940692784201
2015-03-23,0.011146447848025653
2015-03-24,0.01417325258890667
2015-03-25,-0.017080765921899888
2015-03-26,-0.02369669781601047
2015-03-27,0.055016207448551624
2015-03-30,0.016871186171195873
2015-03-31,0.006033176645940497
2015-04-01,0.004497711038687235
2015-04-02,0.04179107728050213
2015-04-06,-0.011461307089892236
2015-04-07,-0.0014493085135679484
2015-04-08,0.015965186595934266
2015-04-09,-0.02285712105887272
2015-04-10,0.008771921263311722
2015-04-13,0.6768115267986972
2015-04-14,0.174589499658095
2015-04-15,0.005886675703298039
2015-04-16,0.017556676648039282
2015-04-17,-0.06613947421898114
2015-04-20,-0.010777474373764862
2015-04-21,0.018677024435287626
2015-04-22,-0.006875489040395255
2015-04-23,-0.00923076042762172
2015-04-24,-0.006987589424551577
2015-04-27,0.026583280187800096
2015-04-28,-0.005331279071904227
2015-04-29,-0.013782565037701922
2015-04-30,-0.00931676121838998
2015-05-01,0.011755455786807367
2015-05-04,-0.0038729815124580735
2015-05-05,-0.026438507619791274
2015-05-06,0.008785914748831836
2015-05-07,0.011876454249494905
2015-05-08,0.006259775068669482
2015-05-11,-0.01088642250279892
2015-05-12,-0.003144651023059386
2015-05-13,-0.011829697838679265
2015-05-14,0.02154832111074967
2015-05-15,-0.007031261816154988
2015-05-18,0.006294250469390139
2015-05-19,0.037529358666323454
2015-05-20,-0.02411459212206113
2015-05-21,-0.0015443632728895373
2015-05-22,-0.025522035260429066
2015-05-26,-0.012698475892249372
2015-05-27,0.01205792421738705
2015-05-28,-0.015885608168481724
2015-05-29,-0.008878176537811311
2015-06-01,-0.002442975050776508
2015-06-02,0.012244866818797773
2015-06-03,0.02177423113466781
2015-06-04,-0.03472774517822419
2015-06-05,0.009812006845869137
2015-06-08,0.004048521094425883
2015-06-09,-0.0177418806550389
2015-06-10,0.03037765815176985
2015-06-11,-0.0007968309744902369
2015-06-12,-0.015151481735349637
2015-06-15,0.05910927284922507
2015-06-16,0.015290505384687236
2015-06-17,-0.0022590160824106365
2015-06-18,0.004528333555977371
2015-06-19,0.028549898481336378
2015-06-22,-0.008035037257040356
2015-06-23,0.019882213496359658
2015-06-24,-0.018050541019080546
2015-06-25,0.0014705517300281912
2015-06-26,-0.01688689751607053
2015-06-29,-0.04555642977677399
2015-06-30,0.004694868612704628
2015-07-01,0.0007788340158096929
2015-07-02,-0.0140078054344146
2015-07-06,0.0015784928152269284
2015-07-07,-0.0078801758157655
2015-07-08,-0.042891179929178125
2015-07-09,0.012448100925807948
2015-07-10,0.04016391629334626
2015-07-13,-0.0007879649754265472
2015-07-14,-0.004731894177652962
2015-07-15,-0.03090335553560719
2015-07-16,0.016353292757595783
2015-07-17,0.022526124384293134
2015-07-20,0.024390276843924807
2015-07-21,0.028417808951646917
2015-07-22,0.03435399748711454
2015-07-23,0.007220175093222592
