Date,BALL
2015-01-05,-0.021812304505291258
2015-01-06,-0.016911114083056233
2015-01-07,0.008829264982539664
2015-01-08,0.01720266784663016
2015-01-09,-0.019730249121673094
2015-01-12,-0.004388449568448527
2015-01-13,-0.004864188656086066
2015-01-14,0.00045804462534038137
2015-01-15,-0.008244130710188258
2015-01-16,-0.001385443562855193
2015-01-20,-0.0013873656797054323
2015-01-21,0.008953360396885657
2015-01-22,0.011015976482013246
2015-01-23,-0.03329310016674736
2015-01-26,0.004383259241911741
2015-01-27,-0.004831724924676428
2015-01-28,-0.0072042439150585835
2015-01-29,0.007572127135445639
2015-01-30,-0.00845465668242773
2015-02-02,0.016421953209505347
2015-02-03,0.015224425476068726
2015-02-04,0.01224150836329585
2015-02-05,0.08888870686042805
2015-02-06,-0.019713576775834518
2015-02-09,0.0
2015-02-10,0.018269123892847183
2015-02-11,0.006954151725255375
2015-02-12,0.022651745434721038
2015-02-13,0.012020905883501909
2015-02-17,-0.00720648589380013
2015-02-18,0.03723600096193658
2015-02-19,-0.04289812549685279
2015-02-20,-0.008936954767686633
2015-02-23,0.007651158443366057
2015-02-24,-0.016135631372658832
2015-02-25,-0.005512181558362528
2015-02-26,0.005414141651169491
2015-02-27,-0.009804304838435862
2015-03-02,0.013248275228103568
2015-03-03,-0.004954525649850439
2015-03-04,-0.013831097778292611
2015-03-05,-0.004348278562921526
2015-03-06,-0.0023945275153401946
2015-03-09,-0.006777429681810165
2015-03-10,-0.004549638421069924
2015-03-11,-0.01499557283507047
2015-03-12,0.014064197389268784
2015-03-13,-0.011009457997029348
2015-03-16,0.01792651390199196
2015-03-17,-0.00965778870276679
2015-03-18,0.017495918019085455
2015-03-19,-0.0053559434123069405
2015-03-20,0.00892777536967726
2015-03-23,0.0077247776159019566
2015-03-24,-0.0033450264183941814
2015-03-25,-0.019158203154776343
2015-03-26,-0.005560273761579415
2015-03-27,-0.006021374935942014
2015-03-30,0.022645084270339177
2015-03-31,-0.003667094630459
2015-04-01,-0.004813380559089309
2015-04-02,0.0011385081990202828
2015-04-06,0.02500632819280746
2015-04-07,-0.011505073769397134
2015-04-08,0.017669662847843215
2015-04-09,-0.006476575024461528
2015-04-10,0.004438111188264537
2015-04-13,0.0019330870636040665
2015-04-14,0.004823917742867279
2015-04-15,-0.005349258511793575
2015-04-16,-0.010617608985776572
2015-04-17,0.0006965909446945417
2015-04-20,0.004317764287241177
2015-04-21,-0.0006933477409649669
2015-04-22,-0.0011097038807618143
2015-04-23,0.006806864795059653
2015-04-24,0.02883939008610037
2015-04-27,0.0006710182350337934
2015-04-28,-0.0022785728630762003
2015-04-29,-0.008060882242115541
2015-04-30,-0.005822564741739811
2015-05-01,0.014030647193030266
2015-05-04,0.006313309492715691
2015-05-05,-0.02549722884903205
2015-05-06,-0.010822171280888693
2015-05-07,-0.007755072566726362
2015-05-08,0.009072336062842412
2015-05-11,-0.0049793120909334965
2015-05-12,-0.010842419393169878
2015-05-13,0.004918585328637315
2015-05-14,0.0064327693408239295
2015-05-15,0.014449943928745546
2015-05-18,0.009177214274097567
2015-05-19,-0.00637912011843611
2015-05-20,-0.003687545828815919
2015-05-21,-0.0058955629235447615
2015-05-22,0.004964775004676625
2015-05-26,-0.016467724572690634
2015-05-27,0.008929478978120242
2015-05-28,-0.0044331720151619125
2015-05-29,-0.012106836560817347
2015-06-01,0.00619836969567622
2015-06-02,-0.006160186581847582
2015-06-03,0.006339306552636925
2015-06-04,-0.013858360585428664
2015-06-05,0.0061041038531077785
2015-06-08,0.010439678084436022
2015-06-09,-0.004467481778709814
2015-06-10,0.006731767872325545
2015-06-11,0.013653102531249628
2015-06-12,-0.009071142929458098
2015-06-15,-0.007766861927329782
2015-06-16,-0.003494563998455713
2015-06-17,0.0025252408711773366
2015-06-18,0.008674555616553725
2015-06-19,0.004161600653442621
2015-06-22,0.0011051065525256032
2015-06-23,0.0
2015-06-24,-0.0031737177430657404
2015-06-25,0.0042916906255210385
2015-06-26,0.0006887174866452295
2015-06-29,-0.02038562550677059
2015-06-30,-0.013638588235517446
2015-07-01,0.021239551574926407
2015-07-02,0.00013989363844268965
2015-07-06,-0.00558295344807247
2015-07-07,0.003228298201644053
2015-07-08,-0.025881124986752324
2015-07-09,0.0005740312525972513
2015-07-10,0.006890174706646768
2015-07-13,0.004989268595964269
2015-07-14,0.0018435962223928293
2015-07-15,0.013450673835581739
2015-07-16,0.006705670132131081
2015-07-17,-0.007632912180769891
2015-07-20,-0.0195775365009917
2015-07-21,-0.019397887231581312
2015-07-22,-0.00436383916246097
2015-07-23,-0.01431675136875632
2015-07-24,-0.006818136351473991
2015-07-27,-0.005521425241140965
2015-07-28,0.015156014877451884
2015-07-29,0.016112214747726172
2015-07-30,0.01163798670966476
2015-07-31,-0.024446110861714665
2015-08-03,-0.007959679265072461
2015-08-04,0.007280598978980146
2015-08-05,0.006933106713881365
2015-08-06,0.01552894149660311
2015-08-07,0.0
2015-08-10,0.022215834503344745
2015-08-11,-0.01001945543821281
2015-08-12,-0.006557776261875703
2015-08-13,0.009613648006492115
2015-08-14,0.01918695003239934
2015-08-17,-0.000696432735067809
2015-08-18,-0.0006983307634478297
2015-08-19,-0.013405433869620564
2015-08-20,-0.024487820121193105
2015-08-21,-0.025536261241260516
2015-08-24,-0.03514007027411126
2015-08-25,-0.018672807421917792
2015-08-26,0.004088724953400735
2015-08-27,0.031793447923004425
2015-08-28,0.011710786571254017
2015-08-31,-0.009170169408032836
2015-09-01,-0.023061466010192322
2015-09-02,0.007920200312519166
2015-09-03,0.020184935386256653
2015-09-04,-0.033227551927666465
2015-09-08,0.04483708054781488
2015-09-09,-0.0011966240736643874
2015-09-10,0.0007487309196818615
2015-09-11,-0.003590098655137708
2015-09-14,-0.011259583642955429
2015-09-15,0.0220160662012836
2015-09-16,0.007725588536156458
2015-09-17,-0.009288047515341624
2015-09-18,-0.003571213344290225
2015-09-21,0.001344004731741677
2015-09-22,-0.032364066538201786
2015-09-23,-0.023273610310242776
2015-09-24,-0.009310324394575131
2015-09-25,0.0028671830220172723
2015-09-28,-0.03510175813684979
2015-09-29,-0.004114954860089282
2015-09-30,0.028098884761778686
2015-10-01,0.015112688500835691
2015-10-02,0.014570602560397994
2015-10-05,0.009990732260506396
2015-10-06,-0.01993820812676672
2015-10-07,0.01813588593642468
2015-10-08,0.023854079501556935
2015-10-09,0.006656389782004224
2015-10-12,0.003606824896436045
2015-10-13,-0.011380385860968012
2015-10-14,0.003937855379061883
2015-10-15,0.0036210374578451443
2015-10-16,0.0063142056305312
2015-10-19,-0.005078909175932789
2015-10-20,0.00690621214607412
2015-10-21,-0.014016871997988734
2015-10-22,0.03478493227425794
2015-10-23,-0.008623201656406843
2015-10-26,-0.0013267664043978833
2015-10-27,-0.003690462052560628
2015-10-28,0.006963780656004115
2015-10-29,-0.009417086746937198
2015-10-30,0.017528078449131845
2015-11-02,0.025401399224201926
2015-11-03,-0.03445327994038361
