Date,UDR
2015-01-05,0.010519813674719769
2015-01-06,0.005678001832230883
2015-01-07,0.0069010446336814635
2015-01-08,0.0018843142715736505
2015-01-09,0.0034482519879115436
2015-01-12,0.011559004109124471
2015-01-13,-0.008955974430941094
2015-01-14,0.00966012010841677
2015-01-15,0.010802362756967776
2015-01-16,0.011297486657157352
2015-01-20,-0.00935945463878285
2015-01-21,-0.0018289425445642271
2015-01-22,0.026870381489854767
2015-01-23,0.0008922558936379499
2015-01-26,0.011586115623958282
2015-01-27,0.009691968631416525
2015-01-28,-0.0037812919798371203
2015-01-29,-0.008175358143462486
2015-01-30,-0.020901143129931965
2015-02-02,0.0006014547302388706
2015-02-03,0.003005217133926985
2015-02-04,-0.0062914928793732505
2015-02-05,0.00934567693672661
2015-02-06,-0.03225787565698679
2015-02-09,-0.007715949052616189
2015-02-10,0.004976558549270482
2015-02-11,-0.0040236339147651234
2015-02-12,0.01522726713137268
2015-02-13,-0.006734211307755755
2015-02-17,-0.000924786603576977
2015-02-18,0.007711786734664106
2015-02-19,-0.025711874693356007
2015-02-20,0.011310217992371863
2015-02-23,0.01149427949001569
2015-02-24,-0.028869902252086188
2015-02-25,0.005692622814844839
2015-02-26,-0.009748650445973617
2015-02-27,0.014290487325063106
2015-03-02,0.012523541767454072
2015-03-03,-0.0037106183766396628
2015-03-04,-0.0006210396192944945
2015-03-05,0.0015530494478288581
2015-03-06,-0.02015551097840118
2015-03-09,0.009177742423885027
2015-03-10,-0.00407671224338213
2015-03-11,0.005982373806830532
2015-03-12,0.02503907603168809
2015-03-13,0.0076337422247010345
2015-03-16,0.020909149318296016
2015-03-17,-0.001187391816436567
2015-03-18,0.02050525867057318
2015-03-19,-0.0026207003005146445
2015-03-20,0.026569107908698264
2015-03-23,0.001706701173396219
2015-03-24,-0.013344708677682116
2015-03-25,-0.023309763305053743
2015-03-26,-0.005008716611538455
2015-03-27,0.00414570013289528
2015-03-30,0.014450248446967295
2015-03-31,-0.010756321188559514
2015-04-01,-0.008815493552601028
2015-04-02,0.007411867844553166
2015-04-06,0.005591286306211085
2015-04-07,-0.015510446003491274
2015-04-08,0.007134448749883449
2015-04-09,-0.02863037092942511
2015-04-10,0.00243098446104395
2015-04-13,-0.007275267321323886
2015-04-14,0.00763736702361939
2015-04-15,-0.011002292499820321
2015-04-16,0.007107285489966753
2015-04-17,-0.00030674037618871886
2015-04-20,-0.0006138370258494952
2015-04-21,0.005221155731257809
2015-04-22,0.014054300161554067
2015-04-23,0.0045194947178679445
2015-04-24,0.005098922997838873
2015-04-27,0.004177853967646028
2015-04-28,0.005943427015337788
2015-04-29,-0.012407510541487476
2015-04-30,-0.019742635252171015
2015-05-01,0.005492584739126283
2015-05-04,0.007587384266470654
2015-05-05,-0.027710842777475708
2015-05-06,-0.0003096861027768183
2015-05-07,0.022931420262425783
2015-05-08,0.016358451518338146
2015-05-11,-0.021758584109612622
2015-05-12,0.007008257062615542
2015-05-13,-0.015431321401520703
2015-05-14,0.016902278337984855
2015-05-15,0.008159658571256445
2015-05-18,-0.008093617416531251
2015-05-19,-0.004835340972111024
2015-05-20,0.002429500673480467
2015-05-21,-0.0057560693345394265
2015-05-22,0.002437727155544911
2015-05-26,-0.008814564503038302
2015-05-27,0.01778590400416613
2015-05-28,-0.0021094384276886258
2015-05-29,-0.016907791932047167
2015-06-01,0.01719858197765145
2015-06-02,-0.018417529853213988
2015-06-03,-0.022762305301117558
2015-06-04,-0.0015737183436194124
2015-06-05,-0.00031498087893477855
2015-06-08,0.0006305055395834369
2015-06-09,-0.003466630617757094
2015-06-10,0.00948744640835919
2015-06-11,0.015037729388274856
2015-06-12,0.004629691819953985
2015-06-15,0.0012286371865504186
2015-06-16,0.0061370753195451044
2015-06-17,0.006709296620783567
2015-06-18,0.01908523326161249
2015-06-19,-0.010998724513148539
2015-06-22,-0.010219711496967654
2015-06-23,-0.009717503942628936
2015-06-24,-0.001839816901368252
2015-06-25,-0.005530212869591877
2015-06-26,0.006796435792831179
2015-06-29,-0.012887379414159517
2015-06-30,-0.004352047611725918
2015-07-01,0.019981793401253167
2015-07-02,0.005815553230380743
2015-07-06,0.0030433655854780195
2015-07-07,0.012742455842771339
2015-07-08,-6.0519389206814544e-05
2015-07-09,-0.003322945182926862
2015-07-10,0.001212357389200669
2015-07-13,-0.000302681247963954
2015-07-14,0.00757145970485773
2015-07-15,0.0018030677036053877
2015-07-16,0.0054003633851322785
2015-07-17,-0.005072848429950816
2015-07-20,0.006898403027881583
2015-07-21,-0.00476604986963125
2015-07-22,0.007482752546656091
2015-07-23,-0.007427176820388959
2015-07-24,0.0017957566129862546
2015-07-27,-0.0008961066198994727
2015-07-28,-0.0017943889243220434
2015-07-29,-0.0002996701920133793
2015-07-30,0.0014982306837612036
2015-07-31,0.011669902778561836
2015-08-03,0.012126764114117172
2015-08-04,-0.003506976114010296
2015-08-05,-0.004399028442077957
2015-08-06,0.005007823324709504
2015-08-07,0.006740860767082912
2015-08-10,0.0
2015-08-11,0.01251822321014262
2015-08-12,0.002587531024148104
2015-08-13,-0.0011470717209026704
2015-08-14,-0.0005740775985194624
2015-08-17,0.01809780864296684
2015-08-18,0.006490329305166576
2015-08-19,-0.01654065897805157
2015-08-20,-0.0054161860034375175
2015-08-21,-0.02894821973992001
2015-08-24,-0.05312863576268878
2015-08-25,-0.02930162314161866
2015-08-26,0.027295960018344445
2015-08-27,0.024382698004572267
2015-08-28,0.0012207450280545817
2015-08-31,-0.015544467125616412
2015-09-01,-0.024148186034964825
2015-09-02,0.007613818880176426
2015-09-03,0.0006299113534384837
2015-09-04,-0.01950915098438777
2015-09-08,0.014441729251094104
2015-09-09,-0.013287042014618722
2015-09-10,0.005771152661352419
2015-09-11,0.029008020670814982
2015-09-14,-0.0034072739302590804
2015-09-15,0.020826505556446273
2015-09-16,0.012485289823033208
2015-09-17,0.008420794478683602
2015-09-18,0.00507030823643162
2015-09-21,0.010089057054607276
2015-09-22,-0.009694743800055305
2015-09-23,0.005932961353615207
2015-09-24,-0.008551886844938794
2015-09-25,0.005056653607601103
2015-09-28,-0.009470517663469846
2015-09-29,0.021810776085591455
2015-09-30,0.008186963134100278
2015-10-01,0.005800703506827265
2015-10-02,0.010092079837749068
2015-10-05,0.007422414865287497
2015-10-06,-0.009067742811630253
2015-10-07,0.012048815634490895
2015-10-08,0.0037026912640416576
2015-10-09,0.004539859082419495
2015-10-12,0.012147200509254219
2015-10-13,-0.011443138044215706
2015-10-14,-0.013269138745249487
2015-10-15,0.017739477553393
2015-10-16,0.00590394399781724
2015-10-19,0.017607424496735913
2015-10-20,-0.011809797142927736
2015-10-21,0.0013898786150221554
2015-10-22,-0.007216291194054425
2015-10-23,-0.005591475174207106
2015-10-26,0.002530012958196659
2015-10-27,-0.0070102459997495314
2015-10-28,-0.003671701795757265
2015-10-29,-0.0031175635084393916
2015-10-30,-0.020187834803320315
2015-11-02,0.026988135292024262
2015-11-03,-0.01271569550266749
2015-11-04,0.0014312488405303636
2015-11-05,0.008002307043509349
2015-11-06,-0.033739732274666645
2015-11-09,-0.009096482020384822
2015-11-10,0.012437348552213567
2015-11-11,0.011114209155824728
2015-11-12,-0.002314195957900167
2015-11-13,0.0011597038628687883
2015-11-16,0.015349037113315367
2015-11-17,0.012550036503652828
2015-11-18,-0.0002818859382990313
2015-11-19,0.009298409179325118
2015-11-20,0.018146348401950396
2015-11-23,0.006854546060031552
2015-11-24,-0.006263133295936307
2015-11-25,0.017812935761772897
2015-11-27,0.015616712594264559
2015-11-30,-0.02147366872956158
2015-12-01,0.010836821466554625
2015-12-02,-0.017957576328432867
2015-12-03,-0.01637546232472853
2015-12-04,0.019145249893466998
2015-12-07,-0.00844004206347393
2015-12-08,-0.003020421804651896
2015-12-09,-0.011291570588799371
2015-12-10,-0.00557092804743653
2015-12-11,0.0058821421742103475
2015-12-14,0.016430214166092583
2015-12-15,0.003013653776503533
2015-12-16,0.01830085945932658
2015-12-17,-0.019045086679982504
2015-12-18,-0.005742575278148587
2015-12-21,0.0033004033628829532
2015-12-22,0.0008225711819720427
2015-12-23,0.012051388396445928
2015-12-24,-0.00054099240001515
2015-12-28,0.01326779574551118
2015-12-29,0.012560300532391322
2015-12-30,-0.0034306694887186184
2015-12-31,-0.00503185381122484
2016-01-04,-0.015970251977698968
2016-01-05,0.012713399008836168
2016-01-06,-0.007211730035523112
2016-01-07,-0.0114390007983175
