Date,ZBRA
2015-01-05,-0.014077282228969534
2015-01-06,-0.007204551332815501
2015-01-07,0.025465104655782778
2015-01-08,0.021358672241922783
2015-01-09,0.014613299348022135
2015-01-12,0.0014899769706719912
2015-01-13,0.02330767627154362
2015-01-14,-0.015871063048986667
2015-01-15,0.000615479752519521
2015-01-16,0.02005419423342425
2015-01-20,-0.009166591516842404
2015-01-21,0.007060277787967806
2015-01-22,0.026955102587363333
2015-01-23,-0.009063049097974063
2015-01-26,0.004157245088152628
2015-01-27,0.0008280067904677946
2015-01-28,-0.005082145161019791
2015-01-29,-0.006058471541715016
2015-01-30,-0.0025098492777378967
2015-02-02,0.00730889787973954
2015-02-03,0.030450785867569774
2015-02-04,-0.0015006032268209957
2015-02-05,0.005317908491013323
2015-02-06,0.002184940701548177
2015-02-09,0.0032128373424495926
2015-02-10,0.00754885085681245
2015-02-11,0.0020433682899172467
2015-02-12,0.013594705146405817
2015-02-13,0.011847519214613245
2015-02-17,-0.011487914829898083
2015-02-18,0.0005587557598776272
2015-02-19,0.002233604491816532
2015-02-20,0.01404058576135947
2015-02-23,0.005384591909555203
2015-02-24,0.009946482493795594
2015-02-25,-0.008874455425139316
2015-02-26,0.001965497942529426
2015-02-27,-0.007737566128415807
2015-03-02,0.008237232013860174
2015-03-03,-0.004793054757941229
2015-03-04,-0.003612104081108125
2015-03-05,0.001428154284915495
2015-03-06,-0.01678374667866922
2015-03-09,-0.0025660575096168037
2015-03-10,-0.017897074349131126
2015-03-11,0.002277869490782347
2015-03-12,-0.002045458013361201
2015-03-13,-0.001252569013138416
2015-03-16,0.013567466125044225
2015-03-17,-0.032845873102660184
2015-03-18,-0.0018609404031439958
2015-03-19,0.0029130738859124428
2015-03-20,0.02428260688620454
2015-03-23,0.046392878493589196
2015-03-24,-0.013658559742335652
2015-03-25,-0.030662720969666823
2015-03-26,-0.020521514979823574
2015-03-27,0.011806971636385555
2015-03-30,0.00697852597415527
2015-03-31,0.030674899802434874
2015-04-01,-0.012786636315042843
2015-04-02,-0.002456467470973167
2015-04-06,0.026639858746032807
2015-04-07,0.009485336956047918
2015-04-08,0.01933255196376793
2015-04-09,0.011866950404488152
2015-04-10,-0.00041885775421302007
2015-04-13,-0.013932556503355564
2015-04-14,0.009773779084078615
2015-04-15,0.007995733639504454
2015-04-16,0.007306174673562982
2015-04-17,-0.010154422704812038
2015-04-20,0.006280733610258604
2015-04-21,0.00863416056141797
2015-04-22,0.0012376521010224462
2015-04-23,0.009270720116437037
2015-04-24,-0.01316596112808821
2015-04-27,-0.019443632592229698
2015-04-28,0.004851799349413266
2015-04-29,-0.011651023617809897
2015-04-30,-0.02209007806030594
2015-05-01,0.004561231109833308
2015-05-04,-0.005081094277871623
2015-05-05,-0.01673368397212005
2015-05-06,-0.008951238564655295
2015-05-07,0.01772966472435278
2015-05-08,0.016544343067478096
2015-05-11,0.003017878669765217
2015-05-12,0.0064475190119990256
2015-05-13,0.13976079250556595
2015-05-14,0.013583109585406872
2015-05-15,0.011922374786613066
2015-05-18,0.0022833135891651146
2015-05-19,-0.0006378685637584702
2015-05-20,-0.0062915548785620334
2015-05-21,0.0033032939059285393
2015-05-22,0.0028352405192175745
2015-05-26,-0.015139112074864736
2015-05-27,-0.0070376379467539385
2015-05-28,0.020236856299650663
2015-05-29,0.0021937647204945954
2015-06-01,0.006384503394189833
2015-06-02,0.033985863009424966
2015-06-03,-0.00017527078366441629
2015-06-04,-0.0052599147516988465
2015-06-05,0.0072265769454720186
2015-06-08,-0.011724594947510436
2015-06-09,-0.004161076618036219
2015-06-10,0.02844947415308674
2015-06-11,-0.0009509043055098143
