Date,FCX
2015-01-05,-0.05944821132366618
2015-01-06,0.01715625094117712
2015-01-07,0.014647111120991596
2015-01-08,0.022309680797292897
2015-01-09,0.003423046263596463
2015-01-12,-0.01620478525195601
2015-01-13,-0.0754490496822916
2015-01-14,-0.10931561504298881
2015-01-15,-0.02187835027224927
2015-01-16,0.04964508519442479
2015-01-20,0.001559587879179647
2015-01-21,0.030098155191651044
2015-01-22,0.008564220171674908
2015-01-23,-0.03896093673044276
2015-01-26,0.01663180377130269
2015-01-27,-0.06032686761468564
2015-01-28,-0.05223035721796354
2015-01-29,-0.033869334496193226
2015-01-30,-0.001188441420195141
2015-02-02,0.038072842036104726
2015-02-03,0.08767885747474091
2015-02-04,-0.03635414800109471
2015-02-05,0.07107743138613798
2015-02-06,-0.03777453338971759
2015-02-09,0.0350132353290078
2015-02-10,-0.041004896398657675
2015-02-11,-0.005878959675686302
2015-02-12,0.046774196872468865
2015-02-13,0.04211621842746571
2015-02-17,0.032527996632899514
2015-02-18,0.016229601434119445
2015-02-19,-0.008454992531798378
2015-02-20,0.008052840612691403
2015-02-23,-0.032424501501198244
2015-02-24,0.030597038544513344
2015-02-25,0.013195369773138399
2015-02-26,-0.018139580401792532
2015-02-27,0.024632770231042045
2015-03-02,-0.02311597270767085
2015-03-03,-0.006625634277566128
2015-03-04,-0.005717022793518711
2015-03-05,-0.03258219452968114
2015-03-06,-0.03714760280832374
2015-03-09,0.00925950270103515
2015-03-10,-0.039755555159973976
2015-03-11,-0.001592247790199508
2015-03-12,0.004253029738827907
2015-03-13,-0.03970353407833871
2015-03-16,-0.009371773712778197
2015-03-17,-0.030606096877373923
2015-03-18,0.046497770798010096
2015-03-19,-0.05320865444721523
2015-03-20,0.06662793194789463
2015-03-23,0.04997304128853042
2015-03-24,-0.00776030679862505
2015-03-25,-0.004692511268544752
2015-03-26,0.02147734667201706
2015-03-27,-0.03589767560317092
2015-03-30,0.03085141667916491
2015-03-31,-0.02218780531679654
2015-04-01,0.0010549246336308826
2015-04-02,0.0015818981722794945
2015-04-06,0.007894756899547994
2015-04-07,-0.008877269903101337
2015-04-08,-0.008429984763844045
2015-04-09,-0.0021251022097215078
2015-04-10,-0.025559843791000736
2015-04-13,0.0005485832494283027
2015-04-14,0.037787409229243174
2015-04-15,0.0907651262602065
2015-04-16,0.00774065477456487
2015-04-17,-0.007681197278179175
2015-04-20,-0.0004838422976189971
2015-04-21,-0.020813131354146752
2015-04-22,0.016806652994356686
2015-04-23,-0.024307144426511385
2015-04-24,0.037368892843269164
2015-04-27,0.04803096152404307
2015-04-28,0.03941351309603314
2015-04-29,0.009259173420390843
2015-04-30,0.01660097454016829
2015-05-01,0.016759938167643762
2015-05-04,-0.011411663019416651
2015-05-05,-0.0017101254700371271
2015-05-06,-0.003854237337159061
2015-05-07,-0.015047546488692776
2015-05-08,0.016586669203002113
2015-05-11,-0.013739929114535365
2015-05-12,-0.010448462373376932
2015-05-13,-0.005279159131795996
2015-05-14,0.008403561838751683
2015-05-15,0.0013154578122935856
2015-05-18,-0.030661010118750998
2015-05-19,-0.037957453947022435
2015-05-20,-0.009864190930945704
2015-05-21,0.012808448653466087
2015-05-22,-0.016861757088078577
2015-05-26,-0.04335425135808979
2015-05-27,0.0034863065531922643
2015-05-28,0.0004962231494844982
2015-05-29,-0.025297567784669295
2015-06-01,-0.015267436289219005
2015-06-02,0.05736472123809255
2015-06-03,-0.028836787620702187
2015-06-04,-0.017614473287188126
2015-06-05,0.006659753405249047
2015-06-08,-0.012722539328579918
2015-06-09,0.031958407488771545
2015-06-10,0.026973133269413863
2015-06-11,-0.030642054848221467
2015-06-12,-0.006020623443240725
2015-06-15,-0.011105560070243325
2015-06-16,0.010719653703082033
2015-06-17,0.011110741649299039
2015-06-18,0.005494324801245565
2015-06-19,-0.017883477597015363
2015-06-22,-0.018714988555918688
2015-06-23,0.036597727151558734
2015-06-24,0.022376888722917432
2015-06-25,-0.03988310780763615
2015-06-26,0.010131562157799312
2015-06-29,-0.02808424560062972
2015-06-30,-0.03921541767715675
2015-07-01,-0.011815543387818206
2015-07-02,0.0
2015-07-06,-0.030434659656554564
2015-07-07,-0.033071908699036756
2015-07-08,-0.04347802533674705
2015-07-09,0.016969496173152576
2015-07-10,-0.0023836540037552867
2015-07-13,0.020567968128136993
2015-07-14,0.011229298697940537
2015-07-15,-0.04091155823082404
2015-07-16,-0.006703269729796624
2015-07-17,-0.02576683823223891
2015-07-20,-0.052267031712350365
2015-07-21,0.04451843168632319
2015-07-22,-0.041984911568916594
2015-07-23,-0.09428941765388488
2015-07-24,-0.09897368295455078
2015-07-27,-0.07485752954920499
2015-07-28,0.08443281530034907
2015-07-29,0.013787396894976212
2015-07-30,-0.052799978057501584
2015-07-31,-0.007601226890871282
2015-08-03,-0.04680851406617481
2015-08-04,-0.01428601074472069
2015-08-05,-0.009963447987448304
2015-08-06,0.025617399771764582
2015-08-07,-0.060660196025599356
2015-08-10,0.10636280594196945
2015-08-11,-0.1227467952962562
2015-08-12,0.002935372915846557
2015-08-13,-0.017560895528513698
2015-08-14,-0.003972303846414116
2015-08-17,0.020937268304027645
2015-08-18,-0.03125003851410724
2015-08-19,-0.019153303182004144
2015-08-20,-0.002055285060417744
2015-08-21,-0.013388437217412008
2015-08-24,-0.0939457891208283
2015-08-25,-0.050690890801953326
2015-08-26,-0.03883499110912114
2015-08-27,0.2866158685406608
2015-08-28,0.030422176395470846
2015-08-31,0.01333314770139249
2015-09-01,-0.08176667640931412
2015-09-02,0.013305998679195907
2015-09-03,0.023232188565136536
2015-09-04,-0.04146095259195326
2015-09-08,0.07106057213982897
2015-09-09,0.0317307603823993
2015-09-10,0.05032664690505073
2015-09-11,0.01153463909810215
2015-09-14,-0.02105247426214585
2015-09-15,0.011648617336290856
2015-09-16,0.04871578542988453
2015-09-17,0.017736551379985643
2015-09-18,-0.09709541069653416
2015-09-21,-0.03216929684646186
2015-09-22,0.005698112687439361
2015-09-23,-0.05571295070554716
2015-09-24,-0.001000053741451401
2015-09-25,-0.01901930523066686
2015-09-28,-0.09081608737029312
2015-09-29,0.022446716933054
2015-09-30,0.06366637794203878
2015-10-01,0.01341574516107813
2015-10-02,0.08146649980963527
2015-10-05,0.052730660431777876
2015-10-06,0.05813955894789413
2015-10-07,0.09974608264786666
2015-10-08,0.034588950846123234
2015-10-09,0.002228790044774165
2015-10-12,-0.0407707241994959
2015-10-13,-0.012412726445944156
2015-10-14,0.025922663651560818
2015-10-15,-0.004593842640113532
2015-10-16,-0.043077015813704045
2015-10-19,-0.03295834869545866
2015-10-20,0.017456379298933733
2015-10-21,-0.023692662142521415
2015-10-22,0.005857863247091366
2015-10-23,0.009151231294130868
2015-10-26,-0.009068245680476816
2015-10-27,-0.03410996677746658
2015-10-28,0.01464279217366693
2015-10-29,-0.012733570783808879
2015-10-30,0.01203790413851813
2015-11-02,0.004247922367649926
2015-11-03,0.049915228090899655
2015-11-04,-0.03142598003478703
2015-11-05,-0.044925375241708365
2015-11-06,-0.06358866535530616
2015-11-09,-0.024186078240764464
2015-11-10,-0.06291720991361816
2015-11-11,-0.0528990475321639
2015-11-12,-0.05800235901976225
2015-11-13,-0.010262277378994211
2015-11-16,0.020737669110348245
2015-11-17,-0.05304727888103877
2015-11-18,0.045291546761253576
2015-11-19,-0.04104904978802548
2015-11-20,-0.0190246057488882
2015-11-23,-0.030303240021010924
2015-11-24,0.03750004501527071
2015-11-25,-0.02409639238543526
2015-11-27,0.0
2015-11-30,0.00987667542082793
2015-12-01,0.018337139095854882
2015-12-02,-0.06002387787446928
2015-12-03,-0.019157210641412625
2015-12-04,0.0221355109813397
2015-12-07,-0.0789808166614775
2015-12-08,-0.06777334632894405
2015-12-09,0.037091867980191484
2015-12-10,0.052932958455241375
2015-12-11,-0.06249977314437971
2015-12-14,-0.06376827503360005
2015-12-15,0.009287887789627192
2015-12-16,0.02607356775619185
2015-12-17,-0.08520192328245546
2015-12-18,0.014705911302685504
2015-12-21,0.00483106783013576
2015-12-22,0.028845953670660673
2015-12-23,0.16043636494181945
2015-12-24,0.016107317619192596
2015-12-28,-0.09511190800357494
2015-12-29,0.017517636086845645
2015-12-30,-0.02869412069295285
2015-12-31,0.0
2016-01-04,-0.03249612323448747
2016-01-05,0.0244273234147232
2016-01-06,-0.08047703766386749
2016-01-07,-0.09076170210887391
2016-01-08,-0.03565035625426061
2016-01-11,-0.20332742872717569
2016-01-12,-0.046403791393163196
2016-01-13,-0.09002415089058913
2016-01-14,0.12299440674453987
2016-01-15,0.035714209992852464
2016-01-19,-0.08965501296500322
2016-01-20,0.02777788800801706
2016-01-21,0.06388233978336744
2016-01-22,-0.09006943800514244
2016-01-25,0.0
2016-01-26,0.06598952850624995
2016-01-27,0.10714306649034921
2016-01-28,-0.04946235275192756
2016-01-29,0.04072393471096425
2016-02-01,0.030434736069449464
2016-02-02,-0.082278650973167
2016-02-03,0.11494283531468552
2016-02-04,0.17938125357017065
2016-02-05,-0.006992918619064814
2016-02-08,-0.07218324049466496
2016-02-09,-0.051233000888595615
2016-02-10,-0.004000471851600573
2016-02-11,-0.018072115540368028
2016-02-12,0.13087961241612955
2016-02-16,0.15189875935654418
2016-02-17,0.12401858889945294
2016-02-18,-0.0013967400035642674
2016-02-19,-0.03216768206020859
2016-02-22,0.14595366895027895
2016-02-23,-0.08701133281357065
2016-02-24,-0.005524791527061312
2016-02-25,-0.011111114344531159
2016-02-26,0.043539320262995895
2016-02-29,0.026917767469286646
2016-03-01,0.01703810098916425
2016-03-02,0.15592790455405714
2016-03-03,0.015607439163700887
2016-03-04,0.0691548469249581
