Date,CRM
2015-01-05,-0.01806208250146235
2015-01-06,-0.016675334923035523
2015-01-07,-0.0047202084230051344
2015-01-08,0.029158543845121176
2015-01-09,-0.007339086319154142
2015-01-12,-0.007393346728985617
2015-01-13,0.004157279935891767
2015-01-14,-0.012420205536398998
2015-01-15,-0.037379966272289455
2015-01-16,0.0277626313038688
2015-01-20,0.011476091798135801
2015-01-21,0.007331115137680699
2015-01-22,0.005025098486889368
2015-01-23,0.010689556544228429
2015-01-26,0.019788494975874427
2015-01-27,-0.03328871749782092
2015-01-28,-0.024917850313776246
2015-01-29,0.031055965517531092
2015-01-30,-0.02839935205808719
2015-02-02,0.014703309986457525
2015-02-03,0.02321927533809487
2015-02-04,0.006483638842584627
2015-02-05,0.004576911911960968
2015-02-06,-0.0015187297009190415
2015-02-09,-0.0201115689289586
2015-02-10,0.01397045559319321
2015-02-11,0.00017011861043925158
2015-02-12,0.04183675906853157
2015-02-13,0.025954794412469617
2015-02-17,-0.012410490555289533
2015-02-18,0.01498319460372377
2015-02-19,-0.0030158904288983823
2015-02-20,0.014806545253191583
2015-02-23,-0.018198895828806627
2015-02-24,-0.010386797283955307
2015-02-25,0.015178434450507039
2015-02-26,0.11722595751994502
2015-02-27,-0.0122436524306897
2015-03-02,-0.013260219353033786
2015-03-03,-0.022056840480503936
2015-03-04,-0.03091856990262376
2015-03-05,0.010943191299918498
2015-03-06,-0.0157035032891224
2015-03-09,0.014250396390727005
2015-03-10,-0.02626761524359955
2015-03-11,-0.001254744218671
2015-03-12,0.019943409374870935
2015-03-13,-0.005388677118633778
2015-03-16,0.02832814750013135
2015-03-17,0.016859914737671344
2015-03-18,0.014803796967188587
2015-03-19,0.004814112324572184
2015-03-20,-0.017276554369770936
2015-03-23,-0.00044308284239291673
2015-03-24,-0.004286170256087352
2015-03-25,-0.023600986883479114
2015-03-26,0.003192222601951622
2015-03-27,0.00848640012539792
2015-03-30,0.004507884287305641
2015-03-31,-0.0005984306794387662
2015-04-01,-0.010926459539579825
2015-04-02,0.009079894335000782
2015-04-06,0.018896202580735766
2015-04-07,0.0038267136809120306
2015-04-08,0.00014670268781902251
2015-04-09,-0.006890517175236588
2015-04-10,-0.001476193608705434
2015-04-13,-0.00827915579759364
2015-04-14,-0.002534208894398593
2015-04-15,0.004483745803210093
2015-04-16,0.010415068291737883
2015-04-17,-0.030923478268556348
2015-04-20,0.01656301503967006
2015-04-21,0.007174881289122581
2015-04-22,0.004897477028905861
2015-04-23,0.011224633268820838
2015-04-24,-0.009347336522211758
2015-04-27,0.00014738943693148876
2015-04-28,-0.014003563371805083
2015-04-29,0.11601153252099117
2015-04-30,-0.024514479202246142
2015-05-01,0.007415538387491427
2015-05-04,-0.023991289056410237
2015-05-05,0.016061402297157912
2015-05-06,0.014295661601213094
2015-05-07,0.009892790726538703
2015-05-08,-0.028448439681739712
2015-05-11,-0.01657499204863011
2015-05-12,0.008005828395267311
2015-05-13,0.0002787034530917776
2015-05-14,0.015183122759482526
2015-05-15,-0.006585951813972146
2015-05-18,0.005524713878244603
2015-05-19,-0.018131850241184355
2015-05-20,-0.018466685415590822
2015-05-21,0.039196009886649286
2015-05-22,0.028802818150265974
2015-05-26,-0.019197727139809828
2015-05-27,0.0051651795657023936
2015-05-28,-0.017173612994555443
2015-05-29,0.0009629838904041677
2015-06-01,0.004811027755367903
2015-06-02,-0.002736010806332012
2015-06-03,0.007819029010104117
2015-06-04,-0.017149840915940406
2015-06-05,0.01855700429363405
2015-06-08,-0.023249676715771272
2015-06-09,-0.0011134063205654465
2015-06-10,0.017697828995524967
2015-06-11,-0.008626373163143963
2015-06-12,-0.008701860195357125
2015-06-15,0.01100733872624704
2015-06-16,0.011576509940473878
2015-06-17,0.01389655193384498
2015-06-18,0.017333931631630328
2015-06-19,-0.009377712899730217
2015-06-22,-0.002933399035342066
2015-06-23,-0.007756043556358172
2015-06-24,-0.009433919209315356
2015-06-25,0.0014965274218337044
2015-06-26,-0.01725304072884437
2015-06-29,-0.0323472192758123
2015-06-30,-0.005285782546714524
2015-07-01,0.013069141550607677
2015-07-02,-0.001701379061887054
2015-07-06,-0.017892412517191425
2015-07-07,0.015905169238425332
2015-07-08,-0.012382676324401265
2015-07-09,0.008214432832354346
2015-07-10,0.016867059531730177
2015-07-13,-0.0012653259577466436
2015-07-14,0.010415226892518614
2015-07-15,-0.005989757848558597
2015-07-16,0.014854318639964337
2015-07-17,0.005385247541892735
2015-07-20,-0.0005494450319778466
2015-07-21,0.01456639412339622
2015-07-22,0.0005418542255768433
2015-07-23,-0.02247185509258831
2015-07-24,0.023680907903494752
2015-07-27,-0.01975109844876677
2015-07-28,0.018355008370704695
2015-07-29,0.0012195719764409585
2015-07-30,-0.0070383998804935954
2015-07-31,-0.0008177787513489188
2015-08-03,-0.01173252382397838
2015-08-04,-0.007592659073193064
2015-08-05,0.008902445969966921
2015-08-06,-0.02895351086520659
2015-08-07,-0.00028400606564393804
2015-08-10,0.012214090571533553
2015-08-11,0.005051209694314052
2015-08-12,-0.00823658673799832
2015-08-13,0.005067454289720663
2015-08-14,0.022268996150582643
2015-08-17,0.01438551861307702
2015-08-18,-0.019719086973935096
2015-08-19,-0.007440165334651083
2015-08-20,-0.05857844826158698
2015-08-21,0.01961067792453708
2015-08-24,-0.057555912153927635
