Date,LHX
2015-01-05,-0.026947498604592557
2015-01-06,-0.020089069426919237
2015-01-07,0.0026361052354253456
2015-01-08,0.022929832455888866
2015-01-09,-0.0014279256412489394
2015-01-12,-0.015156190065732877
2015-01-13,-0.006532926860739252
2015-01-14,-0.00014623465687146897
2015-01-15,-0.01622301187656816
2015-01-16,0.004902756671471442
2015-01-20,-0.0001478730371974324
2015-01-21,0.008723504943806137
2015-01-22,0.012753170922158219
2015-01-23,0.008828973637089454
2015-01-26,0.00129111904135093
2015-01-27,-0.005874741757098123
2015-01-28,-0.016287000621866277
2015-01-29,-0.004395715847886117
2015-01-30,-0.012067782712920971
2015-02-02,0.01385387455053233
2015-02-03,0.016309097210361223
2015-02-04,-0.007084013004545864
2015-02-05,0.011794154062579665
2015-02-06,0.09627253073144537
2015-02-09,-0.0070882597911720024
2015-02-10,0.0055526830041310316
2015-02-11,0.006836187278096206
2015-02-12,0.009532894670184477
2015-02-13,0.0054326163424101015
2015-02-17,0.00501728924212097
2015-02-18,0.004352485469292233
2015-02-19,0.0033137181723119635
2015-02-20,-0.004827190544995585
2015-02-23,-0.0037017619640221655
2015-02-24,0.006405949741816519
2015-02-25,-0.004582968925023412
2015-02-26,-0.0057551767512366014
2015-02-27,-0.0007718471299898999
2015-03-02,0.014031590632151092
2015-03-03,-0.01688426922202335
2015-03-04,-0.009039363312086879
2015-03-05,-0.003909342137079275
2015-03-06,-0.01013569898390787
2015-03-09,-0.0015954698401385858
2015-03-10,-0.029435440749470576
2015-03-11,-0.005077600968547369
2015-03-12,0.0
2015-03-13,-0.008413740386269741
2015-03-16,0.01168477988818073
2015-03-17,-0.008662286740114156
2015-03-18,0.003190327974116558
2015-03-19,-0.0020741807305953985
2015-03-20,0.007896857696567894
2015-03-23,0.0019240883514441975
2015-03-24,-0.013993269165911593
2015-03-25,-0.017114468611444056
2015-03-26,0.03737257402552485
2015-03-27,0.04735284110350069
2015-03-30,0.011465566612055778
2015-03-31,0.014556511075370704
2015-04-01,-0.0021584002559651427
2015-04-02,0.0013993880323659447
2015-04-06,0.025540258015491535
2015-04-07,-0.011523064484990853
2015-04-08,0.004387324595472641
2015-04-09,0.0068637515970724206
2015-04-10,0.0039664913333143925
2015-04-13,-0.008024999437443392
2015-04-14,0.0018670927748511978
2015-04-15,0.007577416583858687
2015-04-16,-0.009370029205211017
2015-04-17,-0.02240173973494497
2015-04-20,0.009548077800668464
2015-04-21,0.0331649756244754
2015-04-22,0.006468811239423999
2015-04-23,-0.005578446586314456
2015-04-24,-0.010975202036937692
2015-04-27,-0.004438889717436556
2015-04-28,0.004334462455342525
2015-04-29,-0.022567319787708318
2015-04-30,0.012364439999811294
2015-05-01,0.0026172795901815427
2015-05-04,0.0002485199758242018
2015-05-05,-0.014912488458424189
2015-05-06,-0.009713573509765094
2015-05-07,-0.003821711263617633
2015-05-08,0.008567652167593698
2015-05-11,-0.007734256626192648
2015-05-12,-0.006261276293036855
2015-05-13,-0.005400691723624673
2015-05-14,0.018100199563870545
2015-05-15,-0.0010160140912608417
2015-05-18,0.00686423842633288
2015-05-19,0.0023986661778157004
2015-05-20,0.006081025401960316
2015-05-21,-0.001133242127916323
2015-05-22,0.011850983606922272
