Date,MNST
2015-01-05,0.011741832885152181
2015-01-06,0.02604406817344951
2015-01-07,0.03277527586907003
2015-01-08,0.015091377060893807
2015-01-09,-0.005692003923521871
2015-01-12,-0.04340394858332919
2015-01-13,0.010271573329582617
2015-01-14,0.04093354484650136
2015-01-15,-0.012570033585795448
2015-01-16,0.02262171873206631
2015-01-20,-0.012196153788028963
2015-01-21,0.009366439343976074
2015-01-22,0.012232164656677647
2015-01-23,-0.005667109780688073
2015-01-26,0.0053641721756925165
2015-01-27,-0.009503986636888229
2015-01-28,0.0033667649928104115
2015-01-29,0.013086065692982984
2015-01-30,-0.0316303079595146
2015-02-02,0.005130417143259125
2015-02-03,-0.007486217439101495
2015-02-04,0.017656683126070494
2015-02-05,-0.003032158928386597
2015-02-06,-0.010306644051121694
2015-02-09,-0.010328598321943439
2015-02-10,0.021994094951412357
2015-02-11,0.004219797651377588
2015-02-12,0.004370086862184763
2015-02-13,-0.014810480149130334
2015-02-17,0.008238502108904866
2015-02-18,0.013225537205204585
2015-02-19,0.007066831192133138
2015-02-20,0.0010731729346522556
2015-02-23,0.0070922039362544265
2015-02-24,0.022027534793339187
2015-02-25,-0.008172425909108938
2015-02-26,0.007674355073780115
2015-02-27,0.1313131035120534
2015-03-02,0.0007794827679326044
2015-03-03,-0.0038235566288460365
2015-03-04,-0.008174037391570299
2015-03-05,0.0035115500118056975
2015-03-06,-0.024351896468194578
2015-03-09,0.004318548826867552
2015-03-10,-0.009401653584070746
2015-03-11,0.0002942694250025468
2015-03-12,0.013901171058197992
2015-03-13,-0.017192620291847982
2015-03-16,0.018895760018036167
2015-03-17,-0.012677457418551419
2015-03-18,0.003081650642922984
2015-03-19,0.011484189306089965
2015-03-20,-0.005496110225438167
2015-03-23,0.0030540878966496265
2015-03-24,0.005509657414795033
2015-03-25,-0.01925016693769721
2015-03-26,0.003969719218039458
2015-03-27,0.01039755669442477
2015-03-30,0.017754970869357845
2015-03-31,-0.014525782004076837
2015-04-01,-0.012644563308275125
2015-04-02,-0.007244742522167336
2015-04-06,0.015184974851005784
2015-04-07,-0.0014521997677111598
2015-04-08,0.0019633541075110283
2015-04-09,-0.0013789553294218937
2015-04-10,0.005377974829817056
2015-04-13,-0.004048035072492184
2015-04-14,-0.014370732760768834
2015-04-15,0.013917549447451716
2015-04-16,0.002251416610481005
2015-04-17,-0.007898579473080813
2015-04-20,0.01950184972839608
2015-04-21,0.0019343779121641091
2015-04-22,0.0004290409408820306
2015-04-23,0.0032163861796656867
2015-04-24,0.010116802137882797
2015-04-27,0.011708360491325953
2015-04-28,-0.018823232430818626
2015-04-29,-0.011226414856535416
2015-04-30,-0.014731184723403512
2015-05-01,0.02931952686181405
2015-05-04,0.005101633716419363
2015-05-05,-0.008600616278670148
2015-05-06,-0.001066612458525018
2015-05-07,0.021426552280060962
2015-05-08,-0.10467630982965215
2015-05-11,0.0431228554019818
2015-05-12,-0.015595767436506258
2015-05-13,-0.015009092292362913
2015-05-14,0.020778767150614108
2015-05-15,-0.002412542945542162
2015-05-18,-0.008010864276288276
2015-05-19,-0.007313721383885863
2015-05-20,-0.008135053981331852
2015-05-21,0.00750542540602428
2015-05-22,-0.0061440030712105465
2015-05-26,-0.013522882613027365
2015-05-27,0.018643219814863166
2015-05-28,-0.0064595230795063685
2015-05-29,-0.014860667293316365
2015-06-01,-0.000864241132986665
2015-06-02,-0.008256628430302948
2015-06-03,-0.0011893253085558664
2015-06-04,0.009605423683482162
2015-06-05,-0.012816518940880761
2015-06-08,-0.00047781705604532654
2015-06-09,-0.004860980144606453
2015-06-10,0.017216539938258002
2015-06-11,0.0011020670085208906
2015-06-12,0.00959343731675677
2015-06-15,-0.01152734464170202
2015-06-16,0.041525524220291876
2015-06-17,0.0005296074091358793
2015-06-18,0.012173830422539167
2015-06-19,-0.0010458357859135514
2015-06-22,-0.001645237950155365
2015-06-23,-0.0007490522406073952
2015-06-24,-0.0032983690882558703
2015-06-25,0.028655245182954925
2015-06-26,0.01930250197784389
2015-06-29,-0.03600895169133833
2015-06-30,-0.0027531731830321426
2015-07-01,0.003581637056793374
2015-07-02,-0.006691517503503386
2015-07-06,0.009131717215117963
2015-07-07,0.011274323682760157
2015-07-08,-0.018629930522091165
2015-07-09,-0.0026905591029200426
2015-07-10,0.02000897928974421
2015-07-13,0.024098175528712185
2015-07-14,0.010689417248682442
2015-07-15,-0.005394677392443148
2015-07-16,-0.003140101431965303
2015-07-17,0.0027204296450145105
2015-07-20,0.019206154545578613
2015-07-21,0.009106770845442202
2015-07-22,0.026379724104037994
2015-07-23,0.004599232313130752
2015-07-24,0.0024238083346861394
2015-07-27,-0.0008731605884517712
2015-07-28,0.008268348723544428
2015-07-29,0.008867244718313794
2015-07-30,0.005683324304560866
2015-07-31,0.00900254036584247
2015-08-03,0.01471827188031316
2015-08-04,-0.02624987284137914
2015-08-05,0.015027724692506128
2015-08-06,-0.05928574305518297
2015-08-07,0.029681804170872628
2015-08-10,-0.029764687632387266
2015-08-11,-0.013335256364485848
2015-08-12,-0.00455175141893116
2015-08-13,0.04861053917489988
2015-08-14,0.008989746765869278
2015-08-17,0.002061153906821822
2015-08-18,-0.0012607408429992084
2015-08-19,-0.021724615244485546
2015-08-20,-0.017996639750578636
2015-08-21,-0.03934994710471207
2015-08-24,-0.024836175490134726
2015-08-25,-0.008120523025214155
2015-08-26,0.03148258055240305
2015-08-27,0.010246008750159685
2015-08-28,0.0029998545069338522
2015-08-31,-0.014028322639115243
2015-09-01,-0.024772581127746385
2015-09-02,0.010145942474769853
2015-09-03,-0.005571863106513808
2015-09-04,-0.010321450399429555
2015-09-08,0.019815312270088814
2015-09-09,-0.03287070726407215
2015-09-10,-0.001208458013279845
2015-09-11,0.004007768551041568
2015-09-14,-0.004594358770099283
2015-09-15,0.0024213051997099555
2015-09-16,0.010945054105900631
2015-09-17,0.005749303895366209
2015-09-18,-0.000742464104039775
2015-09-21,0.004754909800402718
2015-09-22,-0.0051760734885997195
2015-09-23,-0.001337837704499134
2015-09-24,0.02069067257121393
2015-09-25,-0.006635553824282714
2015-09-28,-0.015782144410947607
2015-09-29,0.003505350633645765
2015-09-30,0.004384988276928903
2015-10-01,-0.006955711431042455
2015-10-02,-0.0020119259033434256
2015-10-05,0.00888525676618146
2015-10-06,-0.009028991868020975
2015-10-07,0.005675807780631814
2015-10-08,0.01113916563338968
2015-10-09,0.009327321710945524
2015-10-12,0.0002182563028481077
2015-10-13,-0.042048587354819644
2015-10-14,-0.023617866062757953
2015-10-15,0.01547796284662284
2015-10-16,0.012944287977383784
2015-10-19,0.0034025943862774355
2015-10-20,0.05207234218299983
2015-10-21,-0.005157259739650755
2015-10-22,0.02577586272956056
2015-10-23,-0.006246978224095812
2015-10-26,-0.000847515921538422
2015-10-27,-0.006008835556838399
2015-10-28,0.005191716010716885
2015-10-29,-0.033253206879928054
2015-10-30,-0.0023419182171203756
2015-11-02,-0.00982972967277973
2015-11-03,-0.0020744004972389485
2015-11-04,-0.013956948806424618
2015-11-05,-0.004366797176871384
2015-11-06,0.136116146795914
2015-11-09,-0.007920676237331392
2015-11-10,0.019054009355516044
2015-11-11,0.0010533928766651712
2015-11-12,-0.023610654919657303
2015-11-13,-0.011652992881244661
2015-11-16,0.0050432622236635805
2015-11-17,-0.012612713286577648
2015-11-18,0.02417414070676238
2015-11-19,0.001542301087438247
2015-11-20,-0.008502923392318062
2015-11-23,0.015666094964398747
2015-11-24,0.012299755018364777
2015-11-25,0.027255968988961987
2015-11-27,0.000831180142638166
2015-11-30,-0.012329119035953351
2015-12-01,0.016881164124900483
2015-12-02,-0.015328837852531696
2015-12-03,-0.011239545743250146
2015-12-04,0.023714621873593744
2015-12-07,-0.007147408592416915
2015-12-08,0.005913295595341372
2015-12-09,-0.0287539950119845
2015-12-10,-0.0011183588689682722
2015-12-11,-0.013765396347116488
2015-12-14,0.014491747895847062
2015-12-15,0.0044105445055475645
2015-12-16,0.004784347350758056
2015-12-17,-0.019698677976344725
2015-12-18,-0.029609352037001213
2015-12-21,0.011245169571711289
2015-12-22,0.00013556298095473984
2015-12-23,-0.0002033557027192323
2015-12-24,0.00915441996721289
2015-12-28,-0.004434912400636981
2015-12-29,0.01356645521564337
2015-12-30,0.0004661617406724883
2015-12-31,-0.008519693373913784
2016-01-04,-0.03101505463447285
2016-01-05,0.011985533222196088
2016-01-06,0.001574610552617095
2016-01-07,-0.007518760527410739
2016-01-08,-0.006542678500634835
2016-01-11,0.012408964932131283
2016-01-12,0.008627735544624926
2016-01-13,-0.02464356664105405
2016-01-14,-0.008700441195353625
2016-01-15,-0.009057722672430768
2016-01-19,0.025720946133546363
2016-01-20,-0.03274388935628325
2016-01-21,-0.014283701347283961
2016-01-22,0.04448635949922264
2016-01-25,-0.028232517335822438
2016-01-26,-0.007423832743891912
2016-01-27,-0.007766921413283279
2016-01-28,-0.005580954152051842
2016-01-29,-0.015816368704613115
2016-02-01,0.01777389650279293
2016-02-02,-0.009532162909968611
2016-02-03,-0.008815700433155382
2016-02-04,-0.047880273022836484
2016-02-05,-0.03682073755684412
2016-02-08,-0.04857352127922976
2016-02-09,0.010108655677992795
2016-02-10,-0.01757632009350063
2016-02-11,0.017805251958608048
2016-02-12,0.029184165266153084
2016-02-16,0.015853484953596064
2016-02-17,0.009090278892098347
2016-02-18,0.0050222992825090795
2016-02-19,0.011977398668229888
2016-02-22,0.017479285726459404
2016-02-23,-0.007857641529719128
2016-02-24,0.028030160722000597
2016-02-25,0.005362473009361324
2016-02-26,-0.017429220684927804
2016-02-29,-0.04044640972773228
2016-03-01,0.03370517358634473
2016-03-02,-0.01526246383087626
2016-03-03,0.0056359573253201845
2016-03-04,0.003269231454460675
2016-03-07,-0.006982680700159283
2016-03-08,0.010469568989882605
2016-03-09,0.005721780354849049
2016-03-10,0.012147348731137209
2016-03-11,0.016786869467729337
2016-03-14,-0.014193888704366553
2016-03-15,0.00015159345272386382
2016-03-16,0.0318229497296747
2016-03-17,0.0
2016-03-18,0.0025700885492694336
2016-03-21,-0.014721999421131615
2016-03-22,0.0005946640008023252
2016-03-23,-0.01315007821688463
2016-03-24,-0.011894860126707818
2016-03-28,0.015161917550223114
2016-03-29,0.0027769358092446517
2016-03-30,0.009654972753794011
2016-03-31,-0.011267637177671541
2016-04-01,0.010571327718881252
2016-04-04,-0.00014841065602089198
2016-04-05,-0.0011129903904272265
2016-04-06,-0.003342691554860333
2016-04-07,-0.016471661352475464
2016-04-08,0.004698356347121679
2016-04-11,-0.014632693245076767
2016-04-12,-0.00344452808318374
2016-04-13,-0.01006225642078673
2016-04-14,-0.003413958773208936
2016-04-15,-0.0008565248293743721
2016-04-18,-0.005298811822666782
2016-04-19,0.013004307694293837
2016-04-20,-0.020261379486126496
2016-04-21,-0.016970570283246
2016-04-22,-0.012445794709675773
2016-04-25,0.01569233546384452
2016-04-26,-0.009125866322891918
2016-04-27,-0.002827554319451364
2016-04-28,0.035728782720617414
2016-04-29,0.12812888567814573
2016-05-02,0.02572460732053683
2016-05-03,-0.010883529814863846
2016-05-04,0.00020499565254361585
2016-05-05,-0.002733132221761525
2016-05-06,0.014936597616335812
2016-05-09,0.00445549323741723
2016-05-10,0.028967036645400457
2016-05-11,-0.017439570186518538
2016-05-12,-0.0017283674865767873
2016-05-13,-0.010388235684121172
2016-05-16,0.014198266714103402
2016-05-17,-0.009421481892906813
2016-05-18,-0.003215000299324755
2016-05-19,-0.0024190081735823155
2016-05-20,-0.003772094685789651
2016-05-23,0.0029073719528751596
2016-05-24,0.01200028731745717
2016-05-25,-0.003863819958691228
2016-05-26,0.003210055065267614
2016-05-27,0.0033330602192205294
2016-05-31,-0.003388442797483293
2016-06-01,0.009333343505859348
2016-06-02,0.007001304807863873
2016-06-03,0.0026236740323901664
2016-06-06,0.009812900409377434
2016-06-07,-0.0034983214566409737
2016-06-08,0.008841457222258153
2016-06-09,-0.0010955148053055641
2016-06-10,-0.009483218136903893
2016-06-13,-0.017975810436826833
2016-06-14,0.014590875981576712
2016-06-15,0.004248856395057343
2016-06-16,0.01425501963068121
2016-06-17,0.001026898316869529
2016-06-20,0.0012180715686380683
2016-06-21,0.010629441162368636
2016-06-22,-0.005702323390612496
2016-06-23,0.003122421879836912
2016-06-24,-0.025282703661135053
2016-06-27,0.008928539464216012
2016-06-28,-0.0022608014013524302
2016-06-29,0.021947375997829477
2016-06-30,0.018118495545214053
2016-07-01,-0.0060978901028223564
