Date,CFG
2015-01-05,-0.023424828394581376
2015-01-06,-0.011166169522382474
2015-01-07,0.0037639716684851887
2015-01-08,0.007500059142391713
2015-01-09,-0.011993356515542342
2015-01-12,-0.0004185564003595932
2015-01-13,-0.0004189624965086347
2015-01-14,-0.01801439387203929
2015-01-15,-0.020477648956201855
2015-01-16,0.010017394598701213
2015-01-20,-0.0038810735889822645
2015-01-21,0.007792270703166793
2015-01-22,0.03694165307237984
2015-01-23,-0.017812906707732612
2015-01-26,0.01602717418280597
2015-01-27,0.0024907178713411415
2015-01-28,-0.012008597819137656
2015-01-29,0.015926417927688563
2015-01-30,-0.014026236870904984
2015-02-02,0.004184043482131639
2015-02-03,0.01631790264312527
2015-02-04,-0.011527712601205997
2015-02-05,0.014160929652377252
2015-02-06,0.006160340406345943
2015-02-09,-0.009796107121760045
2015-02-10,0.02308360068193549
2015-02-11,0.00604324187321148
2015-02-12,0.014417470547041678
2015-02-13,0.0047377732855640176
2015-02-17,0.004321796894311003
2015-02-18,-0.013693266954491579
2015-02-19,-0.007536565253716709
2015-02-20,0.0091928772067853
2015-02-23,-0.013465493246872184
2015-02-24,0.0008025752042384315
2015-02-25,0.0012032276755797877
2015-02-26,-0.004406752673576597
2015-02-27,-0.0004024774675022158
2015-03-02,0.0004026395208369671
2015-03-03,0.007646188287662614
2015-03-04,-0.005591598779851381
2015-03-05,0.016064570446349125
2015-03-06,0.007905073163259502
2015-03-09,-0.010588170207214809
2015-03-10,-0.009116361018383312
2015-03-11,0.004400140395207863
2015-03-12,0.015133049109311347
2015-03-13,-0.02824617245923622
2015-03-16,0.021800878337784324
2015-03-17,0.011457761527869259
2015-03-18,-0.016015880469766874
2015-03-19,-0.01548214675046744
2015-03-20,0.0
2015-03-23,-0.0016129344638852183
2015-03-24,-0.017770388214072064
2015-03-25,-0.013158034322323542
2015-03-26,0.005000210996255694
2015-03-27,0.014925544671717583
2015-03-30,-0.006536183674643148
2015-03-31,-0.007812593459162187
2015-04-01,0.009531830170540045
2015-04-02,0.010673326576076114
2015-04-06,0.005280193388587762
2015-04-07,0.006060222966701279
2015-04-08,0.004016142611587226
2015-04-09,0.001600470238312779
2015-04-10,0.0027951965280417213
2015-04-13,0.013540792676341784
2015-04-14,-0.012181031027986733
2015-04-15,0.018297448693898044
2015-04-16,-0.004297225956827244
2015-04-17,-0.0145150816202132
2015-04-20,-0.000398151458388174
2015-04-21,-0.002787405182752556
2015-04-22,0.017970545483682043
2015-04-23,0.005884937804582435
2015-04-24,-0.0027297874392525623
2015-04-27,-0.003519870437167172
2015-04-28,0.011773950660637356
2015-04-29,0.01202489618869329
2015-04-30,-0.0015333941388913086
2015-05-01,0.0011562369681010765
2015-05-04,0.012317266863310694
2015-05-05,-0.0022816989612801652
2015-05-06,-0.014862564081190355
2015-05-07,0.0038682917165588915
2015-05-08,-0.005394929625901379
2015-05-11,0.010073485714406694
2015-05-12,0.003068477129001268
2015-05-13,0.003059822269964707
2015-05-14,0.009530782465628551
2015-05-15,-0.020770099680123222
2015-05-18,0.014269141702575094
2015-05-19,0.021292634233302188
2015-05-20,-0.00409539325516739
2015-05-21,0.0033646669798395035
2015-05-22,0.002980548050450116
2015-05-26,-0.008172327392795609
2015-05-27,0.002621692854581248
2015-05-28,0.0022410267011252483
2015-05-29,0.0003730769113186039
2015-06-01,0.004098342703636959
2015-06-02,0.008905452159673644
2015-06-03,0.01581461332576084
2015-06-04,0.00470692047681176
2015-06-05,0.020539765424504974
2015-06-08,-0.009886511338005
2015-06-09,0.0014265450687320769
2015-06-10,-0.002849220612264003
2015-06-11,-0.017142804134200884
2015-06-12,0.0007268495295298383
2015-06-15,0.013435460478067762
2015-06-16,0.012181617483692175
2015-06-17,-0.012035011576258414
2015-06-18,0.005732168600247389
2015-06-19,0.004275061905117283
2015-06-22,0.0028379090332797396
2015-06-23,-0.0028298780966661274
2015-06-24,-0.0049660498401227215
2015-06-25,-0.023886059018602412
2015-06-26,0.005843628927615807
2015-06-29,-0.02214963197951525
2015-06-30,0.014110366476008496
2015-07-01,0.004760351554600417
2015-07-02,-0.010568650342857366
2015-07-06,-0.005156480409070352
2015-07-07,-0.009996026855420559
2015-07-08,-0.0037398482383981246
2015-07-09,0.012762867552727375
2015-07-10,0.011860530986724127
2015-07-13,-0.0018314667968900578
2015-07-14,0.011009164002269145
2015-07-15,0.009074434838874934
2015-07-16,0.011151219338523477
2015-07-17,-0.007114573758772114
2015-07-20,0.0017911434987682995
2015-07-21,-0.04434913235379245
2015-07-22,0.011976042389658437
2015-07-23,-0.021819652571336112
2015-07-24,-0.011342454957655623
2015-07-27,-0.008030399775999841
2015-07-28,0.008866636395180372
2015-07-29,-0.006495885013139913
2015-07-30,0.02277993341761464
2015-07-31,-0.01585505558990774
2015-08-03,-0.001534187944448262
2015-08-04,0.009220004197902476
2015-08-05,0.014846031801491133
2015-08-06,-0.00037503326619647837
2015-08-07,0.001875869844577105
2015-08-10,0.01835226619528063
2015-08-11,-0.012872407144944198
2015-08-12,-0.03017884220623701
2015-08-13,0.006531128409147824
2015-08-14,0.006869743594648092
2015-08-17,-0.0037904501470577
2015-08-18,0.010654222886981257
2015-08-19,-0.011295002966648204
2015-08-20,-0.035415076335877815
2015-08-21,-0.030003842952075366
2015-08-24,-0.06267848429160872
2015-08-25,0.003039616125174227
2015-08-26,0.04718645266834676
2015-08-27,0.01198874389593474
2015-08-28,0.008578158134235903
2015-08-31,0.005265212609020464
2015-09-01,-0.04552792302684183
2015-09-02,0.018573005288571975
2015-09-03,0.015334190863913078
2015-09-04,-0.016734994167019956
2015-09-08,0.02241594670081981
2015-09-09,-0.009338138454274114
2015-09-10,0.0016397497668183547
2015-09-11,-0.004910304641264296
2015-09-14,0.0037006210556871366
2015-09-15,0.025399682851250382
2015-09-16,-0.005993146678938022
2015-09-17,-0.0337619814951855
2015-09-18,-0.01206320914944048
2015-09-21,0.006315459199629059
2015-09-22,-0.012552218766232026
2015-09-23,-0.011016791200877507
2015-09-24,-0.004284733231071369
2015-09-25,0.015921194237233705
2015-09-28,-0.04150812083433264
2015-09-29,0.02607166212299572
2015-09-30,0.027562464554594657
2015-10-01,-0.015087866251115689
2015-10-02,-0.0038298652065931194
2015-10-05,0.01324262995282477
2015-10-06,-0.015177484398644636
2015-10-07,0.0034245720858898654
2015-10-08,0.0034132330026805935
2015-10-09,-0.0025511879044674
2015-10-12,0.004262584294473681
2015-10-13,-0.0042444917904296275
2015-10-14,-0.023444213619604692
2015-10-15,0.02662615602043661
2015-10-16,-0.012755360522767156
2015-10-19,0.0004309457523281601
2015-10-20,0.006887354822174174
2015-10-21,-0.009405727998107127
2015-10-22,-0.012947572944267516
2015-10-23,0.05902906669115171
2015-10-26,-0.02559871731465535
2015-10-27,-0.0029659703945374982
2015-10-28,0.027624488454154994
2015-10-29,-0.002895050749557093
2015-10-30,0.007880745685144408
2015-11-02,0.006172739876955324
2015-11-03,0.002874443176890118
2015-11-04,0.0045049082806805085
2015-11-05,0.0032612719723679184
2015-11-06,0.04550949933632009
2015-11-09,0.005441396613885985
2015-11-10,0.005025260510813423
2015-11-11,0.003461221631691158
2015-11-12,-0.022230444784598347
2015-11-13,0.000783757307651678
2015-11-16,0.005875648157238178
2015-11-17,-0.0031154375502383536
2015-11-18,0.02343758526151274
2015-11-19,-0.0030535011837571346
2015-11-20,-0.0038283073969358483
2015-11-23,-0.010761289007066521
2015-11-24,0.01515171473442134
2015-11-25,0.004975154332345522
2015-11-27,0.004950318121851982
2015-11-30,0.009094449539686078
2015-12-01,-0.004881640139822285
2015-12-02,0.005282979701680901
2015-12-03,-0.00638134159375614
2015-12-04,0.024556146076451846
2015-12-07,-0.02249273622884007
2015-12-08,-0.003772089890868635
2015-12-09,-0.011738206434840581
2015-12-10,0.007663106811150566
2015-12-11,-0.02623581842426259
2015-12-14,0.0042951579410270835
2015-12-15,0.0318814947930921
2015-12-16,0.01394124679247688
2015-12-17,-0.015978609039207003
2015-12-18,-0.021903843405834955
2015-12-21,0.005019441328472096
2015-12-22,0.008451918589062801
2015-12-23,0.010285808052464818
2015-12-24,0.0030163495123785022
2015-12-28,-0.0071426816040436325
2015-12-29,0.00795152588775272
2015-12-30,-0.012020991416678117
2015-12-31,-0.004182470957182827
2016-01-04,-0.014891371555162403
2016-01-05,-0.00465094860932036
2016-01-06,-0.015576342743549687
2016-01-07,-0.02729406089312303
2016-01-08,-0.031313795946732226
2016-01-11,0.0033582531025779794
2016-01-12,0.0
2016-01-13,-0.028452163965162258
2016-01-14,-0.01378071043978557
2016-01-15,-0.025327703072854812
2016-01-19,-0.0040320725893377984
2016-01-20,-0.02834023633549665
2016-01-21,-0.012499927008046363
2016-01-22,-0.025785171218465908
2016-01-25,-0.04764211154797593
2016-01-26,0.02526562964407697
2016-01-27,0.045342034105653184
2016-01-28,0.024988600505241765
2016-01-29,-0.022539489959976677
2016-02-01,-0.022117334161159574
2016-02-02,-0.022727352827036973
2016-02-03,-0.007916878651181403
2016-02-04,0.008977293488523719
2016-02-05,-0.018783535952355712
2016-02-08,-0.03274560975196805
2016-02-09,0.018228966026097693
2016-02-10,-0.035294213489320825
2016-02-11,-0.03817599515420844
2016-02-12,0.04134512755475006
2016-02-16,0.024880623110565603
2016-02-17,0.014979772806511749
2016-02-18,-0.027481070394038576
2016-02-19,0.006802867630585796
2016-02-22,0.029105907179892476
2016-02-23,-0.02171698349992146
2016-02-24,-0.019101853674512115
2016-02-25,0.009473761977795148
2016-02-26,0.029197239525017293
2016-02-29,-0.025836220498929308
2016-03-01,0.0540825597762975
2016-03-02,0.03404033656597982
2016-03-03,0.022900841025535357
2016-03-04,0.022854552074902834
2016-03-07,-0.018240231217145797
2016-03-08,-0.02833245693024211
2016-03-09,-0.010516517924281654
2016-03-10,0.014976316481831287
2016-03-11,0.0428364452158545
2016-03-14,0.008215556529970192
2016-03-15,0.004526816106344311
2016-03-16,-0.026137555671772228
2016-03-17,0.005552737326369295
2016-03-18,0.016106900071591213
2016-03-21,-0.003623496040084939
2016-03-22,-0.003181391461213101
2016-03-23,-0.010944347987712932
2016-03-24,-0.004610236882679142
2016-03-28,-0.009263804371337336
2016-03-29,-0.00888234835342816
2016-03-30,0.0023585557331826656
2016-03-31,-0.014117591613273195
2016-04-01,0.01909250877166868
2016-04-04,0.007494342908086038
2016-04-05,-0.034867345872698574
2016-04-06,0.02793816790285053
2016-04-07,-0.02577309220183277
2016-04-08,0.0038480068458062178
2016-04-11,0.008145734625891077
2016-04-12,0.02233822635560445
2016-04-13,0.0506738358428902
2016-04-14,0.009734942372402022
2016-04-15,-0.011832089828988979
2016-04-18,0.007539050199502961
2016-04-19,0.016725009585205175
2016-04-20,0.011256008698919073
2016-04-21,0.007276997014111997
2016-04-22,0.003825194913659846
2016-04-25,-0.010161230433337165
2016-04-26,0.007271237226813332
2016-04-27,0.0029726886096645977
2016-04-28,-0.016088414853309474
2016-04-29,-0.016781254671574763
2016-05-02,0.014518164983711834
2016-05-03,-0.023850595994162838
2016-05-04,-0.02310086298843339
2016-05-05,0.00545700701265428
2016-05-06,-0.0009045548307120566
2016-05-09,-0.010864667830354002
2016-05-10,0.023341172775077634
2016-05-11,-0.00715570907245866
2016-05-12,-0.019819890214604285
2016-05-13,-0.016543874697771077
2016-05-16,0.014485576786136267
2016-05-17,0.0050667158611248375
2016-05-18,0.06003684152330235
2016-05-19,-0.0099439987610489
2016-05-20,0.0034933993958548015
2016-05-23,-0.0004349210522471836
2016-05-24,0.01218975157446911
2016-05-25,0.018924917762189075
2016-05-26,-0.01435217584195303
2016-05-27,0.010278337475434496
2016-05-31,-0.0016958366970045713
2016-06-01,0.002123225770699788
2016-06-02,0.009745963227833832
2016-06-03,-0.02895512519012511
2016-06-06,0.01426127553565082
2016-06-07,0.0004256118570886702
2016-06-08,-0.000851547756092752
2016-06-09,-0.024722799357921876
2016-06-10,-0.018357076078105883
2016-06-13,-0.016918425427152606
2016-06-14,-0.034873337752393097
2016-06-15,0.002346092678630951
2016-06-16,-0.01966295012828778
2016-06-17,0.007641024450739664
2016-06-20,0.009952715502073994
2016-06-21,0.011262404137318827
2016-06-22,-0.008352544359808367
2016-06-23,0.03509534125788316
2016-06-24,-0.09810125064847419
2016-06-27,-0.07568900786824173
2016-06-28,0.028742027358776623
2016-06-29,0.028992859753989464
2016-06-30,0.023565850800900012
2016-07-01,-0.01651654113572154
2016-07-05,-0.03816805889446073
2016-07-06,0.004761764038540894
2016-07-07,0.022643592595763762
2016-07-08,0.022142282473857744
2016-07-11,0.013601746910852253
2016-07-12,0.015904809372575324
2016-07-13,0.005870623733573277
2016-07-14,0.020914420200466077
2016-07-15,-0.0004761545644794696
2016-07-18,0.0
2016-07-19,0.002383058894601886
2016-07-20,0.01378987782516572
2016-07-21,0.016885557606224788
2016-07-22,0.00553503604056127
2016-07-25,0.010550488831658322
2016-07-26,0.020880554430608766
2016-07-27,0.004001779736211963
2016-07-28,-0.005757163676883392
2016-07-29,-0.005345551257768144
2016-08-01,-0.0004502266285000278
2016-08-02,-0.0067564413573132365
2016-08-03,0.018594078325485208
2016-08-04,0.0066783448416591895
2016-08-05,0.03449793162429504
2016-08-08,0.0025654215612109788
2016-08-09,0.0017059046761696006
2016-08-10,-0.010217428627628866
