Date,MAR
2015-01-05,-0.027395506562189142
2015-01-06,-0.012563160245575355
2015-01-07,0.022901266524108177
2015-01-08,0.033123821941299036
2015-01-09,-0.002281219027891579
2015-01-12,-0.010415384400554673
2015-01-13,-0.006289452220765046
2015-01-14,-0.010979288094540296
2015-01-15,-0.006137877487638388
2015-01-16,-0.002759399806371965
2015-01-20,0.005666009016181972
2015-01-21,-0.0007863963732467338
2015-01-22,0.02911102648660724
2015-01-23,0.00038221463803411737
2015-01-26,0.011590778779045685
2015-01-27,-0.010198718427886
2015-01-28,-0.02175300110300693
2015-01-29,0.0027309135721333977
2015-01-30,-0.03384796022253256
2015-02-02,0.004027131174458631
2015-02-03,0.024465080394809435
2015-02-04,-0.009004270547699922
2015-02-05,-0.0031602124596425973
2015-02-06,-0.019551247749234224
2015-02-09,-0.011182847793744788
2015-02-10,0.05232315485094796
2015-02-11,-0.0027186972854089664
2015-02-12,0.02596687758104954
2015-02-13,0.004808871594331299
2015-02-17,0.02380360497497369
2015-02-18,0.001967769977208711
2015-02-19,0.020258699768951782
2015-02-20,-0.001203793399377595
2015-02-23,-0.0006023674098853959
2015-02-24,-0.00843883835323267
2015-02-25,0.003778356437569519
2015-02-26,0.010442122902853512
2015-02-27,-0.0014423272357465544
2015-03-02,0.02081837410415943
2015-03-03,-0.010844960356837241
2015-03-04,-0.009057646266695585
2015-03-05,-0.0030067027098980015
2015-03-06,-0.016646522522313467
2015-03-09,0.011776452207816979
2015-03-10,-0.014791302841168141
2015-03-11,-0.002338490747933908
2015-03-12,0.02133966772933671
2015-03-13,-0.00869572305160815
2015-03-16,0.017178311107749034
2015-03-17,-0.012576119468739488
2015-03-18,0.009582535189532893
2015-03-19,0.012976045012084603
2015-03-20,-0.0032024810547804927
2015-03-23,0.002736852312667404
2015-03-24,-0.023970692775996283
2015-03-25,-0.029908423172658516
2015-03-26,0.009900791200537329
2015-03-27,0.002978430796528375
2015-03-30,0.008413775063222051
2015-03-31,-0.014478411978890215
2015-04-01,0.0001243585660786195
2015-04-02,-0.0022410113799143927
2015-04-06,0.001622196088478134
2015-04-07,-0.014075705069916622
2015-04-08,0.01313971495071442
2015-04-09,0.00037410133096327236
2015-04-10,0.0012466082139850343
2015-04-13,-0.0013694146828814313
2015-04-14,-0.011844042450118386
2015-04-15,-0.0037849086241527052
2015-04-16,-0.005699146559693946
2015-04-17,-0.011081519464492096
2015-04-20,0.027434221899676592
2015-04-21,0.008775168393868604
2015-04-22,0.003976460361095668
2015-04-23,0.0069319225559396624
2015-04-24,0.006023054360554392
2015-04-27,-0.00574248419858181
2015-04-28,-0.0006145985825249944
2015-04-29,0.03135768314018139
2015-04-30,-0.04554671498052487
2015-05-01,0.011492645421453007
2015-05-04,-0.005680928427803433
2015-05-05,-0.028568081448728133
2015-05-06,0.007799483579631561
2015-05-07,-0.004313581144656298
2015-05-08,0.02319099938975011
2015-05-11,-0.007223311856180525
2015-05-12,-0.007024537838745015
2015-05-13,-0.006063504811500198
2015-05-14,0.024148293842805924
2015-05-15,0.003971136368347672
2015-05-18,0.004079000125656984
2015-05-19,-0.0040624294753166534
2015-05-20,0.00012419698204468865
2015-05-21,-0.002355696023562559
2015-05-22,-0.00397660877387318
2015-05-26,-0.017966446292473348
2015-05-27,0.0062259247343525725
2015-05-28,-0.0021467105027725975
2015-05-29,-0.013159542802195112
2015-06-01,-0.0002566501781507968
2015-06-02,0.005899939197123727
2015-06-03,0.012112304130086127
2015-06-04,-0.011337385348414108
2015-06-05,-0.0012747027917116016
2015-06-08,-0.018116800426451807
2015-06-09,0.0046778173260206835
2015-06-10,-0.0011638461525911303
2015-06-11,0.0005179160738564281
2015-06-12,-0.008282911815576277
2015-06-15,0.005089440834276315
2015-06-16,-0.0037649119898999217
2015-06-17,0.0037791401198485897
2015-06-18,0.01467168043443623
2015-06-19,-0.006525908527297619
2015-06-22,0.0034774724712283156
2015-06-23,-0.004107274244025794
2015-06-24,-0.015723475976339718
2015-06-25,-0.0026189616701270957
2015-06-26,-0.0019694341870897247
2015-06-29,-0.028808023472302824
2015-06-30,0.007585080264335797
2015-07-01,0.008065668558601136
2015-07-02,-0.002533698060843914
2015-07-06,-0.006551256524187754
2015-07-07,0.015206855058856439
2015-07-08,-0.019618363909675196
2015-07-09,0.00297448174846493
2015-07-10,0.024130712181395397
2015-07-13,0.013294719939423105
2015-07-14,0.0036376237978557047
2015-07-15,0.0012940694434586675
2015-07-16,0.011504594488700892
2015-07-17,-0.007028841486823811
2015-07-20,0.0016730458960314554
2015-07-21,-0.015803580931880834
2015-07-22,0.004308169789254412
2015-07-23,-0.0300274955962333
2015-07-24,-0.00804047240649397
2015-07-27,-0.0016211291252981042
2015-07-28,0.009336969763872993
2015-07-29,0.03230955201623087
2015-07-30,-0.056623025635446855
2015-07-31,-0.00041286594962752776
2015-08-03,-0.0005506380869206851
2015-08-04,-0.004823345269239332
2015-08-05,-0.02104691073249798
2015-08-06,0.0032533116295214715
2015-08-07,0.006203565152848256
2015-08-10,0.016533116195979858
2015-08-11,-0.005651318155962315
2015-08-12,0.0018022246439968193
2015-08-13,0.0004153288341897099
2015-08-14,-0.006224438044100333
2015-08-17,0.015170690311064217
2015-08-18,-0.004264915240733247
2015-08-19,-0.006493498974277978
2015-08-20,-0.026560903406621428
2015-08-21,-0.00957111097062413
2015-08-24,-0.03807891158173138
2015-08-25,-0.0019492949554539285
2015-08-26,0.050480773771200305
2015-08-27,0.017019463495973275
2015-08-28,0.006609115166607449
2015-08-31,-0.012852534015610706
2015-09-01,-0.022219221267728906
2015-09-02,0.026487298183009544
2015-09-03,0.0021148302604969693
2015-09-04,-0.014774103441838493
2015-09-08,0.034276046710857155
2015-09-09,-0.016984272347387197
2015-09-10,0.015170912348011267
2015-09-11,0.01023919758276537
2015-09-14,-0.0002739054229600191
2015-09-15,-0.010275760307280724
2015-09-16,0.007613965255554911
2015-09-17,-0.00865536383847254
2015-09-18,-0.03436766880946407
2015-09-21,0.0077496544719932725
2015-09-22,-0.030902690497214502
2015-09-23,-0.0048497111154341965
2015-09-24,0.007087984887876653
2015-09-25,0.004398842566378125
2015-09-28,-0.03401446567325361
2015-09-29,-0.011032134330656085
2015-09-30,0.042175821131546165
2015-10-01,0.028005599755835497
2015-10-02,0.019255648458235575
2015-10-05,0.01819225671760827
2015-10-06,-0.011682474180727542
2015-10-07,0.03142838794091829
2015-10-08,0.032223168923683376
2015-10-09,-0.0011754213130584779
2015-10-12,-0.000784536369475175
2015-10-13,-0.014788900635339441
2015-10-14,-0.014744803869481182
2015-10-15,0.009033000958252657
2015-10-16,-0.013495230406331826
2015-10-19,-0.006095217855905055
2015-10-20,0.020577986908551615
2015-10-21,-0.01388709669296484
2015-10-22,0.04089358853258096
2015-10-23,-0.020423737101872175
2015-10-26,0.01739674864888774
2015-10-27,0.018013553214780487
2015-10-28,-0.014104562430361622
2015-10-29,0.001170485623999129
2015-10-30,-0.002597687373403712
2015-11-02,0.008855947740214809
2015-11-03,-0.009682343940046634
2015-11-04,0.004041303282067421
2015-11-05,-0.0038952145393195137
2015-11-06,-0.0005211015540624864
2015-11-09,-0.011997924125656034
2015-11-10,0.010031697677701512
2015-11-11,-0.013852837940175444
2015-11-12,-0.012456916046379218
2015-11-13,-0.023886432402022817
2015-11-16,0.013472916073027807
2015-11-17,-0.009527671779591684
2015-11-18,-0.007420501392054191
2015-11-19,0.0047070194643459295
2015-11-20,-0.0035828725157835972
2015-11-23,0.0012449067925566215
2015-11-24,-0.019613390019209365
2015-11-25,0.012116293826244684
2015-11-27,-0.005011389892435547
2015-11-30,-0.007974401890644134
2015-12-01,0.019038395074438608
2015-12-02,-0.007888091950791654
2015-12-03,-0.04059148871170193
2015-12-04,0.032858360850963386
2015-12-07,-0.021678090957950813
2015-12-08,0.0011510778397234578
2015-12-09,-0.02241994036043049
2015-12-10,0.003087207723766472
2015-12-11,-0.02022569600660884
2015-12-14,-0.006282667365053229
2015-12-15,0.0028603932325548254
2015-12-16,0.008105582523663113
2015-12-17,-0.016825877714994886
2015-12-18,-0.013932823599329902
2015-12-21,0.0009212435543579645
2015-12-22,0.05094430273364936
2015-12-23,0.005255897548536392
2015-12-24,-0.0011620053606565817
2015-12-28,0.0011633571879452465
2015-12-29,-0.0014526886811967454
2015-12-30,-0.010617843765631352
2015-12-31,-0.014407276379140077
2016-01-04,-0.024761653078570034
2016-01-05,0.0032118673003098674
2016-01-06,-0.030035100901161904
2016-01-07,-0.028292791612333
2016-01-08,0.013425913321312821
2016-01-11,0.008140444448947903
2016-01-12,0.018366131184837542
2016-01-13,-0.06296640918818963
2016-01-14,0.007798257033839295
2016-01-15,-0.019591702190669524
2016-01-19,-0.019647408055337046
2016-01-20,0.024494828763764298
2016-01-21,0.03076411286901548
2016-01-22,0.013138438690842635
2016-01-25,-0.0374636148668257
2016-01-26,0.030272653604496824
2016-01-27,-0.020988242020986037
2016-01-28,-0.023581721915095222
2016-01-29,0.03496050288941066
2016-02-01,0.0022843703757822187
2016-02-02,-0.038261163435731826
2016-02-03,0.005417436066978976
2016-02-04,0.022225827419040778
2016-02-05,-0.011530193889504936
2016-02-08,-0.009498308924080101
2016-02-09,0.022375482050015494
2016-02-10,0.010037773604000932
2016-02-11,0.0034213819394608436
2016-02-12,0.03588240734914061
2016-02-16,0.019748977048052563
2016-02-17,0.024900465861046994
2016-02-18,-0.02609497751306611
