Date,AMP
2015-01-05,-0.03209935495311511
2015-01-06,-0.026906635054064765
2015-01-07,0.017763939136641094
2015-01-08,0.01776945897711446
2015-01-09,-0.009233790785781015
2015-01-12,-0.010181884074588199
2015-01-13,0.007279533275232675
2015-01-14,-0.018303062864901465
2015-01-15,-0.016884000763508045
2015-01-16,0.014650728346467412
2015-01-20,0.004010863064353165
2015-01-21,0.009427991312034534
2015-01-22,0.03078973279732189
2015-01-23,-0.00575879213192354
2015-01-26,0.01004004326597041
2015-01-27,-0.013534044835899595
2015-01-28,-0.02030869555446624
2015-01-29,0.014795175261187898
2015-01-30,-0.025884392100235964
2015-02-02,0.03057430087060964
2015-02-03,0.029201832433284336
2015-02-04,-0.004829374751711635
2015-02-05,0.008986834448963643
2015-02-06,0.017436499612959233
2015-02-09,-0.000741662603447768
2015-02-10,0.010988205007823604
2015-02-11,0.0005141261565826394
2015-02-12,0.009762328526799813
2015-02-13,0.0017444627917415634
2015-02-17,-0.0020318237251036875
2015-02-18,-0.012142893903762442
2015-02-19,-7.376443691686774e-05
2015-02-20,0.002576476118088644
2015-02-23,-0.010572551959967313
2015-02-24,0.005342727270028158
2015-02-25,-0.001180799094343321
2015-02-26,0.00014755438463209813
2015-02-27,-0.012634873388016166
2015-03-02,0.009503958075566254
2015-03-03,-0.0031875931662532775
2015-03-04,-0.0063214000975651
2015-03-05,0.005912820124178042
2015-03-06,-0.010639284840248786
2015-03-09,0.008723006243940956
2015-03-10,-0.029074018575306115
2015-03-11,0.0029945872730809953
2015-03-12,0.02916637010260925
2015-03-13,-0.008033626795431403
2015-03-16,0.01777168377004945
2015-03-17,-0.006262366236198247
2015-03-18,0.0036328789921533655
2015-03-19,-0.014995939530674463
2015-03-20,0.021223847679713304
2015-03-23,-0.008665498776877834
2015-03-24,-0.014075152020519566
2015-03-25,-0.019385517351065862
2015-03-26,-0.0019921153342223885
2015-03-27,-0.009213091354623115
2015-03-30,0.015265211213021601
2015-03-31,-0.0013735368862017872
2015-04-01,-0.002904186949608367
2015-04-02,-0.0020699150368772568
2015-04-06,-0.005837594020613124
2015-04-07,-0.009812066104060047
2015-04-08,0.004369477109229303
2015-04-09,-0.026724693626680063
2015-04-10,-0.005986691661464927
2015-04-13,0.01686332720126993
2015-04-14,0.012951155046290852
2015-04-15,0.0050676315478723755
2015-04-16,0.01435006969945185
2015-04-17,-0.012082268727745982
2015-04-20,0.010526972449625305
2015-04-21,-0.0016850296368779993
2015-04-22,0.009897802211778384
2015-04-23,-0.03380964440350476
2015-04-24,0.004561179121247427
2015-04-27,-0.008297659229988152
2015-04-28,0.003551917457940812
2015-04-29,0.002752982841398577
2015-04-30,-0.012143247777234856
2015-05-01,0.0010374812412257128
2015-05-04,0.0046249881745743515
2015-05-05,-0.010873908006104993
2015-05-06,-0.00906748782643474
2015-05-07,0.008665023581933884
2015-05-08,0.014370339544927724
2015-05-11,-0.007360690404755066
2015-05-12,-0.005501594869399162
2015-05-13,0.01419068412705915
2015-05-14,0.014229518394405227
2015-05-15,-0.002338473356020554
2015-05-18,0.00757800436112821
2015-05-19,0.0
2015-05-20,-0.003954187966765943
2015-05-21,-0.0013236148738814402
2015-05-22,-0.00015570853106217086
2015-05-26,-0.01138216018948568
2015-05-27,0.0005518632652461442
2015-05-28,0.0010246970664611332
2015-05-29,-0.019053956627610558
2015-06-01,0.0
2015-06-02,0.01195961685050917
2015-06-03,0.010152197276447561
2015-06-04,-0.01593894096693771
2015-06-05,0.010213025219424132
2015-06-08,-0.003791230681500224
2015-06-09,0.0015854783019821905
2015-06-10,0.027942849007319692
2015-06-11,-0.0017711150983275026
2015-06-12,-0.010028637690270625
2015-06-15,-0.0034284331110330246
2015-06-16,0.004534929807247456
2015-06-17,-0.0009341222525859338
2015-06-18,0.008804197852876783
2015-06-19,-0.012666192222075212
2015-06-22,0.011812051165294157
2015-06-23,0.0031694549611460676
2015-06-24,-0.010635025564431633
2015-06-25,-0.004050232897064743
2015-06-26,0.004379687009574473
2015-06-29,-0.03605348322098578
2015-06-30,0.009208965488521681
2015-07-01,0.009765353739778826
2015-07-02,-0.007292585069329505
2015-07-06,-0.012377330723814528
2015-07-07,0.0012124147779446481
2015-07-08,-0.015020589689062058
2015-07-09,0.009182761925050853
2015-07-10,0.004793456190155476
2015-07-13,0.014310922942321724
2015-07-14,0.0017536835966829312
2015-07-15,0.0020688246910109953
2015-07-16,0.015564442724066874
2015-07-17,-0.0020331346336137646
2015-07-20,0.005170965967181029
2015-07-21,-0.0050665103672113965
2015-07-22,-0.0065025311956087295
2015-07-23,-0.004731452200720132
2015-07-24,-0.017193670636496794
2015-07-27,-0.008706895063312015
2015-07-28,0.018705566793694395
2015-07-29,0.01165551917773855
2015-07-30,0.004204543075160494
2015-07-31,-0.007189024374351427
2015-08-03,-0.0006364326289745037
2015-08-04,-0.0035834048665825957
2015-08-05,0.0002398331351922689
2015-08-06,-0.011744035600053992
2015-08-07,-0.005254538722504587
2015-08-10,0.016984757749915147
2015-08-11,-0.013744758640414245
2015-08-12,-0.012720355861106758
2015-08-13,-0.001887541222275746
2015-08-14,0.01101773536384898
2015-08-17,0.009596595563567734
2015-08-18,-0.01345235808261469
2015-08-19,-0.01224808343489725
2015-08-20,-0.017277034887571707
2015-08-21,-0.033983769942161235
2015-08-24,-0.04972121831156029
2015-08-25,-0.016952472855365275
2015-08-26,0.0444630424315271
2015-08-27,0.025970621679569428
2015-08-28,-0.007132713820090175
2015-08-31,-0.01287909112358332
2015-09-01,-0.03168532826592074
2015-09-02,0.004216258462864442
2015-09-03,0.0005477051061413274
2015-09-04,-0.01003490375134286
2015-09-08,0.023498205331169197
2015-09-09,-0.019627374039917878
2015-09-10,0.006153066799123197
2015-09-11,0.0014603748777322068
2015-09-14,-0.007291312375231063
2015-09-15,0.008446280124889904
2015-09-16,0.00719281226808044
2015-09-17,-0.010033689598996642
2015-09-18,-0.019265760600557735
2015-09-21,0.01284779210166187
2015-09-22,-0.011857880799774456
2015-09-23,-0.0053952396677170444
2015-09-24,-0.00028070254628242974
2015-09-25,0.010945799320339678
2015-09-28,-0.03951497513020652
2015-09-29,0.025628760417734764
2015-09-30,0.025176331013245568
2015-10-01,0.004398041499034333
2015-10-02,-0.009305624257417877
2015-10-05,0.030297648421654833
2015-10-06,-0.007686722439180227
2015-10-07,0.00756601349319963
2015-10-08,0.0016984851747001706
2015-10-09,-0.008478026071907063
2015-10-12,-0.011431120609046608
2015-10-13,-0.01675370841085788
2015-10-14,-0.003889065402287617
2015-10-15,0.028353936781042588
2015-10-16,0.008587705438661386
2015-10-19,-0.002867877649724182
2015-10-20,0.00943787898224202
2015-10-21,-0.006589459902668571
2015-10-22,0.022678416231961318
2015-10-23,0.017442464743198327
2015-10-26,-0.0049965330162499155
2015-10-27,-0.021644943919992166
2015-10-28,0.02637139776916686
2015-10-29,0.0008674324584398985
2015-10-30,-0.00043321853109923314
2015-11-02,0.01603676390186215
2015-11-03,0.005033553558964066
2015-11-04,-0.016214069504871365
2015-11-05,0.010009610209140929
2015-11-06,0.019051473623065807
2015-11-09,-0.015844913285496642
2015-11-10,-0.007155314586198336
2015-11-11,-0.0042902128148186724
2015-11-12,-0.019819041950026817
2015-11-13,-0.01107700242303511
2015-11-16,0.0087119115777341
2015-11-17,-0.004406336018986767
2015-11-18,0.02212960352122506
2015-11-19,-0.0043299350444814255
2015-11-20,-0.0041749773452579575
2015-11-23,-0.007599065961955365
2015-11-24,-0.0089771373624008
2015-11-25,0.0037299330393165686
2015-11-27,0.0043354868282794445
2015-11-30,-0.004933677265991365
2015-12-01,0.014696940933451419
2015-12-02,-0.014047499819288434
2015-12-03,-0.015044316704350913
2015-12-04,0.03270436343342231
2015-12-07,-0.01418116409201764
2015-12-08,-0.015356403033665034
2015-12-09,-0.024558397560968226
2015-12-10,-0.00036752919200500056
2015-12-11,-0.03345917595123882
2015-12-14,-0.0018069507443266852
2015-12-15,0.008765387532006397
2015-12-16,0.01586701532133894
2015-12-17,-0.02287097504114033
2015-12-18,-0.01921982031932634
2015-12-21,0.022797987004243625
2015-12-22,0.016503543546704025
2015-12-23,0.014089833895177817
2015-12-24,-0.006808934457506188
2015-12-28,-0.0012967851085727844
2015-12-29,0.007235469553528828
2015-12-30,-0.011880711955440049
2015-12-31,-0.008108675166984658
2016-01-04,-0.020391043126583797
2016-01-05,-0.00393267729680058
2016-01-06,-0.03399470065008592
