Date,STE
2015-01-05,-0.00997545503960029
2015-01-06,0.0006201054716792331
2015-01-07,0.008055911118786119
2015-01-08,0.026279074051170914
2015-01-09,-0.010931325440837525
2015-01-12,-0.019227763054437852
2015-01-13,0.0
2015-01-14,-0.009416714046276864
2015-01-15,-0.013869369233548423
2015-01-16,0.022282227888613892
2015-01-20,-0.0052561300507560915
2015-01-21,0.002797313418975378
2015-01-22,0.022935265861869558
2015-01-23,0.0025752846985924727
2015-01-26,0.015865959325214618
2015-01-27,-0.00803244329525965
2015-01-28,-0.019942898516491114
2015-01-29,0.017288440106823177
2015-01-30,-0.01910027159731753
2015-02-02,-0.005366412096500128
2015-02-03,0.03283477571374016
2015-02-04,0.0022388625183031863
2015-02-05,0.00863703994583953
2015-02-06,-0.01107296716195516
2015-02-09,-0.019856678213907464
2015-02-10,0.006854573421411825
2015-02-11,-0.004084848486418435
2015-02-12,0.0003036731181922381
2015-02-13,-0.005315136506107265
2015-02-17,-0.002747939143673217
2015-02-18,0.010257196329200635
2015-02-19,-0.009698389731803592
2015-02-20,0.015761437634279174
2015-02-23,-0.009221593146003348
2015-02-24,-0.002746378890158274
2015-02-25,-0.00856805967390506
2015-02-26,-0.007870302253496386
2015-02-27,0.003577504163337464
2015-03-02,0.007284480188046727
2015-03-03,-0.02415737409824026
2015-03-04,-0.0020499232590416305
2015-03-05,0.015326134562632321
2015-03-06,-0.013694280602506437
2015-03-09,0.00788893488879272
2015-03-10,0.014401996857505761
2015-03-11,-0.008024807781496168
2015-03-12,0.014312245516224342
2015-03-13,0.010736213880004675
2015-03-16,0.03125978063668433
2015-03-17,-0.0076515448151239784
2015-03-18,-0.0053381359182818056
2015-03-19,0.016249098879787427
2015-03-20,0.01892350917408936
2015-03-23,-0.004750720883740289
2015-03-24,0.0005785712535859577
2015-03-25,-0.01272237922201136
2015-03-26,0.0017570641437103518
2015-03-27,0.012132583800232632
2015-03-30,0.016464755320858337
2015-03-31,-0.0015626914004513992
2015-04-01,-0.02319665467853227
2015-04-02,0.007284454754419523
2015-04-06,0.00882243135502181
2015-04-07,0.00243725539759021
2015-04-08,0.010726866951951797
2015-04-09,-0.0001412494174970469
2015-04-10,-0.0001419938300299961
2015-04-13,-0.0065109673205993035
2015-04-14,-0.011824966884780963
2015-04-15,0.0012976535098454534
2015-04-16,-0.003167603444794831
2015-04-17,-0.0013001515754910153
2015-04-20,0.00809938340094396
2015-04-21,0.007173856497164843
2015-04-22,0.003275895428026754
2015-04-23,0.0038339392324961974
2015-04-24,0.0008490677149604053
2015-04-27,-0.026004030494206964
2015-04-28,0.00870575947897656
2015-04-29,-0.020425538599384785
2015-04-30,-0.023494954046863414
2015-05-01,0.0048119470587677515
2015-05-04,0.017060926188276815
2015-05-05,-0.014126088228843536
2015-05-06,-0.007612129719904659
2015-05-07,0.011731453252032509
2015-05-08,0.012783988852343553
2015-05-11,-0.009393896152710246
2015-05-12,-0.0066672233115283586
2015-05-13,0.006711973537967042
2015-05-14,0.02415217161972083
2015-05-15,0.006799443809791805
2015-05-18,0.015232146703706428
2015-05-19,-0.003396682524091088
2015-05-20,-0.0025567851866042934
2015-05-21,-0.008401053689626625
2015-05-22,-0.0073228866455787855
2015-05-26,-0.007377462267756152
2015-05-27,-0.03614107078492801
2015-05-28,0.00015105271552728894
2015-05-29,0.010279706475771366
2015-06-01,0.01291271074178546
2015-06-02,-0.008449347303848498
2015-06-03,-0.0017938306715364893
2015-06-04,-0.03429696403198246
2015-06-05,-0.003256814434891453
2015-06-08,-0.004045657864727659
2015-06-09,-0.008123320011308999
2015-06-10,0.00866270703116534
2015-06-11,0.0064019827824899345
2015-06-12,-0.014894934693216011
2015-06-15,-0.005827901020897142
2015-06-16,0.01124856627336146
2015-06-17,0.0009400130605470292
2015-06-18,0.009077970901067989
2015-06-19,0.004498382154441538
2015-06-22,0.0029337414002568174
2015-06-23,-0.0020016179980023585
2015-06-24,0.011416319162955935
2015-06-25,0.006711287976692404
2015-06-26,-0.009848356171468842
2015-06-29,-0.01331296587249009
2015-06-30,-0.0006202702579751751
2015-07-01,0.0034138676597854634
2015-07-02,-0.00185595955061435
2015-07-06,0.0027889511400343014
2015-07-07,-0.0012359404872585023
2015-07-08,0.0013924167348340344
2015-07-09,0.005407059716715512
2015-07-10,0.022587322780742047
2015-07-13,0.013223351772969183
2015-07-14,0.007415310070139514
2015-07-15,-0.003532859056246229
2015-07-16,0.008420319350882943
2015-07-17,-0.0007324646310697958
2015-07-20,0.007623440268290649
2015-07-21,0.0018915954143254865
