Date,DLR
2015-01-05,0.01927439777644424
2015-01-06,-0.0031028361814054994
2015-01-07,0.008002427008500845
2015-01-08,0.013084708314235804
2015-01-09,-0.010593614473358826
2015-01-12,0.009386763540205845
2015-01-13,0.014094844094144632
2015-01-14,0.017624264201981932
2015-01-15,0.007181155238113357
2015-01-16,0.007968707450553225
2015-01-20,0.009431370974468889
2015-01-21,-0.0026106404081994716
2015-01-22,0.012673883815608411
2015-01-23,0.0019047078268861206
2015-01-26,0.00543116514828057
2015-01-27,-0.0004055593988447903
2015-01-28,0.004998825196874224
2015-01-29,-0.0038982920593774173
2015-01-30,-0.01565426856510732
2015-02-02,0.0041123120769910315
2015-02-03,0.0016385710949196053
2015-02-04,0.0020448823338041766
2015-02-05,0.009114389851266003
2015-02-06,-0.06012393833078422
2015-02-09,-0.024957092273599768
2015-02-10,0.01721121248391011
2015-02-11,0.005495287835100893
2015-02-12,0.017114696034594035
2015-02-13,-0.02927049342695287
2015-02-17,-0.01966489829954976
2015-02-18,0.004160673643831769
2015-02-19,-0.019384590735114893
2015-02-20,0.017353433733746426
2015-02-23,0.007564353548713099
2015-02-24,-0.017370805824058366
2015-02-25,-0.008689293704918333
2015-02-26,-0.011032028892169476
2015-02-27,0.014364184092756416
2015-03-02,0.008436424623991412
2015-03-03,-0.0032865317820295337
2015-03-04,-0.016786611879255453
2015-03-05,0.004115753196090921
2015-03-06,-0.013359505997911802
2015-03-09,-0.007693443860226634
2015-03-10,0.001705520134924532
2015-03-11,0.01192178786087128
2015-03-12,0.006820686090268424
2015-03-13,-0.0073901785305583445
2015-03-16,0.0074451998869182745
2015-03-17,0.0004617529683845767
2015-03-18,0.016312796727012024
2015-03-19,0.007722418478876003
2015-03-20,0.02599569913512667
2015-03-23,-0.011130678543022965
2015-03-24,-0.010959464159878252
2015-03-25,-0.0025457802285390185
2015-03-26,0.0009003247718808449
2015-03-27,-0.014098933021846949
2015-03-30,0.015669965615662695
2015-03-31,-0.011983194319864499
2015-04-01,-0.011825271300768936
2015-04-02,0.010125692659333607
2015-04-06,0.008353674513535525
2015-04-07,-0.005422518914478869
2015-04-08,0.0051491428590113575
2015-04-09,-0.01536812819500255
2015-04-10,-0.001989472561451655
2015-04-13,-0.002453364762480037
2015-04-14,0.005533455300531065
2015-04-15,-0.004738634994184254
2015-04-16,0.004607628781596151
2015-04-17,-0.0015290576823362434
2015-04-20,0.007503051142462969
2015-04-21,0.010942110625995483
2015-04-22,-0.003457690564992455
2015-04-23,-0.006486538674189135
2015-04-24,0.013057945252025416
2015-04-27,-0.0010493665298048072
2015-04-28,-0.024005447884666742
2015-04-29,-0.018447678299044923
2015-04-30,-0.0068912767665080255
2015-05-01,0.011197024836943292
2015-05-04,0.003119381376947006
2015-05-05,-0.01912350151795683
2015-05-06,0.01204650534631413
2015-05-07,0.015504787432184086
2015-05-08,0.014497449858720257
2015-05-11,-0.01672225123608162
2015-05-12,-0.002474018440908776
2015-05-13,0.0032549291169936545
2015-05-14,0.01776628124603885
2015-05-15,0.012446552793305976
2015-05-18,-0.006446667410944906
2015-05-19,-0.005583051143966622
2015-05-20,0.0027312508784571587
2015-05-21,-0.0016646166166239817
2015-05-22,0.005002344403095327
2015-05-26,0.0013574699552467706
2015-05-27,0.004970614540746654
2015-05-28,-0.003297463795776001
2015-05-29,-0.006917128827070296
2015-06-01,0.009388294585848111
2015-06-02,-0.0042006623786029484
2015-06-03,-0.019433567254203088
2015-06-04,-0.0059915800952056175
2015-06-05,-0.005409702911736036
2015-06-08,-0.0029527647970555293
2015-06-09,-0.004831350580329019
2015-06-10,0.018010706256368803
2015-06-11,0.016367744630339853
2015-06-12,0.021012569628743982
2015-06-15,-0.009163358451310333
2015-06-16,0.0157672520097889
2015-06-17,0.00999991600067296
2015-06-18,0.016550767556732904
2015-06-19,-0.012501671022511651
2015-06-22,-0.005446660069821863
2015-06-23,-0.01095338166743931
2015-06-24,-0.00568670083282774
2015-06-25,-0.003462144381404686
2015-06-26,0.004682515697651102
2015-06-29,-0.009470880860918629
2015-06-30,0.011989609629701192
2015-07-01,0.02669468827598509
2015-07-02,0.006573042218317671
2015-07-06,-0.0011608396454649839
2015-07-07,0.002905471900633394
2015-07-08,-0.003476782125901412
2015-07-09,-0.012501671022511651
2015-07-10,0.017665328261130764
2015-07-13,-0.01027029697296633
2015-07-14,0.007453748784029157
2015-07-15,-0.020165320911514684
2015-07-16,0.007254932354068044
2015-07-17,-0.00440994018798746
2015-07-20,0.0007382456504940738
2015-07-21,-0.018884614721098036
2015-07-22,-0.003007437248854661
2015-07-23,-0.015082958123992074
2015-07-24,-0.0015317703017301287
2015-07-27,-0.0029138730526829804
2015-07-28,-0.009229267725248791
2015-07-29,0.005744404009706772
2015-07-30,-0.002160899866891164
2015-07-31,-0.0057245549273082785
2015-08-03,0.005912925016459347
2015-08-04,0.010517905888123957
2015-08-05,-0.0048980605727576565
2015-08-06,0.002922388521846342
2015-08-07,0.001074035002680107
2015-08-10,-0.007813894366595742
2015-08-11,0.007875432161597695
2015-08-12,0.004902561557648788
2015-08-13,0.007623073436404448
2015-08-14,0.010743123575808422
2015-08-17,0.004341043700734293
2015-08-18,0.0011927379888962975
2015-08-19,-0.0038707839517023723
