Date,FDS
2015-01-05,-0.015648265294056496
2015-01-06,-0.005275274155766452
2015-01-07,0.007990820312680835
2015-01-08,0.012323598659282675
2015-01-09,-0.007831149017034966
2015-01-12,0.0006463234472176005
2015-01-13,0.005879486515707466
2015-01-14,-0.0019247567561021528
2015-01-15,-0.010927442620702998
2015-01-16,0.012637557720322379
2015-01-20,-0.005705631848993531
2015-01-21,-0.0029399199888483496
2015-01-22,0.02783747499382394
2015-01-23,0.010007472788527316
2015-01-26,0.01212546718929941
2015-01-27,-0.0015055215444622627
2015-01-28,-0.006239326265055634
2015-01-29,0.00013784731721688814
2015-01-30,-0.009451201860588565
2015-02-02,0.005014486412399544
2015-02-03,0.030281746352230243
2015-02-04,-0.006120455109006495
2015-02-05,0.00433112111318934
2015-02-06,-0.002829858533402896
2015-02-09,0.0035812280966200927
2015-02-10,0.009830363992059388
2015-02-11,0.0055336362390303595
2015-02-12,0.019892685102989027
2015-02-13,0.00806206735893289
2015-02-17,-0.006514176854039322
2015-02-18,0.009543279827864293
2015-02-19,0.00411533468817793
2015-02-20,0.012167997044933765
2015-02-23,0.00018961969748776397
2015-02-24,-0.0036688324424652974
2015-02-25,0.0009546453907671726
2015-02-26,-0.008775223324842707
2015-02-27,-0.0021171182924760723
2015-03-02,0.0019929384260253258
2015-03-03,-0.008019834073073384
2015-03-04,-0.01241836104862215
2015-03-05,0.011853955275293204
2015-03-06,-0.015534115194608122
2015-03-09,0.003681850418419952
2015-03-10,-0.016638211947562764
2015-03-11,0.004463307986765308
2015-03-12,0.017574183425980605
2015-03-13,-0.010818865269987876
2015-03-16,0.015878598751177142
2015-03-17,0.030935918705338405
2015-03-18,-0.008682012985171461
2015-03-19,-0.007170967074445089
2015-03-20,-0.005240962178347575
2015-03-23,0.006939464751066771
2015-03-24,0.004339313204327233
2015-03-25,-0.012262974616075395
2015-03-26,0.007462040615739962
2015-03-27,0.0075342388674446426
2015-03-30,0.013307884335076237
2015-03-31,-0.004377703473546157
2015-04-01,0.005653421732252584
2015-04-02,-0.0006873163614637967
2015-04-06,-0.00012478292749218411
2015-04-07,0.0003123140735417085
2015-04-08,0.0064995693783755915
2015-04-09,-0.00012458523324054838
2015-04-10,-0.015461648960520269
2015-04-13,-0.00643380505947988
2015-04-14,0.007046727264726993
2015-04-15,0.00025211687369086633
2015-04-16,-0.001953733689426307
2015-04-17,-0.013386047113877697
2015-04-20,0.007679955399922944
2015-04-21,0.0049541887958501896
2015-04-22,0.0016430053545479772
2015-04-23,0.007508215719840061
2015-04-24,0.00031298738445384444
2015-04-27,-0.005572169666083648
2015-04-28,0.00654764089463078
2015-04-29,-0.00631710901446525
2015-04-30,-0.009315779968422255
2015-05-01,0.01111889979304359
2015-05-04,0.005844045962185573
2015-05-05,-0.006872121661158692
2015-05-06,0.0010693790437528161
2015-05-07,0.003393310139750305
2015-05-08,0.008704636596599258
2015-05-11,0.003911566361581409
2015-05-12,-0.0008039787462857939
2015-05-13,0.007922274274237306
2015-05-14,0.01387770453049253
2015-05-15,0.0008480363421858872
2015-05-18,0.007987882801858914
2015-05-19,0.007744496526839839
2015-05-20,-0.002025487706686979
2015-05-21,0.0010741839444403656
2015-05-22,-0.006618677030611697
2015-05-26,-0.009844720721208344
2015-05-27,0.013433692264461339
2015-05-28,-0.0045580736704740055
2015-05-29,-0.00476053422109457
2015-06-01,0.00950562073934269
2015-06-02,-0.0017992898735053053
2015-06-03,0.002163039783785292
2015-06-04,-0.00983244453366161
2015-06-05,-0.0032089170150685353
2015-06-08,-0.00656015580844882
2015-06-09,-0.0007943145022440978
2015-06-10,0.015052569239212055
2015-06-11,0.003315835073937956
2015-06-12,-0.0041458723926821595
2015-06-15,-0.0015082851664488528
2015-06-16,-0.022659882782721574
2015-06-17,0.014838464805358553
2015-06-18,0.004812702395672774
2015-06-19,-0.003940904166700454
2015-06-22,-0.00462597811524057
2015-06-23,0.01596145163530993
2015-06-24,-0.01432640327035084
2015-06-25,0.007328163968546075
2015-06-26,0.0010306280355008024
2015-06-29,-0.017684332198195984
2015-06-30,0.001911342749021827
2015-07-01,0.014707214560315096
2015-07-02,-0.008187149368351854
2015-07-06,-0.005258535625511818
2015-07-07,-0.008482258112272878
2015-07-08,-0.0065712184112308725
2015-07-09,0.0037443204986464806
2015-07-10,0.010320047462698101
2015-07-13,0.0025228979222209347
2015-07-14,0.0018415822232071832
2015-07-15,0.009864089814942911
2015-07-16,0.009464315012305269
2015-07-17,-0.007452742176789484
2015-07-20,0.009264421018717828
2015-07-21,-0.009959284896309928
2015-07-22,0.0006061513608497382
2015-07-23,-0.007630853678659677
2015-07-24,0.0031126577668063593
2015-07-27,-0.01697364003420132
2015-07-28,0.012686668647198918
2015-07-29,0.008739178934079161
2015-07-30,0.0035138631963917977
2015-07-31,0.00012071527114509983
2015-08-03,0.003561435891450193
2015-08-04,0.01317292409960169
2015-08-05,0.014367355310449526
2015-08-06,-0.010768880882189524
2015-08-07,0.004733048750402036
2015-08-10,0.009421803647911897
2015-08-11,-0.013475693386538423
2015-08-12,-0.0070959951809160815
2015-08-13,0.011613388222371457
2015-08-14,0.007535528300944394
2015-08-17,0.012036949339788938
