Date,DVA
2015-01-05,-0.014901817954984242
2015-01-06,-0.014457754294266656
2015-01-07,0.00910076261816517
2015-01-08,0.019921869825010763
2015-01-09,-0.0072587494619298365
2015-01-12,-0.010635509688580291
2015-01-13,0.001612506712370676
2015-01-14,0.0020123628124031345
2015-01-15,-0.0030794396762007237
2015-01-16,0.00792377081036233
2015-01-20,0.002131859110045653
2015-01-21,0.006914031096807882
2015-01-22,0.005545994326261461
2015-01-23,-0.003939632905402668
2015-01-26,0.004482583706328702
2015-01-27,-0.001968782268963243
2015-01-28,-0.0068385621541300345
2015-01-29,0.00820978249658011
2015-01-30,-0.01418442132535025
2015-02-02,0.006794593029827212
2015-02-03,0.000396966778060337
2015-02-04,0.004761912931450674
2015-02-05,0.010663475096846398
2015-02-06,-0.015631066832286544
2015-02-09,-0.011909508131710989
2015-02-10,0.014731465127831855
2015-02-11,0.0023756145328039935
2015-02-12,0.00579331743365441
2015-02-13,-0.0430684767877243
2015-02-17,-0.004377560896085431
2015-02-18,0.006870019351281398
2015-02-19,-0.0005458640310272989
2015-02-20,0.007100003927200671
2015-02-23,0.001355727646759064
2015-02-24,-0.012591393142304397
2015-02-25,0.01371177836028381
2015-02-26,0.005004771338491754
2015-02-27,0.004037623284541603
2015-03-02,0.012868620698506916
2015-03-03,0.004367414527757019
2015-03-04,0.011332199463278236
2015-03-05,0.002345280849195941
2015-03-06,0.009099141368326347
2015-03-09,0.004766234183600115
2015-03-10,0.0012820317195012532
2015-03-11,0.016773434232810747
2015-03-12,0.00365184829063514
2015-03-13,0.013927235293025308
2015-03-16,0.007424899413968733
2015-03-17,-0.0036850882970472787
2015-03-18,0.006534320987654274
2015-03-19,-0.0024497421574888323
2015-03-20,0.005157148285297453
2015-03-23,0.011971606648328637
2015-03-24,-0.007846377658361492
2015-03-25,-0.013870292685064123
2015-03-26,0.0002467198311348895
2015-03-27,0.009374640916385513
2015-03-30,0.004154910549709845
2015-03-31,-0.010831196415735045
2015-04-01,-0.015132821678294106
2015-04-02,0.006745699756983914
2015-04-06,0.010919530001253452
2015-04-07,0.004787030610100551
2015-04-08,-0.0014659509612422461
2015-04-09,-0.0026914757334565165
2015-04-10,0.004661492866300465
2015-04-13,-0.0017093942251539263
2015-04-14,0.003057729861398961
2015-04-15,-0.004877472447988085
2015-04-16,0.006371726984161441
2015-04-17,-0.010592903278726085
2015-04-20,0.0071375115236620434
2015-04-21,0.015640352712219974
2015-04-22,0.001203061487208723
2015-04-23,0.0022831343261142667
2015-04-24,0.005994484810544876
2015-04-27,-0.0014301363525767163
2015-04-28,-0.0023869742863275034
2015-04-29,-0.011364959802152352
2015-04-30,-0.01863505477857308
2015-05-01,0.016029631026104774
2015-05-04,-0.0007282182873435961
2015-05-05,-0.01008008548183792
2015-05-06,-0.0012268245798100486
2015-05-07,0.004299207202762778
2015-05-08,0.005014628449149239
2015-05-11,-0.007058559620047422
2015-05-12,-0.008211768587053636
2015-05-13,0.0007415371891508205
2015-05-14,0.010866846344019354
2015-05-15,-0.004642038243155344
2015-05-18,0.014972920238653487
2015-05-19,0.006045949437131437
2015-05-20,0.005889489316554863
2015-05-21,-0.0023898264046143813
2015-05-22,0.007186471307618403
2015-05-26,-0.004043243580656775
2015-05-27,0.003701463386194037
2015-05-28,0.0020224340147207975
2015-05-29,-0.005342568677455417
2015-06-01,0.0011935840961816435
2015-06-02,-0.0007152784997415118
2015-06-03,0.0016702384891214006
2015-06-04,-0.016198197060284136
2015-06-05,-0.0007263627082577662
2015-06-08,-0.00811725419813114
2015-06-09,-0.004641564310053248
2015-06-10,0.0023316044470129693
2015-06-11,0.006243904680766077
2015-06-12,-0.009611885777598528
2015-06-15,-0.0014742351883603177
2015-06-16,0.0028297657528038034
2015-06-17,-0.0053981404720228054
2015-06-18,0.004687273403829018
2015-06-19,0.009085396204917107
2015-06-22,-0.0007300789172145494
2015-06-23,-0.006818429043237817
2015-06-24,-0.01691795094496651
2015-06-25,0.008978690594618977
2015-06-26,0.00210107726178399
2015-06-29,-0.01813025638265464
2015-06-30,-0.001758565363334963
2015-07-01,-0.0018875238904593195
2015-07-02,-0.004790686521431775
2015-07-06,0.007727395382389757
2015-07-07,0.0013827857464694393
2015-07-08,-0.01067042511221894
2015-07-09,0.0001269145608466804
2015-07-10,0.00608986753098284
2015-07-13,0.002522029515076518
2015-07-14,0.007169807482065638
2015-07-15,-0.004995647900630118
2015-07-16,0.0021337789990256706
2015-07-17,0.001628317745185015
2015-07-20,-0.001125471625750829
2015-07-21,-0.003254813667695977
2015-07-22,0.005526184336016149
2015-07-23,0.0008743404566429192
2015-07-24,-0.009234966793137733
2015-07-27,-0.012092191609184288
2015-07-28,0.007522584924071429
2015-07-29,0.0006327898491780282
2015-07-30,-0.00556472041361411
2015-07-31,0.005087136460017128
2015-08-03,0.008604331465002168
2015-08-04,0.006147257174727194
2015-08-05,0.0036159716528978425
2015-08-06,0.008075556505530601
2015-08-07,-0.0014789591753108233
2015-08-10,0.000370358058932041
2015-08-11,-0.003454736559511229
2015-08-12,-0.01015228090757403
2015-08-13,-0.0037522881027436394
2015-08-14,0.007909569885108825
2015-08-17,0.0
2015-08-18,-0.003487777572924955
2015-08-19,0.0010000228881836826
2015-08-20,-0.019355682021934273
2015-08-21,-0.03234433916987367
2015-08-24,-0.025134834667833172
2015-08-25,0.0033747299381841067
2015-08-26,0.02408180911384683
2015-08-27,0.006962674200910568
2015-08-28,-0.004696681059164987
2015-08-31,-0.008520140491263373
2015-09-01,-0.021020575763095795
2015-09-02,0.014449691434534229
2015-09-03,0.004259846686956781
2015-09-04,-0.01179744645872316
2015-09-08,0.012206519053836296
2015-09-09,-0.009541495221821128
2015-09-10,-0.0013379512574158703
2015-09-11,0.00482315934211397
2015-09-14,-0.003066711425781299
2015-09-15,0.005082317772816758
2015-09-16,0.00891547778232038
2015-09-17,-0.000659496860446751
2015-09-18,-0.010294296078317888
2015-09-21,0.01373514880168436
2015-09-22,-0.008681874004989765
2015-09-23,0.002123089588893512
2015-09-24,-0.015492561188464093
2015-09-25,-0.02811024049473365
2015-09-28,-0.018405781784330166
2015-09-29,0.003524601704841146
2015-09-30,0.01615624502596824
2015-10-01,-0.0038711291609100362
2015-10-02,0.011797341264655925
2015-10-05,0.006310001026671674
2015-10-06,-0.01649398956387027
2015-10-07,0.01441442679878957
2015-10-08,-0.0012297303495407697
2015-10-09,0.0008208644218989924
2015-10-12,0.0065609035471885235
2015-10-13,-0.003938089597107064
2015-10-14,-0.00149966752065267
2015-10-15,0.027171020633637744
2015-10-16,0.01688151783060321
2015-10-19,-0.002222198286866872
