Date,DUK
2015-01-05,-0.014396332382346722
2015-01-06,0.01641707795859282
2015-01-07,0.003206493196065141
2015-01-08,0.004025420899678833
2015-01-09,0.0014146720065266738
2015-01-12,0.0009420604979737401
2015-01-13,0.005411402319867031
2015-01-14,0.002573606585536403
2015-01-15,0.012487101077585994
2015-01-16,0.006800162274898103
2015-01-20,0.0038925640161984187
2015-01-21,0.011289349424730144
2015-01-22,-0.0005636568650928542
2015-01-23,0.0010155410226333483
2015-01-26,-0.0019160614004987142
2015-01-27,0.0019197397397130445
2015-01-28,-0.009805894360016554
2015-01-29,0.017188176334127947
2015-01-30,-0.024843541998854413
2015-02-02,-0.0016063884148647123
2015-02-03,-0.002528890477897505
2015-02-04,-0.009218345745912293
2015-02-05,0.008606403593972578
2015-02-06,-0.041628213013805704
2015-02-09,-0.004933184045745276
2015-02-10,0.01789628065168225
2015-02-11,-0.018409037193050315
2015-02-12,-0.009651767079702611
2015-02-13,-0.015050448891648527
2015-02-17,-0.00563596271901623
2015-02-18,0.019901816506628256
2015-02-19,-0.0222309592846629
2015-02-20,-0.005810084596167608
2015-02-23,0.006987845035160811
2015-02-24,0.007444036873297755
2015-02-25,-0.010520030827929183
2015-02-26,-0.005695538147133972
2015-02-27,-0.0001270343743400293
2015-03-02,-0.018969029016818184
2015-03-03,0.005839587720931627
2015-03-04,-0.0055475706161475236
2015-03-05,0.006486805729529754
2015-03-06,-0.03377197797723286
2015-03-09,-0.002667856820386949
2015-03-10,-0.0008025136455097615
2015-03-11,-0.005622577202758827
2015-03-12,0.013462892876406674
2015-03-13,-0.008900172044815524
2015-03-16,0.014743214904949786
2015-03-17,-0.008321663538409574
2015-03-18,0.017581693403497134
2015-03-19,-0.00510451757385566
2015-03-20,0.008682782892716512
2015-03-23,0.0016955903054625132
2015-03-24,-0.00963547218726668
2015-03-25,-0.014462463024165428
2015-03-26,-0.008137252048165067
2015-03-27,0.008742179238632408
2015-03-30,0.011999730751522275
2015-03-31,0.011594548721598485
2015-04-01,0.0006514209280896743
2015-04-02,0.0018221059344720736
2015-04-06,0.01649984970703322
2015-04-07,-0.007540935019716977
2015-04-08,-0.004507500296070277
2015-04-09,-0.0037512361847743536
2015-04-10,0.010777642101185148
2015-04-13,-0.007836555114220989
2015-04-14,0.004660931863696316
2015-04-15,0.005542078837481368
2015-04-16,-0.009100163506027492
2015-04-17,0.0
2015-04-20,0.016815689578944193
2015-04-21,-0.006869407876255229
2015-04-22,0.0029461981463057008
2015-04-23,0.007151516627614152
2015-04-24,0.0069749262576259685
2015-04-27,-0.013096822532846497
2015-04-28,0.0076562909024788794
2015-04-29,-0.00683838723842789
2015-04-30,-0.010965067833262565
2015-05-01,0.004254535488976696
2015-05-04,0.0007698651414345115
2015-05-05,-0.021934557776882357
2015-05-06,0.002098576314596423
2015-05-07,0.005234535085043124
2015-05-08,0.003905857895773357
2015-05-11,-0.00700288729037668
2015-05-12,-0.0035260221858327556
2015-05-13,-0.014105081299301436
2015-05-14,0.0141053898915533
2015-05-15,0.00874321633126307
2015-05-18,-0.0015763395807648628
2015-05-19,0.002104571490788354
2015-05-20,0.004593497469993935
2015-05-21,-0.00496419270833337
2015-05-22,-0.0014444843409809893
2015-05-26,-0.0038135079736638655
2015-05-27,0.0059395671280275675
2015-05-28,-0.0034114246835956763
2015-05-29,-0.002896424305848244
2015-06-01,0.0035649832223267897
2015-06-02,-0.012499575354763537
2015-06-03,-0.011326079269982081
2015-06-04,0.00013473590786849954
2015-06-05,-0.018326295299138207
2015-06-08,-0.005490818757289739
2015-06-09,-0.00441649195472793
2015-06-10,-0.0011092216114989562
2015-06-11,0.011242084775934469
2015-06-12,-0.004529408820302283
2015-06-15,-0.0004131953706155711
2015-06-16,0.0009649469159427326
2015-06-17,0.00702786913622977
2015-06-18,0.019978229101712097
2015-06-19,-0.017977150602874192
2015-06-22,-0.0017758910297573927
2015-06-23,-0.017654001627574467
2015-06-24,-0.011841646526947969
2015-06-25,-0.0035248284166999877
2015-06-26,0.004527582626335347
2015-06-29,-0.0021127795235927893
2015-06-30,-0.003246187404776557
2015-07-01,0.006513846801805556
2015-07-02,0.02039913486004674
2015-07-06,0.004412099688551052
2015-07-07,0.033218980676329224
2015-07-08,-0.006377078878262332
2015-07-09,-0.009626778317294526
2015-07-10,0.004050108427268828
2015-07-13,-0.0002688558099203098
2015-07-14,-0.007397547459699894
2015-07-15,0.0029809617863023607
2015-07-16,0.010672758056439413
2015-07-17,-0.016575278218184053
2015-07-20,-0.004077713477817602
2015-07-21,-0.01160107655715037
2015-07-22,-0.0006901579353774112
2015-07-23,-0.011192535707183704
2015-07-24,0.0018166709837916795
2015-07-27,0.018273058497123573
2015-07-28,0.0017809146659726327
2015-07-29,-0.00027349370275797646
2015-07-30,0.004650427333034779
2015-07-31,0.010483280053788846
2015-08-03,0.00997018825653484
2015-08-04,-0.013873633470386948
2015-08-05,0.0008116340266679511
2015-08-06,-0.0018926159729056868
2015-08-07,0.017741160484839424
2015-08-10,-0.0045244194630996715
2015-08-11,0.006416369026454483
2015-08-12,0.014705181316873261
2015-08-13,0.0002643739607182116
2015-08-14,0.01045254859134781
2015-08-17,0.0019640616747453876
2015-08-18,-0.00365906682460293
2015-08-19,0.012722908865888893
2015-08-20,-0.0056988306907960196
2015-08-21,-0.000781591025485473
2015-08-24,-0.055664149164204035
2015-08-25,-0.03078394992204958
2015-08-26,0.021791455580900454
2015-08-27,0.010872854710753721
2015-08-28,-0.0017924801573062643
2015-08-31,-0.02044481986658009
2015-09-01,-0.02623065712290218
2015-09-02,0.0015931766203860498
2015-09-03,0.0017347721690721407
2015-09-04,-0.014722630773272627
2015-09-08,0.016115059952851007
2015-09-09,-0.016580282737904795
2015-09-10,-0.006890687599834466
2015-09-11,0.008857632644312385
2015-09-14,-0.00043908534860748194
2015-09-15,0.004098756719402186
2015-09-16,0.008602036905844379
2015-09-17,0.010552526846230759
2015-09-18,-0.0065802959822832685
2015-09-21,0.008639786579522246
2015-09-22,-0.012848384033603666
2015-09-23,-0.0008679670081459534
2015-09-24,0.017803353148813317
2015-09-25,0.005546164668118747
2015-09-28,-0.003677535414840949
2015-09-29,0.003974984845223073
2015-09-30,0.017107142429275024
2015-10-01,-0.01765355635801724
2015-10-02,0.018253796382781573
2015-10-05,0.015564143203134151
2015-10-06,0.00013686870874995982
2015-10-07,-0.005746210736119695
2015-10-08,0.004541125199715168
2015-10-09,-0.01013726416141314
2015-10-12,0.007750120514995906
2015-10-13,-0.0039826557050202105
2015-10-14,-0.0026195937083965948
2015-10-15,0.015759160604710276
2015-10-16,0.0014967363060589545
2015-10-19,-0.00013560896008779633
2015-10-20,0.0016307185448423134
2015-10-21,0.0021708550895962464
2015-10-22,0.016246842803778527
2015-10-23,-0.01758604960533583
2015-10-26,-0.020205633383540422
2015-10-27,0.0022143428046419444
2015-10-28,-0.011877011192424014
2015-10-29,0.0002798310099170198
2015-10-30,-0.0013972436716644943
2015-11-02,0.009934022326135272
2015-11-03,0.0008311345311569074
2015-11-04,-0.004290761081058081
2015-11-05,-0.006673536464105845
2015-11-06,-0.05164430267794917
2015-11-09,0.0030991455338564844
2015-11-10,0.003351035875424291
2015-11-11,0.012765319756349758
2015-11-12,-0.01377697656553667
2015-11-13,-0.005944681054938172
2015-11-16,0.012558105909077577
2015-11-17,-0.028052398905284437
2015-11-18,0.020810880195094805
2015-11-19,0.019196340460093664
2015-11-20,0.008906917562558236
2015-11-23,-0.015774388405731643
2015-11-24,0.0010292328406444895
2015-11-25,-0.005288170525450719
2015-11-27,-0.003100754993667909
2015-11-30,0.0037031398983602415
2015-12-01,0.00442735600346178
2015-12-02,-0.028357489436215078
2015-12-03,0.0015121328993763505
2015-12-04,0.01223021042079897
2015-12-07,0.0217780547637485
2015-12-08,-0.0008758891207601982
2015-12-09,0.002484026711592646
2015-12-10,-0.01719861190387395
2015-12-11,0.006079965321089009
2015-12-14,0.008992008622670467
2015-12-15,0.0056974378881602394
2015-12-16,0.017286743480570577
2015-12-17,0.0067110684493607575
2015-12-18,-0.012765700722414453
2015-12-21,0.003016998428683859
2015-12-22,0.01633001245915211
2015-12-23,0.014799561011459295
2015-12-24,0.0005556977836740362
2015-12-28,-0.0016660889541231239
2015-12-29,0.006256943137015192
2015-12-30,-0.0024870742166142046
2015-12-31,-0.011082041312542534
2016-01-04,-0.0028015969149951525
2016-01-05,0.0071639763322071115
2016-01-06,0.002231776611561598
2016-01-07,-0.009184830637689156
2016-01-08,-0.002246972691647864
2016-01-11,0.011120676593944667
2016-01-12,-0.0077963698096479295
2016-01-13,0.006033233255603232
2016-01-14,0.00934455879420315
2016-01-15,-0.004007156971638781
2016-01-19,0.014983659475538591
2016-01-20,-0.02378377609463167
2016-01-21,-0.004620510711950687
2016-01-22,0.015332586472148524
2016-01-25,-0.005264398030272122
2016-01-26,0.005849425502852501
2016-01-27,0.0026310150745141314
2016-01-28,0.014638782275022688
2016-01-29,0.02490784530652146
2016-02-01,0.022576139874796786
2016-02-02,-0.0032465946528257295
2016-02-03,0.023583324035697517
2016-02-04,0.00025450370769064534
2016-02-05,0.005854183231890131
2016-02-08,0.0016445495904118257
2016-02-09,-0.0030313705271085567
2016-02-10,0.00019189983487866158
2016-02-11,-0.016896913032965255
2016-02-12,-0.007291851132813387
2016-02-16,0.0006558522257902322
2016-02-17,-0.010355218527309806
2016-02-18,0.009403581414457296
2016-02-19,-0.02178141895271113
2016-02-22,0.003890160200245907
2016-02-23,-0.0004014408195615049
2016-02-24,0.0018719233640365207
2016-02-25,0.019879719108117033
2016-02-26,-0.031527988668082374
2016-02-29,0.0033770803681469896
2016-03-01,-0.012520480493377839
2016-03-02,0.003817602940298981
2016-03-03,0.009506798530029448
2016-03-04,0.011300754643616129
2016-03-07,0.014367585878058753
2016-03-08,0.013377294778326831
2016-03-09,0.0031058224301672155
2016-03-10,-0.00322524183176065
2016-03-11,0.006471572674381143
2016-03-14,-0.0005144832283001666
2016-03-15,0.004246239397453833
2016-03-16,0.011530852175309692
2016-03-17,0.013173028090115446
2016-03-18,-0.004000491743873624
2016-03-21,-0.0018829183485169487
2016-03-22,-0.008048274160746605
2016-03-23,0.01179011988719747
2016-03-24,-0.0007515516838874081
2016-03-28,-0.0033858245502141893
2016-03-29,0.0120786270192339
2016-03-30,-0.0011190200993627109
2016-03-31,0.00410718267287713
2016-04-01,0.005577416236954624
2016-04-04,-0.0004929745606224722
2016-04-05,-0.014674848678585817
2016-04-06,-0.006758236285256403
2016-04-07,-0.0008819816080105625
2016-04-08,0.006053111867301064
2016-04-11,-0.004136975763579076
2016-04-12,0.009818779701077585
2016-04-13,-0.007354383746024262
2016-04-14,-0.00226052426141643
2016-04-15,0.006922470068178699
2016-04-18,0.004999867424842597
2016-04-19,-0.0075868523240048
2016-04-20,-0.019927527972099845
2016-04-21,-0.023785215278345873
2016-04-22,0.008777011688410274
2016-04-25,-0.0032465444189938575
2016-04-26,0.002475267377437085
2016-04-27,0.014424791054947983
2016-04-28,0.003587111750540606
2016-04-29,0.005616201087304429
2016-05-02,0.002031501595469276
2016-05-03,-0.0012669105150949767
2016-05-04,0.014966718893898667
2016-05-05,0.001999741210783723
2016-05-06,-0.009977634278962921
2016-05-09,0.00856652209454678
2016-05-10,0.0
2016-05-11,0.005370687170422883
2016-05-12,0.007330200288902411
2016-05-13,-0.003823564494547571
2016-05-16,0.0028479658144320297
2016-05-17,-0.01839501568946189
2016-05-18,-0.026879470925154525
2016-05-19,0.005223816250368163
2016-05-20,0.000389591922969279
2016-05-23,-0.011038838567613896
2016-05-24,0.011031058997956533
2016-05-25,-0.0005195606827381738
2016-05-26,0.013125115031091594
2016-05-27,0.0002565481590839358
2016-05-31,0.0032063491139000533
2016-06-01,0.010098496305919413
2016-06-02,-0.0010124264765924984
2016-06-03,0.014441277463780988
2016-06-06,-0.002996937631881136
2016-06-07,0.0018785603258659744
2016-06-08,0.006500902481892723
2016-06-09,0.009315461780168288
2016-06-10,-0.0002459932712762791
2016-06-13,0.004554347414055693
2016-06-14,0.009802756488675346
2016-06-15,-0.010678374988456696
2016-06-16,0.012265588288383533
2016-06-17,0.005452527574877131
2016-06-20,-0.011810162202167795
2016-06-21,0.0
2016-06-22,-0.0020729850133113237
2016-06-23,0.0026882950427669083
2016-06-24,0.004631503199895581
2016-06-27,0.018924869182506132
2016-06-28,-0.000595554398430731
2016-06-29,0.0025022119775590657
2016-06-30,0.019489088069489346
2016-07-01,-0.0018652582528203565
2016-07-05,0.015181709168177626
2016-07-06,0.003451264327331227
2016-07-07,-0.022240085795950826
2016-07-08,0.008441407138871648
2016-07-11,0.0
2016-07-12,-0.018253271695296558
2016-07-13,0.007224009697956779
2016-07-14,-0.0035276829233745755
2016-07-15,0.002005916384794082
2016-07-18,0.003886334198390795
2016-07-19,0.001524736292998874
2016-07-20,-0.005387810378241098
2016-07-21,0.0056522568034329534
2016-07-22,0.012880620918036101
2016-07-25,0.0021966819895256062
2016-07-26,-0.010843244632973148
2016-07-27,-0.010728738414690353
2016-07-28,0.004361542348454206
2016-07-29,0.004577349443519729
2016-08-01,0.0007013572991569905
2016-08-02,-0.0010510399430099238
2016-08-03,-0.004792108796522698
2016-08-04,0.001057212065500135
2016-08-05,-0.011848959297857897
2016-08-08,0.0060550310067089
2016-08-09,-0.00011804357481171035
2016-08-10,-0.0010138826088670339
2016-08-11,0.0014325892894826442
2016-08-12,-0.0050054848362638404
2016-08-15,-0.021918635134751785
2016-08-16,-0.014817461730655013
2016-08-17,0.015413115746668149
2016-08-18,0.01334307529964529
2016-08-19,-0.013650428794335423
2016-08-22,0.0029391972949446288
2016-08-23,-0.005373138565457514
2016-08-24,0.0013506254316628663
2016-08-25,0.0020842459135899105
2016-08-26,-0.02214591201314231
2016-08-29,0.0065065244302187075
2016-08-30,-0.011437221651524832
2016-08-31,0.001760698366224167
2016-09-01,-0.004142647825653656
