Date,COST
2015-01-05,-0.011369383341120143
2015-01-06,0.013214401828985256
2015-01-07,0.017412613853830194
2015-01-08,0.008592032675938999
2015-01-09,-0.015388629045709035
2015-01-12,-0.005581727541644432
2015-01-13,-0.01003366920855342
2015-01-14,-0.012616351259557734
2015-01-15,0.0
2015-01-16,0.002942954533104114
2015-01-20,-0.0024331613647079475
2015-01-21,-0.001722097323285876
2015-01-22,0.015308045541579718
2015-01-23,0.005521941064416058
2015-01-26,0.006053796193579597
2015-01-27,-0.01343483264997436
2015-01-28,-0.009717415505712368
2015-01-29,0.007305998309527828
2015-01-30,0.016709422883030456
2015-02-02,0.021050484365917832
2015-02-03,0.05308239183072683
2015-02-04,0.014113161925135564
2015-02-05,-0.012125305743442283
2015-02-06,-0.00261587928506124
2015-02-09,-0.00780106180265594
2015-02-10,0.004608929327603484
2015-02-11,-0.002739294188224717
2015-02-12,0.002034863542063281
2015-02-13,-0.0044667452022585374
2015-02-17,0.002923568046817815
2015-02-18,-0.002033772937944378
2015-02-19,-0.0038036217085584134
2015-02-20,0.005931830096765234
2015-02-23,0.005760690440189675
2015-02-24,-0.0012127133489131525
2015-02-25,-0.0049256842394893585
2015-02-26,-0.00562793283093288
2015-02-27,0.0021146581930340247
2015-03-02,0.006668052665645741
2015-03-03,-0.0038535098207355123
2015-03-04,-0.001356249798600495
2015-03-05,0.02717923769608732
2015-03-06,-0.010783040074824113
2015-03-09,0.007623708345673608
2015-03-10,-0.01672443094947662
2015-03-11,-0.005129626721085079
2015-03-12,0.013840044107476634
2015-03-13,-0.0010706168584125875
2015-03-16,0.004756171635668771
2015-03-17,0.0002671437008869848
2015-03-18,0.0059980708335907185
2015-03-19,0.002518194830302578
2015-03-20,0.008459261637606685
2015-03-23,0.0022282073294892513
2015-03-24,0.001373098311288068
2015-03-25,-0.013386224944575198
2015-03-26,-0.006817465568806691
2015-03-27,0.0027324512064454964
2015-03-30,0.01262703894573769
2015-03-31,-0.005709867542438962
2015-04-01,-0.008317196837176577
2015-04-02,0.009252330115246732
2015-04-06,0.005737913685615048
2015-04-07,-0.004721252395710862
2015-04-08,0.001449139503232999
2015-04-09,-0.02098664422494445
2015-04-10,0.005577753471786018
2015-04-13,-0.004143588694031974
2015-04-14,0.003355282698592754
2015-04-15,-0.0030093879541575053
2015-04-16,-0.013148200075892902
2015-04-17,-0.017266227167959558
2015-04-20,0.01203573813137071
2015-04-21,0.007039758960786235
2015-04-22,-0.0024439479069032766
2015-04-23,0.002178002884035246
2015-04-24,0.005566802496268064
2015-04-27,-0.007831065882292432
2015-04-28,-0.002382289116244496
2015-04-29,-0.01196892358458057
2015-04-30,-0.009760624396048856
2015-05-01,0.01635815689838216
2015-05-04,0.0024758459656184506
2015-05-05,-0.008576391377070447
2015-05-06,0.001868699367374882
2015-05-07,-0.0014505544405601922
2015-05-08,0.009131105633814363
2015-05-11,-0.011036464861747253
2015-05-12,-0.0013860852639963062
2015-05-13,-0.005761320092049327
2015-05-14,-0.004468014544479759
2015-05-15,0.0156382120680163
2015-05-18,0.001588220618624625
2015-05-19,-0.0022059463988174377
2015-05-20,-0.008636172004230058
2015-05-21,0.0031360399880573375
2015-05-22,-0.00180650263905624
2015-05-26,-0.0029926464647793694
2015-05-27,0.015148509674532296
2015-05-28,-0.007977141907014262
2015-05-29,-0.011576148481388215
2015-06-01,-0.0014026071586896727
2015-06-02,-0.006953046697947607
2015-06-03,0.005162647702587009
2015-06-04,-0.010413029202299473
2015-06-05,-0.01329509486640501
2015-06-08,-0.005260110802398743
2015-06-09,-7.262766155191613e-05
2015-06-10,0.010069308811013977
2015-06-11,-0.0007887157194211847
2015-06-12,-0.0038757697157429938
2015-06-15,-0.011169122308580026
2015-06-16,0.0054652511294419615
2015-06-17,0.006523140920977832
2015-06-18,0.011664405625708252
2015-06-19,-0.0014232778881012598
2015-06-22,-0.0007839542067079597
2015-06-23,-0.003852299971308093
2015-06-24,-0.009380421078791334
2015-06-25,-0.006433492032400956
2015-06-26,0.004438054525350177
2015-06-29,-0.017166411599360276
2015-06-30,-0.004642864655397316
2015-07-01,0.01058801802328091
2015-07-02,-0.0007328459503734841
2015-07-06,-0.0037390290734136133
2015-07-07,0.03400019052298031
2015-07-08,-0.004269898361693891
2015-07-09,-0.003216708718374206
2015-07-10,0.023449082981114255
2015-07-13,0.009388946539867993
2015-07-14,-0.0009021835074570772
2015-07-15,-0.0020848281464620477
2015-07-16,0.004873833832840457
2015-07-17,0.00242456206005337
2015-07-20,0.0024888140646739387
2015-07-21,-0.0006898959634631385
2015-07-22,0.009935578008959611
2015-07-23,-0.005328735890285374
2015-07-24,-0.004189882487630969
2015-07-27,-0.005103657742590362
2015-07-28,0.0020799521586427616
2015-07-29,0.005741938088514198
2015-07-30,-0.0005499132737684098
2015-07-31,0.0
2015-08-03,0.0015136409737450673
2015-08-04,-0.004672733443185195
2015-08-05,0.014153359609178517
2015-08-06,-0.0030635142843741248
2015-08-07,-0.008057893831555085
2015-08-10,0.006815234425941785
2015-08-11,-0.002461412318137346
2015-08-12,0.006873345551755783
2015-08-13,-0.008327862469507008
2015-08-14,0.005644272371788661
2015-08-17,0.0
2015-08-18,-0.003148664195829154
2015-08-19,-0.003158858585569302
2015-08-20,-0.010056866288881916
2015-08-21,-0.0328438836876892
2015-08-24,-0.043312571335398675
2015-08-25,-0.001955358488070602
2015-08-26,0.04106708813169213
2015-08-27,0.01483766846649015
2015-08-28,-0.0018546488318834653
2015-08-31,0.0007147764666957102
2015-09-01,-0.012495414069698896
2015-09-02,0.015328733596781552
2015-09-03,0.0004276240487397498
2015-09-04,-0.014237136721708787
2015-09-08,0.021302893023051883
2015-09-09,-0.01237380912534769
2015-09-10,0.002362964448904492
2015-09-11,0.007427895371589388
2015-09-14,0.0007090090486701062
2015-09-15,0.009068333584123733
2015-09-16,0.008284507526677976
2015-09-17,-0.0018101716535338097
2015-09-18,-0.010742931957931856
2015-09-21,0.00987248190695933
2015-09-22,-0.003910931904462789
2015-09-23,0.01948909015114153
2015-09-24,-0.0038513550365659732
2015-09-25,0.0046937208101200945
2015-09-28,-0.01374071702996782
2015-09-29,0.0011844254494608464
2015-09-30,0.005914490482760382
2015-10-01,-6.928745905765421e-05
2015-10-02,0.008992630376209343
2015-10-05,0.015151564117428906
2015-10-06,0.002296416353814834
2015-10-07,-0.0030322528154757
2015-10-08,0.025006168050472732
2015-10-09,0.015231888940239857
2015-10-12,-0.002207595456601763
2015-10-13,-0.008787726803363372
2015-10-14,-0.01602356629165458
2015-10-15,0.012880506167284977
2015-10-16,0.001911087028404257
2015-10-19,0.007628574664814591
2015-10-20,0.008745692293056218
2015-10-21,0.004204905476723031
2015-10-22,0.018942656663033963
2015-10-23,-0.015238925440808848
2015-10-26,0.006356833415481988
2015-10-27,0.006571863650602472
2015-10-28,0.0
2015-10-29,0.003296081706878784
2015-10-30,-0.0010110850522180304
2015-11-02,0.006514551910141053
2015-11-03,-0.0021995362610207625
2015-11-04,-0.010390338702116475
2015-11-05,-0.005599973603750308
2015-11-06,0.00819132933102451
2015-11-09,-0.015169916738416167
2015-11-10,0.010661784295084908
2015-11-11,-0.00012833288301206114
2015-11-12,-0.0024939088980907576
2015-11-13,-0.014935485781763957
2015-11-16,0.018090321338586568
2015-11-17,0.015596211932422221
2015-11-18,0.014853093147230156
2015-11-19,0.009798445154421964
2015-11-20,0.0016585225001111148
2015-11-23,0.002145391222899695
2015-11-24,-0.0077085336759200596
2015-11-25,0.0012331351211711805
2015-11-27,0.0073282287697344906
2015-11-30,-0.01320468982719969
2015-12-01,-0.0008054732749233073
2015-12-02,-0.0012401282217013865
2015-12-03,0.016016294241089524
2015-12-04,0.019123499285260914
2015-12-07,0.0019183780289937502
2015-12-08,0.010471634179803457
2015-12-09,-0.054183646720083356
2015-12-10,0.01339859442809499
2015-12-11,-0.011368083674673013
2015-12-14,0.01137359125452253
2015-12-15,-0.003398344047529034
2015-12-16,0.009113894133793154
2015-12-17,-0.012779805806948263
2015-12-18,-0.018545489208658172
2015-12-21,0.010715976679440464
2015-12-22,0.011544141205386493
2015-12-23,0.0029772586564258408
2015-12-24,0.00024758274144764947
2015-12-28,-0.003647755274392761
2015-12-29,0.00930750957327331
2015-12-30,0.0003076153418566374
2015-12-31,-0.00743695630260266
2016-01-04,-0.012135797585246966
2016-01-05,0.0024443273696204137
2016-01-06,-0.009254149096910913
2016-01-07,-0.022909914406091914
2016-01-08,-0.017503697972585996
2016-01-11,0.01715858510001267
2016-01-12,0.00866055113639419
2016-01-13,-0.025246404383025278
2016-01-14,0.006968021469913044
2016-01-15,-0.018213359840203225
2016-01-19,0.0005315350402494978
2016-01-20,-0.010965761574214472
2016-01-21,0.010482639338018407
2016-01-22,0.022011266819089048
2016-01-25,-0.018935007042620633
2016-01-26,-0.01512118137130325
2016-01-27,-0.005184817067987901
2016-01-28,0.01259067318507201
2016-01-29,0.010227461406002725
2016-02-01,0.0008603129710773594
2016-02-02,-0.01818190078660631
2016-02-03,-0.012121165256812061
2016-02-04,-0.023312958606245604
2016-02-05,0.004955577193579197
2016-02-08,0.021043422030315728
2016-02-09,0.006257472984097845
2016-02-10,0.0034565486121305167
2016-02-11,-0.00945638169333185
2016-02-12,0.013638022140918471
2016-02-16,0.003094798260317999
2016-02-17,0.01207171050439415
2016-02-18,-0.014976172519159281
2016-02-19,0.0003365467236708941
2016-02-22,0.009145679039895827
2016-02-23,0.0019995857331396305
2016-02-24,0.023343536201470894
2016-02-25,0.005524154109506796
2016-02-26,-0.03257468105400596
2016-02-29,0.002338350208532791
2016-03-01,0.0032661132188873676
2016-03-02,0.015080754690124598
2016-03-03,-0.007788268813131438
2016-03-04,-0.00461776767825528
2016-03-07,-0.018091438212360145
2016-03-08,0.01876228407176117
2016-03-09,0.013912243422951942
2016-03-10,-0.0011762182849978098
2016-03-11,-0.0010467716891022771
2016-03-14,-0.0002615833290523506
2016-03-15,0.009890437011617736
2016-03-16,-0.0007791393253409051
2016-03-17,-0.0014273312452678377
2016-03-18,-0.00448505877210037
2016-03-21,0.00515834548585592
2016-03-22,-0.011108535053665936
2016-03-23,0.008408671529885892
2016-03-24,-0.013550005603836235
2016-03-28,0.00818918125813406
2016-03-29,0.016964366926743413
2016-03-30,0.01507167854891489
2016-03-31,-0.00012724838862576693
2016-04-01,0.004252147761505176
2016-04-04,-0.003286321735650133
