Date,RL
2015-01-05,-0.028509002664138805
2015-01-06,-0.019507156067951614
2015-01-07,0.025055831115994298
2015-01-08,-0.001174680010143092
2015-01-09,-0.014448318319662423
2015-01-12,-0.008920904519394424
2015-01-13,-0.004472070364320291
2015-01-14,-0.007717004799923544
2015-01-15,-0.01648341850172841
2015-01-16,0.0034827047208341178
2015-01-20,-0.010761696859195813
2015-01-21,0.007727633039513959
2015-01-22,0.007727865104569798
2015-01-23,-0.012058874904455563
2015-01-26,0.0030808913810433936
2015-01-27,-0.010573290663219881
2015-01-28,-0.007761639815077381
2015-01-29,0.023044465346196752
2015-01-30,-0.018466995680310183
2015-02-02,0.0054528606594577145
2015-02-03,0.018057256991427018
2015-02-04,-0.1821696286591713
2015-02-05,0.014744756138268311
2015-02-06,-0.020455662190983603
2015-02-09,-0.02001858137216428
2015-02-10,-0.007201044659469358
2015-02-11,0.00044429165790615954
2015-02-12,0.004660515354445449
2015-02-13,-0.004418329714376057
2015-02-17,0.008431740587567793
2015-02-18,0.0005869756795326975
2015-02-19,0.004031872784112656
2015-02-20,0.01701108375867233
2015-02-23,-0.004523151592866426
2015-02-24,-0.004182319609854934
2015-02-25,0.0025345097797786487
2015-02-26,-0.006934682453360708
2015-02-27,-0.000508959301628864
2015-03-02,0.004730436586249942
2015-03-03,-0.015428070537138794
2015-03-04,-0.007283227767902134
2015-03-05,-0.00481681498193387
2015-03-06,-0.017573830864221596
2015-03-09,0.007049118292266288
2015-03-10,-0.01806383748647089
2015-03-11,-0.021462503291656443
2015-03-12,0.0220894687123816
2015-03-13,-0.003602083830091307
2015-03-16,-0.002384213963339543
2015-03-17,-0.004625840117152724
2015-03-18,0.024786824533698404
2015-03-19,0.0025698443339574606
2015-03-20,0.00407123940621501
2015-03-23,0.005180813996484845
2015-03-24,-0.001045931133573652
2015-03-25,-0.002776987637253092
2015-03-26,-0.006698892401730827
2015-03-27,-0.005682778319278214
2015-03-30,0.008001960686097043
2015-03-31,-0.005821875870734572
2015-04-01,0.009125414196778703
2015-04-02,0.014845341653934696
2015-04-06,0.023390838350086707
2015-04-07,0.009940668032240918
2015-04-08,0.0017957984253371695
2015-04-09,0.005880966538295063
2015-04-10,-0.015257430605760347
2015-04-13,-0.004271514750703198
2015-04-14,-0.0031994228872243013
2015-04-15,0.0035014760090228414
2015-04-16,-0.0018175595817448986
2015-04-17,-0.025778881569657686
2015-04-20,0.023695377156824238
2015-04-21,-0.00730198810662952
2015-04-22,0.0032365380977348313
2015-04-23,0.00718505299686556
2015-04-24,-0.006551622737865803
2015-04-27,-0.0056420855921468505
2015-04-28,-0.006190159308083865
2015-04-29,-0.005858163879866485
2015-04-30,-0.00492260481055995
2015-05-01,0.020313378580844255
2015-05-04,-0.0012489188798042727
2015-05-05,-0.0040456726221684836
2015-05-06,-0.010782977197140275
2015-05-07,0.0010454020083188187
2015-05-08,0.002312021172494516
2015-05-11,0.0018604982639052192
2015-05-12,-0.010695503421003116
2015-05-13,-0.030180406682541516
2015-05-14,0.01943051157428699
2015-05-15,0.010783294588730286
2015-05-18,-0.004357581718148373
2015-05-19,-0.013808141851945122
2015-05-20,0.005279497170766589
2015-05-21,0.0010653332194652254
2015-05-22,0.011404075126616009
2015-05-26,-0.03450329865126822
2015-05-27,-0.0014015289393318753
2015-05-28,0.02799019463577701
2015-05-29,-0.01099752716764879
2015-06-01,0.009202535714470939
2015-06-02,0.02864746456463907
2015-06-03,0.011006913803787821
2015-06-04,0.0016073714598532352
2015-06-05,0.00014576563502544104
2015-06-08,-0.004886888860656247
2015-06-09,-0.0008792425258534742
2015-06-10,-0.005355665379443431
2015-06-11,0.0014011329015868323
2015-06-12,-0.0038300712602117315
2015-06-15,-0.008871914451389906
2015-06-16,0.0023867878118737362
2015-06-17,0.002530508907479412
2015-06-18,0.035557967004491875
2015-06-19,0.005304612356674676
2015-06-22,-0.006988336970239595
2015-06-23,0.002154617306792339
2015-06-24,-0.0101398819005315
2015-06-25,-0.010751766545653574
2015-06-26,0.005067127570727026
2015-06-29,-0.022139355384203974
2015-06-30,-0.010983995067639918
2015-07-01,0.006799564197925045
2015-07-02,0.011256070621732839
2015-07-06,-0.015879762562762467
2015-07-07,0.008822060336179272
2015-07-08,-0.03176627869156601
2015-07-09,-0.00424567525506514
2015-07-10,0.005504185223332847
2015-07-13,0.035235459965183624
2015-07-14,0.007521948918310928
2015-07-15,-0.019884870766633256
2015-07-16,0.0030169280046268288
2015-07-17,-0.016767970841394808
2015-07-20,-0.0019120934994616423
2015-07-21,-0.0018386904692775374
2015-07-22,-0.0018424365870142179
2015-07-23,-0.009305746243800317
2015-07-24,-0.015292595494561856
2015-07-27,-0.014583998537233689
2015-07-28,0.01288002487996942
2015-07-29,0.0024483780345343487
2015-07-30,0.001575631336177219
2015-07-31,-0.009675838115573043
2015-08-03,-0.020652730265404595
2015-08-04,0.00016179241714153747
2015-08-05,-0.014678086311396554
2015-08-06,-0.010946737428693787
2015-08-07,0.0002498461137911967
2015-08-10,0.002828494957817451
2015-08-11,-0.012776077966054622
2015-08-12,-0.008403194847837248
2015-08-13,-0.006016980371193248
2015-08-14,0.00605340358172346
2015-08-17,-8.444356133308073e-05
2015-08-18,-0.006441327901105298
2015-08-19,-0.012880857752290198
2015-08-20,-0.024369102102676288
2015-08-21,-0.020017600239863098
2015-08-24,-0.027566839355278927
2015-08-25,-0.023886840849356328
2015-08-26,0.016853693844295137
2015-08-27,0.022380114383961036
2015-08-28,0.01566257595476528
2015-08-31,0.002705185566178825
2015-09-01,-0.024732344371654502
2015-09-02,0.00977516161941061
2015-09-03,0.013332862818332458
2015-09-04,-0.01784379463973651
2015-09-08,0.018994308850257324
2015-09-09,-0.019901081408161048
2015-09-10,0.0025725214036513844
2015-09-11,0.005407073438435495
2015-09-14,-0.01640688207923413
2015-09-15,0.01668055802781221
2015-09-16,0.044571975637247796
2015-09-17,-0.005672085607304256
2015-09-18,-0.04010524253586434
2015-09-21,0.019473579763674698
2015-09-22,-0.010403061035704764
2015-09-23,-0.016203715479604974
2015-09-24,0.010456407790251365
2015-09-25,-0.00805864754871577
2015-09-28,-0.03175795077309984
2015-09-29,-0.007913528063976716
2015-09-30,0.1356079990296828
2015-10-01,-0.01354141278915233
2015-10-02,0.0068636499112648686
2015-10-05,0.016359689530720978
2015-10-06,0.005952458106273095
2015-10-07,-0.011417644994093812
2015-10-08,0.022171808490424105
2015-10-09,-0.0058557447512265215
2015-10-12,0.00033178554167623275
2015-10-13,-0.015342270342718733
2015-10-14,0.0
2015-10-15,-0.012128481846460537
2015-10-16,-0.0028135928807651034
2015-10-19,0.002137569729024902
2015-10-20,0.004606993870744258
2015-10-21,-0.016475804425044704
2015-10-22,0.007512479851004894
2015-10-23,-0.025625546041936786
2015-10-26,-0.000703879949801034
2015-10-27,-0.01258686337594539
2015-10-28,0.0022287351073104755
2015-10-29,-0.01867836754548624
2015-10-30,0.003988140677878338
2015-11-02,0.0007220985185207862
2015-11-03,0.029950338195326998
2015-11-04,-0.005255192417917165
2015-11-05,0.1490708800406897
2015-11-06,0.051647810098508495
2015-11-09,-0.02113098778789768
2015-11-10,-0.008486062138127748
2015-11-11,-0.06186163449538529
2015-11-12,-0.02264751098298523
2015-11-13,-0.019732996929414326
2015-11-16,0.007684657905175918
