Date,IPG
2015-01-05,-0.02864164537191327
2015-01-06,-0.026944567492084293
2015-01-07,0.026122900684498962
2015-01-08,0.046334417505280445
2015-01-09,-0.012652056828203917
2015-01-12,-0.0054217892838343
2015-01-13,0.003964570532095646
2015-01-14,-0.008884659978495746
2015-01-15,-0.0209160588731655
2015-01-16,0.00559481560364028
2015-01-20,0.0010118570768027357
2015-01-21,0.022233389894195987
2015-01-22,0.03114197364508109
2015-01-23,-0.012943628551100428
2015-01-26,0.007770909575434137
2015-01-27,-0.01879503069800681
2015-01-28,-0.029961002572786666
2015-01-29,0.026835360434887656
2015-01-30,-0.01676504250805111
2015-02-02,0.01303917728227999
2015-02-03,0.020296467155195286
2015-02-04,-0.0014550746221095867
2015-02-05,0.013605441249131767
2015-02-06,-0.019175780884200244
2015-02-09,0.017595557532741113
2015-02-10,0.0009605570381545636
2015-02-11,-0.0019192031694157397
2015-02-12,0.01730766155804364
2015-02-13,0.044423683417132764
2015-02-17,0.011311628608713375
2015-02-18,-0.004026949892022347
2015-02-19,0.0022467091964091246
2015-02-20,0.005378240929065692
2015-02-23,0.0035671893656012976
2015-02-24,-0.0017770678511375149
2015-02-25,0.0008901469482536228
2015-02-26,0.004022783668958363
2015-02-27,-0.007123562040798004
2015-03-02,0.008968730281046167
2015-03-03,-0.002222298321247207
2015-03-04,-0.0026732944007427095
2015-03-05,-0.016524765702878863
2015-03-06,-0.011807386457856284
2015-03-09,0.0036764562023303693
2015-03-10,-0.0073259148525773865
2015-03-11,-0.016143694084781113
2015-03-12,0.01734654272916636
2015-03-13,-0.0073734332041400785
2015-03-16,0.017177168209961957
2015-03-17,-0.010040989611802775
2015-03-18,0.011065026497758979
2015-03-19,-0.0009121003832349706
2015-03-20,0.008215505719051164
2015-03-23,-0.001358051402232885
2015-03-24,-0.0009063457107777451
2015-03-25,-0.016788116378928186
2015-03-26,0.00415324747584811
2015-03-27,0.01378691923644304
2015-03-30,0.0018128179708030157
2015-03-31,0.0009057793662690106
2015-04-01,-0.0072339350096216615
2015-04-02,0.007286646134194497
2015-04-06,0.0009039500249730104
2015-04-07,-0.01580871598039013
2015-04-08,0.00642501987900479
2015-04-09,-0.008207821403998117
2015-04-10,0.0027586893805988666
2015-04-13,-0.009170226501426626
2015-04-14,0.002313758313181591
2015-04-15,-0.014312302598623927
2015-04-16,-0.013114473719566755
2015-04-17,-0.011390819731862623
2015-04-20,0.001440266564238124
2015-04-21,0.013422798133752245
2015-04-22,0.0094607990309159
2015-04-23,-0.008435140455400392
2015-04-24,0.029773382044317787
2015-04-27,-0.04543341483090013
2015-04-28,0.012499929537030052
2015-04-29,-0.014719860421504638
2015-04-30,0.004337053639598798
2015-05-01,0.008157349300188743
2015-05-04,0.002856120678572882
2015-05-05,-0.011390819731862623
2015-05-06,-0.007201064777350719
2015-05-07,0.0014503757592316813
2015-05-08,0.014485852525440102
2015-05-11,0.0009520402261908867
2015-05-12,-0.00855921676413085
2015-05-13,-0.002397762374090062
2015-05-14,0.01634586554162132
2015-05-15,-0.002838424588516575
2015-05-18,0.008539115230379979
2015-05-19,-0.014581454351854095
2015-05-20,-0.0019094002951981492
2015-05-21,0.00526072908163111
2015-05-22,-0.0047572057998346295
2015-05-26,-0.012906431938111251
2015-05-27,0.004842849221679879
2015-05-28,-0.005301291799293728
2015-05-29,-0.004873328029058266
2015-06-01,0.000489440734109392
2015-06-02,0.004405528721862728
2015-06-03,0.0053605868038917315
2015-06-04,-0.020358695769160384
2015-06-05,-0.0009894649789136123
2015-06-08,-0.011392110641709419
2015-06-09,-0.004508709840153169
2015-06-10,0.015098102290880933
2015-06-11,-0.000991771154671417
2015-06-12,-0.008436598754781977
2015-06-15,-0.004504890264665384
2015-06-16,0.010558279954122174
2015-06-17,-0.0029848475130447305
2015-06-18,0.009481041517841904
2015-06-19,-0.0059314003948047755
2015-06-22,0.004972200009771388
2015-06-23,-0.013854500994477492
2015-06-24,-0.014551245723247619
2015-06-25,0.007637636328448716
2015-06-26,-0.004547720775245678
2015-06-29,-0.03045706948392768
2015-06-30,0.008900610670938836
2015-07-01,0.006746553052436655
2015-07-02,-0.006701342092487184
2015-07-06,-0.010378758429140489
2015-07-07,0.01415848744434367
2015-07-08,-0.01758009669429894
2015-07-09,0.015263272218502877
2015-07-10,0.018662461149697718
2015-07-13,0.011704753596921025
2015-07-14,0.0015091138076619437
2015-07-15,-0.006529267465635424
2015-07-16,0.016683822604978582
2015-07-17,0.0004967783588745167
2015-07-20,-0.006461326430032277
2015-07-21,-0.009504480110262503
2015-07-22,0.05404037572242171
2015-07-23,-0.004791466894766505
2015-07-24,0.001444380718927274
2015-07-27,-0.00865418525803563
2015-07-28,0.022308624773132113
2015-07-29,0.005218246080259004
2015-07-30,0.0014154903658374351
2015-07-31,0.0037700685242276766
2015-08-03,-0.00938967350262554
2015-08-04,0.0
2015-08-05,0.0023695865808357475
2015-08-06,-0.01891227299160525
2015-08-07,0.007228932744796079
2015-08-10,0.012439773491757622
2015-08-11,0.0051989130374190395
2015-08-12,0.0014102317516728746
2015-08-13,-0.010328438883793645
2015-08-14,0.0033203968334376555
2015-08-17,0.0033097363516105816
2015-08-18,-0.009895735033549236
2015-08-19,-0.002380396298103604
2015-08-20,-0.034350915331209375
2015-08-21,-0.031126540919140133
2015-08-24,-0.044365239897380726
2015-08-25,-0.013340284290700555
2015-08-26,0.03299042793950702
2015-08-27,0.007330085624711602
2015-08-28,0.0031383168939123074
2015-08-31,-0.015641558651099507
2015-09-01,-0.03230963111615304
2015-09-02,0.033935798219741464
2015-09-03,0.013234816255828896
2015-09-04,-0.016196908338494076
2015-09-08,0.032926548553117385
2015-09-09,-0.015424143381046695
2015-09-10,0.0036549969232031465
2015-09-11,0.022893102356907447
2015-09-14,0.0071210673337818164
2015-09-15,0.003030466179865021
2015-09-16,0.021147782621487643
2015-09-17,0.00986176206362921
2015-09-18,-0.017089668370524835
2015-09-21,-0.0004967521003550468
2015-09-22,-0.020874711360522213
2015-09-23,-0.004061249082429996
2015-09-24,-0.007645322811929645
2015-09-25,-0.008731265089976903
2015-09-28,-0.023833796154744014
2015-09-29,-0.005308092007513698
2015-09-30,0.02081141285270549
2015-10-01,0.0031363148581564637
2015-10-02,0.023449537196734482
2015-10-05,0.01985724121151522
2015-10-06,0.001497972157284977
2015-10-07,0.009969848190496178
2015-10-08,0.03109594181667097
2015-10-09,0.007180724685920348
2015-10-12,-0.0038025948883921856
2015-10-13,0.0
2015-10-14,-0.00524802430107052
2015-10-15,0.018704788817764495
2015-10-16,-0.0023535056670673793
2015-10-19,0.009910346304701445
2015-10-20,-0.00046746515953943746
2015-10-21,0.015427568972720351
2015-10-22,0.021178723319688064
2015-10-23,0.009919152931585185
2015-10-26,0.009821298734176365
2015-10-27,-0.006189098806832272
2015-10-28,0.010231293147998421
2015-10-29,0.0022015283175480516
2015-10-30,0.007469626127877049
2015-11-02,0.023549930255774454
2015-11-03,-0.0080957757654615
2015-11-04,-0.012027684187853604
2015-11-05,-0.010434626401245262
2015-11-06,0.0026360428032032868
2015-11-09,-0.006572750660073123
2015-11-10,0.01587977308109534
2015-11-11,0.0004340200327070942
2015-11-12,-0.007378611209307162
2015-11-13,-0.018364277037933197
2015-11-16,0.016035452045709775
2015-11-17,-0.00613730459681161
2015-11-18,0.019850050928762464
2015-11-19,0.007785048764816338
2015-11-20,0.0021460187676318743
2015-11-23,0.0
2015-11-24,-0.01627447402007942
2015-11-25,0.00827182711516894
2015-11-27,0.004774456899721891
2015-11-30,-0.006479502888859345
2015-12-01,0.014782760877882328
2015-12-02,-0.01242465302832696
2015-12-03,-0.004338902838907477
2015-12-04,0.021350757005187626
2015-12-07,0.0034130663656866123
2015-12-08,0.001275444285203431
2015-12-09,-0.016985154578060824
2015-12-10,0.006047480718121667
2015-12-11,-0.03864332258493963
2015-12-14,0.003573187132188238
2015-12-15,-0.0035604649247344966
2015-12-16,0.019652069672829287
2015-12-17,-0.014893014429697815
2015-12-18,0.008448394246930002
2015-12-21,0.011023285110997705
2015-12-22,0.015699438002754862
2015-12-23,0.007299404224036188
2015-12-24,0.003836235773179375
2015-12-28,-0.0021230715026061553
2015-12-29,0.006382882334850404
2015-12-30,-0.004228305036155566
2015-12-31,-0.011464842439246281
2016-01-04,-0.019759626054591473
2016-01-05,0.01928152032077257
2016-01-06,-0.016767293944503603
2016-01-07,-0.03104504020926646
2016-01-08,-0.0049636230046142815
2016-01-11,-0.005442517676796377
2016-01-12,0.005472300770472449
2016-01-13,-0.016779945124359874
2016-01-14,0.029058421094996234
2016-01-15,-0.026445272394625796
2016-01-19,-0.0013812706945054432
2016-01-20,-0.027201383737854412
2016-01-21,0.026066134850605716
2016-01-22,0.02263285835237605
2016-01-25,-0.018518290163110684
2016-01-26,0.028531879041030717
2016-01-27,-0.01297550078082943
2016-01-28,-0.0027195907864766555
2016-01-29,0.01999988151581178
2016-02-01,0.0013369517683095022
2016-02-02,-0.029372141332537627
2016-02-03,0.01054536689251484
2016-02-04,-0.005898518100034833
2016-02-05,-0.03788215018235108
2016-02-08,-0.037002264127170115
