Date,VMC
2015-01-05,-0.02762041965479367
2015-01-06,-0.0023026452181587054
2015-01-07,0.0189285091542597
2015-01-08,0.03126467054458182
2015-01-09,0.0001458304348544992
2015-01-12,-0.000585369289602844
2015-01-13,-0.013040280132213478
2015-01-14,0.0056413356135718296
2015-01-15,-0.022438757890276606
2015-01-16,0.010117822275722332
2015-01-20,0.0014947050812756935
2015-01-21,0.014778402230139598
2015-01-22,0.028538141159124564
2015-01-23,-0.0025746265592341278
2015-01-26,0.011184439646477307
2015-01-27,-0.004112393624798649
2015-01-28,-0.0028478327356553645
2015-01-29,0.018706203291829704
2015-01-30,-0.01163439207253858
2015-02-02,0.013189665530231487
2015-02-03,0.0053191551324336395
2015-02-04,-0.0048729401764149305
2015-02-05,0.03553901733733866
2015-02-06,0.016484159642156104
2015-02-09,0.012494990244874327
2015-02-10,0.0208748870293034
2015-02-11,0.0030862981973227566
2015-02-12,0.018076720114698963
2015-02-13,0.0057932460895064875
2015-02-17,0.011142466740561519
2015-02-18,0.003838581916488115
2015-02-19,0.0023436563297096757
2015-02-20,-0.0034456636407571573
2015-02-23,-0.00938514626029796
2015-02-24,0.006357398850580731
2015-02-25,0.021704177992670548
2015-02-26,0.00012147743193491323
2015-02-27,0.00740428004612359
2015-03-02,0.018071972445161455
2015-03-03,0.0031949456885791427
2015-03-04,-0.0020053239330587447
2015-03-05,0.0043737723388521665
2015-03-06,-0.002589476173972649
2015-03-09,-0.004719095724048938
2015-03-10,-0.022762865248626696
2015-03-11,0.009826443065980905
2015-03-12,0.02234538692535648
2015-03-13,-0.0057581350811315435
2015-03-16,0.005909660720560428
2015-03-17,-0.00011748321078974833
2015-03-18,0.007873179016029352
2015-03-19,-0.018304964121138467
2015-03-20,-0.0017818862980633066
2015-03-23,0.0030939778337606416
2015-03-24,0.009844716504500584
2015-03-25,-0.014094675073794027
2015-03-26,0.0008337463282237501
2015-03-27,0.001904542358258654
2015-03-30,0.014494801595589468
2015-03-31,-0.012765138562521705
2015-04-01,-0.0009489951349332948
2015-04-02,0.0010688186997283022
2015-04-06,0.0018974690422803864
2015-04-07,-0.01467937988099488
2015-04-08,-0.0003608101641211503
2015-04-09,-0.00492769054191311
2015-04-10,0.006643249824283437
2015-04-13,-0.003719728152768109
2015-04-14,0.002649479038563607
2015-04-15,0.006726851836136305
2015-04-16,-0.012647775730178723
2015-04-17,-0.009909377648575912
2015-04-20,-0.0019526910675948805
2015-04-21,-0.004891787063075692
2015-04-22,-0.005653030661628922
2015-04-23,0.01755003954511669
2015-04-24,0.01384653918799561
2015-04-27,-0.004192903222273059
2015-04-28,-0.00036098779861237773
2015-04-29,-0.00024047868462562239
2015-04-30,0.0294932403632302
2015-05-01,0.03285771947351224
2015-05-04,-0.002603987046404188
2015-05-05,-0.029511791697186984
2015-05-06,0.021637297624248486
2015-05-07,0.02461382145152391
2015-05-08,0.010837922345527717
2015-05-11,0.009063695578895414
2015-05-12,-0.011611368107619535
2015-05-13,0.007093010648635545
2015-05-14,0.020359091489914105
2015-05-15,-0.00787362964708016
2015-05-18,0.0020657772460912494
2015-05-19,0.0017356502507401839
2015-05-20,-0.0043319225136203565
2015-05-21,0.00010884608593908496
2015-05-22,-0.002939518806222119
2015-05-26,-0.014195331062713756
2015-05-27,0.00764282368698721
2015-05-28,-0.005166517229999057
2015-05-29,-0.006298293152647516
2015-06-01,-0.004003067365717761
2015-06-02,0.007033500384915348
2015-06-03,-0.01175178891901607
2015-06-04,-0.005833298870783321
2015-06-05,0.0056420175864633215
2015-06-08,-0.006395820339047842
2015-06-09,-0.0053075258646482215
2015-06-10,0.017484072161270348
2015-06-11,-0.0017856036102655848
2015-06-12,-0.006371327263944182
2015-06-15,-0.012487361277616627
2015-06-16,0.00011416418057685895
2015-06-17,-0.003645459961981179
2015-06-18,0.016119650457885992
2015-06-19,0.004613368155765407
2015-06-22,0.006159453609665189
2015-06-23,-0.007457716778102252
2015-06-24,-0.016036637933643183
2015-06-25,-0.013220410355163303
2015-06-26,-0.0011557383290279333
2015-06-29,-0.026942522758924503
2015-06-30,-0.002614233860070758
2015-07-01,0.016561630985003406
2015-07-02,0.0005857220637384142
2015-07-06,0.005622908040128216
2015-07-07,0.00698836754983545
2015-07-08,-0.01226097980273333
2015-07-09,0.006206540144594319
2015-07-10,0.05167615647805612
2015-07-13,0.0007747695630233586
2015-07-14,-0.004865370483198683
2015-07-15,-0.010668277195480358
2015-07-16,0.018757636589454174
2015-07-17,0.01069443624398514
2015-07-20,0.02574464861149961
2015-07-21,-0.005636426889978674
2015-07-22,0.004170963783804993
2015-07-23,-0.021301339173005696
2015-07-24,-0.02285337274959609
2015-07-27,-0.017262616598346825
2015-07-28,0.010312860637031074
2015-07-29,0.02209797644684297
2015-07-30,0.004169925654974538
2015-07-31,-0.005246203906523639
2015-08-03,-0.014941359465038051
2015-08-04,0.07126921695731592
2015-08-05,0.014367392579731408
2015-08-06,-0.021861703773070174
2015-08-07,-0.008289870602815386
2015-08-10,0.015554324878205072
2015-08-11,0.0026043829272479613
2015-08-12,0.010703493069812664
2015-08-13,-0.0038041568200756215
2015-08-14,0.009082645285305668
2015-08-17,0.010637056587622595
2015-08-18,0.002429043862693936
2015-08-19,-0.02271563846329805
2015-08-20,-0.03522753277069557
2015-08-21,-0.01747234085378091
2015-08-24,-0.036220758428201605
2015-08-25,-0.026375443406359778
2015-08-26,0.01650956427675543
2015-08-27,0.04780942670692867
2015-08-28,0.00884215298870239
2015-08-31,0.012984327774228088
2015-09-01,-0.018158715545614545
2015-09-02,0.040034763172727805
2015-09-03,0.01914268943282793
2015-09-04,-0.02175937551873397
2015-09-08,0.03357456467626507
2015-09-09,0.0013196307492318038
2015-09-10,-0.003954095263704049
2015-09-11,0.008957209274998545
2015-09-14,0.007162039908399365
2015-09-15,0.0025038370403400734
2015-09-16,0.01188989287014941
2015-09-17,-0.0007903990589894772
2015-09-18,-0.022232929114897715
2015-09-21,0.008893169565329373
2015-09-22,-0.025743479244092926
2015-09-23,-0.03650059167631614
2015-09-24,-0.014725881849192324
2015-09-25,-0.003357757772360359
2015-09-28,-0.05824796267235954
2015-09-29,-0.017424609655572354
2015-09-30,0.047563199109666776
2015-10-01,0.041816313602640376
2015-10-02,0.028838781472859898
2015-10-05,-0.001987264815246137
2015-10-06,-0.025780713005028377
2015-10-07,0.016028530059047696
2015-10-08,0.0110110227016178
2015-10-09,-0.00617869364291479
2015-10-12,-0.007376402242241675
2015-10-13,-0.033863754343233965
2015-10-14,-0.0123064445208928
2015-10-15,0.017799211365911782
2015-10-16,-0.0007647438230573567
2015-10-19,-0.021877199153130134
2015-10-20,-0.002684119176412536
2015-10-21,-0.012110160273436477
2015-10-22,0.05913725023553984
2015-10-23,0.012753288983651245
2015-10-26,-0.026455077070792088
2015-10-27,-0.004347567787971851
2015-10-28,0.0344977139120024
2015-10-29,0.0008439077075503842
2015-10-30,0.018346817883453603
2015-11-02,0.0010355642777641894
2015-11-03,-0.019548820708870096
2015-11-04,0.023736378885398812
2015-11-05,0.0468880218093124
2015-11-06,0.00551231911886485
2015-11-09,-0.014880101795582634
2015-11-10,-0.005366524747267398
2015-11-11,0.014986909666131254
2015-11-12,-0.025297887292667576
2015-11-13,0.0016158731477597943
2015-11-16,0.025105474435097586
2015-11-17,-0.0009833938189190983
2015-11-18,0.014965239493070381
2015-11-19,0.016102611589822402
2015-11-20,0.010033145850212977
2015-11-23,-0.0017028758714568992
2015-11-24,-0.007486337579187707
2015-11-25,-0.012890683039344486
2015-11-27,0.005900617160312427
2015-11-30,-0.012693500647515399
2015-12-01,0.010226960366473303
2015-12-02,-0.006363231700146743
2015-12-03,-0.043178898802649246
2015-12-04,0.009431322558087984
2015-12-07,-0.016174592265989496
2015-12-08,0.0037780963819435964
2015-12-09,-0.036419060437804185
2015-12-10,0.009607131447574524
2015-12-11,-0.014116481529168334
2015-12-14,0.004348498986106009
2015-12-15,0.00908260563981722
2015-12-16,0.02093128990798654
2015-12-17,-0.029215948688259052
2015-12-18,-0.009081296463105737
2015-12-21,0.016517437412717495
2015-12-22,0.0010482638282354184
2015-12-23,0.014242431105311315
2015-12-24,-0.00030987529444359563
2015-12-28,-0.010328241855699694
2015-12-29,0.007722755599015141
2015-12-30,-0.010046016784207135
2015-12-31,-0.006485501411086281
2016-01-04,-0.026850509375500042
2016-01-05,0.0014064997718292727
2016-01-06,-0.023230785511196506
2016-01-07,-0.02322985985788084
2016-01-08,-0.023216666175582712
2016-01-11,-0.004521732280363122
2016-01-12,0.009899908484834796
2016-01-13,-0.036443212207932785
2016-01-14,0.021065151335889487
2016-01-15,-0.017231522634384322
2016-01-19,-0.015744146792777136
2016-01-20,-0.011148373435768022
2016-01-21,0.00784273665977775
2016-01-22,0.038059494048005904
2016-01-25,-0.029050045413595682
2016-01-26,0.01616619402851538
2016-01-27,-0.006767006049874569
2016-01-28,-0.00502064533892721
2016-01-29,0.059586893035628696
2016-02-01,-0.01281200124494708
2016-02-02,-0.0016081650132039327
2016-02-03,0.01253880458293688
2016-02-04,0.06532613504786822
2016-02-05,-0.001386251107087788
2016-02-08,-0.047201947763792496
2016-02-09,0.020062913922045622
2016-02-10,0.02274457926975826
2016-02-11,-0.033196983223782284
2016-02-12,0.022558021335719936
2016-02-16,0.013475207000397615
2016-02-17,0.022303258569780438
2016-02-18,-0.012796427985416026
2016-02-19,0.008074674252246838
2016-02-22,0.014470146540635387
2016-02-23,-0.016345870429953502
2016-02-24,0.030376935281881012
2016-02-25,0.006471352848407719
2016-02-26,0.007654645665357673
2016-02-29,-0.0020258554088622427
2016-03-01,0.03136128266441873
2016-03-02,0.006101141075461891
2016-03-03,0.004597035020376561
2016-03-04,-0.009249164405018329
2016-03-07,0.012381883164295227
2016-03-08,-0.008639205539814343
2016-03-09,0.004210304230811257
2016-03-10,0.006435263132944957
2016-03-11,0.008816160252925753
2016-03-14,-0.0036495956239790406
2016-03-15,-0.0022165705725052387
2016-03-16,0.0005794752039325335
2016-03-17,0.01071667708133428
2016-03-18,0.006972895845927418
2016-03-21,-0.004837823764419991
2016-03-22,0.00038130336710251456
2016-03-23,-0.003335250941116863
2016-03-24,0.004875988137762022
2016-03-28,0.004566776859608046
2016-03-29,0.003219970835458774
2016-03-30,-0.004153871443778878
2016-03-31,0.0007584922800660809
2016-04-01,0.015534526399914927
2016-04-04,-0.011286399858092877
2016-04-05,-0.004150661905416797
2016-04-06,0.010420491730342984
2016-04-07,-0.007594203496249952
2016-04-08,0.020311841886542892
2016-04-11,-0.013518457795654193
2016-04-12,0.0
2016-04-13,0.002252429842743542
2016-04-14,-0.0018728968433940896
2016-04-15,0.003940797043793243
2016-04-18,0.01009340282604776
2016-04-19,-0.0024980403851264654
